'a'he'he 阿呵呵
'yong'yong'liu'tong 永永流通
'yong'zhi'er'xing 用之而行
'you'bian'yi 有变易
'you'bu'gong'dai'tian'zhi'chou 有不共戴天之雠
'you'cai'wu'cai 有采无采
'you'ge'tian'ya 犹隔天涯
'you'he'mian'mu'jian'long'yan 有何面目见龙颜
'you'jiang'fo'fa'dang'ren'qing 有将佛法当人情
'you'jiao'she'chu'wu'jiao'she 有交涉处无交涉
'you'kou'bu'neng'ma'de 有口不能骂得
'you'kou'bu'tan'sheng'si'lei 有口不谈声似雷
'you'kou'bu'tun'san'shi'fo 有口不吞三世佛
'you'lai'li'zhong'ku 由来离众苦
'you'lai'you 有来由
'you'li'tan'na 有力檀那
'you'ling'zi'zhao 幽灵自照
'you'qian'pi'mian'quan 犹欠劈面拳
'you'qie'ru'he 又且如何
'you'ren'lai'wen 有人来问
'you'ru'yue'zai'shui 又如月在水
'you'shen'yi'yu'dao'ru'chuan 有甚衣盂到汝传
'you'shi'bu'nen'mo 有时不恁麽
'you'shi'nen'mo 有时恁麽
'you'shi'yi'mo'yuan'qie'shen 有时一默渊且深
'you'shu'you'juan 有舒有卷
'you'sun'ting'te'you'xian'teng 有孙挺特尤掀腾
'you'tan'chu'xian'ye'tuan'tuan 优昙初现叶团团
'you'tan'hua'xiao'chun'feng'mian 优昙华笑春风面
'you'tian'yi'ri'zai'fu'sheng 又添一日在浮生
'you'tiao'huo'lu 有条活路
'you'wo'jin'bian'wen'gui'ke 犹握金鞭问归客
'you'wu'wang'chen'jian 有误王臣鉴
'you'xi'zhu'chen 游戏诸尘
'you'xiao'xi'chu'wu'xiao'xi 有消息处无消息
'you'xie'ba'bi 有些巴鼻
'you'yi'ju'zi 有一句子
'you'you'zi'sheng'wai 优游子圣外
'you'yue'shang'wei'ceng 有月上危层
'you'zhao'you'yong 有照有用
'you'zi'wei'gui'jia 游子未归家
'you'zu'yi'lai 有祖以来
'you'zuo'feng'yuan 右左逢原
'yu'bai'biao'bai 与白表白
'yu'cang'yu'xian 愈藏愈显
'yu'chuan'dao'zhe 与传道者
'yu'da'chuang 雨打窗
'yu'di'yan'wei 雨涤炎威
'yu'fei'yu 语非语
'yu'fu'guan'yin'zan 渔妇观音赞
'yu'gui'ji'gui 遇贵即贵
'yu'hu'yi 浴乎沂
'yu'jian'guang'zhong 玉鉴光中
'yu'jian'guang'zhong'bian'jian'qiu 玉鉴光中便见秋
'yu'jian'ji'jian 遇贱即贱
'yu'lao'yong'suo'chuan'yue'han 渔老拥蓑船月寒
'yu'lin'lin'xi'ri'gao'gao 雨霖霖兮日杲杲
'yu'long'nu'pen'xuan'ya'pu 玉龙怒喷悬崖瀑
'yu'lou'yu'dian'ling'cang'qiong 玉楼玉殿凌苍穹
'yu'mi'le'shi'wu'le'shi 欲觅了时无了时
'yu'shan'lu'shang 玉山路上
'yu'shi'ren'ren'shuang'yan'leng 欲使人人双眼冷
'yu'shu'huo'hou'jiu'shi'jing 欲书火后旧时经
'yu'shui'wei'lv 与谁为侣
'yu'ta'zhu'fo'zhu'zu'wu'bie'wu'yi 与他诸佛诸祖无别无异
'yu'wei'na'qing'zan 郁维那请赞
'yu'xian'xiang'tou'tou'zhen'bi 玉线相投透针鼻
'yu'xiao'xiao 雨萧萧
'yu'xiu'jin'yun'chun'pian'duan 语秀锦云春片段
'yu'yan'ru'gu 语言如故
'yu'yan'ru'qian 语言如前
'yu'ye'cheng'xian 遇夜乘闲
'yu'ye'su'long'men'xiao'deng'ling'guang'tai'li'fo'yan'ta 雨夜宿龙门晓登灵光台礼佛眼塔
'yu'yue'yu'yuan 鱼跃于渊
'yu'zhi'fo'yan'wu'zhe'zhang 欲知佛眼无遮障
'yu'zhi'zai'shui 鱼之在水
'yuan'bu'shu'xi'jin'bu'qin 远不疏兮近不亲
'yuan'guo'he'sha'guo 远过河沙国
'yuan'shi'cong'qian'feng'yang'bing 元是从前风恙病
'yuan'shi'jiu'shi'ren 元是旧时仁
'yuan'shi'shan'qian'jiu'li'si 元是山前旧李四
'yuan'si'jing'jin'wu'yu'shi 缘思净尽无余事
'yuan'tong'men'hu'ri'kai'zhang 圆通门户日开张
'yuan'wu'mian'mu 元无面目
'yuan'ying'sui'liu'shui 圆影随流水
'yuan'ying'ye'ming'li'an'kan 缘应也明离暗坎
'yuan'zheng'qi'zuo 元正启祚
'yuan'zuo'ru'huan'zan 愿作如幻赞
'yue'chen'chen 月沉沉
'yue'di'yan'shu'ye'wei'zhou 月低烟树夜维舟
'yue'leng'tian'gao 月冷天高
'yue'luo'wu'ti'shuang'man'tian 月落乌啼霜满天
'yue'she'shan'hu'xi'hai'fa'guang'er'bu'ye 月射珊瑚兮海发光而不夜
'yue'xia'jing'shen 月下精神
'yue'yi'mei'ying'shang'lan'gan 月移梅影上栏干
'yue'yin'jiang'tian'xiao 月印江天晓
'yue'yue'you'yue'ban 月月有月半
'yun'cong'long 云从龙
'yun'dan'dan'han'jiang'yan'ying 云淡淡寒江雁影
'yun'heng'qi'jian 云横其肩
'yun'jin'feng'xiu'wan'lai'shen 云尽风休万籁沈
'yun'lei'xiang'song 云雷相送
'yun'long'guai'shi 云笼怪石
'yun'men'da'sha 云门打杀
'yun'men'nian'qi 云门念七
'yun'shou'hai'shan'heng 云收海山横
'yun'shui'chen'ren 云水陈人
'yun'shui'cong'lin'qiu'yu'lao'cheng'zhi'qi'yun 云水丛林秋与老成之气韵
'yun'teng'zhi'yu 云腾致雨
'yun'tian'de'zhi 云天得志
'yun'wo'xiong'zhong'pan'wan'juan 云卧胸中蟠万卷
'yun'wu'xin'er'zi'xian 云无心而自闲
'yun'yue'shi'tong 云月是同
'yun'zai'qing'tian'shui'zai'ping 云在青天水在瓶
'yun'zi'gao'fei'shui'zi'liu 云自高飞水自流
'zai'san'dao'fo'fa'jiao'li 再三道佛法浇漓
'zai'tian'he'jiao'jiao 在天何皎皎
'zai'zhan'zhong'bu'zhuan'ling'tong 再占重卜转灵通
'zai'zuo'bu'yi'chu 再坐不疑处
'zan'de'xing'fei 拶得星飞
'zan'li'yuan'yuan'ze'tu 赞李源圆泽图
'zan'shui'yue'guan'yin 赞水月观音
'zan'suo'yi'dao'ren 赞蓑衣道人
'zao'duo'po 灶堕破
'zao'hua'wu'zuo'er'zuo 造化无作而作
'zao'she'fan'ci 早涉繁词
'zao'shi'bian'le'ye 早是变了也
'zao'zhi'bing'shi'shui 早知冰是水
'zao'zuo'bu'tong 造作不同
'zeng'xing'mo'dao'jiao 赠行莫道窖
'zeng'yi'ya'dao'ren 赠医牙道人
'zeng'yun'gu'xian'sheng 赠云谷先生
'zha'shang'mei'mao 眨上眉毛
'zhan'hua'juan'di'ye'nan'xiao 沾化涓滴也难消
'zhan'shen'ru'ning 湛神如凝
'zhan'tu'long'shou 展屠龙手
'zhang'chang'chu'bu'de 长长出不得
'zhang'dao'shi 张道士
'zhang'fu'zhi'dang'quan 杖拂之当拳
'zhang'li'sui'chu'shi'qian'kun 杖藜随处是乾坤
'zhang'tou'ji'zhu'po'zao'duo 杖头击著破灶堕
'zhang'tou'you'dai'nu'tao'sheng 杖头犹带怒涛声
'zhang'zhong'tu'chu 掌中突出
'zhao'bu'shi'xu 照不失虚
'zhao'er'chang'ji 照而常寂
'zhao'tou'qin'jian'ben'ye'niang 櫂头亲见本爷娘
'zhao'wo'geng'pin'pin 照我更频频
'zhao'zhao'ling'ling 昭昭灵灵
'zhao'zhao'yuan'jian 昭昭元鉴
'zhao'zhao'zai'xin'mu 昭昭在心目
'zhao'zhou'dong'bi'gua'hu'lu 赵州东壁挂葫芦
'zhe'han'ku'du 这汉酷毒
'zhe'heng'pou'dou 折衡剖斗
'zhe'long'xu'fen'yue 蛰龙须奋跃
'zhe'seng'jian'ren'fan'shen'ji 这僧剑刃翻身疾
'zhe'tuo'ke'jiu 辙脱窠臼
'zhei'li'you'ren'jian'bian'de'chu 这里有人拣辨得出
'zhen'jie'tou'er'miao'bu'ke'ming 针芥投而妙不可名
'zhen'xian'zhi'guan 针线之关
'zheng'dang'nen'me'shi 正当恁么时
'zheng'fa'yan 正法眼
'zheng'fa'yan'cang 正法眼藏
'zheng'fa'yan'cang'zeng'gao'jia 正法眼藏增高价
'zheng'gui'cheng'bie 证龟成鳖
'zheng'ling'quan'ti 正令全提
'zheng'mian'you'shui'shi'de 正面有谁识得
'zheng'ru'yuan'tong 证入圆通
'zheng'shi'ge'ban'shi'jie 正是个般时节
'zheng'si'yang'cong'xian'bi'jiao 争似飏从闲壁角
'zheng'zhuan'chu'lai'chuang'bo'jiu 挣撰出来噇钵酒
'zhi'bu'ke'liang 智不可量
'zhi'bu'zhi 知不知
'zhi'ci'shi'dan'chuan 只此是单传
'zhi'dao'jie'kong'ming'zi'ji 直到劫空明自己
'zhi'de'duan'qi 只得短气
'zhi'de'qian'kun'da'di'kong 直得乾坤大地空
'zhi'de'tong'shen'han'liu 直得通身汗流
'zhi'de'yi'jue 只得一橛
'zhi'dian'zhu'yu'cha'yi'chuo 只点茱萸茶一啜
'zhi'en'bao'en 知恩报恩
'zhi'fu'zhuan'ji'suo'lu'xi 织妇转机梭路细
'zhi'gong'bu'shi'xian'he'shang 志公不是閒和尚
'zhi'gui'zhu'ren'zhi'zhu'luo 只贵诸人知著落
'zhi'guo'er'gai 知过而改
'zhi'hao'shen'shen'jue'di'mai 只好深深掘地埋
'zhi'he'bang'yun'gen 只合傍云根
'zhi'huo'si'tong'jia'zhuan'gao 滞货私通价转高
'zhi'jin'da'di'shi'bo'tao 至今大地是波涛
'zhi'jin'you'zi'bu'xing'xing 至今犹自不惺惺
'zhi'jin'yu'yun'zai'song'luo 至今余韵在松萝
'zhi'kan'chou'chang'bu'kan'chen 只堪惆怅不堪陈
'zhi'ke'chui'qing'ju'zhan'huang 枳壳垂青菊绽黄
'zhi'lan'sheng'chu'cao'ju'fang 芝阑生处草俱芳
'zhi'me'de 只么得
'zhi'me'tuan'luan'da'zuo 只么团圞打座
'zhi'nan'er'tui 知难而退
'zhi'nan'fu'zhi'bei 枝南复枝北
'zhi'qian'qing'xiang'bu'qian'hua 只欠清香不欠华
'zhi'rao'gui'de'hou 直饶归得后
'zhi'rao'qu'zhu'liang'wang 直饶去住两忘
'zhi'rao'yi'xiang'sheng'se'dui'tou 直饶伊向声色堆头
'zhi'ru'jiang'zhang'liu'jin'shen'zuo'yi'jing'cao'yong 只如将丈六金身作一茎草用
'zhi'ru'yi'ren'nen'me 只如一人恁么
'zhi'shi'kou'men'duo'yi'chi 只是口门多一齿
'zhi'shi'tiao'bu'chu 只是跳不出
'zhi'tou'jie'ge'zi'tuan'tuan 枝头结个子团团
'zhi'wei'lao'sheng'yan'wei'kai 只为劳生眼未开
'zhi'weng 止翁
'zhi'wu'gong'chu'que'cun'zhi 智无功处却存知
'zhi'xia'cheng'dang 直下承当
'zhi'xia'shi 直下是
'zhi'xia'wu'jin'shi'lang'qian 直下无津识浪乾
'zhi'xiang'zhe'li'xue'qu 只向这里雪屈
'zhi'xin'neng'ji'ren 知心能几人
'zhi'yao'ge'ren 只要个人
'zhi'yao'zhu'ren'pi'jin'ling'lue 只要诸人披襟领略
'zhi'yin'ceng'xiang'si'zhong'lai 只因曾向死中来
'zhi'yin'ji'liang'quan'wu 只因伎俩全无
'zhi'yin'yi'deng'rao'she 只因一等饶舌
'zhi'yu'bu'ke'nai'he 至于不可奈何
'zhi'yu'jian'ren'shang'fan'shen 直於剑刃上翻身
'zhi'yuan'gui'zhong'shi'wu'chou 只缘贵重世无俦
'zhi'zai'qi'shi'lai'fan'yin 只在其时来梵音
'zhi'zhang'tou'xuan'ri'yue 楖杖头悬日月
'zhi'zhi'tan'cheng 只知贪程
'zhi'zhi'ye'ye'chui'qing'lu 枝枝叶叶垂清露
'zhi'zhu'luo 知著落
'zhi'zun'wu'wei 至尊无位
'zhong'bu'zhong'an'yan'shang'mei 终不重安眼上眉
'zhong'chang'yi'su'wu'ren'hui 衷肠已诉无人会
'zhong'cheng'bai'huai 终成败坏
'zhong'fu'shan'qian 锺阜山前
'zhong'fu'yang'qi'dan'zi 重负杨岐担子
'zhong'hua'huo'qi'xiang'dong'lai 中华祸起向东来
'zhong'liu'cheng'hai 众流成海
'zhong'mao'cheng'qiu 众毛成球
'zhong'mo'de'qi'pan'an 终莫得其畔岸
'zhong'ri'shu'bu'zu 终日数不足
'zhong'shan'qiang'rao'she 锺山强饶舌
'zhong'sheng'dao'xiao 众生道消
'zhong'sheng'nan'du 众生难度
'zhong'sheng'wu'jin 众生无尽
'zhong'wai'yi'you 中外夷犹
'zhong'yan'yue 中岩月
'zhou'hang'qi'bu'cheng'zun'chu 周行七步称尊处
'zhou'ye'jiao'can 昼夜交参
'zhu'bu'gu'qu'di 住不雇去底
'zhu'fang'duo'shi'kua'zhang'zuo'shuo 诸方多是夸张作说
'zhu'fang'jin'ming'gu 诸方尽鸣鼓
'zhu'fo'chu'shen'chu 诸佛出身处
'zhu'fo'dao'zhang 诸佛道长
'zhu'fo'yang'hua 助佛扬化
'zhu'guo'tai'ping'si'fan'hai 竺国太平思泛海
'zhu'jiao'wu'zong 著脚无踪
'zhu'lang'sui'bo'wei'ken'xiu 逐浪随波未肯休
'zhu'ren'bu'zhi 诸人不知
'zhu'ren'gao'di'shen'qian 诸人高低深浅
'zhu'ren'ruo'yao'sheng'li 诸人若要省力
'zhu'ren'shi'shang'zhong'ou 诸人石上种藕
'zhu'ren'shui'yan'huo'kai'jian'de'fen'xiao 诸人睡眼豁开见得分晓
'zhu'ren'zhi'you'chu 诸人知有处
'zhu'tai'yang'hu'lao'bang 珠胎养乎老蚌
'zhu'tian'bei'qi 诸天悲泣
'zhu'tian'yi'wei'po'nai 诸天亦为尀耐
'zhu'tou'he'shang'zan 猪头和尚赞
'zhu'xiao'tang'xu 烛晓堂虚
'zhu'zhang'heng'dan'gui'qu'lai 拄杖横担归去来
'zhu'zhang'tou'tiao'de'zhe 拄杖头挑得折
'zhu'zhang'you'shi'heng'xi'shang 柱杖有时横膝上
'zhu'zhang'zi 拄杖子
'zhu'zhang'zi'bu'ren 拄杖子不仁
'zhu'zi'sheng'ya'ge'you'cheng 诸子生涯各有成
'zhuan'cai'zai'wo 剸裁在我
'zhuan'kong'ming'yue'yi'tian'qiu 转空明月一天秋
'zhuan'qi'zhi'rou 专气致柔
'zhuan'ren'jue'di'mi'qing'tian 赚人掘地觅青天
'zhuan'rou'yi'qi 专柔一气
'zhuang'bu'de 状不得
'zhuang'yan'san'mei 庄严三昧
'zhui'bo'fan'chao'yun'zi'bai 缀钵饭抄云子白
'zhui'zhui'gong'guo 缀缀功过
'zhuo'zhuo'miao'cun 卓卓妙存
'zi'cong'de'sui'gui'lai'hou 自从得髓归来后
'zi'cong'yi'dian'guang'ming'hou 自从一点光明后
'zi'dao'yi'sheng'kan'bu'zu 自道一生看不足
'zi'ji'jiang'lai'geng'wen'shui 自己将来更问谁
'zi'jia'sao'qu'men'qian'xue 自家扫取门前雪
'zi'jin'jue'zhi'pan'lin'jiao 子今决志攀鳞角
'zi'lei'you'ke 自累犹可
'zi'mai'zi'mai 自买自卖
'zi'nan'zi'bei 自南自北
'zi'ran'xu'er'ling'kong'er'miao 自然虚而灵空而妙
'zi'shi'ni'nong'ji'bu'duan 自是你侬机不短
'zi'shi'yi'ban'feng'wei'bie 自是一般风味别
'zi'tian'fu'xia'cun'gen'zhu 菑田弗下寸根株
'zi'tui'bu'er'jiu'fu 子退步而就父
'zi'xi'zi'dong 自西自东
'zi'xia'ji'qiu 自夏及秋
'zi'xiao'nian'deng'liu'shi'qi 自笑年登六十七
'zi'yan'xian'ni 紫燕衔泥
'zi'you'yi'jing 自有一经
'zi'zan 自赞
'zi'zhi'feng'xia 紫芝峰下
'zong'can'ming'yue'zhu 粽餐明月珠
'zong'de'chang'sheng 纵得长生
'zong'duo'lin'shi 纵夺临时
'zong'heng'zi'you 纵横自由
'zong'pai'tu 宗派图
'zong'shi'xu'hua 总是虚花
'zong'shi'zui'gen'dou'chan'le 纵使罪根都忏了
'zong'yi'da'yan'shu 纵以大衍数
'zu'shi'ba'bi 祖师巴鼻
'zu'shi'bu'hui 祖师不会
'zu'shi'tu'zan 祖师图赞
'zu'shi'zhi'you'chu 祖师知有处
'zu'yi'huo'bo'bo 祖意活鱍鱍
'zui'bao'le'wu'yu 醉饱乐无余
'zui'bu'kuang'ge'ren'duo'jin 醉步狂歌任堕巾
'zun'gui'bu'zhi'ming 尊贵不知名
'zuo'di'kan'yang'zhou 坐地看扬州
'zuo'duan'shi'fang'guo'tu 坐断十方国土
'zuo'mo'sheng'tou 作麽生透
'zuo'ri'wu'yue'jin 昨日五月尽
'zuo'ri'you'ren'cong'tian'tai'lai 昨日有人从天台来
'zuo'shi'bu'fei'gong'wu 做时不费工无
'zuo'wo'jing'xing 坐卧经行
'zuo'ye'bei'xing'yi'yi'wei 昨夜孛星移一位
'zuo'ye'ji'liao'tun'bo'bie 昨夜唧蟟吞跛鳖
'zuo'ye'xin'zhou'lao'lu 昨夜新州老卢
'zuo'yi'chan 坐亦禅
