'ye'cheng'fan'fu'bu'zu'guai 邺城反覆不足怪
'ye'chu'yong'diao'ge 夜出拥雕戈
'ye'chuan'ming'xi'huo 野船明细火
'ye'cong'jiang'kan'luo'feng'tuan 也从江槛落风湍
'ye'di'ci'zhi'bu'zhong'su 叶蒂辞枝不重苏
'ye'di'si'feng'tang 谒帝似冯唐
'ye'di'xiao'guan'cheng 谒帝萧关城
'ye'dian'shan'qiao'song'ma'ti 野店山桥送马蹄
'ye'dian'yin'shan'quan 野店引山泉
'ye'duo'qing'qing'mai 野多青青麦
'ye'er'shou'bai'ye'yue'xiu'xian 夜二首白夜月休弦
'ye'fa'meng'shi'san'qian'ren 夜发猛士三千人
'ye'fan'xie'mi'xin 野饭谢麋新
'ye'fei'yan'qiu'men'shang'hu 夜飞延秋门上呼
'ye'feng'chui'zheng'yi 野风吹征衣
'ye'fu'ke'lian'ren 也复可怜人
'ye'fu'yao'li'shang'shu'xia'ma 夜复邀李尚书下马
'ye'ge'xiao'lian'chuan 夜隔孝廉船
'ye'gong'cuan'fu'shen'shu'li 业工窜伏深树里
'ye'guan'nong'hua'fa 野馆浓花发
'ye'guo'chong'hou'liang 野果充糇粮
'ye'hang'qia'shou'liang'san'ren 野航恰受两三人
'ye'he'qing'chen'chu 野鹤清晨出
'ye'hu'fan'kui'cao 野鹘翻窥草
'ye'hua'gan'geng'luo 野花干更落
'ye'hua'liu'bao'ye 野花留宝靥
'ye'hua'shan'ye'yin'chai'bing 野花山叶银钗并
'ye'hua'sui'chu'fa 野花随处发
'ye'jing'bai'ou'lai 野静白鸥来
'ye'jing'yun'ju'hei 野径云俱黑
'ye'jiu'luo'jiang'bian 夜久落江边
'ye'jiu'yu'sheng'jue 夜久语声绝
'ye'ju'he'chu'mi'wang'men 曳裾何处觅王门
'ye'ju'zhi'li'di 曳裾置醴地
'ye'ju'zhong'ri'sheng'wen'ru 曳裾终日盛文儒
'ye'jue'an'feng'wei'dong 夜绝岸风威动
'ye'kan'feng'cheng'qi 夜看丰城气
'ye'ke'mao'ci'xiao 野客茅茨小
'ye'ke'pin'liu'ju'xue'shuang 野客频留惧雪霜
'ye'ku'chu'wen'zhan 野哭初闻战
'ye'ku'ji'jia'wen'zhan'fa 野哭几家闻战伐
'ye'kuang'tian'qing'wu'zhan'sheng 野旷天清无战声
'ye'kuang'wu'yi'qian 野旷舞衣前
'ye'lai'chui'zhe'shu'zhi'hua 夜来吹折数枝花
'ye'lai'fu'he'ru 夜来复何如
'ye'lai'gui'niao'jin 夜来归鸟尽
'ye'lan'geng'bing'zhu 夜阑更秉烛
'ye'lan'jie'ruan'yu 夜阑接软语
'ye'lang'xi'ri'nuan 夜郎溪日暖
'ye'lao'fu'he'zhi 野老复何知
'ye'lao'lai'kan'ke 野老来看客
'ye'lao'qiang'di'hai'si'jia 野老墙低还似家
'ye'li'song'zi'seng'qian'luo 叶里松子僧前落
'ye'liang'qin'bi'hu 野凉侵闭户
'ye'liu'xing'de'ri 野流行地日
'ye'lu'ji'xin'chang 野露及新尝
'ye'lu'su'juan'juan 野鹭宿娟娟
'ye'mi'ming'chan'chou 叶密鸣蝉稠
'ye'niang'qi'zi'zou'xiang'song 耶娘妻子走相送
'ye'pu'quan'zi'zhu 野圃泉自注
'ye'qi'lian'jia'die 野畦连蛱蝶
'ye'qi'tian'si'chao'tian'he 夜骑天驷超天河
'ye'qiao'fen'zi'xi 野桥分子细
'ye'ren'ban'chao'ju 野人半巢居
'ye'ren'dui'shan'xing 野人对膻腥
'ye'ren'jin'xian'jue 野人矜险绝
'ye'ren'kuang'dang'wu'mian'yan 野人旷荡无靦颜
'ye'ren'ning'de'suo 野人宁得所
'ye'ren'shi'du'wang 野人时独往
'ye'ren'xiang'zeng'man'jun'long 野人相赠满筠笼
'ye'ren'xun'yan'yu 野人寻烟语
'ye'ru'he'qi'chu'cu'xi 夜如何其初促膝
'ye'run'lin'tang'mi 叶润林塘密
'ye'run'yan'guang'bao 野润烟光薄
'ye'shan'sui'xing'zhang 野膳随行帐
'ye'shen'dian'tu'wu 夜深殿突兀
'ye'shen'jing'zhan'chang 夜深经战场
'ye'shen'peng'ya'dao 夜深彭衙道
'ye'shen'zuo'nan'xuan 夜深坐南轩
'ye'shi'xing'yu'zeng 野食行鱼罾
'ye'shu'an'quan'shi 野蔬暗泉石
'ye'shu'ge'hai'yi 野树歌还倚
'ye'shu'gong'luan'xue 野鼠拱乱穴
'ye'shu'qin'jiang'kuo 野树侵江阔
'ye'shui'chun'lai'geng'jie'lian 野水春来更接连
'ye'shui'lin'xia'yang 野税林下鞅
'ye'shui'ri'ling'ling 野水日泠泠
'ye'shui'shi'jiao'chi 野水失蛟螭
'ye'si'chui'yang'li 野寺垂杨里
'ye'su'chang'yun'lou 夜宿敞云楼
'ye'su'xi'ge 夜宿西阁
'ye'tai'dang'bei'dou 夜台当北斗
'ye'ting'chun'hai'za'hua'yuan 野亭春还杂花远
'ye'wai'pin'jia'yuan 野外贫家远
'ye'wang'na'na'qian'kun'da 野望纳纳乾坤大
'ye'wang'qing'qiu'wang'bu'ji 野望清秋望不极
'ye'wu'liu'han'shui 野屋流寒水
'ye'xi'feng'geng'luo 叶稀风更落
'ye'xian'mi'ru'lai 野苋迷汝来
'ye'xin'zhu'shi'kan'shi'luo 叶心朱实看时落
'ye'xue'gong'mei'chun 夜雪巩梅春
'ye'xue'shi'xiang'duo'yang'ji 业学尸乡多养鸡
'ye'ya'wu'yi'xu 野鸦无意绪
'ye'ye'zi'kai'chun 叶叶自开春
'ye'yu'jian'chun'jiu 夜雨翦春韭
'ye'yu'xiao'yu'ye'fu'mi 夜雨小雨夜复密
'ye'yuan'er'zhuo'long 掖垣迩濯龙
'ye'yue'man'ting'yu 野月满庭隅
'ye'yue'yang'wei'feng 曳月扬微风
'ye'yun'di'du'shui 野云低渡水
'ye'zhan'xin'guo'yong'qing'xing 也沾新国用轻刑
'ye'zhao'mei'qing'pin 野棹没青蘋
'ye'zhong'shi'fan'fu 邺中事反覆
'ye'zhu'du'xiu'xiu 野竹独修修
'ye'zhu'shang'qing'xiao 野竹上青霄
'ye'zhui'qing'wei'lang 叶坠清渭朗
'ye'zi'zhao'ruo'xin 夜字照爇薪
'ye'zu'zhan'sha'yu 夜足沾沙雨
'yi'ai'qin'ji'bing 一哀侵疾病
'yi'ai'san'xia'mu 一哀三峡暮
'yi'ban'lao'fu'ming 已伴老夫名
'yi'ban'qing'qian'fang'gu'zhi 已办青钱防雇直
'yi'ban'yu'sheng'heng 亦伴玉绳横
'yi'bao'si'qiao'yu 倚薄似樵渔
'yi'bao'wu'lu'bing 倚薄巫庐并
'yi'bao'ze'fei'che 一饱则飞掣
'yi'bei'su'zhi'sui'shi'ran 已悲素质随时染
'yi'bian'sha'jiu'bai 驿边沙旧白
'yi'bie'wu'qiu'ying 一别五秋萤
'yi'bie'xing'qiao'ye 一别星桥夜
'yi'bing'yuan'ming'zhu 一病缘明主
'yi'bo'cheng'lou'di 已泊城楼底
'yi'bo'xing'hai'lei 已拨形骸累
'yi'bu'wei'pan'sun 亦不为盘飧
'yi'bu'zai'liu'xue 一步再流血
'yi'cai'fu'jian'chu 异才复间出
'yi'cai'ying'jian'chu 异才应间出
'yi'chong'yi'yan'wu'fei'fu 一重一掩吾肺腑
'yi'chuan'he'qi'li 一川何绮丽
'yi'chuan'tong'zi'qi'qing'zhu 已传童子骑青竹
'yi'chuan'xian'zhu'miao 移船先主庙
'yi'ci'gu'guo'shi'jing'qiu 一辞故国十经秋
'yi'cun'huang'tian'niu'de'geng 一寸荒田牛得耕
'yi'da'er'tong'wen 意答儿童问
'yi'dai'gui'xian'zhu 翊戴归先主
'yi'dai'quan'rong'mie 意待犬戎灭
'yi'dao'chu'liu'sha 驿道出流沙
'yi'de'gui'shan'gang 亦得归山冈
'yi'de'xing'wang'hou 一德兴王后
'yi'di'ba'hu'tu'qun'xun 夷狄跋扈徒逡巡
'yi'di'kan'yun'bai'ri'mian 忆弟看云白日眠
'yi'di'yu'fu'an 已低鱼复暗
'yi'die'gan'zhi'jin 遗堞感至今
'yi'dong'xiu'she'zhe 义动修蛇蛰
'yi'du'bu'wu'shen 意度不无神
'yi'du'li'chun'shi 已度立春时
'yi'duo'xian'shan'lei 已堕岘山泪
'yi'er'lao'gua'qi 一二老寡妻
'yi'er'yao'xia'tie'si'jian 忆尔腰下铁丝箭
'yi'fan'ji'bian'sao 一饭迹便扫
'yi'fan'si'wu'qi 一饭四五起
'yi'fan'wei'ceng'liu'su'ke 一饭未曾留俗客
'yi'fang'cheng'ci'xing 异方乘此兴
'yi'fang'chu'yan'ju 异方初艳菊
'yi'fang'jian'you'xun 义方兼有训
'yi'fang'jing'hui'mian 异方惊会面
'yi'fang'tong'yan'shang 异方同宴赏
'yi'fei'qing'chen'ye 已费清晨谒
'yi'feng'yi'yi'lu 倚风遗鶂路
'yi'fu'gan'shen'hen 役夫敢申恨
'yi'fu'nu'lin'guan 一夫怒临关
'yi'fu'reng'la'wei 蚁浮仍腊味
'yi'fu'xian'wu'jian 一夫先舞剑
'yi'gan'zhen'xi'qing 衣干枕席清
'yi'ge'fu'qiao'ke 夷歌负樵客
'yi'ge'peng'yu'pan 夷歌捧玉盘
'yi'ge'shu'chu'qi'yu'qiao 夷歌数处起渔樵
'yi'gen'fang'er'zhan 移根方尔瞻
'yi'gou'jue'bi'xia 遗构绝壁下
'yi'gu'jiang'song'qiao 异骨降松乔
'yi'gu'qi'wu'qian 一鼓气无前
'yi'gu'you'xuan'chun 衣故有悬鹑
'yi'guan'ba'chi'shen 衣冠八尺身
'yi'guan'bai'zi'chen 衣冠拜紫宸
'yi'guan'ji'ban'shi'cang'shen 一官羁绊实藏身
'yi'guan'jian'dao'zei 衣冠兼盗贼
'yi'guan'kong'rang'rang 衣冠空穰穰
'yi'guan'kun'lun'tu 忆观昆仑图
'yi'guan'mi'shi'yue 衣冠迷适越
'yi'guan'nan'du'duo'beng'ben 衣冠南渡多崩奔
'yi'guan'peng'ge'hou 移官蓬阁后
'yi'guan'qi'wan'zhong 衣冠起晚钟
'yi'guan'qi'zhi'zun 移官岂至尊
'yi'guan'que'hu'cong 衣冠却扈从
'yi'guan'shi'ri'chao'tian'zi 衣冠是日朝天子
'yi'guan'wang'wang'cheng'jian'lv 衣冠往往乘蹇驴
'yi'guan'xin'can'chuang 衣冠心惨怆
'yi'guan'yu'shi'tong 衣冠与世同
'yi'gui'bu'xiao'wang 一鬼不销亡
'yi'guo'lu'rong'zhai'li'zhi 忆过泸戎摘荔枝
'yi'guo'shi'san'gong 一国实三公
'yi'guo'yang'liu'zhu 忆过杨柳渚
'yi'he'xiang'zhen'quan 衣褐向真诠
'yi'hen'shi'tun'wu 遗恨失吞吴
'yi'hou'jian'jun'qing 遗后见君情
'yi'hu'jiu'shui'cang'jiao'long 一斛旧水藏蛟龙
'yi'hu'yin'ya'you'cang'ying 义鹘阴崖有苍鹰
'yi'hua'kai'jue'yu 异花开绝域
'yi'hui'chu'shou'hai 一麾出守还
'yi'huo'ming'zhu'zheng'yu'tao 一豁明主正郁陶
'yi'huo'zun'zhong'nu 疑惑尊中弩
'yi'ji'chu'xi'shu 一纪出西蜀
'yi'ji'fu'jiang'bian 遗迹涪江边
'yi'ji'sai'yuan'shen 一寄塞垣深
'yi'jian'bai'tou'weng 已见白头翁
'yi'jian'chu'shan'bi 已见楚山碧
'yi'jian'di'li'xiong 已见帝力雄
'yi'jian'duan'ting'zhong 倚剑短亭中
'yi'jian'neng'qing'chan 一见能倾产
'yi'jian'zheng'zhui'shuang'fei'yi 一箭正坠双飞翼
'yi'jian'zhi'sheng'xin 已见直绳心
'yi'jian'zong'bing'fu 一剑总兵符
'yi'jiang'can'dan'jing'ying'zhong 意匠惨澹经营中
'yi'jie'men'lu'wang 已结门庐望
'yi'jin'ku'han'yue 已近苦寒月
'yi'jing'bai'ri'cuan'jing'ji 已经百日窜荆棘
'yi'jing'qi'wu'nei 一经器物内
'yi'jing'ye'hua'luo 一径野花落
'yi'jiu'yi'xian'ni 依旧已衔泥
'yi'jiu'zhu'lin'qing 依旧竹林青
'yi'ju'fu'hai'hang 已具浮海航
'yi'ju'han'jin'chen 宜居汉近臣
'yi'ju'lei'shi'shang 一举累十觞
'yi'jue'gu'jin'mi 诣绝古今迷
'yi'jue'liang'xiao'yong 已觉良宵永
'yi'jue'qi'yu'song'hua'di 已觉气与嵩华敌
'yi'jue'zao'chuang'zhu 已觉糟床注
'yi'jun'gu'rou'di 义均骨肉地
'yi'jun'jin'hua'sheng 倚君金华省
'yi'jun'song'shi'shen'lin'ran 忆君诵诗神凛然
'yi'ke'yi'da'chan 乙科已大阐
'yi'ke'zong'ming'sou 亦可纵冥搜
'yi'kong'sui'cuo'tuo 亦恐岁蹉跎
'yi'kui'mo'fang'shou 刈葵莫放手
'yi'lai'qiong'sui'yan 倚赖穷岁晏
'yi'lai'tian'ya'diao 倚赖天涯钓
'yi'lan'yi'ye'guang 猗兰奕叶光
'yi'lan'zhong'shan'xiao 一览众山小
'yi'lao'shang'shu'lang 已老尚书郎
'yi'lao'you'ming'ri'mu'zhong 一老犹鸣日暮钟
'yi'leng'yu'zhuang'mian 衣冷欲装绵
'yi'li'he'shen'ji 易力何深哜
'yi'liang'zhen'wen'de 翼亮贞文德
'yi'ling'chun'se'qi 彝陵春色起
'yi'ling'fu'shi'guang'ling'luan 已令拂拭光凌乱
'yi'ling'qing'ji'hui'tong'ji 已令请急会通籍
'yi'liu'geng'neng'cun 移柳更能存
'yi'lou'shuai'liu'ce 驿楼衰柳侧
'yi'lu'jing'qin'zhang 衣露净琴张
'yi'lun'peng'you'nan 一论朋友难
'yi'lun'you'yu'di 议论有馀地
'yi'luo'zhi'zhang'shou 伊洛指掌收
'yi'lv'zhong'nan'jiang 伊吕终难降
'yi'ma'bu'fu'neng'qing'fei 衣马不复能轻肥
'yi'ma'zi'fei'qing 衣马自肥轻
'yi'mao'sheng'feng'xue 一毛生凤穴
'yi'men'gu'you'wang 倚门固有望
'yi'meng'han'lu'wei 亦蒙寒露委
'yi'ming'shi'luan'yu 一命侍鸾舆
'yi'ming'xu'qu'se 一命须屈色
'yi'mu'yi'feng'yan 帟幕疑风燕
'yi'nan'fu'shu'zhi 一男附书至
'yi'nei'cheng'chang'duan 意内称长短
'yi'neng'hua'ma'qiong'shu'xiang 亦能画马穷殊相
'yi'ni'wen'gao'tian 一拟问高天
'yi'nian'feng'xiang'dou 忆念凤翔都
'yi'nian'ju'zi'zhou 一年居梓州
'yi'nuo'qi'jiao'jin 一诺岂骄矜
'yi'pei'han'jing'cang'jing'long 已佩含景苍精龙
'yi'pi'he'cao'yi'pi'si 一匹龁草一匹嘶
'yi'ping'jie'zhi'zun 亦凭节制尊
'yi'po'lv'chou'ning 益破旅愁凝
'yi'qi'gan'qing'shi 逸气感清识
'yi'qi'ji'gui'shuang'que'wu 意气即归双阙舞
'yi'qi'jin'shui'jian 意气今谁见
'yi'qi'si'sheng'qin 意气死生亲
'yi'qi'zhe'zhong'lin 一起辙中鳞
'yi'qi'zhu'wu'gou 意气逐吴钩
'yi'qi'zhuan'hong'jun 一气转洪钧
'yi'qian'le'hai'xiao 意遣乐还笑
'yi'qian'yu'qing'feng 亦遣驭清风
'yi'qie'guan'fei'dong 意惬关飞动
'yi'qing'gan'ji'han 一请甘饥寒
'yi'qiu'cang'qu'zhe 一丘藏曲折
'yi'qiu'chang'ku'yu 一秋常苦雨
'yi'qu'chou'zhi'shui 忆渠愁只睡
'yi'qu'han'yue'yuan 已去汉月远
'yi'qu'jiao'tai'tong'you'you 一躯交态同悠悠
'yi'qu'wu'xu'sui 义取无虚岁
'yi'qu'zi'tai'lian'shuo'mo 一去紫台连朔漠
'yi'qun'jue'zu'xin'shu'jie 逸群绝足信殊杰
'yi'ran'da'xian'hou 嶷然大贤后
'yi'ran'gong'xie'shou 怡然共携手
'yi'ran'jing'fu'zhi 怡然敬父执
'yi'ran'qi'miao'lue 依然七庙略
'yi'ran'qiang'kou'di 屹然强寇敌
'yi'ren'du'gui'lin 宜人独桂林
'yi'ren'ling'ping'shi'nian'shi 已忍伶俜十年事
'yi'ri'guo'hai'shou'feng'fan 一日过海收风帆
'yi'ri'jiang'lou'zuo'cui'wei 一日江楼坐翠微
'yi'ri'liang'qian'pu 一日两遣仆
'yi'ri'shang'shu'neng'qian'hui 一日上树能千回
'yi'ri'xu'lai'yi'bai'hui 一日须来一百回
'yi'rong'cai'han'ma 一戎才汗马
'yi'ru'feng'deng'mai'yun'duan 已入风磴霾云端
'yi'ru'jiao'ying'xia'xiang'yun 亦如角鹰下翔云
'yi'ru'ni'tu'sui'wan'shou 一辱泥涂遂晚收
'yi'ru'xiao'chen'mei'zhi'zun 亦如小臣媚至尊
'yi'shan'zhi'bei'ye'huo'fen 峄山之碑野火焚
'yi'shang'chi'xiao'xing 亦上赤霄行
'yi'shang'chui'su'fa 衣裳垂素发
'yi'shang'jian'xin'yue 衣上见新月
'yi'shang'pan'bai'lu 衣裳判白露
'yi'shang'xi'ling'gu'yi'lou 忆上西陵故驿楼
'yi'shang'yi'hui'xin 一上一回新
'yi'shang'yu'diao'weng 衣裳与钓翁
'yi'she'ji'yi'qi 异舍鸡亦栖
'yi'shen'chen'ku'ci 意深陈苦词
'yi'sheng'bao'hen'kan'zi'jie 一生抱恨堪咨嗟
'yi'sheng'fen'gan'ji 义声纷感激
'yi'sheng'fu'gui'qing'bang'guo 一生富贵倾邦国
'yi'sheng'he'chu'song'shu'yan 一声何处送书雁
'yi'sheng'he'zu'lun 一胜何足论
'yi'sheng'jin'bao'xiang'shui'kai 一生襟抱向谁开
'yi'sheng'xi'nu'chang'ren'zhen 一生喜怒长任真
'yi'sheng'zi'lie'zhi'wu'di 一生自猎知无敌
'yi'shi'an'cang'huang 已是安苍黄
'yi'shi'bu'zu'shang 一失不足伤
'yi'shi'du'wei'xiu 移时独未休
'yi'shi'fu'sheng'li 易识浮生理
'yi'shi'huai'er'zi 异时怀二子
'yi'shi'jie'tong'fen 义士皆痛愤
'yi'shi'jin'xi'hui 一时今夕会
'yi'shi'kong'tong'lai 疑是崆峒来
'yi'shi'lie'nv'jia 义士烈女家
'yi'shi'sheng'mao'yu 一食生毛羽
'yi'shi'shi'zhu'qian 移时施朱铅
'yi'shi'wo'xing'sao 已是沃腥臊
'yi'shi'xiang'ju'he 衣食相拘阂
'yi'shi'yi'shi'ta'xiang'yuan 一室一室他乡远
'yi'shou'di'bo'yun'jian'shu 已收滴博云间戍
'yi'shou'ru'fei'xing'xiu'luo 异兽如飞星宿落
'yi'shu'chu'cheng'lai 驿树出城来
'yi'shuai'bing'fang'ru 已衰病方入
'yi'shuang'bai'yu'bu'shou'diao 一双白鱼不受钓
'yi'shuang'xi'chi'dui'chen'fu 一双鸂鶒对沉浮
'yi'si'ai'wen'zhang 已似爱文章
'yi'si'gong'jia'xu 以俟公家须
'yi'su'geng'xuan'bei 异俗更喧卑
'yi'su'zheng'qiu'pin'dao'gu 已诉征求贫到骨
'yi'sui'ji'zhong'duo 遗穗及众多
'yi'sui'si'hang'yi 一岁四行役
'yi'tan'shen'shi'zhuo 益叹身世拙
'yi'tan'yi'xiao'su'xiang'kan 一谈一笑俗相看
'yi'tang'you'ji'feng 议堂犹集凤
'yi'ti'jun'chen'ji'si'tong 一体君臣祭祀同
'yi'tian'gui'cao'zhi 已忝归曹植
'yi'tian'shang'guan'tong 义忝上官通
'yi'tian'song'gu'jian'lai'ku 倚天松骨见来枯
'yi'tian'wu'shu'niao 已添无数鸟
'yi'wang'ce'chong'xun 异王册崇勋
'yi'wang'jiu'jiang'cheng 一望九江城
'yi'wang'juan'xi'yi 一望卷西夷
'yi'wang'you'yan'ge 一望幽燕隔
'yi'wei'fan'xian'yin 异味烦县尹
'yi'wei'ge'xing'ge'zhu'ke 一为歌行歌主客
'yi'wei'kong'zun'chou 已畏空尊愁
'yi'wei'tuan'kong'shang'jiu'tian 亦未抟空上九天
'yi'wei'yin'liao'kuo 已谓殷寥廓
'yi'wei'za'feng'chen 亦未杂风尘
'yi'wen'dong'xing'xuan 已闻动行轩
'yi'wen'lao'cheng'ming 已闻老成名
'yi'wen'shuo'jin'ji'nan'cai 一闻说尽急难材
'yi'wo'cang'jiang'jing'sui'wan 一卧沧江惊岁晚
'yi'wo'cui'zhi'cheng 遗我翠织成
'yi'wo'quan'ke'zhu 遗我泉客珠
'yi'wo'si'ban'yang 以我似班扬
'yi'wu'ci'er'bing 疑误此二柄
'yi'wu'guan'jin'qu 一物官尽取
'yi'wu'jian'qi'dong'si'fang 一舞剑气动四方
'yi'wu'liu'sha'qi 意无流沙碛
'yi'wu'qi'li'fa 义无弃礼法
'yi'wu'xiu'jin'qu 一物休尽取
'yi'wu'zi'he'huang'tian'ci 一物自荷皇天慈
'yi'xi'cang'sheng'you 一洗苍生忧
'yi'xi'chu'jian'shi 忆昔初见时
'yi'xi'cun'ye'ren 忆昔村野人
'yi'xi'dong'yue'yang 忆戏东岳阳
'yi'xi'fan'zeng'sui'yu'dou 忆昔范增碎玉斗
'yi'xi'hao'zhui'liang 忆昔好追凉
'yi'xi'huang'wei'qing'hai'dai 已喜皇威清海岱
'yi'xi'ju'nu'ji 依稀橘奴迹
'yi'xi'kai'yuan'quan'sheng'ri 忆昔开元全盛日
'yi'xi'li'gong'cun 忆昔李公存
'yi'xi'li'shan'gong 忆昔骊山宫
'yi'xi'lin'zi'ting 伊昔临淄亭
'yi'xi'nan'hai'shi 忆昔南海使
'yi'xi'ni'jing'xia'nan'yuan 忆昔霓旌下南苑
'yi'xi'pin'jie'shen 伊昔贫皆甚
'yi'xi'shao'zhuang'ri 忆昔少壮日
'yi'xi'shu'dou'gao 已喜黍豆高
'yi'xi'tai'pu'zhang'jing'shun 伊昔太仆张景顺
'yi'xi'wan'gu'fan'ma'kong 一洗万古凡马空
'yi'xi'xian'yang'du'shi'he 忆昔咸阳都市合
'yi'xi'xun'xing'xin'feng'gong 忆昔巡幸新丰宫
'yi'xia'yang'zhu'lei 易下杨朱泪
'yi'xian'feng'jiu'you 异县逢旧友
'yi'xian'jing'xu'wang 异县惊虚往
'yi'xian'san'fu'peng'lai'gong 忆献三赋蓬莱宫
'yi'xiang'que'luo 遗像缺落
'yi'xiang'yang'mang'fu 异香泱漭浮
'yi'xing'bai'lu'shang'qing'tian 一行白鹭上青天
'yi'xing'bi'zhan'jin 义形必沾巾
'yi'xiu'bu'ceng'gan 衣袖不曾干
'yi'xiu'lu'liang'zhou 衣袖露两肘
'yi'xu'ri'huang'wu 意绪日荒芜
'yi'xue'chu'ren'wei 一学楚人为
'yi'xun'ban'lei'yu 一旬半雷雨
'yi'yan'ru'gao'kong 一雁入高空
'yi'yang'fa'yin'guan 一阳发阴管
'yi'yao'zhui'pan'yue 瘗夭追潘岳
'yi'ye'ban'gu'shi 奕叶班姑史
'yi'ye'shui'gao'er'chi'qiang 一夜水高二尺强
'yi'yi'bang'he'pin 薏苡谤何频
'yi'yi'bei'ren'fei 一一背人飞
'yi'yi'beng'liu'xing 熠熠迸流星
'yi'yi'chang'ku'xin 役役常苦辛
'yi'yi'dang'pou'xi 一一当剖析
'yi'yi'hu'lian'qi 嶷嶷瑚琏器
'yi'yi'hui'bei'feng 一一灰悲风
'yi'yi'wen'han'guan 一一问函关
'yi'yi'yue'chen'wu 翳翳月沉雾
'yi'yin'feng'yu'qiu 移因风雨秋
'yi'yin'mi'zhi'chi 夷音迷咫尺
'yi'yin'mu'yun'duan 已隐暮云端
'yi'ying'chong'de'xi 已应舂得细
'yi'ying'jiang'xiang'tu 宜膺将相图
'yi'ying'zhou'qian'lu'di'hua 已映洲前芦荻花
'yi'yong'dang'shi'fa 已用当时法
'yi'yong'gu'pan'cheng 亦用顾盼称
'yi'yong'zhuan'cheng'ju 亦拥专城居
'yi'you'jia'zhu'ren 邑有佳主人
'yi'you'liang'song'you 亦有梁宋游
'yi'you'ruan'bu'bing 宜忧阮步兵
'yi'you'zi'zi'ji'zi 忆幼子字骥子
'yi'yu'bin'ke'lao'gu'cheng 异域宾客老孤城
'yi'yu'chan'die'zhang 意欲铲叠嶂
'yi'yu'gao'li'bei 忆与高李辈
'yi'yu'ying'jun'hou 宜与英俊厚
'yi'yue'bu'shu'tou 一月不梳头
'yi'zai'bei'chen'bu'ke'de 移栽北辰不可得
'yi'zai'lao'da'shi 亦在老大时
'yi'zai'shui'ken'zheng 义在谁肯征
'yi'zai'tong'guan'shi'xing'duo 忆在潼关诗兴多
'yi'zai'yun'tai'shang 议在云台上
'yi'zhan'chun'yu'shi 衣沾春雨时
'yi'zhang'bei'gu'cheng 倚杖背孤城
'yi'zhang'chuan'hua'ting'ma'si 倚杖穿花听马嘶
'yi'zhang'geng'pei'hui 倚杖更裴回
'yi'zhang'geng'sui'ren 倚杖更随人
'yi'zhang'ji'xi'bian 倚杖即溪边
'yi'zhang'kan'gu'shi 倚杖看孤石
'yi'zhang'mei'zhong'zhou 倚杖没中洲
'yi'zhang'zhi'zhe'lun 义仗知者论
'yi'zhao'bei'ma'ta 一朝被马踏
'yi'zhao'zi'zui'ji 一朝自罪己
'yi'zhe'si'lu'qu 议者死路衢
'yi'zhi'chu'guo'shao'chen'shi 已知出郭少尘事
'yi'zhi'gu'xiang'le 亦知故乡乐
'yi'zhi'jie'bu'qi 已知嗟不起
'yi'zhi'lao'su'yi'wei'wan 依止老宿亦未晚
'yi'zhi'qiong'chou'an'zai'zai 亦知穷愁安在哉
'yi'zhi'xian'ke'yi'xiang'qin 已知仙客意相亲
'yi'zhi'xing'bu'dai 亦知行不逮
'yi'zhong'jiu'wan'jia 邑中九万家
'yi'zhong'lao'bai'qing 意钟老柏青
'yi'zhong'shang'ke'you'zhu'shi 邑中上客有柱史
'yi'zhong'zhu'qing'xi 一种住青溪
'yi'zhu'guan'tou'mian'ji'hui 一柱观头眠几回
'yi'zhu'quan'ying'jin 一柱全应近
'yi'zhu'ru'qin'zhui 倚著如秦赘
'yi'zhuang'jun'du'jian 异状君独见
'yi'zhui'na'dei'qu 一坠那得取
'yi'zhuo'san'qian'you 一酌散千忧
'yi'zi'bao'zhu'cun'xin'chi 以兹报主寸心赤
'yi'zi'bao'zhu'yuan 以兹报主愿
'yi'zi'chu'wei'yong'jia'qu 忆子初尉永嘉去
'yi'zi'feng'chen'qi 一自风尘起
'yi'zi'fu'shi'zu 以兹抚士卒
'yi'zi'mai'kan'pin 一字买堪贫
'yi'zi'peng'gu'duo 以兹朋故多
'yi'zi'wu'sheng'li 以兹悟生理
'yi'zi'xie'hua'xing 一字偕华星
'yi'zu'jing'qin'qin 逸足竞駸駸
'yi'zu'wei'zhen'wu 亦足慰榛芜
'yi'zun'quan'shan'jian 移樽劝山简
'yi'zuo'bai'tou'weng 已作白头翁
'yi'zuo'ci'zhan'men'xia'sheng 忆昨赐沾门下省
'yi'zuo'huan'yu'chang'jian'zhao 忆昨欢娱常见招
'yi'zuo'kuang'cui'zou 忆昨狂催走
'yi'zuo'lang'bei'chu 忆昨狼狈初
'yi'zuo'lu'rao'jin'ting'dong 忆昨路绕锦亭东
'yi'zuo'qu'xing'dian 忆昨趋行殿
'yi'zuo'xiao'yao'gong'feng'ban 忆昨逍遥供奉班
'yin'an'bei'lai'hao 银鞍被来好
'yin'an'que'fu'xiang'luo'pa 银鞍却覆香罗帕
'yin'bei'zhong'lin'shi 因悲中林士
'yin'bi'luo'qiu'cang 引臂落鹙鶬
'yin'chen'chun'ou'xiang 茵蔯春藕香
'yin'chen'tie'feng'que 阴沉铁凤阙
'yin'cheng'xiao'ye'xi 殷柽晓夜稀
'yin'dun'jia'qi'hou 隐遁佳期后
