'a'shui'xiao'de 阿谁消得
'you'bi'tou'qian'zi 有笔头千字
'you'bian'wen'ren'xiu 邮便问人羞
'you'bu'dao'liu'nian'an'zhong'tou'huan 又不道流年暗中偷换
'you'bu'jian'huan'jia 犹不见还家
'you'chang'ying'xu'he 有唱应须和
'you'chou'feng'yu 忧愁风雨
'you'dai'chun'lao'hong'yu'kun 犹带春醪红玉困
'you'dang'tou'bi'qing'ying'shi 又当投笔请缨时
'you'dei'fu'sheng'yi'ri'liang 又得浮生一日凉
'you'diao'ru'zhou'tang 犹调入粥饧
'you'guo'qing'ming'jie 又过清明节
'you'guo'yan'dai'jiu 有国艳带酒
'you'hai'bei 又还被
'you'hai'chong'jiu 又还重九
'you'hai'shi'qing'bie 又还是轻别
'you'he'fang 又何妨
'you'he'xu'di'si 又何须抵死
'you'hen'wu'ren'sheng 有恨无人省
'you'hen'zhong'nan'xi 幽恨终难洗
'you'hu'zhong'yue 有湖中月
'you'hua'xiang'jian'gu 幽花香涧谷
'you'huan'que'shi'xun'chang 幽欢却是寻常
'you'jian'san'gui'ku'qing'ting 又见三桂哭清庭
'you'jie'shi'qiu'jun 有节是秋筠
'you'jing'sui 又经岁
'you'ke'bao'qin'chou'bu'mei 有客抱衾愁不寐
'you'ke'lai'fang'tian'guan'fu 有客来访天官府
'you'ke'neng'wei'shen'nv'fu 有客能为神女赋
'you'kong'bei'qiu'feng'jing'lv 又恐被秋风惊绿
'you'kong'qiong'lou'yu'yu 又恐琼楼玉宇
'you'li'shan'ti'shi'bing'shu 游骊山题诗并书
'you'meng'li 幽梦里
'you'mo'shi'dong'feng'zhu'jun'lai 又莫是东风逐君来
'you'niao'zhi'qiao'qian 有鸟志乔迁
'you'pian'you'dang 有偏有党
'you'qi'liao'zheng'hao 又岂料正好
'you'qing'cang 右擎苍
'you'qing'feng'wan'li'juan'chao'lai 有情风万里卷潮来
'you'que'shi 又却是
'you'ren'bian'zuo'xun'fang'ji 游人便作寻芳计
'you'ren'dou'shang'shi'san'lou 游人都上十三楼
'you'ren'gui'qu'yu'qing'qing 有人归去欲卿卿
'you'ren'shi'nv'le'er'kang 游人士女乐而康
'you'ren'xian 有人嫌
'you'ren'zi'gan 幽人自感
'you'shi'he'lang'xu 又是何郎婿
'you'shou'zai'shuang'liu 有手栽双柳
'you'shu'reng'lan'zhu 有书仍懒著
'you'shui'gong'yi 有谁共倚
'you'shui'jia'jin'shu'yao'ji 有谁家锦书遥寄
'you'song'huang'hun'yu 又送黄昏雨
'you'wei'qing'ming'guo 犹未清明过
'you'xi'xiang'xun 忧喜相寻
'you'xian 幽闲
'you'xian'tian'xia'ren 忧先天下人
'you'ying'ying'lei 有盈盈泪
'you'yong'qi'shi 游泳启事
'you'yong'yi'chang 游泳一场
'you'yue'bu'kui'li'jia'er 有曰不愧李家儿
'you'yue'ke'wei'da'jiang'shi'shuo'bian 有曰可为大将事朔边
'you'yue'li'shi'zhi'zhong'han'ceng'jian 有曰历史之中罕曾见
'you'yue'pu'tian'zhi'xia'yi'ren'er 有曰普天之下一人耳
'you'yun'jia 有云驾
'you'zai'jiang'ting'zui'ge'wu 犹在江亭醉歌舞
'you'zhe'jiao'zheng'mei'qi'mu 幼者交争媚其母
'you'zhi'jing'cheng'dang'fei'fen 有志竟成当悱愤
'you'zi'dai 犹自带
'you'zi'jia'shang'ren 犹自嫁商人
'you'zuo'yin'qin'bie 犹作殷勤别
'yu'an'chu'yi'ye 雨暗初疑夜
'yu'ba'wu'xing'bi 欲把吴兴比
'yu'ba'xin'shi'pan'duan 与把新诗判断
'yu'bei'wei'que 玉杯微缺
'yu'cao'yan'shen 狱草烟深
'yu'cheng'zao'can'zha 渝城遭惨炸
'yu'dai'qu'zhong'xun'wen'qu 欲待曲终寻问取
'yu'diao'wen'zhang'tai'shou 欲吊文章太守
'yu'fan'yu'jia'zhen 雨翻榆荚阵
'yu'fan'zao'jian 鱼翻藻鉴
'yu'fang'jin'rui 玉房金蕊
'yu'fei'wu'yu'yi 欲飞无羽翼
'yu'fen'qing'huang'qian'sui'yao 玉粉轻黄千岁药
'yu'fen'xuan'peng'cha'ru 玉粉旋烹茶乳
'yu'fu 渔父
'yu'fu'xiao 渔父笑
'yu'fu'xing 渔父醒
'yu'fu'yin 渔父饮
'yu'fu'yu'fu'xiao 渔父渔父笑
'yu'fu'yu'fu'xing 渔父渔父醒
'yu'fu'yu'fu'yin 渔父渔父饮
'yu'fu'yu'fu'zui 渔父渔父醉
'yu'fu'zui 渔父醉
'yu'gong'lou'wai'feng'qian'duo 庾公楼外峰千朵
'yu'gu'na'chou'zhang'wu 玉骨那愁瘴雾
'yu'gui'shan 玉龟山
'yu'hang'men'wai 余杭门外
'yu'hou'chu'liang'sheng'shui'ji 雨后初凉生水际
'yu'hou'chun'rong'qing'geng'li 雨后春容清更丽
'yu'hou'yu'qing 雨后馀清
'yu'hua'fan 玉花翻
'yu'huan'zhui'er'huang'jin'shi 玉镮坠耳黄金饰
'yu'ji'qian'fen'ao'qiu'shuang 玉肌铅粉傲秋霜
'yu'ji'xiang'si'qian'dian'lei 欲寄相思千点泪
'yu'ji'yun'rao 玉肌匀绕
'yu'jia'ao'lin'shui'zong'heng'hui'wan'kong 渔家傲临水纵横回晚鞚
'yu'jia'ao'qi'xi 渔家傲七夕
'yu'jia'ao'qian'gu'long'pan'bing'hu'ju 渔家傲千古龙蟠并虎踞
'yu'jia'ao'song'ji'shou'jiang'lang'zhong 渔家傲送吉守江郎中
'yu'jia'ao'song'zhang'yuan'kang'xing'qin'qin'zhou 渔家傲送张元康省亲秦州
'yu'jia'ao'zeng'cao'guang'zhou 渔家傲赠曹光州
'yu'jian'tou'wei'xue 与剑头微吷
'yu'jiao'ban'shou'yan'duan'xian 雨脚半收檐断线
'yu'juan'chong'kai 欲卷重开
'yu'jun'ge'fu'yi'pian'shi 与君各赋一篇诗
'yu'jun'ge'ji'shao'nian'shi 与君各记少年时
'yu'jun'geng'xiang'jiang'tou'mi 与君更向江头觅
'yu'jun'tong'shi'jiang'nan'ke 与君同是江南客
'yu'kai'hai'bi 欲开还闭
'yu'kan'li'hua'zhi'shang'yu 欲看梨花枝上雨
'yu'ke'xie'hu'shang'cui'wei 与客携壶上翠微
'yu'mei'ren'bing'ji'zi'shi'sheng'lai'shou 虞美人冰肌自是生来瘦
'yu'mei'ren'bo'sheng'pai'zhen'chang'huai'xiao 虞美人波声拍枕长淮晓
'yu'mei'ren'chi'bei'yao'quan'tian'bian'yue 虞美人持杯遥劝天边月
'yu'mei'ren'ding'chang'he'lao'jin'he'zai 虞美人定场荷老今何在
'yu'mei'ren'luo'hua'yi'zuo'feng'qian'wu 虞美人落花已作风前舞
'yu'mei'ren'shen'shen'ting'yuan'qing'ming'guo 虞美人深深庭院清明过
'yu'mei'ren'song'ma'zhong'yu 虞美人送马中玉
'yu'mei'ren'you'mei'tang'zeng'shu'gu 虞美人有美堂赠述古
'yu'mo'bu'yi'yan 禹默不一言
'yu'mu'xu'lei'shou'tao'yin 余慕许雷手套吟
'yu'pen'qian'shou'nong'qing'quan 玉盆纤手弄清泉
'yu'ping'yan 欲平檐
'yu'pu'shan'tou'ri'wei'qi 渔浦山头日未欹
'yu'qi'hun'ji'zai'ren'zhong 与其混迹在人中
'yu'qi'qi 雨凄凄
'yu'qiao'zao'shi 渔樵早市
'yu'qing'yun'meng 雨晴云梦
'yu'qu'you'hai'bu'qu 欲去又还不去
'yu'ren'jia'zai'feng'huang'shan 玉人家在凤凰山
'yu'ren'yi'ye'jia 渔人一叶家
'yu'rong'zhen 玉容真
'yu'ru 迂儒
'yu'san'wu'yang 雨散巫阳
'yu'shan'guan'jin 羽扇纶巾
'yu'shang'wu'wei 玉觞无味
'yu'shen'hua'shi'yi'chen'sha 寓身化世一尘沙
'yu'shen'li'luo'qun'hu'jian 禹身立落群虎间
'yu'sheng'bu'shou'zhu'chun'nuan 玉笙不受朱唇暖
'yu'sheng'di'zhuan 玉绳低转
'yu'sheng'ji'ye'zhou 馀生寄叶舟
'yu'shi'wo'zheng'wo'bing'zhong 于时我正卧病中
'yu'shou'zan'jin'ju 玉手簪金菊
'yu'shui'tong 与谁同
'yu'shui'tong'zuo 与谁同坐
'yu'si'shen'ru'tan 欲死身如瘫
'yu'su'shui'xiao'qian 欲诉谁消遣
'yu'tong'xi'ya'fu'qiu'bo 玉童西迓浮丘伯
'yu'wen'zai'lai'he'sui 欲问再来何岁
'yu'xi'feng'wei 雨细风微
'yu'xi'juan'juan'nen'ye'guang 雨洗娟娟嫩叶光
'yu'xian'chen 玉纤趁
'yu'xian'shu'shu'jing'po'huo 雨霰疏疏经泼火
'yu'xiang'chun'feng'xian'zui'dao 欲向春风先醉倒
'yu'xiang'jia'ren'su'li'hen 欲向佳人诉离恨
'yu'xie'yi'shi'fen'fu 鱼蟹一时分付
'yu'xue'yang'hua'geng'nai'han 欲学杨花更耐寒
'yu'xun'zai 馀熏在
'yu'yan'zui'li'hong'chao 玉颜醉里红潮
'yu'yin'bu'duan 馀音不断
'yu'yin'you'zi'dai'wu'nong 语音犹自带吴侬
'yu'yu'qiong'lou 玉宇琼楼
'yu'yu'tong'shi'shi'weng'ren 与余同是识翁人
'yu'yun'shang'you'yang 余韵尚悠扬
'yu'zai'dong'lou'ying'sheng'qi 禹在东楼应声起
'yu'zai'kong'zhong'shi'fang'hu 禹在空中始放呼
'yu'zan'xi'bi'zui'jia'chen 玉簪犀璧醉佳辰
'yu'zhao'xiao'zhou'xun'jiu'shi 欲棹小舟寻旧事
'yu'zhen'bing'han'xiao'shu'qi 玉枕冰寒消暑气
'yu'zhi'bing'xian 玉指冰弦
'yu'zhi'chang'duan'chu 欲知肠断处
'yu'zhi'he'liang'shou 欲执河梁手
'yu'zhong'geng'yi'zhi'xian'ruan 于中更一枝纤软
'yu'zhong'hua'man'jin'sui'hua'shi'shen'yuan 雨中花慢今岁花时深院
'yu'zhong'hua'man'nen'lian'xiu'e'yin'shen 雨中花慢嫩脸羞蛾因甚
'yu'zhong'hua'man'sui'yuan'zhong'lian'he'chu 雨中花慢邃院重帘何处
'yu'zhou'qiong'liang 玉甃琼梁
'yu'zuo'jin'pan 玉坐金盘
'yuan'chi'ci'yao'jun 愿持此邀君
'yuan'ci'mei'jiu'dou'shi'qian 愿赐美酒斗十千
'yuan'gong'chang'shou'guo'tong'kang 愿公长寿国同康
'yuan'han'bi'yun'qing'mo'mo 远汉碧云轻漠漠
'yuan'he'xie'lu 圆荷泻露
'yuan'ji'tian'dan'gao'yan 圆极恬淡高妍
'yuan'lai'bian'shi 元来便是
'yuan'lin'pai'bi'hong'cui 园林排比红翠
'yuan'lin'wu'san'shang'ti'ya 远林屋散尚啼鸦
'yuan'lv'juan'xin'he 圆绿卷新荷
'yuan'mu'ba'yu'qiu 缘木把鱼求
'yuan'nao'wen'gu'bu'xu'hu 猿猱闻鼓不须呼
'yuan'ren'wu'bie'li 愿人无别离
'yuan'sheng'zuo'shi'jiu'sheng'lan 怨声坐使旧声阑
'yuan'shi'jun'hai'fu'zhe'xian'shi 愿使君还赋谪仙诗
'yuan'wei'tong'she'yan'chun'qiu 愿为同社宴春秋
'yuan'wen'wu'yue'bao'feng'deng 愿闻吴越报丰登
'yuan'xiao'si'shi'huan'you'hao 元宵似是欢游好
'yuan'xie'gong'ya'zhi'mo'xiang'wei 愿谢公雅志莫相违
'yuan'yang'fei'cui'liang'zheng'xin 鸳鸯翡翠两争新
'yuan'yue'yuan'wu'que 愿月圆无缺
'yuan'zhong'tao'li'shi'jun'jia 园中桃李使君家
'yuan'zuo'long'xiang'shuang'feng'bo 愿作龙香双凤拨
'yue'an'gu'deng'huo 月暗孤灯火
'yue'bai'sha'ting'qiao'su'lu 月白沙汀翘宿鹭
'yue'bin'mei'chang 约鬓眉长
'yue'chan'juan 月婵娟
'yue'duo'geng'lan 月堕更阑
'yue'he'shu'ying'shang'dong'qiang 月和疏影上东墙
'yue'hua'xiu 月华羞
'yue'long'yun'an'zhong'men'suo 月笼云暗重门锁
'yue'man'tiao'xi'zhao'ye'tang 月满苕溪照夜堂
'yue'ming'duo'bei'yun'fang 月明多被云妨
'yue'ming'feng'lu'juan'juan 月明风露娟娟
'yue'ming'feng'niao 月明风袅
'yue'ming'he'chu'qu 月明何处去
'yue'ming'qian'li'zhao'ping'sha 月明千里照平沙
'yue'ming'shui'qi'di'zhong'ai 月明谁起笛中哀
'yue'se'ru'yin 月色如银
'yue'shang'ping'wei 月上屏帏
'yue'sui'ren'qian'li 月随人千里
'yue'ta'nian'dong'hai'hai'dao 约它年东还海道
'yue'tiao'bian'xin'sheng 越调变新声
'yue'xi'ming 月溪明
'yue'xia'gu'zhou'qi 月下孤舟起
'yue'xiang'jiang'qu 约相将去
'yue'you'li'guang'zhi'sun 粤有李广之孙
'yue'you'xin'ye'zai'ci'xian 曰有心也哉此贤
'yue'you'yin'qing'yuan'que 月有阴晴圆缺
'yue'yu'jia'ren'gong'liao 月与佳人共僚
'yue'zhuan'wu'ti 月转乌啼
'yun'ao'yun'xiang'xie'han'quan 云璈韵响泻寒泉
'yun'bin'cai'xin'lv 云鬓裁新绿
'yun'bin'feng'qian'lv'juan 云鬓风前绿卷
'yun'bin'peng'song'mei'dai'qian 云鬓鬅松眉黛浅
'yun'chu'wu'xin 云出无心
'yun'fan'hai'ruo'jia 云翻海若家
'yun'hai'guang'kuan 云海光宽
'yun'hai'tian'ya'liang'yao'mang 云海天涯两杳茫
'yun'he 云何
'yun'he'bu'yin'dui'gong'rong 云何不饮对公荣
'yun'huan'qing'dao 云鬟倾倒
'yun'jian'su 云间宿
'yun'jian'xiao'yu 云间笑语
'yun'lei'wang'chang'kong 蕴泪望长空
'yun'meng'nan'zhou 云梦南州
'yun'qiao 云峤
'yun'rong'hao'bai 云容皓白
'yun'sai'xian'zhen'yin 晕腮嫌枕印
'yun'shan'chi'jin 云山摛锦
'yun'shan'ge 云山隔
'yun'shan'luan 云山乱
'yun'shen'bu'jian'yu'guan'yao 云深不见玉关遥
'yun'shui'ying'hui'xi'shang'lu 云水萦回溪上路
'yun'wu'liu'ji 云无留迹
'yun'xi'shang'zhu'wu'song'chuang 云溪上竹坞松窗
'yun'yi'xiao'yan'jin 云攲小偃巾
'yun'yu'wei'cheng'hai'you'san 云雨未成还又散
'yun'zao'yi'chang'fan'nao'song'ren'lai 酝造一场烦恼送人来
'zan'liu'hong'xiu 暂留红袖
'zan'shi'liu'zhuan'wei'feng'guang 暂时流转为风光
'zao'luo'ban'cha'xie'hong 皂罗半插斜红
'zao'luo'te'ji'cai'ling'shi'cui 皂罗特髻采菱拾翠
'zao'mei'hua'kai'hou 早梅花开后
'zao'sheng'hua'fa 早生华发
'zao'xing'yu'sheng'qie'zhu 藻荇欲生且住
'zao'yi'hui'chun 早已回春
'zao'zhi'shen'shi'liang'ao'ya 早知身世两聱牙
'zen'an'pai'xin'yan 怎安排心眼
'zen'de'cheng'shuang'si'jiu'shi 怎得成双似旧时
'zen'jin'de'xi'huang 怎禁得恓惶
'zen'ren'pao'nu'qu 怎忍抛奴去
'zen'sheng'liu'de'xu'duo'qing 怎生留得许多情
'zen'sheng'zui 怎生醉
'zha'jian'yan'mu'yun 乍见掩暮云
'zha'lie'heng'kong'zou'xun'ting 炸裂横空走迅霆
'zha'qing'chi'guan'yan'zheng'ni 乍晴池馆燕争泥
'zha'wang'ji'ping'tian 乍望极平田
'zha'xie'yun'yu 乍谐云雨
'zhan'chun'fang'hong'xing'le 占春芳红杏了
'zhan'de'ren'jian'yi'wei'yu 占得人间一味愚
'zhan'fu'hua'ru'qing'yuan 盏浮花乳轻圆
'zhan'tu'ru'shi'kuai'guan'du 展图入室快观睹
'zhang'di'chui'sheng'xiang'tu'she 帐底吹笙香吐麝
'zhang'fu'you'xian'tian'xia'er 丈夫忧先天下耳
'zhang'fu'you'zhi'zai'si'fang 丈夫有志在四方
'zhang'li'xu'bu'zhuan'xie'yang 杖藜徐步转斜阳
'zhang'ni'wei'jie'yu'cong'jiao 障泥未解玉骢骄
'zhang'shang'shen'qing'yi'tai'yan 掌上身轻意态妍
'zhang'tai'zhe'jin'qing'qing'liu 章台折尽青青柳
'zhang'zai'huan'er'bai'xue'xiong 长在环儿白雪胸
'zhao'fa'lou'chuan'wan'zhu'lu 诏发楼船万舳舻
'zhao'jian'ren'ru'hua 照见人如画
'zhao'jun'yuan'jin'shan'song'liu'zi'yu 昭君怨金山送柳子玉
'zhao'lu'zhuan'zhuan 朝露漙漙
'zhao'ri'shen'hong'nuan'jian'yu 照日深红暖见鱼
'zhao'shu'cui'fa'yu'shu'mang 诏书催发羽书忙
'zhao'shuai'yan'hua'fa 照衰颜华发
'zhao'shui'hong'qu'xi'xi'xiang 照水红蕖细细香
'zhao'wu'mian 照无眠
'zhao'yan'yun'shan'cui'zuo'dui 照眼云山翠作堆
'zhao'ye'mi'mi'qian'lang 照野弥弥浅浪
'zhe'gu'sheng'li'dao'qing'zun 鹧鸪声里倒清尊
'zhe'gu'tian'lin'duan'shan'ming'zhu'yin'qiang 鹧鸪天林断山明竹隐墙
'zhe'gu'tian'xiao'nian'hong'mei'duo'cui'qiao 鹧鸪天笑捻红梅亸翠翘
'zhe'hua'yu'ji'ling'tou'ren 折花欲寄岭头人
'zhe'hui'lai'bu'lai 这回来不来
'zhe'lin'shen'chu'bo'gu'ming 柘林深处鹁鸪鸣
'zhe'ren'qing'tai 着人情态
'zhe'xian'feng'cai 谪仙风采
'zhe'xie'bai'sui'guang'yin'ji'ri 这些百岁光阴几日
'zhe'xie'ge 这些个
'zhe'yi'fan'qi'wei'sheng'cong'qian 这一番气味胜从前
'zhei'li'yuan'wu'wo'yu'ni 这里元无我与你
'zhen'cai'feng 真彩凤
'zhen'ge'cai'ling'shi'cui 真个采菱拾翠
'zhen'ge'cheng'gui'ji 真个成归计
'zhen'ge'shi'chao'ran 真个是超然
'zhen'jun'tang'xia'han'quan'shui 真君堂下寒泉水
'zhen'kan'xi 真堪惜
'zhen'lei'meng'hun'zhong 枕泪梦魂中
'zhen'meng'li'xiang'dui'can'gang 真梦里相对残釭
'zhen'qian'zhu'lei 枕前珠泪
'zhen'shang'meng'hun'jing 枕上梦魂惊
'zhen'xu'bao'qi'quan'zhen 真须保器全真
'zhen'zhu'man'xiu'zhan'yu'fu 真珠满袖沾馀馥
'zheng'bao'han'ke'kan'yu'rui 争抱寒柯看玉蕤
'zheng'chun'shan'hao'chu 正春山好处
'zheng'fu'zhi'yu'gui'lu 征夫指予归路
'zheng'ji'huan'chu'he 正髻鬟初合
'zheng'jie'xiu'le'xiang'jian 争解绣勒香鞯
'zheng'jin'pen 整金盆
'zheng'jiu'han'shi 正酒酣时
'zheng'kai 争开
'zheng'rong'rong'yang'hua'tian'qi 正溶溶养花天气
'zheng'ru 争如
'zheng'sheng'yuan 筝声远
'zheng'shi'wei'mo'jing'jie 正是维摩境界
'zheng'shi'yi'nian'chun'hao'jin'qing'ming 正是一年春好近清明
'zheng'shu'zhuang 正梳妆
'zheng'tiao'tiao'li'ri 正迢迢丽日
'zheng'zhuang'hao'ke 郑庄好客
'zheng'zi'zhen'yan'gu'gong'geng 郑子真严谷躬耕
'zhi'can'xi'bie'li 枝残惜别离
'zhi'chi'jiang'shan'fen'chu'yue 咫尺江山分楚越
'zhi'dao'gu'ren'xiang'nian'fou 知道故人想念否
'zhi'dian'cai'cheng 指点裁成
'zhi'gu'fu 知孤负
'zhi'jian'wu'hui'feng 只见舞回风
'zhi'jiang'ling'jiao'yu'ji'tou 只将菱角与鸡头
'zhi'jin'kong'you 至今空有
'zhi'jin'qing'ye'yue 至今清夜月
'zhi'jun'que'shi'wei'qing'nong 知君却是为情秾
'zhi'jun'wei'wo'xin'zuo 知君为我新作
'zhi'jun'xian'gu'wu'han'shu 知君仙骨无寒暑
'zhi'jun'yao'shun 致君尧舜
'zhi'jun'yu'xiang'qin'chuan'qu 知君欲向秦川去
'zhi'kan'zhuang'dian'fu'sheng'meng 只堪妆点浮生梦
'zhi'kong'an'zhong'mi'lu'ren'yu'xiang 只恐暗中迷路认馀香
'zhi'kong'bie'lang'rong'yi'jian'lang'nan 只恐别郎容易见郎难
'zhi'kong'yin'xun 只恐因循
'zhi'shang'can'hua'chui'jin'ye 枝上残花吹尽也
'zhi'shang'liu'mian'chui'you'shao 枝上柳绵吹又少
'zhi'shi'he'ren 知是何人
'zhi'shou'wu'ren'bang'wu'tou 炙手无人傍屋头
'zhi'wo'chang'zhong'bing'tan 置我肠中冰炭
'zhi'xiao'ran 志萧然
'zhi'xiao'yi'fan'shen 只消一翻身
'zhi'yan'hao'chi 稚颜皓齿
'zhi'yao'ren'chang'jiu 只要人长久
'zhi'ying'fei'yan'shi'qian'shen 只应飞燕是前身
'zhi'you'chang'di'chui'hua'luo 只忧长笛吹花落
'zhi'you'duo'qing'liu'shui'ban'ren'xing 只有多情流水伴人行
'zhi'you'hu'shan'gong'an 只有湖山公案
'zhi'you'jian 知有渐
'zhi'you'li'ren 只有离人
'zhi'you'ping'jiao'zai 只有平交在
'zhi'yu'li'ren'zhao'duan'chang 只与离人照断肠
'zhi'yuan'ming 只渊明
'zhi'zai'yi'chuan'li'hen'xiang'xi'zhou 只载一船离恨向西州
'zhong'bu'xian'ren'jian 终不羡人间
'zhong'cheng'hua'gu'san'tong 重城画鼓三通
'zhong'geng'xin'yun 重赓新韵
'zhong'gu'jian'qing'yuan 钟鼓渐清圆
'zhong'guo'you'shi'ren 中国有诗人
'zhong'jian'yi'shi'hai 中见一尸骸
'zhong'ke'duo'qing 重客多情
'zhong'liu'ying'xu'liu'liu'zhou 种柳应须柳柳州
'zhong'nian'qin'you'nan'bie 中年亲友难别
'zhong'qin'li 众禽里
'zhong'qing'can'bu'huan 中情惨不欢
'zhong'qing'zhong'bu'bi'tong'xiang 仲卿终不避桐乡
'zhong'qiu'shui'yu'gong'gu'guang 中秋谁与共孤光
'zhong'wai'ming'jia'duo'bing'ju 中外名家多病窭
'zhong'wen'chu 重闻处
'zhong'xu'fang'chuan'er'qu 终须放船儿去
'zhong'xun'wu'chu 重寻无处
'zhong'xun'you'meng 重寻幽梦
'zhong'yin'mu'bing'fu'gui'lai 中因母病赋归来
'zhong'you'jia'ren'qian'dian'lei 中有佳人千点泪
'zhong'you'xiang'si'lei 中有相思泪
'zhou'heng'du'kou'zhong'cheng'jin 舟横渡口重城近
'zhou'mian'ren'jing'feng'ting'liu 昼眠人静风庭柳
'zhou'yong'ren'xian 昼永人闲
'zhou'zao'da'an'sheng 周遭打岸声
'zhu'chu'tuan'tuan'ru'kao'lao 铸出团团如栲栳
'zhu'chun'jian'nuan'cen'ci'zhu 朱唇渐暖参差竹
'zhu'chun'zhu'dian 朱唇筯点
'zhu'gui'si'shan'leng'yu'shuang 珠桧丝杉冷欲霜
'zhu'hua'hong 烛花红
'zhu'ji'man'lu'pang 珠玑满路旁
'zhu'jian'hong'chuan'zao'man'hu 朱舰红船早满湖
'zhu'jian'shi'you'zhe'gu'ti 竹间时有鹧鸪啼
'zhu'jing'jin'li 珠秔锦鲤
'zhu'kan'fu'kui'han'jian 朱槛俯窥寒鉴
'zhu'li'mao'she'chu'qing'huang 竹篱茅舍出青黄
'zhu'lian'shi'li'juan'xiang'feng 珠帘十里卷香风
'zhu'mu'yun'chui'di 珠幕云垂地
'zhu'ren'chen'xiao 主人瞋小
'zhu'ren'qing'zhong 主人情重
'zhu'xi'hua'pu'ceng'tong'zui 竹溪花浦曾同醉
'zhu'xia'hua'qian 烛下花前
'zhu'yan'lv'fa'ying'chui'yang 朱颜绿发映垂杨
'zhu'yan'wei'cheng'wu'nian'xiong 朱颜未称五年兄
'zhu'yi'yao'ye 铢衣摇曳
'zhu'ying'tai'jin'gua'qing'fan 祝英台近挂轻帆
'zhu'ying'yao'feng 烛影摇风
'zhu'yu'zi'xi'geng'zhong'kan 茱萸子细更重看
'zhu'zai'chao'tou'lai'chu'miao'tian'ya 住在潮头来处渺天涯
'zhu'zhang'du 朱张渡
'zhu'zhang'mang'xie'qing'sheng'ma 竹杖芒鞋轻胜马
'zhu'zhi'ci 竹枝词
'zhuan'chu'xin'sheng'neng'duan'xu 啭出新声能断续
'zhuan'guan'huo'suo 转关镬索
'zhuan'tou'shan'shang'zhuan'tou'kan 转头山上转头看
'zhuan'zhu'ge 转朱阁
'zhuang'qi'heng'qiu 壮气横秋
'zhuang'shi'xie'gong'nu 壮士挟弓弩
'zhui'huang'he 追黄鹤
'zhui'xue'li'hua'xi 坠雪梨花细
'zhun'bei'ku'su'qin 准备哭苏秦
'zhun'ni'dong'hai'hai'dao 准拟东还海道
'zhun'ni'feng'hu'huang 准拟凤呼凰
'zhuo'jiang'ting'bian'xin'you'lu 捉蒋亭边新有路
'zhuo'jin'jiang'tou'xin'yang'jin 濯锦江头新样锦
'zhuo'ke'tian'zhen'ban'yu'kong 琢刻天真半欲空
'zi'ai'hu'bian'sha'lu'mian'ni'xing 自爱湖边沙路免泥行
'zi'bi'yi'shen'qing'ruo'li 自庇一身青箬笠
'zi'cheng'xiong'wu 自逞雄武
'zi'cheng'you'li'neng'bao'hu 自称有力能暴虎
'zi'cong'tian'ge 自从添个
'zi'feng'xia'ceng'cheng 紫凤下层城
'zi'gu'ke'cha'lai'qu 自古客槎来去
'zi'gu'lian'yi'jia'jue'di 自古涟漪佳绝地
'zi'gu'xiang'cong'xiu'wu'ri 自古相从休务日
'zi'jing'fang'neng'jing'bi 自净方能净彼
'zi'jue'gong'ming'lan'geng'shu 自觉功名懒更疏
'zi'lai'yi'yi'qiong'er'gong 自来艺以穷而工
'zi'lian'bing'lian'bu'shi'yi 自怜冰脸不时宜
'zi'mo'xun'chun'qu 紫陌寻春去
'zi'nan'wang 自难忘
'zi'qi'gu'kan'bei 自弃固堪悲
'zi'qing'liang'wu'han 自清凉无汗
'zi'ran'bing'yu'zhao'xiang'su 自然冰玉照香酥
'zi'ran'tou'gu'sheng'xiang 自然透骨生香
'zi'xi'feng'liu'yun'yu'san 自惜风流云雨散
'zi'xiao'bian'xiang'sui 自小便相随
'zi'xiao'fu'ming'qing'bo 自笑浮名情薄
'zi'yin'hu'shang'zi'zui 自引壶觞自醉
'zi'you'ji'shi'mu'suo'wei 自幼即师母所为
'zi'yun'qia'guo'san'han'shu 自云恰过三寒暑
'zi'yun'wu'lu'zhui'xun 紫云无路追寻
'zi'zhong'lang'bu'jian 自中郎不见
'zong'feng'si'a'shui 宗风嗣阿谁
'zong'shi'chou'mei 总是愁媒
'zong'shi'shao'nian'xing'le'chu 总是少年行乐处
'zong'shi'xiang'feng'ying'bu'shi 纵使相逢应不识
'zong'shi'xin'tao'li 总是新桃李
'zong'you'bi'you 纵有碧油
'zong'zuo'kong'hua'guan 总作空花观
'zou'bian'ren'jian 走遍人间
'zou'ma'gui'lai'bian'mian 走马归来便面
'zou'ma'tan'hua'hua'fa'wei 走马探花花发未
'zu'dou'geng'sang'zhen'guo'yi 俎豆庚桑真过矣
'zui'dao'xu'jun'fu'wo 醉倒须君扶我
'zui'gui'jiang'lu'ye'mei'xin 醉归江路野梅新
'zui'ke'ge'xi'dong 醉客各西东
'zui'li'que'xun'gui'lu 醉里却寻归路
'zui'li'wu'he'ji'shi'xiang 醉里无何即是乡
'zui'lian'chun'rong 醉脸春融
'zui'luo'po'li'jing'kou'zuo 醉落魄离京口作
'zui'luo'po'su'zhou'chang'men'liu'bie 醉落魄苏州阊门留别
'zui'luo'po'xi'shang'cheng'yang'yuan'su 醉落魄席上呈杨元素
'zui'man'yun'huan'chui'liang'er 醉慢云鬟垂两耳
'zui'meng'hun'hun'xiao'wei'su 醉梦昏昏晓未苏
'zui'meng'zun'qian 醉梦尊前
