'ai'ba'jiu 爱把酒
'shi'yu'ming'you'xu'tian'fu 时与命犹须天付
'shi'yuan'yu'gui'mai'wei'hui 市远鱼鲑买未回
'shi'zai'jing'ying'can'dan'zhong 诗在经营惨澹中
'shi'zai'yin'he'ce'pan 诗在阴何侧畔
'shi'zhong'bu'jian'kang'lu'xiu 是中不减康庐秀
'shi'zhong'zhen'qu 是中真趣
'shi'zi'shang'tian'yi'pie 十字上添一撇
'shi'zi'zi'yun'tou'ge 识字子云投阁
'shou'ba'li'sao'du'bian 手把离骚读遍
'shou'ba'yuan'gui'shuo 手把元龟说
'shou'hong'fei'lv 瘦红肥绿
'shou'jia'nian'nian'zui 寿斝年年醉
'shou'leng'leng'di'tian'ran'bai 瘦棱棱地天然白
'shou'nian'huang'hua'wu'yi'xu 手捻黄花无意绪
'shou'qiong'juan'zuo'deng'gao'qu 瘦筇倦作登高去
'shou'zhong'men'qian'wu'jiu'shu 手种门前乌桕树
'shou'zhong'qing'song'shu 手种青松树
'shu'chan'xiang'se'lin'yu'jing 疏蝉响涩林逾静
'shu'feng'liang'yue 暑风凉月
'shu'jin'gui'ya 数尽归鸦
'shu'ju'wu'shi'pei'xi'shou 孰居无事陪犀首
'shu'sheng'hua'jiao 数声画角
'shu'shu'cui'zhu 疏疏翠竹
'shu'shu'dan'dan 疏疏淡淡
'shu'wan'juan 书万卷
'shu'xing'shu 数行书
'shu'ying'heng'xie 疏影横斜
'shu'ying'huang'hun 疏影黄昏
'shu'you'chou'hu 庶有瘳乎
'shu'yu'an'tian'tang 疏雨暗添塘
'shuang'bai'niao 双白鸟
'shuang'bin'jing'chun'zhong'lv 霜鬓经春重绿
'shuang'lin'yi'wan 霜林已晚
'shuang'mei'chang'nen'zhou 双眉长恁皱
'shuang'ran'neng'ji'chun'qiu 霜髯能几春秋
'shuang'tian'xiao'jiao'chi'bi 霜天晓角赤壁
'shuang'tou'han'ju 霜头寒菊
'shuang'tou'hong'yao 双头红药
'shuang'xue'sui'han'yu 霜雪岁寒馀
'shuang'yue'ding'xiang'zhi 霜月定相知
'shui'ba'kong'hua'san 谁把空花散
'shui'ban'yang'xiong'zuo'jie'chao 谁伴扬雄作解嘲
'shui'bei'hua'qi'ying 水北画耆英
'shui'bian'lou'ge 水边楼阁
'shui'bian'ming'xiu 水边明秀
'shui'bian'qiang 水边墙
'shui'chan'yuan 水潺湲
'shui'chang'huang'ji'bai'jiu 谁唱黄鸡白酒
'shui'dao'xue'tian'han 谁道雪天寒
'shui'dao'you'ren'nan'zhi 谁道幽人难致
'shui'di'kan'shan'ying 水底看山影
'shui'diao'ge'tou'chang'hen'fu'chang'hen 水调歌头长恨复长恨
'shui'diao'ge'tou'fu'song'ju'tang 水调歌头赋送菊堂
'shui'diao'ge'tou'gao'ma'wu'chui'mian 水调歌头高马勿捶面
'shui'diao'ge'tou'huan'qi'zi'lu'zi 水调歌头唤起子陆子
'shui'diao'ge'tou'ke'zi'jiu'bu'dao 水调歌头客子久不到
'shui'diao'ge'tou'mu'mo'cui'lou'chu 水调歌头木末翠楼出
'shui'diao'ge'tou'shi'li'shen'yao'tiao 水调歌头十里深窈窕
'shui'diao'ge'tou'shuo'yu'xi'hu'ke 水调歌头说与西湖客
'shui'diao'ge'tou'sui'sui'you'huang'ju 水调歌头岁岁有黄菊
'shui'diao'ge'tou'tai'yue'yi'kong'bi 水调歌头泰岳倚空碧
'shui'diao'ge'tou'wan'shi'yi'bei'jiu 水调歌头万事一杯酒
'shui'diao'ge'tou'wo'yi'bu'ju'zhe 水调歌头我亦卜居者
'shui'diao'ge'tou'wo'zhi'zai'liao'kuo 水调歌头我志在寥廓
'shui'diao'ge'tou'zui'yin 水调歌头醉吟
'shui'fang'yue 谁放月
'shui'gong'chun'guang'guan'ri'hua 谁共春光管日华
'shui'gong'wo 谁共我
'shui'jie'xiang'lian 谁解相怜
'shui'jie'xiong'zhong'tun'yun'meng 谁解胸中吞云梦
'shui'jin'qian'shen'yan 水浸浅深檐
'shui'jing'gua 水精瓜
'shui'li'ma 谁立马
'shui'long'yin'ju'tou'xi'bei'fu'yun 水龙吟举头西北浮云
'shui'long'yin'lao'lai'ceng'shi'yuan'ming 水龙吟老来曾识渊明
'shui'long'yin'ting'xi'qing'pei'qiong'yao'xie 水龙吟听兮清佩琼瑶些
'shui'long'yin'xi'shi'ceng'you'jia'ren 水龙吟昔时曾有佳人
'shui'long'yin'yi'lan'kan'bi'cheng'zhu 水龙吟倚栏看碧成朱
'shui'long'yin'zhi'chou'feng'yu'chong'yang 水龙吟只愁风雨重阳
'shui'nian'jian'zhou 谁念监州
'shui'nian'wo'xin'liang'deng'huo 谁念我新凉灯火
'shui'nian'ying'xiong'lao'yi 谁念英雄老矣
'shui'qian'wen'shu 谁遣文殊
'shui'shi'chen'lei 谁是陈雷
'shui'shi'nian'lai'xin'shi 谁识年来心事
'shui'shi'qiang'liang'zhe 谁是强梁者
'shui'shi'wu'lu 谁使吾庐
'shui'si'xian'sheng'gao'ju 谁似先生高举
'shui'ting'ne'nan'yu 谁听呢喃语
'shui'wo'zhou'gong'fa 谁握周公发
'shui'xian'ci'xia 水仙祠下
'shui'xiang'ruo'ye'xi'shang 谁向若耶溪上
'shui'xing'cen'ci'dong'lv'bo 水荇参差动绿波
'shui'yao'qing'liao'li 谁要卿料理
'shui'ye'chi'shan'qu'nan'mi 谁夜持山去难觅
'shui'yu'hai'tang'you'yi'zui 睡雨海棠犹倚醉
'shui'yun'gao'xia 水云高下
'shui'yun'xiang 水云乡
'shui'zai'jiu 谁载酒
'shui'zhi'ji'mo'kong'shan'li 谁知寂寞空山里
'shui'zhi'lao'zi 谁知老子
'shui'zhi'zhi'jiu'ting'yun'lao 谁知止酒停云老
'shui'zhu'shi'tan'gao'shi'zhang 谁筑诗坛高十丈
'shui'zong'heng 水纵横
'shun'gai'chong'tong'kan'tong'hen 舜盖重瞳堪痛恨
'shun'zhi'zhi'fen 舜跖之分
'shuo'de'kou'gan'zui'guo'ni 说得口干罪过你
'shuo'di'hua'fei'ming'ji'li 说底话非名即利
'shuo'ren'shi'li'e'mei 硕人诗里蛾眉
'shuo'yi'mu'yu'shan 说蚁慕于膻
'shuo'yu'bing'wei'mo 说与病维摩
'shuo'yu'xi'hu'ke 说与西湖客
'si'bi'shang'diao'gong'she'an'cai 似壁上雕弓蛇暗猜
'si'ceng'xiao'xiao'xing'wang 似曾小小兴亡
'si'chang'song'lei'luo 似长松磊落
'si'chen'sha 似尘沙
'si'ci'ge'qing'shan'wu'ding 似此个青山无定
'si'dou'cao'er'tong 似斗草儿童
'si'feng'yu 似风雨
'si'gong'zhong'tai'zhen'di'yi 似宫中太真第一
'si'jian'er'sun'wan 似见儿孙晚
'si'jian'jin'hai'sheng'seng'fa 似剪尽还生僧发
'si'jun'bu'jian'ling'ren'lao 思君不见令人老
'si'kun'peng'bian'hua'neng'ji 似鹍鹏变化能几
'si'lan'ting'lie'xu'shi'ren 似兰亭列叙时人
'si'liang'luo'mao'ren'feng'du 思量落帽人风度
'si'ma'jia'er'jie'fu'bei 司马家儿解覆杯
'si'meng'li'huan'yu'jue'lai'bei 似梦里欢娱觉来悲
'si'mian'fu'yun'cai'shi'ru 四面浮云猜是汝
'si'pian'zhou'yu'xia'qu'tang'ma 似扁舟欲下瞿塘马
'si'san'xia'feng'tao 似三峡风涛
'si'shen'qing'gu'leng'zhu'xi'hu 似神清骨冷住西湖
'si'sheng'pin'fu'ji 死生贫富际
'si'shi'san'nian 四十三年
'si'ti'hu'que'quan 似提壶却劝
'si'wang'liang'qing'che'shu'lu 似王良轻车熟路
'si'wei'wo'gui'lai'wu'mei'sheng 似为我归来妩媚生
'si'xie'jia'zi'di 似谢家子弟
'si'yang'liu'shi'wu'nv'er'yao 似杨柳十五女儿腰
'si'you'ren'sheng'ting'que'wu 似有人声听却无
'si'zhu'fen'fen 丝竹纷纷
'si'zou'lu'ru'jia 似邹鲁儒家
'si'zuo'qie'wu'yu 四座且勿语
'song'gong'zhu 松共竹
'song'guan'gui'ling 松关桂岭
'song'gui'qie 送归妾
'song'huang'jia'yun 松篁佳韵
'song'huang'tong'yi'jing 松篁通一径
'song'yue'gui'yun 松月桂云
'su'jiu'cai'xiao 宿酒才消
'su'jiu'xing'shi 宿酒醒时
'su'mai'qi'zhong'zhi'yao 宿麦畦中雉鷕
'su'qin'zhuo'jiu'huan'ke 素琴浊酒唤客
'su'ren'ru'dao'quan 俗人如盗泉
'su'wu'man'xue 苏武慢雪
'su'zhu'leng'lin'feng'xiu'zhi 素杼冷临风休织
'suan'bu'ru'xian 算不如闲
'suan'ci'yi 算此意
'suan'cong'lai'ren'sheng'xing'le 算从来人生行乐
'suan'feng'liu'wei'jian 算风流未减
'suan'he'ru 算何如
'suan'he'ru'qie'zuo'xi'shan'zhu 算何如且作溪山主
'suan'he'zuo'ren'jian'zhen'du'cai 算合作人间鸩毒猜
'suan'lai'he'yi 算来何异
'suan'qi'jian'neng'ji 算其间能几
'suan'tian'shang 算天上
'suan'wang'ba'jing'shen'fei'que 算枉把精神费却
'suan'wang'le 算枉了
'suan'wei'di'ren'jian'li'bie 算未抵人间离别
'suan'xiong'zhong'chu'que'wu'che'shu 算胸中除却五车书
'suan'zhi'yin'yu'niao 算只因鱼鸟
'suan'zhi'you'qing'chou'er'yi 算只有清愁而已
'sui'feng'lian'huang 随风帘幌
'sui'feng'yi'qu'wei'ceng'hui 随风一去未曾回
'sui'han'xiang'dui 岁寒相对
'sui'han'zhi 岁寒枝
'sui'lu'bian'yao'shi'nan'chu 虽卢扁药石难除
'sui'qiao'zhuo 随巧拙
'sui'sui'you'huang'ju 岁岁有黄菊
'sui'wan'hai'zhi 岁晚还知
'sui'wan'nian'ping'sheng 岁晚念平生
'sui'wan'qi'qi'wu'zhu'ge 岁晚凄其无诸葛
'sui'wan'qing'qin 岁晚情亲
'sui'wan'ren'qi'cheng'bu'shi 岁晚人欺程不识
'sui'wan'tai'han'sheng 岁晚太寒生
'sui'wan'wang'san'lv 岁晚望三闾
'sui'wan'yuan'ming 岁晚渊明
'sui'yuan'dao'li'ying'xu'hui 随缘道理应须会
'sui'yue'dou'jiang'qu'nie'mai 岁月都将曲糵埋
'sui'yun'mu'yi 岁云暮矣
'sun'you'zi 孙又子
'sun'zhong'mou'chu 孙仲谋处
'suo'chuang'ren'shui'qi 琐窗人睡起
'ta'nian'lai'zhong 他年来种
'ta'nian'you 他年又
'ta'po'cang'tai 踏破苍苔
'ta'sha'xing'chun'ri'you'gan 踏莎行春日有感
'ta'sha'xing'wu'dao'you'you 踏莎行吾道悠悠
'ta'shi'jian'lv'shan'he 他时剑履山河
'ta'sui'tie'xie'san'bai'liang 踏碎铁鞋三百緉
'tai'bai'hai'you'ming'bai 太白还又名白
'tai'ban'cheng'xin'gui 太半成新贵
'tai'chang'yin'lun'gong'qi'de'jiu'zong'ying 太常引论公耆德旧宗英
'tai'chang'yin'xian'ji'si'yu'zhi'xian'luo 太常引仙机似欲织纤罗
'tai'chou'yu 太愁余
'tai'gu'chu'bing'xue 太古储冰雪
'tai'ju'duo'qing'shi'ke 抬举多情诗客
'tai'mang'xie 太忙些
'tai'qian'xi'ma'ying'xiong 台前戏马英雄
'tai'yue'yi'kong'bi 泰岳倚空碧
'tan'gao'shan'liu'shui 叹高山流水
'tan'jin'wu 叹今吾
'tan'jing'shen'zhuo 谈经深酌
'tan'kan'qing'qing'wu 贪看青青舞
'tan'kong'shui'leng 潭空水冷
'tan'ling'jun'yu'xiang'chong'hua'su 叹灵均欲向重华诉
'tan'mei'de'ju 探梅得句
'tan'piao'ling 叹飘零
'tan'qing'shan'hao 叹青山好
'tan'ren'sheng'bu'ru'yi'shi 叹人生不如意事
'tan'ru'yu'zhi'ji 叹汝于知己
'tan'she'yao'wu'dou'fu'gui'lai 叹折腰五斗赋归来
'tan'shu'ming'chao'chong'jiu 贪数明朝重九
'tan'xi 叹息
'tan'xi'cao'man'lao'ji'shi 叹息曹瞒老骥诗
'tan'xi'dong'yuan'jia'shu 叹息东园佳树
'tan'xi'pin'nian'lin'wei'gao 叹息频年廪未高
'tan'xiang'feng'yu'mi'qing'shu 叹相逢语密情疏
'tan'xiao'feng'sheng'jia 谈笑风生颊
'tan'zhi'jin'ren'wu 叹只今人物
'tang'shang'geng'lan'zhu'mie 堂上更阑烛灭
'tang'shang'mou'chen'wei'wo 堂上谋臣帷幄
'tang'shang'yan 堂上燕
'tao'hua'kai'hou'bu'xu'cai 桃花开后不须猜
'tao'jia'liu 陶家柳
'tao'li'chen 桃李趁
'tao'li'feng'qian'duo'wu'mei 桃李风前多妩媚
'tao'li'man'shan'guo'yan'kong 桃李漫山过眼空
'tao'xian'ling 陶县令
'tao'yuan'nai'wang'shi'jiu'lu 桃源乃王氏酒垆
'tei'gao'cai 忒高才
'ti'dao'chun'gui'wu'xun'chu 啼到春归无寻处
'ti'hu'cheng'zhen 鹈鹕成阵
'ti'hu'gu'jiu'yi'duo'shi 提壶沽酒已多时
'ti'niao'hai'zhi'ru'xu'hen 啼鸟还知如许恨
'ti'niao'ji'ceng'cui 啼鸟几曾催
'ti'niao'ku'xiang'cui 啼鸟苦相催
'ti'niao'you'shi'neng'quan'ke 啼鸟有时能劝客
'tian'bai'lu 添白鹭
'tian'di'du'fang'yuan 天地睹方圆
'tian'di'qing'ning'gao'xia 天地清宁高下
'tian'feng'chui'shu'ji'shi'xiu 天风吹树几时休
'tian'gong'yi'ye 天公一夜
'tian'jiao'duo'shi 天教多事
'tian'jiao'duo'shou 天教多寿
'tian'jiao'fang'lang 天教放浪
'tian'jiao'zhi'ru'dan'qing 天教只入丹青
'tian'jiao'zhi'zhu'shan'lin 天教只住山林
'tian'ran'qi'jue 天然奇绝
'tian'ran'zi'le 天然自乐
'tian'shang'fei'lai'zhao'shi'hang 天上飞来诏十行
'tian'shang'fei'ying'bai 天上飞英白
'tian'shang'jiang'que'qing'dou 天上绛阙清都
'tian'shang'quan'xi'e 天上劝羲娥
'tian'shang'ren'jian'zhen'fu'xiang 天上人间真福相
'tian'shang'si'shi'diao'yu'zhu 天上四时调玉烛
'tian'sheng'yu'lan'nai'yu'he 天生予懒奈予何
'tian'shi'di'li'yu'ren'he 天时地利与人和
'tian'shuang'qi 添爽气
'tian'xia'shi 天下事
'tian'xia'yi'zhi'qiu 天下已知秋
'tian'xia'ying'xiong'shui'di'shou 天下英雄谁敌手
'tian'xiang'ye'ran'yi'you'shi 天香夜染衣犹湿
'tian'xin'ken'hou 天心肯后
'tian'ye'he'bi'ren'zhi 天耶何必人知
'tian'ye'zhi'jiao'wu'lan 天也只教吾懒
'tian'yu'chen'chen'luo'ri'huang 天宇沉沉落日黄
'tian'yu'jiong 天宇迥
'tian'yuan'zhi'shi'jiu'geng'sang 田园只是旧耕桑
'tian'zhen'yan'se 天真颜色
'tian'zi'huan'xi'sha'ji'de'piao'quan'kuai'huo'shi 添字浣溪沙记得瓢泉快活时
'tian'zi'huan'xi'sha'jiu'mian'di'mi'cui'bei'zhong 添字浣溪沙酒面低迷翠被重
'tian'zi'huan'xi'sha'ju'li'ming'zhu'zi'zi'pai 添字浣溪沙句里明珠字字排
'tian'zi'huan'xi'sha'qiang'yu'jia'can'jing'wei'jia 添字浣溪沙强欲加餐竟未佳
'tian'zi'huan'xi'sha'ri'ri'xian'kan'yan'zi'fei 添字浣溪沙日日闲看燕子飞
'tian'zi'huan'xi'sha'yan'xing'yao'tao'liang'hang'pai 添字浣溪沙艳杏妖桃两行排
'tian'zi'huan'xi'sha'zong'ba'ping'sheng'ru'zui'xiang 添字浣溪沙总把平生入醉乡
'tian'zuo'gao'shan'shui'de'liao 天作高山谁得料
'tiao'tiao'zheng'lu 迢迢征路
'tiao'zhu'dao'jian 跳珠倒溅
'ting'cao'zi'sheng'xin'yi'zu 庭草自生心意足
'ting'du'li'sao'qu 听读离骚去
'ting'feng'ting'yu 听风听雨
'ting'feng'ting'yu'xiao'chuang'mian 听风听雨小窗眠
'ting'gao'ge 听高歌
'ting'hong'si'xiang'wu'yao'heng 鞓红似向舞腰横
'ting'jun'fei'qu'bao'shi'lai 听君飞去饱时来
'ting'jun'gui'qu 听君归去
'ting'qu 听取
'ting'qu'ming'qin'zhi'shang'yu 听取鸣禽枝上语
'ting'qu'wa'sheng'yi'pian 听取蛙声一片
'ting'ruan'yu 听软语
'ting'shang'bu'yu 停觞不御
'ting'shang'qiu'feng 亭上秋风
'ting'wo'chu'kuang'sheng 听我楚狂声
'ting'wo'san'zhang'yue 听我三章约
'ting'wo'zui'zhong'yin 听我醉中吟
'ting'xi'qing'pei'qiong'yao'xie 听兮清佩琼瑶些
'ting'xiao'mian'man 听小绵蛮
'ting'yang'guan'men'yan'huang'hun 听阳关门掩黄昏
'ting'yun'ai'ai 停云霭霭
'ting'yun'gao'chu 停云高处
'ting'yun'lao'zi 停云老子
'ting'yun'qing'wei 停云情味
'ting'yun'tang'xia'ju'hua'qiu 停云堂下菊花秋
'ting'zhong'qie'mo 庭中且莫
'tong'fu'yang 同俯仰
'tong'ri'cui'ban'lu'gong'hou 同日催班鲁公后
'tong'yin'wu'xiu 同茵舞袖
'tong'zui 同醉
'tou'ge'xian'sheng'wei'ji'mo 投阁先生惟寂寞
'tou'lao'kong'shan 投老空山
'tou'xian'ding'xiang'shan'zhong'lao 偷闲定向山中老
'tu'mi'fu'yu'xun'feng'guan 荼蘼付与熏风管
'tu'wu'chen'ren'shan'shi'hen 突兀趁人山石狠
'tu'zhui'mao 秃锥毛
'tuan'long'pian'feng 团龙片凤
'tui'cui'ying 推翠影
'tui'dao'mao'yan'chang 推道帽檐长
'tui'yi'le 退亦乐
'tui'zhen'wang'ran'du'nian 推枕惘然独念
'wa'zun'huan'ju 洼尊缓举
'wan'gui'qian'shan 万桂千杉
'wan'he'qian'yan'gui'jian'bi 万壑千岩归健笔
'wan'he'qian'yan'lou'wai'xue 万壑千岩楼外雪
'wan'hu'chou'lai 万斛愁来
'wan'hu'quan 万斛泉
'wan'jin'yao 万金药
'wan'juan'he'yan'da'shi'yong 万卷何言达时用
'wan'juan'xuan'he'kou 万卷悬河口
'wan'juan'you'shi'yong 万卷有时用
'wan'lai'lou'shang 晚来楼上
'wan'li'feng'yan 万里风烟
'wan'li'nie'fu'yun 万里籋浮云
'wan'liang'qiu'shui'mian 晚凉秋水眠
'wan'ma'hui'xuan 万马回旋
'wan'ma'yi'shi'lai 万马一时来
'wan'mian'guang'yin 婉娩光阴
'wan'nai'gui'tian'li 晚乃归田里
'wan'qing'shi'gong'zi 晚晴时公子
'wan'san'shan'feng'yue 玩三山风月
'wan'shi'bu'guan'xin'yan 万事不关心眼
'wan'shi'fen'fen'yi'xiao'zhong 万事纷纷一笑中
'wan'shi'san'ping'er'man'xiu 万事三平二满休
'wan'shi'xi'tou'chang'duan'ting 万石溪头长短亭
'wan'shi'yi'bei'jiu 万事一杯酒
'wan'shi'yi'xun'huang'fa 万事宜询黄发
'wan'shi'yun'yan'hu'guo 万事云烟忽过
'wan'song'shou'zhong 万松手种
'wan'sui'gong'geng'bu'yuan'pin 晚岁躬耕不怨贫
'wan'tian'he'shui'lai'zhao'ying 挽天河谁来照影
'wan'ting'qin'zheng'sheng'ku 晚听秦筝声苦
'wan'wa'bi'cen'ci 万瓦碧参差
'wan'xiang'ting'zhong'ti'jiu 万象亭中殢酒
'wan'xiang'zhi 晚香枝
'wan'yan'bi 晚烟碧
'wan'yan'qian'ju 万言千句
'wan'yi'zhao'jia'ju'li'tian 万一朝家举力田
'wan'yun'xie'yu'huan'gui'lai 晚云挟雨唤归来
'wan'zha'qian'shu'zhi'nen'xiu 万札千书只恁休
'wan'zhong'yu'wo'he'you 万钟于我何有
'wang'chuan'tu 辋川图
'wang'duan'peng'lang'yu'jia 望断彭郎欲嫁
'wang'duan'qing'shan 望断青山
'wang'fei'hong'ming'ming'tian'ji 望飞鸿冥冥天际
'wang'fu'jiang'shang'yan'yan'li 望夫江上岩岩立
'wang'jia'zhu 王家竹
'wang'le'ren'zan 忘了人咱
'wang'qing'cong'wu'lu 望青葱无路
'wang'que'cang'lang'ting'xie 忘却沧浪亭榭
'wang'ri'ceng'lun 往日曾论
'wang'ri'zhi'zhui'wu 往日置锥无
'wang'shi'li'diao'an'xiu'gu 望十里雕鞍绣毂
'wang'shi'meng'long 往事朦胧
'wang'shi'ru'xun'qu'niao 往事如寻去鸟
'wang'tong'jiang'qian'zhang'gao'tai'hao 望桐江千丈高台好
'wang'wen'bei'shan'yu 往问北山愚
'wang'yi'dian'xu'yu 望一点须臾
'wang'zhong'ji'an'chi 望中矶岸赤
'wang'zhong'you'ji 望中犹记
'wei'ai'liu'li'san'wan'qing 为爱琉璃三万顷
'wei'ai'qing'xi'gu 为爱清溪故
'wei'ban'qiu'feng'yu'wan'song 未办求封遇万松
'wei'bi'jian'lao 未必坚牢
'wei'cang'sheng'qi 为苍生起
'wei'ceng'de'mi'qi'guan'gui 未曾得米弃官归
'wei'chou'yu'cong'rong'fen'de 为鯈鱼从容分得
'wei'dao'shan'qian'qi'ma'hui 未到山前骑马回
'wei'di'chai'sang'mo'shang'chen 未抵柴桑陌上尘
'wei'di'pu'tao 未抵蒲桃
'wei'duo'shi 未多时
'wei'gan'zhong'yi'huai 味甘终易坏
'wei'gu'mei'jiu 为沽美酒
'wei'gu'ren'lai 为故人来
'wei'hua'mang'sun 为花忙损
'wei'ji'bi'tai'gui'lu 微记碧苔归路
'wei'jie'liu'nong'zhu 未解留侬住
'wei'jing'hai'di'wen'wu'you 谓经海底问无由
'wei'jiu 未久
'wei'jun'zhuo 为君酌
'wei'kai'wei'yu'ban'kai'qing 未开微雨半开晴
'wei'kan'mu'dan'mang 为看牡丹忙
'wei'lao'yi'cang'zhou 未老已沧洲
'wei'lin'le 为霖了
'wei'lun'yi'gu'qing'cheng 未论一顾倾城
'wei'mian'chen'zi 未免沉菑
'wei'mo'ding'zi'fei'bing 维摩定自非病
'wei'mo'fang'zhang 维摩方丈
'wei'pa'qi'ta'dei 未怕欺他得
'wei'qian'li'chun'geng'ji'zai 为千里莼羹计哉
'wei'ru'lu'ju'shu 味如卢橘熟
'wei'shi'jiu 唯是酒
'wei'shi'shang'fu'ying'yang 维师尚父鹰扬
'wei'shui'qiu'feng'huang'ye'man 渭水秋风黄叶满
'wei'shui'shu'dao'bian'fan'ran 为谁书到便幡然
'wei'shui'xi'wang 为谁西望
'wei'sui'liu'luo'shui'bian'hua 未随流落水边花
'wei'tao'xie 为陶写
'wei'tu'yu'hu'tian'di 未吐玉壶天地
'wei'wei'xi'you 未为稀有
'wei'wen'ji'ri'xin'qing 为问几日新晴
'wei'wen'xiang'ze 微闻芗泽
'wei'wo'fei'feng'zi 谓我非逢子
'wei'wo'xin'you 谓我心忧
'wei'xiao'gou'yin'feng'die 未消勾引蜂蝶
'wei'xiao'wen'zi'xiang'lei 未消文字湘累
'wei'xu'cao'cao 未须草草
'wei'xu'chou'ju'jin 未须愁菊尽
'wei'yin'xin'xian'zui 未饮心先醉
'wei'ying'shan'xia'cheng'san'su 未应山下成三宿
'wei'you'han'xie'chun'yu'hao 微有寒些春雨好
'wei'you'huang'hua'ru'shou 惟有黄花入手
'wei'you'nan'shan'yi'si'weng 惟有南山一似翁
'wei'you'qian'cun'mei'zai 惟有前村梅在
'wei'you'ru'weng'zhe 未有如翁者
'wei'you'sha'zhou'shuang'bai'lu 惟有沙洲双白鹭
'wei'you'ti'ya'yi'chu 惟有啼鸦一处
'wei'yu'zhai 为予窄
'wei'zi'chao'lai'qiang'jin'jiu 魏紫朝来将进酒
'wen'a'shui'kan'bi 问阿谁堪比
'wen'bei'chuang'gao'wo 问北窗高卧
'wen'bu'zhi'he'chu'zhe'jun'hou 问不知何处着君侯
'wen'cheng'huai'you'mu'shui'zhi 问骋怀游目谁知
'wen'dan'gui 问丹桂
'wen'dang'nian'yu'niao'wu'cun'zhe 问当年鱼鸟无存者
'wen'dao'qian'zhang'song'gui 闻道千章松桂
'wen'dao'shang'shan'yu'si'lao 闻道商山馀四老
'wen'dao'wen'jin'ren'guo 闻道问津人过
'wen'dao'zhi'jin'qiu'shui'shang 闻道只今秋水上
'wen'dong'hu'dai'de'ji'duo'chun 问东湖带得几多春
'wen'fan'li'sao 文反离骚
'wen'gui'lai'he'ri 问归来何日
'wen'he'bu'gu'se'chui'yu 问何不鼓瑟吹竽
'wen'he'fang'ke'yi'ping'ai'yue 问何方可以平哀乐
'wen'he'ren'you'xie 问何人又卸
'wen'he'ru 问何如
'wen'he'si 问何似
'wen'he'wu'neng'ling'gong'xi 问何物能令公喜
'wen'ji'ren'qin'you'si'weng 问几人亲友似翁
'wen'jin'lai'feng'yue'ji'pian'shi 问近来风月几篇诗
'wen'jun'you'jiu 问君有酒
'wen'lan'qing'yun 文烂卿云
'wen'liu'ying'neng'shuo'gu'yuan'wu 问流莺能说故园无
'wen'qu'ji'hang'lei'yu 揾取几行泪雨
'wen'ren'jian'shui'si 问人间谁似
'wen'ren'sheng'de'yi'ji'he'shi 问人生得意几何时
'wen'shui'feng'yu'piao'ling'su 问谁风雨飘零速
'wen'shui'jie'ai'xi'qiong'hua 问谁解爱惜琼华
'wen'shui'juan'yun'han 汶水卷云寒
'wen'shui'lian'jiu'ri 问谁怜旧日
'wen'shui'shi'qi'he'yang'zhou 问谁是骑鹤扬州
'wen'shui'zhan'qing'feng'jiu'zhu 问谁占清风旧筑
'wen'shui'zhi 问谁知
'wen'song'wo'zui'he'ru 问松我醉何如
'wen'wu'you 问乌有
'wen'xian'sheng'dai'hu'chun'zhang 问先生带湖春涨
'wen'xiang'jian'he'ru'bu'jian 问相见何如不见
'wen'xin'lai'xiao'xiao'mu'luo 问新来萧萧木落
'wen'xun'he'ru 问讯何如
'wen'xun'wu'yan 问讯无言
'wen'yan'hu'he'ri 问偃湖何日
'wen'yuan'ming'sui'wan 问渊明岁晚
'wen'yun'he'yu'tu'jie'chen'fu 问云何玉兔解沉浮
'wen'zao'fang'jiao'shu 闻早放教疏
'wen'zao'gui'lai 闻早归来
'wen'zou'le'yang'chang'ji'bian 问走了羊肠几遍
'weng'bi'qu'nong'ren'shui'hao 翁比渠侬人谁好
'weng'ceng'dao'fan'hua'chao'qi 翁曾道繁华朝起
'weng'ding'chen'yu 翁定嗔予
'weng'hai'ken'dao 翁还肯道
'weng'neng'lai'fou 翁能来否
'weng'zao'gui'lai'ye 翁早归来也
'wo'ai'feng'liu 我爱风流
'wo'ai'shu'zhuang'chen'ming'zhe 我爱蜀庄沉冥者
'wo'bei'cong'lai'wen'zi'yin 我辈从来文字饮
'wo'bu'zhi'yan 我不知言
'wo'dao'wu'tou'men'ce'pan 我道乌头门侧畔
'wo'dui'jun'hou 我对君侯
'wo'jian'jun'lai 我见君来
'wo'jian'qing'shan'duo'wu'mei 我见青山多妩媚
'wo'jiao'dou'zheng 蜗角斗争
'wo'jue'jun'fei'chi'zhong'wu 我觉君非池中物
'wo'jue'qi'jian 我觉其间
'wo'jue'shan'gao 我觉山高
'wo'lao'shang'neng'fu 我老尚能赋
'wo'lian'jun 我怜君
'wo'long'shan'xia 卧龙山下
'wo'long'zan'er 卧龙暂而
'wo'mian'jun'qie'gui'xiu 我眠君且归休
'wo'nai'er'jin'jia'yu'qing 我乃而今驾驭卿
'wo'shang'tian'nan 我上天难
'wo'shou'dang'nian 握手当年
'wo'shou'lun'wen'qing'ji'chu 握手论文情极处
'wo'si'mao'chai'feng'wei'duan 我似茅柴风味短
'wo'wang'yun'yan'mu'duan 我望云烟目断
'wo'wu'ke'wu'bu'ke 我无可无不可
'wo'xiang'dong'lin'ceng'zui'li 我向东邻曾醉里
