'a'mu'chang'ren'ce 阿母常仁恻
'you'niao'you'niao'ming'wei'jiu 有鸟有鸟名为鸠
'you'niao'you'niao'ming'wei'xiao 有鸟有鸟名为鸮
'you'niao'you'niao'ming'yan'zi 有鸟有鸟名燕子
'you'niao'you'niao'ming'yao'chu 有鸟有鸟名鹞雏
'you'niao'you'niao'ming'ye'ji 有鸟有鸟名野鸡
'you'niao'you'niao'ming'ying'wu 有鸟有鸟名鹦鹉
'you'niao'you'niao'ming'zhuo'mu 有鸟有鸟名啄木
'you'niao'you'niao'qun'cui'bi 有鸟有鸟群翠碧
'you'niao'you'niao'qun'que'er 有鸟有鸟群雀儿
'you'niao'you'niao'qun'zhi'yuan 有鸟有鸟群纸鸢
'you'niao'you'niao'ru'guan'que 有鸟有鸟如鹳雀
'you'niao'you'niao'wei'bai'xian 有鸟有鸟谓白鹇
'you'niao'you'niao'zhen'bai'he 有鸟有鸟真白鹤
'you'niao'you'niao'zhong'bian'fu 有鸟有鸟众蝙蝠
'you'qi'you'xing 有气有形
'you'qu'wu'hui 有去无回
'you'ren'gou'guan'xi'zai'qi'zhong 幽人构馆兮在其中
'you'ru'long'zhong'jiu'yan'se 犹入笼中就颜色
'you'shen'si'yu'xi'zhu'shang'jiang'ying 有神司驭兮朱裳绛缨
'you'shi'er'yan 由是而言
'you'shi'fei'xiang'xin'lin'su 有时飞向新林宿
'you'shi'yu'la'li'you'jia 又食于蜡礼有加
'you'si'peng'ying'hai'shui'zhi'zhou'liu 又似蓬瀛海水之周流
'you'si'se'xi'duo'duan 犹嘶涩兮多断
'you'sou'you'sou 有叟有叟
'you'wan'si'nian 有万斯年
'you'wu'hui'tui 又无虺隤
'you'wu'lai'yan'fan 有物来掩犯
'you'xiang'chao'bian'jing'fen'bo 犹向巢边竞纷泊
'you'yan'shu'nv'zai'gui'fang 有艳淑女在闺房
'you'yao'shu'hu'xi'shui'guai'zu'xing 幽妖倏忽兮水怪族形
'you'ye 有耶
'you'yi'mei'ren'xi 有一美人兮
'you'yi'quan'er'sheng'jiu'tian 有翼劝尔升九天
'you'yi'ren'xi'sheng'zi'xia 有一人兮升紫霞
'you'you'qian'gu'xi'chang'bu'mie 悠悠千古兮长不灭
'you'you'ren'xi'hao'ming'jue 有幽人兮好冥绝
'you'you'ren'xi'zhang'su'qin 有幽人兮张素琴
'you'you'san'qian'li 悠悠三千里
'you'yu'he'ri'feng 友于何日逢
'you'yu'you'xi'xiang'ji 忧与忧兮相积
'yu'chi'xi'chen'sheng 玉墀兮尘生
'yu'chuan'zi 玉川子
'yu'chuan'zi'li'yu'ting'er'yan'yue 玉川子立于庭而言曰
'yu'dang'kong'sheng 于党孔盛
'yu'dang'kong'shuo 于党孔硕
'yu'fei'yu'xi'bai'dong'ri 鱼沸郁兮栢冬日
'yu'feng'bo'dang'shan'yue'yi 馀风簸荡山岳移
'yu'feng'zhu'er'yuan'sui'xi 欲凤翥而鹓随兮
'yu'fu'er'tan 予俯而叹
'yu'fu'jiu'bei'wei'si'yao 羽拂酒杯为死药
'yu'gong'da'ye 禹功大耶
'yu'gong'tao'bu'xiang 欲共讨不祥
'yu'guang'wei'zhao'zai'lin'bo 余光委照在林薄
'yu'he'wei'hu 欲何为乎
'yu'hou'si'zhi'rong'ze'ke'ye 于后嗣之荣则可耶
'yu'jiang'qiong'gong 欲降琼宫
'yu'jie'gui'shu'xian'po'suo 玉阶桂树闲婆娑
'yu'long'heng'er'ji'zhu 欲龙亨而骥逐
'yu'luo'ma'xi'fang'yang'liu'zhi 鬻骆马兮放杨柳枝
'yu'mu'hun'zhen 鱼目混珍
'yu'nv'jia'xie 玉女家些
'yu'pian'luo'xie 郁骈罗些
'yu'qi'jia 玉其甲
'yu'quan'gu'xi 于泉谷兮
'yu'ren'kang'er'sui'shu 欲人康而岁熟
'yu'ren'yu'er'tian'cong 欲人欲而天从
'yu'ri'sheng'er'xing'wei'xi 欲日盛而星微兮
'yu'shan'zhi'xia 鱼山之下
'yu'sheng'wu'yi'ke 欲生无一可
'yu'shi'shang'cun'you'zai'tian 馀势尚存犹在天
'yu'shu'qi'xi'kong'bi'jing 欲舒气兮恐彼惊
'yu'si'bu'neng'de 欲死不能得
'yu'si'bu'wu 于斯不寤
'yu'si'er'xi 于斯而喜
'yu'song'jian'xi'cao'wu 与松间兮草屋
'yu'su'chong'chang'yao'shu'qi 玉粟充肠瑶树栖
'yu'tian'tai'er'di'ning 欲天泰而地宁
'yu'tian'xia'zhi'rong'qi'ke'ye 于天下之荣其可耶
'yu'wo'sheng'si'xi'feng'ci'shi 与我生死兮逢此时
'yu'xian'chi 浴咸池
'yu'xu'cao'mu'sheng'fang'rui 燠煦草木生芳蕤
'yu'xue'qi'qi 雨雪凄凄
'yu'yan'bu'gan'yu 欲言不敢语
'yu'yi'gu'di 于以固敌
'yu'yi'shou'zhuo'san'zu'lao'ya'jiao 郁仪手捉三足老鸦脚
'yu'yi'zuo'gu 于以作固
'yu'you'ren'ti'ci 于右任题辞
'yu'you'ren'wang'da'lu 于右任望大陆
'yu'zai'si'hai'xi'jie'fu'kun 羽载四海兮芥浮坤
'yu'zao'shi'feng'ri 御燥湿风日
'yu'zi'lan'er'jian'du 欲滋兰而歼毒
'yuan'bu'jian'xi'kong'wen 猿不见兮空闻
'yuan'chu'ruo'si 爰处若思
'yuan'de'gui'lai'xi'tian'cong'yu 愿得归来兮天从欲
'yuan'he'geng'yin'dou'cha'zi 元和庚寅斗插子
'yuan'jie'zhi'feng'shi'wu'pian 元结治风诗五篇
'yuan'jue'shi'zhi'wu'wen 怨绝世之无闻
'yuan'lin'ming'si'xi'jiang'zhen'xiang 愿临明祀兮降祯祥
'yuan'qin'fan'chu'yin'lv'tong 缘琴翻出音律同
'yuan'qing'chun'zhi'wei'jue 怨青春之萎绝
'yuan'tuo'an'zou'xi'hai'ruo'dou'jing 鼋鼍岸走兮海若斗鲸
'yuan'tuo'shang'shan'zuo'ku'xue 鼋鼍上山作窟穴
'yuan'xi'yu'wen'tian 怨兮欲问天
'yuan'xi'zi'tan 爰熙紫坛
'yuan'yan'pei'de'xi 愿言配德兮
'yuan'ye'xiao'tiao'xi'feng'shu'wan'li 原野萧条兮烽戍万里
'yuan'yi'jian'er'dao'yi 愿一见而道意
'yuan'you'yao'ming'xi'jian'yu'ren 愿游杳冥兮见羽人
'yuan'zhen'you'jiu'shi'zhang 元稹有酒十章
'yuan'zhen'you'niao'er'shi'zhang 元稹有鸟二十章
'yue'dan'zhu'zi 月旦诸子
'yue'fu'shi'ji'xiong'nu'ge 乐府诗集匈奴歌
'yue'han'guo'xi'ru'hu'cheng 越汉国兮入胡城
'yue'shi'ru'bu'zhi 月蚀汝不知
'yue'shi'shang'xi'liu'quan 悦石上兮流泉
'yue'shi'si'ri'san'geng'zhong 月十四日三更中
'yue'shi'yu'ru'tou 月蚀于汝头
'yue'xing'ru'bai'pan 月形如白盘
'yue'you'bin'xi'shi'li'zhi 粤有宾兮时戾止
'yue'zheng'guang'xi'xing'you'fan 月争光兮星又繁
'yun'hui'hui'xi'chu'cheng 韵嘒嘒兮初成
'yun'ke'peng'xi'xia'ke'xi 云可朋兮霞可吸
'yun'ming'ming'xi'yu'fei'fei 云冥冥兮雨霏霏
'yun'niang'yuan'qi'xi'han'xing'chen 酝酿元气兮函星辰
'yun'ping'wu'za 云平雾匝
'yun'shan'wan'chong'xi'gui'lu'xia 云山万重兮归路遐
'yun'shang'fei'xi'shui'shang'su 云上飞兮水上宿
'yun'shen'xue'shen'luo'ma'dao 云深雪深骡马倒
'yun'song'yan'niao'xi'qian'gu'se 云松烟茑兮千古色
'yun'wei'wei'xi'lian'jue'xing 云微微兮连绝陉
'yun'ya'shuang'cui'ban'nian'si 云压霜摧半年死
'yun'yan'yu'dou 云掩于斗
'yun'yu'chou'si'xi'wang'huai'hai 云雨愁思兮望淮海
'yun'yu'wei'fen 缊豫为纷
'yun'yun'ru'he 蕴蕴如何
'za'yu'zhou'xi'hua'xu'ren 匝宇宙兮华胥人
'zai'bai'gan'gao'shang'tian'gong 再拜敢告上天公
'zai'hu'zhi'bo 在胡之舶
'zai'huan'han'guo'xi'huan'xin'zu 再还汉国兮欢心足
'zan'fang'liang'gui'ren'jian'ai 暂放两鬼人间娭
'zan'fu'za'xue'tu'bao'fei 噆肤咂血图饱肥
'zan'shi'shang'tian'shao'wen'tian 暂时上天少问天
'zan'tuo'dong'liang'he'yong'xi 暂托栋梁何用喜
'zang'wo'yu'gao'shan'zhi'shang'xi 葬我于高山之上兮
'zao'ci'lang'bei'xiong 遭此狼狈凶
'zao'e'ru'xi'dang'gao'shui 遭恶辱兮当告谁
'zao'jing'xuan'ti 藻井旋题
'zao'zi'xin'yin'yong'jiu'chang 造兹新音永久长
'ze'liang'zhen'zhen 泽梁蓁蓁
'ze'miao'si'xi'cao'xuan'jing 泽妙思兮草玄经
'ze'wang'wei'jian'shi 则妄为剪饰
'zeng'yang'bo 增阳波
'zeng'yao'tai'zhi'yi'ni 赠瑶台之旖旎
'zha'bei'ming'xi'yu'chang 乍悲鸣兮欲长
'zhan'chi'han 沾赤汗
'zhan'chi'han'xi'mo'liu'zhe 沾赤汗兮沫流赭
'zhan'gen'xiao'pi'ru'zi'yu 斩根削皮如紫玉
'zhan'jie'wu'jie'yi 斩截无孑遗
'zhan'qing'gu 湛清酤
'zhan'qiu'wei'shang'xi'gu'rou'zhen'jing 毡裘为裳兮骨肉震惊
'zhan'shi'ying'lv'xuan'yu'ming 展诗应律鋗玉鸣
'zhang'chu'jin'yi'ren'ge 张楚金逸人歌
'zhang'gong'tan'qi'cai'jin'xia 张公叹其材尽下
'zhang'lei'deng'gao 张耒登高
'zhang'nan'bi'bei'xi'dong'san'xi'fen 障南蔽北兮东散西分
'zhang'qian'kang'kai'zheng'ge'wu 帐前慷慨征歌舞
'zhang'xi'zhang'xi 杖兮杖兮
'zhao'gong'chui 诏工倕
'zhao'jian'yi 昭简易
'zhao'li'si'yu'qian'hang 照离思于千行
'zhao'wan'wu'ye 肇万物耶
'zhao'zhao'mu'mu'zhu'ren'er 朝朝暮暮主人耳
'zhe'fu'fei'xiang'li 辄复非乡里
'zhe'xi'huang'xi 柘系黄兮
'zhe'yan'bi'jiang'lu 辄言毙降虏
'zhen'da'ya'yu'dong'luo 振大雅于东洛
'zhen'fei'jiu'yuan'xi'li'tian'sheng'jing 震沸九渊兮丽天升精
'zhen'wei'bu'fen'ting'zhe'yue 真伪不分听者悦
'zhen'xian'xiao'yao'xi'dan'bu'ke'yi 真仙逍遥兮澹不可挹
'zheng'dao'chi'xi'li'chang'liu 正道弛兮离常流
'zheng'shu'xin'xi 蒸黍馨兮
'zheng'xia'fei'lang'jian'yu'gui 蒸霞沸浪煎鱼龟
'zhi'bei'men'shi'xi 炙背扪虱兮
'zhi'cui'xin'zhe'xi'zi'bei'jie 志摧心折兮自悲嗟
'zhi'han'jian'zhi'ru'shuang 知汉剑之如霜
'zhi'hua'zhi'ji'xi 至化之极兮
'zhi'hua'zhi'shen'xi 至化之深兮
'zhi'hui'zhi'ren 至惠至仁
'zhi'ji'pi'yu'xia'wei 执戟疲于下位
'zhi'jian'zhi'ming 至俭至明
'zhi'jin'man'wu 致金满屋
'zhi'jin'zhe'kan'kong'lin'xun 至今折槛空嶙峋
'zhi'lan'xi'yao'fang 芝兰兮药房
'zhi'ren'shi'xi'xian'xiang 至人逝兮仙乡
'zhi'sheng'you'lun 职生有伦
'zhi'shi'bu'ke'ru 志士不可辱
'zhi'shi'han'jia'tian'zi'xi'bu'yang'he 知是汉家天子兮布阳和
'zhi'shi'hong'long'zhong'da'cheng'fu 只是弘隆重大乘福
'zhi'ti'tang 志俶傥
'zhi'wan'li 迣万里
'zhi'wan'ren'xi'men'jiu'xiao 陟万仞兮扪九霄
'zhi'xu'shi 执徐时
'zhi'yang'wu'xuan 至阳无谖
'zhi'yi'guai'xi'jie'yi'kui 志意乖兮节义亏
'zhi'you'tong'ku 只有痛哭
'zhi'yu'tu'cuan'shi 志欲图篡弑
'zhi'zai'jian'de 至哉俭德
'zhi'zai'mao'gong 至哉茂功
'zhi'zai'qin'ji 至哉勤绩
'zhi'zi'ba'pai'xi'ni'pai'you 制兹八拍兮拟排忧
'zhi'zi'song'gen'chang'fu'ling 知子松根长茯苓
'zhong'bu'ke'dai'ye 终不可逮耶
'zhong'fang'xiang'xi'gou'ling'xian 终仿像兮觏灵仙
'zhong'ling'kua'e'jue'ru'chu 终令夸蛾抉汝出
'zhong'men'yan'xi'ren'jing'xi 重门掩兮人径稀
'zhong'mu'ai'yi'fan'yin 众木蔼以繁阴
'zhong'ri'qi'qi'ren'ji'lv 终日戚戚忍羁旅
'zhong'shi'shi'guo 中世失国
'zhong'ting'du'xing 中庭独行
'zhong'ting'zhuo'su'li'shang'fei 中庭啄粟篱上飞
'zhong'wang'ci'hu 终亡此乎
'zhong'wei'gao'yue 重为告曰
'zhong'xia'rong'si 踵夏荣嗣
'zhong'ye'qi'zuo'wan'gan'ji 中夜起坐万感集
'zhong'ye'xiang'cong'zhi'zhe'shui 中夜相从知者谁
'zhong'you'die'sui'xi'yin'lun'zhu 重幽叠邃兮隐沦躅
'zhong'you'qin'xi'hui'yi'yu 中有琴兮徽以玉
'zhong'you'ren'xi'xin'yi'chang 中有人兮信宜常
'zhong'yuan'wu'shu'gui'bu'de 中原无书归不得
'zhong'yuan'yi'gao'di'fang'jue 中原已告堤防决
'zhong'yue 重曰
'zhou'fu'xiao'fei'e'ming'zhu 昼伏宵飞恶明烛
'zhou'huan'yan'pi 周环掩辟
'zhou'liu'za 周流杂
'zhu'cheng'ci'luo'wu'nian 主乘此骆五年
'zhu'cheng'deng'deng 筑城登登
'zhu'cheng'yi'yi 筑城奕奕
'zhu'gong'bi'tang'sheng'qing'tai 朱宫碧堂生青苔
'zhu'hou'zhi'chi'bu'neng'jiu 诸侯咫尺不能救
'zhu'long'gua'se 烛龙寡色
'zhu'ma'xi'shuang'shu 驻马兮双树
'zhu'niao'yi'zhi'xi'dan'ying'jiang'he 朱鸟屹峙兮丹膺绛翮
'zhu'qing'yun'yi'zeng'chou 瞩青云以增愁
'zhu'ren'bing'yang'qi'shi'er 主人并养七十二
'zhu'ren'ceng'wen'si'suo'wen 主人曾问私所闻
'zhu'ren'dan'jian'xian'man'rong 主人但见闲慢容
'zhu'ren'fan'huo'ba'qin'qu 主人烦惑罢擒取
'zhu'ren'fang'huo'fan'jian'yi 主人方惑翻见疑
'zhu'ren'lin'shui'song'jiang'gui 主人临水送将归
'zhu'ren'pian'yang'lian'zheng'dun 主人偏养怜整顿
'zhu'ren'pin'wen'qian'yao'shu 主人频问遣妖术
'zhu'wan'tan'she'si'bu'qu 珠丸弹射死不去
'zhu'wei'que'xi'yu'wei'lou 珠为阙兮玉为楼
'zhu'you'shui'cao'xi'an'jia'qi'lei 逐有水草兮安家葺垒
'zhu'yu'xin'xi'he'yu 祝予心兮何欲
'zhu'yue'lian'ye'xi'zhu'hai'nian 铸月炼液兮伫还年
'zhu'zhui'jie'luo 珠缀结络
'zhu'zi'lan'xi 朱紫烂兮
'zhuan'zheng'di'fa 专征递伐
'zhuan'zhi'yu'si 篆止于斯
'zhuang'yao'tai'zhi'wei'yue 状瑶台之微月
'zhui'chi'wo'xi'zou'qiong'qiong 追持我兮走茕茕
'zhui'qi'wei'wu 缀葺维戊
'zhui'si'wang'ri'xi'xing'li'nan 追思往日兮行李难
'zhuo'fu'tun'xing'xiao'diao'e 啄腐吞腥笑雕鹗
'zhuo'li'tian'gu'sen'kai'zhang 卓立天骨森开张
'zhuo'zhong'lai'dong'xia 卓众来东下
'zhuo'zhu'liang'gui 捉住两鬼
'zi'bao'yu'zhan'gao'sun'ya 紫苞欲绽高笋牙
'zi'er'si'xi 咨尔寺兮
'zi'gu'huang'wang'yu'xian'zhe 自古皇王与贤哲
'zi'gu'sheng'xian'fang'ru'tu 自古圣贤放入土
'zi'gu'tun'hen'wu'yi 自古吞恨无已
'zi'mu'fen'li'xi'yi'nan'guai 子母分离兮意难怪
'zi'qu'qi'du'xi 自取其毒兮
'zi'ren'li'zhi'di'gou 资人力之缔构
'zi'tong'shi'jun'kai'yi'shu 梓潼使君开一束
'zi'wei'ren'jun 自为人君
'zi'wu'xue'sui 滋吾血髓
'zi'wu'you'zhi'er 自吾有之尔
'zi'xian'bu'yi 自贤不已
'zi'yan'wei'xi'qing'xi'ce 紫岩隈兮青谿侧
'zi'you'you'yu'fan'meng 自悠悠于凡梦
'zong'heng'mo'fu'gai 纵横莫覆盖
'zong'jie'xian'hua'he'suo'wei 纵解衔花何所为
'zong'zu'tian'xi'men'hu'dan 宗族殄兮门户单
'zou'xiang'zhi'nv'huang'gu'ji 走向织女黄姑矶
'zu'ji'xue'xi'xin'fan'lao 阻积雪兮心烦劳
'zui'bu'lan'xing 罪不滥刑
'zui'wu'fan'huan'shen'xuan'zhuan 醉舞翻环身眩转
'zuo'bian'er'you'yi 左变而右易
'zuo'che'you'he 左车有赫
'zuo'che'you'qing 左车有庆
'zuo'mu'yu'xi'chou'kong'shan 作暮雨兮愁空山
'zuo'ri'cheng'che'qi'da'ma 昨日乘车骑大马
'zuo'wei'gong'shi 作为公室
'zuo'you'jie'ling'e 左右皆灵娥
'zuo'zhe'qi'qu'cheng'zhe'xia 坐者起趋乘者下
