'a'hou'zai'he'chu 阿侯在何处
'yu'leng'xiang'hun'diao'shu'ke 雨冷香魂吊书客
'yu'liang'yan'yu'bei'shen'lao 雨梁燕语悲身老
'yu'lou'san'xing'shu 玉漏三星曙
'yu'lu'tan'huo'xiang'dong'dong 玉炉炭火香咚咚
'yu'luan'sheng'duan'xu 玉銮声断续
'yu'lun'ya'lu'shi'tuan'guang 玉轮轧露湿团光
'yu'mo'chui'qin'qiao 鱼沫吹秦桥
'yu'mo'piao'han'gou 雨沫飘寒沟
'yu'qiu'qian'li'jiao 欲求千里脚
'yu'que'zhu'cheng'you'men'ge 玉阙朱城有门阁
'yu'sai'qu'jin'ren 玉塞去金人
'yu'se'tiao'qing'men 玉瑟调青门
'yu'sha'lin'lin'guang 玉沙粼粼光
'yu'sheng'yu'ou'xia 鱼生玉藕下
'yu'shi'shi'qian'sui 欲使十千岁
'yu'shi'yi'bi'ci'pei'sheng'yu'yu'wei'shou 于是以弊辞配声与予为寿
'yu'shui'xiao'jing'nuan'bai'pin 御水鵁鶄暖白蘋
'yu'shuo'chun'xin'wu'suo'si 欲说春心无所似
'yu'tang'tiao'xiao'jin'lou'zi 玉堂调笑金楼子
'yu'tong'xia'xiao'wang 渔童下宵网
'yu'wan'ming'yin'lin 玉輓鸣隐辚
'yu'wan'sheng'can'lu 玉碗盛残露
'yu'xi'shan'yi'jian 榆稀山易见
'yu'xing'dian'jian'huang'jin'e 玉星点剑黄金轭
'yu'yan'qing'shi'bai'ru'zhuang 玉烟青湿白如幢
'yu'ying'ji'shui'tong'hua'jing 玉罂汲水桐花井
'yu'yong'xiang'gou'jin'shi'ji 鱼拥香钩近石矶
'yu'zhen'shu'tong'xu 玉轸蜀桐虚
'yu'zhong'liu'yue'lan'tai'feng 雨中六月兰台风
'yu'zhuan'shi'si'qian'xiao'shui 玉转湿丝牵晓水
'yu'zuo'jiang'he'wei'hua'di 欲作江河惟画地
'yuan'cang'di'mi'gai'zhang'di 圆苍低迷盖张地
'yuan'cong'zhu'guo'lai 元从竺国来
'yuan'hao'cu'dian'sheng'jing'xin 圆毫促点声静新
'yuan'jian'gong'zi'er'shi'yu 鸢肩公子二十余
'yuan'jun'chu'chu'yi'chun'jiu 愿君处处宜春酒
'yuan'jun'guang'ming'ru'tai'yang 愿君光明如太阳
'yuan'ling'zhu'lin'qiong 园令住临邛
'yuan'xie'han'ji'zhao'shu'gui 愿携汉戟招书鬼
'yuan'zhong'mo'zhong'shu 园中莫种树
'yue'bu'xian'cai'jin 越布先裁巾
'yue'cong'dong'fang'zhuan 月从东方转
'yue'fen'e'dai'po 月分蛾黛破
'yue'feng'chui'lu'ping'wai'han 月风吹露屏外寒
'yue'fu'bai'xian'guan 越妇拜县官
'yue'fu'tong'yan'yu 越妇通言语
'yue'fu'wei'zhi'zuo 越妇未织作
'yue'fu'zhi'ji 越妇支机
'yue'lu'lu 月漉漉
'yue'lu'lu'pian 月漉漉篇
'yue'luo'da'di'shang 月落大堤上
'yue'luo'shan'mei'ying'chun'feng 越罗衫袂迎春风
'yue'mei'xie'lang'ji 月眉谢郎妓
'yue'ming'bai'lu'qiu'lei'di 月明白露秋泪滴
'yue'ming'ti'a'zi 月明啼阿姊
'yue'ming'zhong'fu'jue 月明中妇觉
'yue'qin'shui'wei'shu 越衾谁为熟
'yue'wang'jiao'lang'xiao'zi'shu 越王娇郎小字书
'yue'wu'shu'wu'ying 月午树无影
'yue'xuan'xia'feng'lu 月轩下风露
'yue'zhui'jin'pu'guang'mo'mo 月缀金铺光脉脉
'yun'ba'jue'cheng'guo'han'lei 云弝绝骋聒旱雷
'yun'fen'zhao'jin'an 匀粉照金鞍
'yun'gen'tai'xian'shan'shang'shi 云根台藓山上石
'yun'jiao'tian'dong'tou 云脚天东头
'yun'ju'shu'bu'ta'yan'sha 云裾数步踏雁沙
'yun'lian'an'xie'yan 匀脸安斜雁
'yun'lou'ban'kai'bi'xie'bai 云楼半开壁斜白
'yun'ru'che'lun'shang'pai'huai 晕如车轮上徘徊
'yun'shan'qian'wu'hong'zhi'hua 云衫浅污红脂花
'yun'sheng'zhu'luo'an 云生朱络暗
'yun'shi'dong'jing'cai'zi 云是东京才子
'yun'xiao'suo 云萧索
'yun'zhong'qi'bi'lv 云中骑碧驴
'zan'de'jian'he'lang 暂得见何郎
'zan'xi'teng'huang'ma 暂系腾黄马
'zao'wan'chang'pu'sheng'wan'jie 早晚菖蒲胜绾结
'zeng'chen'shang 赠陈商
'zha'shu'yi'zuo'lu'shu 楂树一作栌树
'zhan'zi'qing'wu'xian 詹子情无限
'zhang'bei'tian'ying'jin 帐北天应尽
'zhang'dai'tu'qing'yin 帐带涂轻银
'zhang'di'chui'sheng'xiang'wu'nong 帐底吹笙香雾浓
'zhang'fu'kuai'yi'fang'wei'huan 丈夫快意方为欢
'zhang'gai'ru'lun 张盖如轮
'zhang'he'er'nian'zhong 章和二年中
'zhang'qian'qing'xu'e'mao'qi 帐前轻絮鹅毛起
'zhang'tou'fei'yin'jiu 杖头非饮酒
'zhang'zai'ye'tian'ping'bi'zhong 张在野田平碧中
'zhao'chu'gao'feng'wai 照出高峰外
'zhao'yi'fu'ming'bo 赵壹赋命薄
'zhao'zhao'mu'mu'chou'hai'fan 朝朝暮暮愁海翻
'zhe'chong'du'qiu'yun 蛰虫蠹秋芸
'zhe'feng'chi'wen'ceng'gui'rou 折锋赤璺曾刿肉
'zhe'ying'di'fei'long'jing'xie 蛰萤低飞陇径斜
'zhe'zhe'chui'ye'hou 蛰蛰垂叶厚
'zhe'zhe'huang'he'qu 折折黄河曲
'zhen'jian'luo'xi'sha 砧间落细莎
'zhen'rang'ge'xiu'duan 珍壤割绣段
'zhen'yi'zuo'qi'shu'kong'yi'zuo'hua'kong 真一作奇书空一作画空
'zhen'zhu'xiao'niang'xia'qing'kuo 真珠小娘下青廓
'zheng'ren'quan'wo'jin'qu'zhi 筝人劝我金屈卮
'zheng'shi'bai'luan'chai 正室掰鸾钗
'zheng'ying'hai'shui'fei'ling'xuan 争瀯海水飞凌喧
'zheng'yue 正月
'zhi'fan'long'yan'qing'en'ze 直犯龙颜请恩泽
'zhi'fei'chu'xia'hu 知非出柙虎
'zhi'guan'kai'hua'feng 直贯开花风
'zhi'jiao'ji'xiang'zao'wan'han 豸角鸡香早晚含
'zhi'jin'dao'yi'sai 只今道已塞
'zhi'jin'pou'bai'cao 只今掊白草
'zhi'jiu'hang 致酒行
'zhi'ke'cheng'xiang'han 织可承香汗
'zhi'qian'xi'su'ming'xuan'feng 纸钱窸窣鸣旋风
'zhi'shen'yan'zu'le 只身焉足乐
'zhi'shi'jing'ke'yi'pian'xin 直是荆轲一片心
'zhi'yu'san'ji'can'lang'ya 直余三脊残狼牙
'zhi'zhi'huang'jin'jie'long'ma 掷置黄金解龙马
'zhi'zi'fa'jin'yong 栀子发金墉
'zhong'cang'huo'ji'bu'ke'ce 中藏祸机不可测
'zhong'fu'chong'yu'xie 中妇舂玉屑
'zhong'jun'liu'zui'he'yang'cheng 中军留醉河阳城
'zhong'jun'wei'cheng'chuan 终军未乘传
'zhong'liu'ying'zhong'an 种柳营中暗
'zhong'nan'ri'se'di'ping'wan 终南日色低平湾
'zhong'shu'si'shi'chou 种树四时愁
'zhong'wu'chuo 终无辍
'zhong'you'liang'ji'jiu'zhai 中有梁冀旧宅
'zhong'zuo'shi'shi'jing 中坐时时惊
'zhou'chu'chang'qiao'yi 周处长桥役
'zhou'xi'bu'ceng'xian 昼夕不曾闲
'zhu'cheng'bao'chun'geng'lou'zhuan 朱城报春更漏转
'zhu'fu'xi'you'kun'bu'gui 主父西游困不归
'zhu'huang'chi'leng'fu'rong'si 竹黄池冷芙蓉死
'zhu'kou'ying'tao'xiao 注口樱桃小
'zhu'li'sao'si'tiao'wang'che 竹里缲丝挑网车
'zhu'long'liang'xing'zhao'fei'ge 烛笼两行照飞阁
'zhu'long'yi'zuo'zhu'long 烛笼一作烛龙
'zhu'lou'tong'shui'mo 朱楼通水陌
'zhu'ma'shao'shao'yao'lv'wei 竹马梢梢摇绿尾
'zhu'ming'pu'fan'ru'yi'fu 渚暝蒲帆如一幅
'zhu'qi'ti'ming'shang'tian'qu 烛骑蹄鸣上天去
'zhu'ren'bi'shang'pu'zhou'tu 主人壁上铺州图
'zhu'ren'feng'shang'ke'chang'shou 主人奉觞客长寿
'zhu'ren'quan'wo'yang'xin'gu 主人劝我养心骨
'zhu'ren'tang'qian'duo'su'ru 主人堂前多俗儒
'zhu'she'fei'du'she'jin'sha 竹蛇飞蠹射金沙
'zhu'shu'yi'zuo'kan'shu'xiang'yi'yi'zuo'zi'yi 著书一作看书相宜一作自宜
'zhu'sou'tian'duo'jian 竹薮添堕简
'zhu'ti'shan'lu'yue 竹啼山露月
'zhu'wei'yuan'wo'bu'cheng'mian 珠帷怨卧不成眠
'zhu'xiang'man'qi'ji 竹香满凄寂
'zhu'ye'jian'hua'qun 竹叶剪花裙
'zhu'yu'bie'qiu'zi 茱萸别秋子
'zhu'yun'chou'ban'ling 竹云愁半岭
'zhuan'jiao'han'shang'po'bi'yun 转角含商破碧云
'zhuang'cheng'wo'duo'qi'bu'xie 妆成婑鬌欹不斜
'zhuang'hua'pian'feng'qiao 装画偏峰峤
'zhuang'nian'bao'ji'hen 壮年抱羁恨
'zhuang'shi'tu'qing'zao 壮士徒轻躁
'zhuang'zhong'yin'jiu'xing'she'tian 撞钟饮酒行射天
'zhui'fu'hua'jiang'tan'yuan'si'shou 追赋画江潭苑四首
'zhui'he'he'xie'tong'que'ji 追和何谢铜雀妓
'zhui'he'liu'yun 追和柳恽
'zhui'yi'zuo'duo'zhu'yun'yi'zuo'xing'yun 坠一作堕竹云一作行云
'zhuo'gui'shao'jin'dai'xiao'yan 斫桂烧金待晓筵
'zhuo'qu'qing'guang'xie'chu'ci 斫取青光写楚辞
'zhuo'wen'li 斫文吏
'zhuo'zuo'bu'yao'tu'hao'se 琢作步摇徒好色
'zi'chang'gu'dao'luo'hou'men 自昌谷到洛后门
'zi'cong'xiao'ye'lai'dong'dao 自从小靥来东道
'zi'huang'gong'dian'chong'chong'kai 紫皇宫殿重重开
'zi'jue'shao'feng'tiao 自觉少风调
'zi'jue'sheng'shi'yun 紫蕨生石云
'zi'ke'yue'yong'neng'zhong'gua 自课越佣能种瓜
'zi'lv'teng'xie'shou'shi'mi 自履藤鞋收石蜜
'zi'ni'juan'fu'bei 紫腻卷浮杯
'zi'pu'jiao'xia'si 紫蒲交狭涘
'zi'ran'lao'zhe'bu'si 自然老者不死
'zi'shi'tao'li'shu 自是桃李树
'zi'si'zhu'duan'cong'ma'xiao 紫丝竹断骢马小
'zi'sun'mian'ru'shi'shang'ge 子孙绵如石上葛
'zi'xiu'ma'xie'ta'xiao'hu 紫绣麻鞋踏哮虎
'zi'yan'han'jian'dang'fei'qu 自言汉剑当飞去
'zi'yi'zuo'jie 姊一作姐
'zi'zuo'qiu'feng'yin 自作秋风吟
'zong'jiao'zhi'mian'chi 总角知腼耻
'zong'ren'dai'zhai'huang'jue'yuan 宗人贷宅荒厥垣
'zong'sun'bu'tiao'wei'shui'lian 宗孙不调为谁怜
'zou'long'mei 走龙媒
'zou'ma'shao'bian'shang'kong'lv 走马捎鞭上空绿
'zou'ma'tuo'jin'zhu'chun'cao 走马驮金斸春草
'zou'ma'ye'gui'jiao'yan'geng 走马夜归叫严更
'zou'ma'yin 走马引
'zou'tian'he'bai'lu 走天呵白鹿
'zu'zhi'zao'hua'li 足知造化力
'zui'shui'qu'shu'man'tang'yue 醉睡氍毹满堂月
'zui'xie'pao'hong'wang 醉缬抛红网
'zun'you'wu'cheng'jiu 樽有乌程酒
'zuo'guan'ti'hu'shi 左悺提壶使
'zuo'hun'you'po'ti'ji'shou 左魂右魄啼肌瘦
'zuo'lai'zhuang'dan'po 坐来壮胆破
'zuo'ren'zhi'shi'chao'qiao'he'fu'ji'si'shou 座人制诗嘲诮贺复继四首
'zuo'ri'yin'qiao'jian 昨日殷桥见
'zuo'shang'zhen'ren'chi'long'zi 座上真人赤龙子
