'ai'ai'feng'yan'wan 暧暧风烟晚
'xiao'tiao'jiu'yue'tian 萧条九月天
'xiao'tiao'kong'cang'mu 萧条空仓暮
'xiao'tiao'liang'chi'peng'hao'xia 萧条两翅蓬蒿下
'xiao'tiao'qing'wan'li 萧条清万里
'xiao'yao'li'nv'duo'ren'qi 小腰丽女夺人奇
'xiao'yu'wa'yao'gu'wan'hui 笑语哇咬顾晚晖
'xiao'yuan'hua'tai'jian 小苑花台间
'xie'hou'liang'xiang'feng 邂逅两相逢
'xie'liang'fu'xin 携粮负薪
'xie'long'chang'tan'xi 携笼长叹息
'xie'long'duan'shi'lai'ting'wei 携笼端饰来庭闱
'xie'long'jie'lv'nan'mo'bian 携笼结侣南陌边
'xie'lu'ge'ruo'si 薤露歌若斯
'xie'lu'qi'bu'jie 邪路岂不捷
'xie'qin'jiu'yu'jie 携琴就玉阶
'xie'ri'fu'xiang'cui 斜日复相催
'xie'shang'jian'ji'ye'jing'guo 携觞荐芰夜经过
'xie'shou'jin'mo'tong 携手今莫同
'xie'shou'tong'xun'lie'xian'shi 携手同寻列仙事
'xie'yue'chen'chen'cang'hai'wu 斜月沉沉藏海雾
'xie'yue'tu'huang'ba 写月图黄罢
'xin'cheng'an'le'gong 新城安乐宫
'xin'chong'zhao'yang'dian 新宠昭阳殿
'xin'cui'lei'ru'yu 心摧泪如雨
'xin'fen'ri'luo'lie 新坟日罗列
'xin'he'fu'man'hu 新荷复满湖
'xin'ji'xi'qiu'hao 心计析秋毫
'xin'ku'shi'han'geng 辛苦事寒耕
'xin'ku'wu'liao'lai 心苦无聊赖
'xin'ren'yi'ru'yu 新人易如玉
'xin'ru'ji'quan'neng'yi'ren 心如鸡犬能依人
'xin'wu'tu'hua'zi 新物徒华滋
'xin'xiang'yi'xiang'chuan 馨香亦相传
'xin'zhuang'shi'jing'zhong 新妆视镜中
'xin'zhuang'xia'cui'lou 新妆下翠楼
'xin'zuo'wu'yi'kuan 新作舞衣宽
'xing'bi'bu'de 行必不得
'xing'duo'zi'luo'jin 行堕紫罗襟
'xing'feng'luo'hua'chang'tan'xi 行逢落花长叹息
'xing'hua'zheng'ren'sao'cheng'dui 杏花争忍扫成堆
'xing'lu'qu'zhong'nan 行路曲中难
'xing'mang'fu'yan'cai'wu'yin 星芒浮艳采无因
'xing'meng'guo'shi'shi 幸蒙国士识
'xing'ming'bu'zai'xian'ji'zhong 姓名不在县籍中
'xing'ren'chao'zou'ma 行人朝走马
'xing'ta'ren'zhi'ji'bu'wo'xian 幸他人之既不我先
'xing'wu'bai'ren'qu'xiang'qian 幸无白刃驱向前
'xing'xing'ri'jiang'xi 行行日将夕
'xing'xing'xiao'chui'shou 行行小垂手
'xing'ying'xiang'jin'wei 形影向金微
'xing'yu'xing'yun'ji'xiang'song 行雨行云几相送
'xing'yu'xing'yun'yi'shi'qi 行雨行云一时起
'xing'zhi'jie'you'le 行止皆有乐
'xing'zhi'shang'liu'tian 行至上留田
'xiong'bu'xiong 兄不兄
'xiong'chao'han'gong'shu 雄巢汉宫树
'xiong'di'shi'zhong'lang 兄弟侍中郎
'xiong'fei'hu'ci'rao'lin'jian 雄飞呼雌绕林间
'xiong'jian'cang'yu'xia 雄剑藏玉匣
'xiong'nu'bu'xi'jing 匈奴不系颈
'xiong'nu'fan'wei'qiao 匈奴犯渭桥
'xiong'nu'wei'jiu'quan 匈奴围酒泉
'xiong'tu'ce'er'qian'qie'xin 凶徒侧耳潜惬心
'xiu'bei'tao'hua'xiao 羞被桃花笑
'xiu'bing'le'shi'duo 休兵乐事多
'xiu'gu'wu'xiang'che 绣毂五香车
'xiu'hu'nan'kai'xiang'ming'yue 绣户南开向明月
'xiu'hu'zhong 绣户中
'xiu'jiang'li'hen'xiang'dong'feng 羞将离恨向东风
'xiu'mei'peng'qin'xi'deng'jun'zi'tang 绣袂捧琴兮登君子堂
'xiu'se'shui'jia'zi 秀色谁家子
'xu'hou'ma'lai'ni'wu'jin 续后马来泥污尽
'xu'jian'zhao'ge'xing 徐坚棹歌行
'xu'lian'ban'si'bai'tou'weng 须怜半死白头翁
'xu'xian'fei'chang'men'yuan 徐贤妃长门怨
'xu'xiao'qian'xian'duo'kang'kai 须斅前贤多慷慨
'xu'xue'feng'gu 戌削风骨
'xu'yan'bo'ban'jie'yu 徐彦伯班婕妤
'xu'yan'bo'cai'lian'qu 徐彦伯采莲曲
'xu'yan'bo'hu'wu'ren'xing 徐彦伯胡无人行
'xu'yan'ru'hai'cheng'wei'yu 徐衍入海诚为愚
'xu'you'feng'jing'meng 虚牖风惊梦
'xu'yu'bai'fa'luan'ru'si 须臾白发乱如丝
'xu'yu'fa'cheng'si 须臾发成丝
'xu'yu'gong'nv'chuan'lai'xin 须臾宫女传来信
'xu'zhi'zhi'wei'ping'rong'shu 须知只为平戎术
'xuan'feng'chui'ma'ma'ta'yun 旋风吹马马踏云
'xuan'hou'zhao'ya'chang'xian'tai'shan'ji 轩后爪牙常先太山稽
'xuan'hu'qing'tian'shang 悬胡青天上
'xuan'ming'zhu'rong'qi'huo'jiao 玄冥祝融气或交
'xuan'shi'guang'cheng 轩师广成
'xuan'su'za'liang'ku 眩俗杂良苦
'xuan'yuan'kou'jin'bu'neng'xiao 玄猿口噤不能啸
'xue'de'kun'qiu'cai'feng'ming 学得昆丘彩凤鸣
'xue'feng'chui'xiao'nong'qing'yue 学凤吹箫弄清越
'xue'guang'yao'zi'ye'dong'ge 薛光耀子夜冬歌
'xue'hua'e'mei'du'chu'qun 学画蛾眉独出群
'xue'jing'yan'shen'bi'yu'jia 雪净烟深碧玉家
'xue'qi'tong'yuan'shi'er'shou 薛奇童怨诗二首
'xue'si'mei'hua'bu'kan'zhe 雪似梅花不堪折
'xue'xia'yang'guan'lu 雪下阳关路
'xue'ya'fu'sang'zhi 雪压扶桑枝
'xun'jian'xiang'ping'sha 寻箭向平沙
'xun'si'yi'dian'men 寻思倚殿门
'xun'si'zhi'dao'ming 寻思直到明
'ya'fu'hai'er'wei'tu'lao 亚夫咍尔为徒劳
'ya'ming'qiu'dian'xiao 鸦鸣秋殿晓
'ya'ya'yao'jiang'sheng 轧轧摇桨声
'ya'yu'mo'ya'jing'ren'rou 猰貐磨牙竞人肉
'ya'zao'cheng'die'tou 鸦噪城堞头
'yan'bi'shui'you'zheng'ji'bang 掩鼻谁忧郑姬谤
'yan'bo'jie'liang'xiang 烟波接两乡
'yan'chai'tuo'jing'pao'pan'yun 燕钗拖颈抛盘云
'yan'chang'chao'chu'luo 艳唱潮初落
'yan'chao'yin'cai'lian'nv 阎朝隐采莲女
'yan'cui'bo'qing'pan'bu'de 烟翠薄情攀不得
'yan'fa'lang'xie'an 言发琅邪岸
'yan'feng'chui'shuang'hai'cao'diao 严风吹霜海草凋
'yan'feng'lie'yi'shang 严风裂衣裳
'yan'ge'xiao'dou'xin'fu'rong 艳歌笑斗新芙蓉
'yan'han'dong'ba'huang 严寒动八荒
'yan'jing'wu'liu'yi 烟景无留意
'yan'jue'sheng'chong'xu 咽绝声重叙
'yan'lei'bei'qian'gu 掩泪悲千古
'yan'men'shan'bian'gu'cheng'hui 雁门山边骨成灰
'yan'nian'ju'hua'jiu 延年菊花酒
'yan'qi'yun'luo'zhong 焰起云萝中
'yan'qian'hao'wu'na'neng'ding 眼前好恶那能定
'yan'que'ning'zhi'qu 燕雀宁知去
'yan'ran'shan'shang'zi 燕然山上字
'yan'sai'ri'chu'qing 雁塞日初晴
'yan'se'he'ru'qie 颜色何如妾
'yan'se'nian'nian'xie 颜色年年谢
'yan'se'zhuan'guang'jing 颜色转光净
'yan'shan'dao'yan'jia 燕山到雁家
'yan'shan'zhi'bei'han 燕山直北寒
'yan'sheng'gui'an'yuan 烟生归岸远
'yan'sheng'ji'pu'se 烟生极浦色
'yan'shi'nong'zhu'shi 言是弄珠时
'yan'shi'shang'liu'tian 言是上留田
'yan'shi'xuan'ban'jie'yu 严识玄班婕妤
'yan'shuang'diao'bai'cao 严霜凋百草
'yan'wu'jin'xin'chong 艳舞矜新宠
'yan'yan'sui'bo'qian'wan'li 滟滟随波千万里
'yan'yan'zhe'lie'huo 炎炎者烈火
'yan'zhao'mei'nv'er'qian'ren 燕赵美女二千人
'yan'zhi'luo'han'jia 燕支落汉家
'yan'zhou'bu'huo'huan 炎洲布火浣
'yan'zhou'zhu'cui'zao'wang'luo 炎洲逐翠遭网罗
'yan'zhuo'xin'hun'xin'sheng'si 眼浊心昏信生死
'yang'gu'er'ceng'wen 旸谷耳曾闻
'yang'hui'fen'wu'jing 扬麾氛雾静
'yang'ji'ai'hua'yuan 漾楫爱花远
'yang'jia'er'shi'an'jiu'chong 杨家二世安九重
'yang'ju'yuan'da'di'qu 杨巨源大堤曲
'yang'ju'yuan'wu'ye'ti 杨巨源乌夜啼
'yang'liu'song'xing'ren 杨柳送行人
'yang'mang'bao'ri'liu 泱漭抱日流
'yang'mian'su'tian'tian'bu'wen 仰面诉天天不闻
'yang'su'qing'tian'ai'yuan'shen 仰诉青天哀怨深
'yang'wu'bu'zi'nuan 阳乌不自暖
'yang'wu'wei'chu'gu 阳乌未出谷
'yang'ye'chui'jin'qi 杨叶垂金砌
'yang'ying'guo'yi'luo 飏影过伊洛
'yang'zhou'qing'tong'zuo'ming'jing 扬州青铜作明镜
'yang'zhou'you'da'zhai 扬州有大宅
'yao'dang'chun'xin'zi'meng'hun 摇荡春心自梦魂
'yao'fu'dao'bo'shen 邀福祷波神
'yao'gou'mou'xuan'heng 摇钩侔悬衡
'yao'huan'kong'zhu'li 邀欢空伫立
'yao'jian'hu'di'lie 遥见胡地猎
'yao'jian'qie'yu'qing'she'huo 腰间切玉青蛇活
'yao'jian'xuan'lu'li 腰间悬陆离
'yao'lang'juan'man'lin'hua'yu 邀郎卷幔临花语
'yao'lian'shu'se'tong 遥怜树色同
'yao'luo'bu'sheng'bei 摇落不胜悲
'yao'ru'qing'qi'men 邀入青绮门
'yao'shi'yue'hua'yuan'shi'er'shou 姚氏月华怨诗二首
'yao'tao'hua'bo'mu 夭桃花薄暮
'yao'tao'hua'qing'chen 夭桃花清晨
'yao'ting'ru'jiang'yan 摇艇入江烟
'yao'wen'pi'gu'dong'di'lai 遥闻鼙鼓动地来
'yao'xiang'si 遥相思
'yao'xuan'jin'gu'shang'chun'shi 瑶轩金谷上春时
'yao'yao'luo'yang'dao 遥遥洛阳道
'yao'za'pei 摇杂佩
'yao'zi'jie 尧咨嗟
'ye'cao'ya'jiu'yin'chuan'man 夜槽压酒银船满
'ye'chang'zhu'zhi'liu'bei'ke 夜唱竹枝留北客
'ye'cui'ben'xiu'mei 叶翠本羞眉
'ye'di'chu'yin'tai 谒帝出银台
'ye'jiu'chang'cheng'ku 夜救长城窟
'ye'jiu'pin'tiao'deng 夜久频挑灯
'ye'jiu'qin'luo'wa 夜久侵罗袜
'ye'jiu'si'guan'jue 夜久丝管绝
'ye'lai'zhen'chu'liu'gong'qiu 夜来砧杵六宫秋
'ye'lv'tiao'fu'rou 叶绿条复柔
'ye'man'xi'chuan'ping'man'yi 野蔓系船萍满衣
'ye'mi'zhou'nan'dang 叶密舟难荡
'ye'shen'gong'dian'men'bu'suo 夜深宫殿门不锁
'ye'tao'hong'yan'shao'chun'kong 野桃红艳烧春空
'ye'ting'xiu'gai'hua 掖庭羞改画
'ye'tu'qian'nian'yuan'bu'ping 野土千年怨不平
'ye'xuan'ming'jing'qing'tian'shang 夜悬明镜青天上
'ye'ye'meng'zhong'dao 夜夜梦中到
'ye'ye'suan'min'mian'du'chi 夜夜算缗眠独迟
'ye'ye'xiang'bao'mian 夜夜相抱眠
'ye'ye'ye'ban'dang'hu'ti 夜夜夜半当户啼
'ye'yu'hua'tan'ji'wang'ping 叶屿花潭极望平
'ye'zuo'shi'li'you 夜作十里游
'yi'bei'chun'feng'chui 已被春风吹
'yi'bing'shang'jie'an 疑兵尚解鞍
'yi'bu'you'zhuo'shui 义不游浊水
'yi'chang'du'hu'ge 一唱都护歌
'yi'cheng'jiu'shu'hua'fu'qiao 宜城酒熟花覆桥
'yi'chui'yi'luo'lei 一吹一落泪
'yi'chun'bing'zhi'jiang'pan 噫春冰之将泮
'yi'ci'jiang'nan'wu 以此江南物
'yi'cong'tian'shang'lai 疑从天上来
'yi'dan'cai'yun'zhi 一旦彩云至
'yi'dan'ji'tian'cong 一旦及天聪
'yi'dang'wei'zhi'qu 宜当委之去
'yi'de'shi'bei'ying 已得十倍赢
'yi'e'kou'guan'hun'zhe'nu 以额叩关阍者怒
'yi'en'xiang'he'chu 移恩向何处
'yi'er'yi'bo 宜尔依薄
'yi'fei'zhi'yu'fei'shang'tian 一飞直欲飞上天
'yi'fu'dang'guan 一夫当关
'yi'fu'du'han'tan 一妇独含叹
'yi'he'bi'ling'bi'hu'wu'ren 亦何必令彼胡无人
'yi'hen'jing'ling'chuan'ci'qu 遗恨精灵传此曲
'yi'jian'heng'xing'wan'li'yu 一剑横行万里馀
'yi'jian'shu'li'li 已见黍离离
'yi'jian'song'bai'cui'wei'xin 已见松柏摧为薪
'yi'jie'shi'tou'yu 一解市头语
'yi'ju'bei'qing'tian 一举背青田
'yi'kou'tong'ai'sheng 异口同哀声
'yi'luo'jun'wang'er 一落君王耳
'yi'nian'he'shi'che 一年何时彻
'yi'nian'yi'du'zan'xiang'jian 一年一度暂相见
'yi'niao'si 一鸟死
'yi'qi'bo'shu 一气搏束
'yi'qiu'chang'sheng 以求长生
'yi'qu'ci'tai'shang 遗曲此台上
'yi'qu'he'wan'wan'hen'xin 一曲河湾万恨新
'yi'qu'nan'yin'ci'di'wen 一曲南音此地闻
'yi'qu'tang'tang'hong'zhu'yan 一曲堂堂红烛筵
'yi'qu'wu'zong'ji 一去无踪迹
'yi'qu'you'yi'nian 一去又一年
'yi'ren'dong'xi'nan'bei'chui 一任东西南北吹
'yi'ren'mo'zhi'bei 忆人莫至悲
'yi'ri'bu'jian 一日不见
'yi'she'ru'he'feng 衣麝入荷风
'yi'shen'deng'jian'che 一身登槛车
'yi'shen'yan'shi'li 一身偃市利
'yi'sheng'luo'xi'qin 遗声落西秦
'yi'sheng'wei'xian'zhi'jin'yu 一生惟羡执金吾
'yi'shi'qi 一时起
'yi'shou'fu'ying'zuo'chang'tan 以手抚膺坐长叹
'yi'shou'si 一兽死
'yi'shu'yi'wu'li 倚树疑无力
'yi'si'yi'sheng'he'zu'suan 一死一生何足算
'yi'tan'guan'shan'qian'wan'zhong 已叹关山千万重
'yi'wan'gong'shu'shi'na'bu'zhong 羿弯弓属矢那不中
'yi'wang'qing'feng'lin 一望青枫林
'yi'wei'liang'fu'chou 以慰梁父愁
'yi'wen'yang'niao'zhi 一闻阳鸟至
'yi'wo'yi'ran'yi'wo'si 一握黳髯一握丝
'yi'xi'hong'yan'mei'shao'nian 伊昔红颜美少年
'yi'xi'jiang'nan'nian'sheng'shi 忆昔江南年盛时
'yi'xi'jun'qian'jiao'xiao'yu 忆昔君前娇笑语
'yi'xi'wang'zi'jin 忆昔王子晋
'yi'xi'zhuang'cheng'hou'xian'zhang 忆昔妆成候仙仗
'yi'xiang'ling'ren'kan'bai'tou 一向令人堪白头
'yi'xiang'zhu'ju'xiu 衣香逐举袖
'yi'xiao'bian'sai'chen 衣销边塞尘
'yi'xu'xi 噫吁嚱
'yi'yan'wang'song'xue 倚岩望松雪
'yi'yan'zai 已焉哉
'yi'ye'xi'feng'song'yu'lai 一夜西风送雨来
'yi'ye'xu'zheng'pao 一夜絮征袍
'yi'yi'mo'shang'sang 翳翳陌上桑
'yi'yi'sui'feng'ru'shang'yang 一一随风入上阳
'yi'yu'fu'qiu'duan'bu'hai 一遇浮丘断不还
'yi'yu'qu'lang'qian'wan'jin 意欲取郎千万金
'yi'yue'yao'ru'chu 依约腰如杵
'yi'zan'duo'er'jie'luo'ru 遗簪堕珥解罗襦
'yi'zhao'bu'de'yi 一朝不得意
'yi'zhao'ge'wu'rong 一朝歌舞荣
'yi'zhao'huan'sha'ren 宜照浣纱人
'yi'zhao'huo'qi'xiao'qiang'nei 一朝祸起萧墙内
'yi'zhao'jiang'pin'mao'ling'nv 一朝将聘茂陵女
'yi'zhao'jie'fa'cong'jun'zi 一朝结发从君子
'yi'zhao'mai'mo'mao'ling'tian 一朝埋没茂陵田
'yi'zhao'qu'jin'ma 一朝去金马
'yi'zhao'wo'bing'wu'ren'shi 一朝卧病无人识
'yi'zhao'zai'lan'da'ren'zuo 一朝再览大人作
'yi'zhen'feng'lai'yi'zhen'sha 一阵风来一阵砂
'yi'zhi'jin'suo'wan'zhang'si 一只金梭万丈丝
'yi'zhong'e'mei'ming'yue'ye 一种蛾眉明月夜
'yi'zhou'cheng'chao'qu 舣舟乘潮去
'yi'zhou'ru'jiao'ye 移舟入茭叶
'yi'zui'hun'hun'tian'xia'mi 一醉昏昏天下迷
'yin'cong'jing'kou'du 因从京口渡
'yin'feng'chui'huang'hao 阴风吹黄蒿
'yin'feng'chui'sha'qi 阴风吹杀气
'yin'feng'wei'jun'yan 因风委君颜
'yin'fu'sheng'su'chen 阴符生素尘
'yin'han'xie'lin'bai'yu'tang 银汉斜临白玉堂
'yin'jian'jin'hu'lou'shui'duo 银箭金壶漏水多
'yin'jian'tian'quan'rao'shuang'die 银箭添泉绕霜堞
'yin'jie'li'ling'ku 因嗟李陵苦
'yin'jiu'jiu'neng'san'ji'chou 饮酒酒能散羁愁
'yin'ling'wang'jiang'yao'di'jiu 引领望江遥滴酒
'yin'ma'chang'cheng'ku 饮马长城窟
'yin'ma'chu'chang'cheng 饮马出长城
'yin'man'she'diao'er 引满射雕儿
'yin'nong'tian'shang'chun 吟弄天上春
'yin'qin'bi'luo'wang 殷勤避罗网
'yin'qin'ci'he'ji 殷勤此何极
'yin'qin'hu'xi'xian'xian'zhi 殷勤护惜纤纤指
'yin'shan'qian'li'xue 阴山千里雪
'yin'sheng'zhao'jin'nv 因声赵津女
'yin'shi'yi'gan'xin 饮食亦甘馨
'yin'si'li'du'wei 因思李都尉
'yin'tai'jin'que'ru'meng'zhong 银台金阙如梦中
'yin'tuo'fu'xin'qiu 因脱负薪裘
'yin'xue'yang'zi'yun 因学扬子云
'yin'ye'tian'zhi'qing'shui 饮野田之清水
'yin'yin'si'zha'mi 愔淫思乍迷
'yin'yun'ning'shuo'qi 阴云凝朔气
'ying'bu'dian'qing'bing 蝇不点清冰
'ying'chu'xiang'zhao'yang 萤出向昭阳
'ying'chun'ying'hua'lao 莺唇映花老
'ying'hai'yi'fu'xue 映海疑浮雪
'ying'ke'jian'shuo'ke 迎客兼说客
'ying'luan'wu'wa'ji 影乱吴娃楫
'ying'men'ji'yi'bi 应门寂已闭
'ying'men'shang'yue'cao'qi'qi 应门上籥草萋萋
'ying'mie'cai'yun'duan 影灭彩云断
'ying'nv'chui'yu'xiao 嬴女吹玉箫
'ying'nv'guan'cen'ci 嬴女管参差
'ying'nv'ji'zhong'duan'yan'su 嬴女机中断烟素
'ying'ru'tao'hua'lang 影入桃花浪
'ying'sheng'mai'jin'gu 英声迈今古
'ying'wu'jing'fei'tai'fu'di 鹦鹉惊飞苔覆地
'ying'ying'ba'shui'qu 盈盈灞水曲
'ying'ying'jiao'lu'bang 盈盈娇路傍
'ying'ying'zhe'xiao'ying 营营者小蝇
'ying'zhao'li'ren'zhuang'jing'tai 应照离人妆镜台
'yong'ri'zai'qing'ming 永日在青冥
'yong'shan'kong'ceng'tu'shu'xu 咏扇空曾秃鼠须
'yong'tao'ming'yue'zhao'gao'lou 雍陶明月照高楼
'you'an'neng'bao'jun'hao'hao'zhi'ru'xue 又安能保君皓皓之如雪
'you'bi'qing'che'jia'su'xiao 油壁轻车嫁苏小
'you'bing'er'bai'wan 幽并儿百万
'you'chang'jing'bai'chi'ruo'xue'shan 有长鲸白齿若雪山
'you'ci'tiao'di'qi 有此迢递期
'you'dai'zhao'yang'ri'ying'lai 犹带昭阳日影来
'you'feng'gu'jian'hui'xiang'zhui 犹逢故剑会相追
'you'han'xin'feng'jiu 犹酣新丰酒
'you'huai'shang'chen'jie 幽怀尚沉结
'you'huang'xue'zhong'lv 幽篁雪中绿
'you'ke'chang'cheng'xia 游客长城下
'you'lai'yong'tuan'shan 由来咏团扇
'you'li'shen'ji'xing 有利身即行
'you'lv'yao'bu'hai 游旅杳不还
'you'mei'yi'ren 有美一人
'you'mei'yi'ren'xi'wan'ru'qing'yang 有美一人兮婉如清扬
'you'mian'sheng'you'rao 又免生忧扰
'you'mo'zhu'yan'zhou'cui 游莫逐炎洲翠
'you'nv'hong'fen'gu 游女红粉故
'you'nv'hong'fen'xin 游女红粉新
'you'nv'jin'luo'wa 游女矜罗袜
'you'ren'xing'chu'mei'ren'jia 有人行处没人家
'you'wen'han'huang'nu 犹闻汉皇怒
'you'wen'zi'gui'ti'ye'yue 又闻子规啼夜月
'you'wo'yuan'xue 诱我远学
'you'wu'zai'qi'jian 有乌在其间
'you'xian'yu'zuo'qing 犹嫌玉座轻
'you'ya'ming'ji'shuang'yan'chao 幽轧鸣机双燕巢
'you'yan'fa'yi'chi 犹言发已迟
'you'yan'yi'ru'gu 犹言意如故
'you'ye'yu 又夜雨
'you'yi'lai'xiang'fang 有意来相访
'you'you'chu'chu'jin'jing'guo 悠悠处处尽经过
'you'you'chu'shui'liu'ru'ma 悠悠楚水流如马
'you'you'dan'jin'tong 优游丹禁通
'you'you'juan'pei'jing 悠悠卷旆旌
'you'yu'xiu'shan'fan 又欲休山樊
'you'yu'ye'ming'zhu 又欲谒明主
'you'yue'guan'you'an 有月关犹暗
'you'zai'dian'shu'guo 悠哉典属国
'you'zai'nong'xiang'meng'hun'li 犹在浓香梦魂里
'you'zhao'zheng'cao'ze 有诏征草泽
'you'zhi'pai'huai'jiang'shang'yue 又值徘徊江上月
'you'zi'bu'gu'qi 游子不顾期
'you'zi'kan'bing'jing 犹自看兵经
'yu'bai'lan'fang'bu'xiang'gu 玉白兰芳不相顾
'yu'chu'bu'chu'zhi'fen'xiang 欲出不出脂粉香
'yu'chuang'cui'yu'zhang 玉床翠羽帐
'yu'chuang'tong'ri'qi 玉窗通日气
'yu'chuang'ying'ying'du 玉窗萤影度
'yu'ci'yi'zhi'qing'he'yi 于此一至情何已
'yu'di'wu'tong'qiu'ye'chang 雨滴梧桐秋夜长
'yu'fa'yi'chuan'jin'jiang'kou 欲发移船近江口
'yu'fang'che'suo'sheng'fan'ye 玉房掣锁声翻叶
'yu'gong'qi'ru'qiu'tan'shui 雨工骑入秋潭水
'yu'guan'chen'juan'jing 玉关尘卷静
'yu'guan'chun'se'wan 玉关春色晚
'yu'guan'fang'xin'duan 玉关芳信断
'yu'guan'kai'ru'jun'kan'qu 玉关凯入君看取
'yu'hu'jiang'nan'qu 于鹄江南曲
'yu'hu'lian'zhong'juan'bu'qu 玉户帘中卷不去
'yu'hu'lin'chi'dao 玉户临驰道
'yu'hu'sai'shang'qu 于鹄塞上曲
'yu'hu'wan'ge'er'shou 于鹄挽歌二首
'yu'hua'jing'he'zai 羽化竟何在
'yu'jie'cao'lu'ji 玉阶草露积
'yu'jie'sheng'bai'lu 玉阶生白露
'yu'jie'wen'zhui'ye 玉阶闻坠叶
'yu'jin'hu'zhu'tian'shang'lai 鱼金虎竹天上来
'yu'jing'qiao'bing'zao 玉井敲冰早
'yu'jing'tiao'tiao'ji'qian'li 玉京迢迢几千里
'yu'jun'xing'ying'fen'hu'yue 与君形影分胡越
'yu'le'jin'chi'hui 玉勒近迟回
'yu'long'qian'yue'shui'cheng'wen 鱼龙潜跃水成文
'yu'nian'chen'si'hen'you'yu 玉辇沉思恨有馀
'yu'pen'gong'yuan 于濆宫怨
'yu'qu'hui'xiang'bu'neng'zheng 欲去回翔不能征
'yu'quan'chang'rao'feng'huang'lou 御泉长绕凤凰楼
'yu'shan'zhi'xia 渔山之下
'yu'shi'nan'fei'lai'shuang'bai'he 虞世南飞来双白鹤
'yu'shi'nan'men'you'che'ma'ke'xing 虞世南门有车马客行
'yu'shi'nan'yin'ma'chang'cheng'ku'xing 虞世南饮马长城窟行
'yu'shi'nan'yuan'ge'xing 虞世南怨歌行
'yu'shi'nan'zhong'fu'zhi'liu'huang 虞世南中妇织流黄
'yu'shou'yu'you'zeng 玉手欲有赠
'yu'shu'ge'lan'hai'yun'hei 玉树歌阑海云黑
'yu'shu'qing'yu'lu 玉树清御路
'yu'tan'li'sheng'fa'jiang'chun 欲叹离声发绛唇
'yu'tong'xian'nv'wu'jian'qi 玉童仙女无见期
'yu'xi'lian'ye'bei 鱼戏莲叶北
'yu'xi'lian'ye'dong 鱼戏莲叶东
'yu'xi'lian'ye'jian 鱼戏莲叶间
'yu'xi'lian'ye'nan 鱼戏莲叶南
'yu'xi'lian'ye'xi 鱼戏莲叶西
'yu'xia'kong'zhong'hei'xiang'chu 欲下空中黑相触
'yu'xian'qin'tai'xiao 欲羡秦台箫
'yu'xiang'ren'jian'zhong'tao'shi 欲向人间种桃实
'yu'xu'hua'hong'fa 玉溆花红发
'yu'xue'cai'feng'xu'zhun'ni 欲学裁缝须准拟
'yu'yan'ba'bian'xin 于焉罢边衅
'yu'yan'bu'ji'han'ya'se 玉颜不及寒鸦色
'yu'yan'kuang'jue 於焉旷绝
'yu'yan'yan'ming'du 玉颜艳名都
'yu'yang'chang'zai'yan 渔阳常在眼
'yu'yang'wan'li'yuan 渔阳万里远
'yu'ye'chu'luo 榆叶初落
'yu'zeng'huai'fang'yuan'bu'feng 欲赠怀芳怨不逢
'yu'zeng'jing'wu'yin 欲赠竟无因
'yu'zeng'zhi'yi'zi'yu'chi 欲赠之以紫玉尺
'yu'zhen'shu'tong'xu 玉轸蜀桐虚
'yu'zhen'zhong'nian'dui'li'bie 玉枕终年对离别
'yu'zhi'nong'jiao'xian 玉指弄娇弦
'yu'zhu'ran'hu'chen 玉箸染胡尘
'yu'zi'jie'chou'mou 与子结绸缪
'yu'zun'yi'yi'kong 玉尊亦已空
'yu'zuo'shui'wei'zhu 玉座谁为主
'yuan'chi'jing'wei'xian'shi'xin 愿持精卫衔石心
'yuan'chi'zhao'xin'ren 愿持照新人
'yuan'chu'shi'yu'dai'shen'qing 愿除嗜欲待身轻
'yuan'de'ci'shen'chang'bao'guo 愿得此身长报国
'yuan'de'ru'lang'shou 愿得入郎手
'yuan'hui'chang'men'yuan 袁晖长门怨
'yuan'ke'bu'ke'ting 远客不可听
'yuan'lang'yin'ma'chang'cheng'ku'xing 袁朗饮马长城窟行
'yuan'nao'yu'du'chou'pan'yuan 猿猱欲度愁攀缘
'yuan'qi'nai'wen'kang'zhi'lao'qin 元气乃文康之老亲
'yuan'se'qi'zhao'yang 怨色起朝阳
'yuan'shu'qiu'tian'jiang 远戍秋添将
'yuan'tuo'wu'suo'ping 鼋鼍无所凭
'yuan'wei'bian'sai'chen 愿为边塞尘
'yuan'xia'jing'ji'cong 原下荆棘丛
'yuan'xue'qiu'hu'fu 愿学秋胡妇
'yuan'yan'bu'neng'qin 怨咽不能寝
'yuan'yan'xing'lu'mo'duo'qing 愿言行路莫多情
'yuan'yang'xi'chi'huan'bu'qi 鸳鸯鸂鶒唤不起
'yuan'yi'hen'nan'qiong 鸳翼恨难穷
'yuan'yin'san'qing'niao 愿因三青鸟
'yuan'zhen'dang'lai'ri'da'nan 元稹当来日大难
'yuan'zhen'dong'tao'xing 元稹董逃行
'yuan'zhen'gu'ke'le 元稹估客乐
'yuan'zhen'jue'jue'ci'san'shou 元稹决绝词三首
'yuan'zhu'san'qiu'yan 愿逐三秋雁
'yuan'zhu'yue'hua'liu'zhao'jun 愿逐月华流照君
'yue'bi'zhi'rou'hua 越婢脂肉滑
'yue'chu'jiang'lin'xi 月出江林西
'yue'chu'ying'ceng'cheng 月出映曾城
