'ai'ai'ding'men'wai 蔼蔼鼎门外
'xing'che'wu'ting'gui 行车无停轨
'xing'chen'qi'gu'yi 行尘起孤驿
'xing'chen'rang'guang'cai 星辰让光彩
'xing'ci'nan'yi'zhe 幸此南夷谪
'xing'dao'nan'chao'zheng'zhan'di 行到南朝征战地
'xing'dao'zhong'ting'shu'hua'duo 行到中庭数花朵
'xing'fei'you'ren'shi 兴废由人事
'xing'feng'wan'wu'tai 幸逢万物泰
'xing'han'geng'di'zhang 兴酣更抵掌
'xing'he'hao'ye'wen'qing'pei 星河好夜闻清佩
'xing'jin'san'xiang'bu'feng'di 行尽三湘不逢敌
'xing'jin'si'wei'wu'chu'mi 行尽四维无处觅
'xing'ju'zhan'quan'yan 星居占泉眼
'xing'mian'ru'xin'fen'fei'qian 幸免如新分非浅
'xing'nian'tong'jia'zi 行年同甲子
'xing'ren'hui'mei'ri'xi'shi 行人挥袂日西时
'xing'ren'mi'qu'zhu 行人迷去住
'xing'xiang'ru'jin'shu'shao'wei 星象如今属少微
'xing'yi'qun'yu'fu 幸依群玉府
'xing'yin'cai'xie'ri 幸因采撷日
'xing'yin'jie'wang'ru'niao'shou 幸因解网入鸟兽
'xing'yu'gan'quan'shang'ci'fu 幸遇甘泉尚词赋
'xing'yuan'hua'xia'chou'le'tian'jian'zeng 杏园花下酬乐天见赠
'xiong'hou'yi'sheng'zhuan'ru'shui 雄吼一声转如水
'xiong'ming'jian'ju'bu'ke'tao 胸鸣肩举不可逃
'xiong'wu'er'xi'ming 熊武二溪名
'xiong'wu'zou'man'luo 熊武走蛮落
'xiu'chang'zhen'yuan'gong'feng'qu 休唱贞元供奉曲
'xiu'er'wei'xing'si'dan'niao 羞尔微形饲丹鸟
'xiu'fu'shi'chen'zheng 休复事晨征
'xiu'jiang'wen'zi'zhan'shi'ming 休将文字占时名
'xiu'man'pan'ji'qu 修蔓蟠诘曲
'xu'de'chui'yang'xiang'fa'hui 须得垂杨相发挥
'xu'guo'bu'fu'wei'shen'mou 许国不复为身谋
'xu'ri'zhao'han'ye 旭日照寒野
'xu'shi'mian'yun'qi'shi'ren 须是眠云跂石人
'xu'suo'zhi'nan'wei 蓄缩至南委
'xu'xi'xie'lou'tai 嘘吸写楼台
'xu'yin'zhu'jian'bu 徐引竹间步
'xu'yu'jie'po'bing'xue'yan 须臾皆破冰雪颜
'xu'yu'que'ru'hai'men'qu 须臾却入海门去
'xu'zuo'duan'chang'sheng 虚作断肠声
'xuan'cheng'xie'shou'yi'shou'shi 宣城谢守一首诗
'xuan'du'guan'li'tao'qian'shu 玄都观里桃千树
'xuan'hou'zou'gong'shang 轩后奏宫商
'xuan'huang'chuan'shang'lue 轩皇传上略
'xuan'huang'feng'shan'deng'yun'ting 轩皇封禅登云亭
'xuan'lan'ting 玄览亭
'xuan'she'jie'hui'ru'pu'tao 悬蛇结虺如蒲萄
'xuan'shi'zhu'ji'cu 悬实珠玑蹙
'xuan'teng'gu'wu'xi'hun'hei 喧腾鼓舞喜昏黑
'xue'bo'xi'shan'lai 雪波西山来
'xue'feng'dang'hu'ji'zhi'han 雪峰当户戟枝寒
'xue'gu'you'huai'shi 学古游槐市
'xue'ji'tai'yang'jin 雪霁太阳津
'xue'li'gao'shan'tou'bai'zao 雪里高山头白早
'xue'pian'qing'you'xia 雪片晴犹下
'xue'ruan'gong'ti'san'shou 学阮公体三首
'xue'rui'qiong'si'man'yuan'chun 雪蕊琼丝满院春
'xue'shi'ru'jin'pei'ci'shan 血食如今配此山
'xue'wu'cheng'xi'yi'pou'tu 血污城西一抔土
'xue'zhe'shi'qi'zhen 学者识其真
'xun'chang'xiang'jian'yi'yin'qin 寻常相见意殷勤
'xun'chi'zi'xiang'xun 埙篪自相寻
'xun'hua'huan'pei'wei'chi'qu 寻花缓辔威迟去
'xun'lai'xia'xiao'hou 迅濑下哮吼
'xun'li'jue'sha'shu 熏狸掘沙鼠
'xun'liang'guan'bai'cheng 循良冠百城
'xun'seng'yi'jing'you 寻僧一径幽
'xun'si'li'suo'fei 殉死礼所非
'xun'wei'cheng'xiang'sao'men'ren 寻为丞相扫门人
'ya'lu'jin'wu'yu'xi'fei 鸭路今无羽檄飞
'ya'men'da'jiang'you'liu'sheng 牙门大将有刘生
'ya'sheng'fa'lan'shi 雅声发兰室
'yan'bo'yu'chun'cao 烟波与春草
'yan'chou'tai'fen'mi'ji'hui 妍丑太分迷忌讳
'yan'da'bu'xiang'can 眼大不相参
'yan'di'sui'chang'wei'jie'jian 炎帝虽尝未解煎
'yan'feng'ru'shu'hu'ran'zhi 炎风溽暑忽然至
'yan'hang'bu'chen'zhong'wei'xiao 雁行布陈众未晓
'yan'huo'sheng'xu'luo 烟火生墟落
'yan'lan'yu'fei'wei 烟岚余斐亹
'yan'neng'bao'ji'zhi 焉能暴己知
'yan'neng'ji'shen'hu'ren'jian 焉能籍甚乎人间
'yan'neng'zhui'yi'gui 焉能追逸轨
'yan'qian'ming'li'tong'chun'meng 眼前名利同春梦
'yan'qiao'zhi'nan'fang 言巧智难防
'yan'qu'yue'xie'zhao 岩曲月斜照
'yan'se'zhen'ru'gu 颜色真如故
'yan'shang'wu'xin'yun'xiang'zhu 岩上无心云相逐
'yan'shi'he'xu'bian 燕石何须辨
'yan'shui'wu'hu'ru'you'ban 烟水五湖如有伴
'yan'wo'gu'ci'shi 言我故刺史
'yan'wu'qun'you'xia 雁鹜群犹下
'yan'xiao'ri'chu'bu'jian'ren 烟销日出不见人
'yan'xiu'shi'sui'quan'ke'can 筵羞石髓劝客餐
'yan'yan'liu'yue'yan'kou'bi 炎烟六月咽口鼻
'yan'you'huang'jin'tai 燕有黄金台
'yan'zheng'dong'quan'yuan 炎蒸动泉源
'yan'zi'dong'xi'fei 燕子东西飞
'yan'zi'yi'chui'wen 晏子亦垂文
'yang'bao'ji'jie'lei'tian'tian 扬枹击节雷阗阗
'yang'bi'xu'xi'yang'zhu'qiao 仰鼻嘘吸扬朱翘
'yang'di'xing'gong'bian'shui'bin 炀帝行宫汴水滨
'yang'jun'yao'gong'he 羊濬要共和
'yang'lai'ying'wu'zui'chu'hong 养来鹦鹉觜初红
'yang'liu'qing'qing'jiang'shui'ping 杨柳青青江水平
'yang'liu'yu'qing'qing 杨柳郁青青
'yang'liu'zhi'ci'jiu'shou 杨柳枝词九首
'yang'qiao'xiang'ting'ke 扬翘向庭柯
'yang'shan'miao'guan'sai'shen 阳山庙观赛神
'yang'sheng'fei'dan'yao 养生非但药
'yang'tian'da'xia'yi'yuan'chu 仰天大吓疑鹓雏
'yang'ya'yin'ling'ge'shu'qi 阳崖阴岭各殊气
'yang'zhou'shi'li'shang'ren'nv 扬州市里商人女
'yao'cao'lin'bo'se'bu'ru 瑶草临波色不如
'yao'dong'fan'ying'zhui'hong'yu 摇动繁英坠红雨
'yao'fen'sao'jin'he'shui'qing 妖氛扫尽河水清
'yao'fu'shang'gao'shan 腰斧上高山
'yao'luo'bu'shang'huai 摇落不伤怀
'yao'tong'zhuo'fa'bu'zu'shu 妖童擢发不足数
'yao'wang'dong'ting'shan'shui'cui 遥望洞庭山水翠
'yao'wang'jing'qi'ru'shui'tou 遥望旌旗汝水头
'yao'wen'si'zhu'chu'qiang'sheng 遥闻丝竹出墙声
'yao'wu'fang'shu'rao'bing'shen 药物方书绕病身
'yao'xiang'jing'zhou'ren'wu'lun 遥想荆州人物论
'yao'xiang'luo'yang'cheng 遥想洛阳城
'yao'xing'bing'duo'an 药性病多谙
'yao'xing'ye'luo'zhao'hao'shui 祅星夜落照壕水
'yao'xuan'qing'shou'ya'san'tai 腰悬青绶亚三台
'ye'ban'she'luo'zhan'qiang'xing 夜半射落欃枪星
'ye'bang'xiang'xi'shi 夜榜响溪石
'ye'bo'xiang'chuan'zhu'ke'xin 夜泊湘川逐客心
'ye'cao'fang'fei'hong'jin'di 野草芳菲红锦地
'ye'cao'qing'tai'ri'ri'duo 野草青苔日日多
'ye'chong'si'you'bi 夜虫思幽壁
'ye'dong'cheng'yu'sa 叶动承余洒
'ye'du'lin'feng'zhu'cai'qi 野渡临风驻彩旗
'ye'du'qian'ren'xi 夜渡千仞溪
'ye'fa'qiao'shi'huo 夜发敲石火
'ye'fu'wu'zhu'qian 业复五铢钱
'ye'guan'shen'shui'yue 夜观深水月
'ye'huo'shang'xi'ling 野火上西陵
'ye'jian'xing'chen'yi'jiu'guan 夜见星辰忆旧官
'ye'kong'ji'liao'jin'qi'jing 夜空寂寥金气净
'ye'lai'qing'jing'fei'ren'jian 夜来清景非人间
'ye'lao'po'suo'qi'zui'yan 野老婆娑启醉颜
'ye'lie'jiang'jun'hu'xiang'fang 夜猎将军忽相访
'ye'man'xi'chuan'ping'man'yi 野蔓系船萍满衣
'ye'mei'zhen'xing'chu 野魅真形出
'ye'niao'jing'qi'su 野鸟竞栖宿
'ye'ruo'guan'wu'cai 晔若观五彩
'ye'se'bu'jian'shan 夜色不见山
'ye'se'gui'mu'tian 夜色归暮田
'ye'shen'hai'guo'nv'qiang'lai 夜深还过女墙来
'ye'shu'an'bian'liu'hua'ge 野戍岸边留画舸
'ye'shui'nie'huang'fen 野水啮荒坟
'ye'shui'rao'kong'cheng 野水绕空城
'ye'tian'sheng'pu'tao 野田生蒲桃
'ye'wen'shang'ren'chuan'zhong'zheng 夜闻商人船中筝
'ye'xia'sha'cai'zi 邺下杀才子
'ye'xing'bu'suo'mu'ling'guan 夜行不锁穆陵关
'ye'ye'qiu'ying'fei'qu'lai 夜夜秋萤飞去来
'ye'yu'yin'qin'xin 夜语殷勤心
'yi'bei'feng'gu'ren 一杯逢故人
'yi'bi'zhuang'zhou'meng 疑比庄周梦
'yi'bian'xi'huan'ying 一遍洗寰瀛
'yi'bie'jiu'you'jin 一别旧游尽
'yi'bie'ru'xian'shi 一别如弦矢
'yi'cao'yi'han'gui'tai'shi 遗草一函归太史
'yi'cheng'ge 宜城歌
'yi'ci'yu'yuan'qing'men'qu 一辞御苑青门去
'yi'cong'bie'le'tian 一从别乐天
'yi'dai'fan'hua'di 一代繁华地
'yi'dan'tian'shu'zhao'hui 一旦天书召回
'yi'dao'ba'jiang'zi'ci'lai 一道巴江自此来
'yi'dao'yi'shang'qing 一到一伤情
'yi'de'tong'nian'shi'jun'chu 忆得童年识君处
'yi'duan'qing'guang'ru'zuo'zhong 一段清光入座中
'yi'fa'ou'zhong'he'shi'wu 一发偶中何时无
'yi'fang'ming'yue'ke'zhong'ting 一方明月可中庭
'yi'fei'you'lai'wu'ding'suo 一飞由来无定所
'yi'fu'shu'yin'bu'ke'qin 异服殊音不可亲
'yi'hao'bu'ping'yi 一毫不平意
'yi'hen'yi'fen'yun 遗恨意纷纭
'yi'huo'ping'sheng'xin 一豁平生心
'yi'ji'gu'nan'yang 遗基古南阳
'yi'jian'hua'zan'lv'dian'zhong 宜荐华簪绿殿中
'yi'jian'huan'shen'gu 一见换神骨
'yi'jian'shu'miao'ming'xing'guang 已见树杪明星光
'yi'jing'jiang'xiang'shui'neng'er 已经将相谁能尔
'yi'jing'jiong'jiong'lang'gan'se 一茎炯炯琅玕色
'yi'lai'bi'chi'xia 移来碧墀下
'yi'lai'chang'an'dao 一来长安道
'yi'le'tian 忆乐天
'yi'ling'tu'hei'you'qin'hui 夷陵土黑有秦灰
'yi'lou'gong'shu'jin 驿楼宫树近
'yi'lu'kai'hua'chu'chu'xin 驿路开花处处新
'yi'men'chong'jian'xin'ling'jun 夷门重见信陵君
'yi'ming'de'zi'qiu 遗名得自求
'yi'nian'yan'zhuang'jing'zhong'lai 一年颜状镜中来
'yi'pian'jiang'fan'chu'shi'tou 一片降幡出石头
'yi'pian'xing'yun'ying'wang'lai 一片行云应往来
'yi'qi'han'shou'guo'huang'he 驿骑函首过黄河
'yi'qian'xi'cun'yin 依前惜寸阴
'yi'qing'bu'bu'bu'sheng'chen 衣轻步步不生尘
'yi'qu'nan'yin'ci'di'wen 一曲南音此地闻
'yi'qu'yang'zhou'yang'zi'jin 一去扬州扬子津
'yi'ren'xiang'jiang'fu'cai'zhou 邑人相将浮彩舟
'yi'ri'feng'hui'li'qi'xiao 翌日风回沴气消
'yi'ri'sheng'ming'bian'tian'xia 一日声名遍天下
'yi'ru'qi'liang'er 一入凄凉耳
'yi'shen'qu'guo'liu'qian'li 一身去国六千里
'yi'sheng'bu'de'wen'zhang'li 一生不得文章力
'yi'sheng'fei'chu'jiu'chong'shen 一声飞出九重深
'yi'sheng'xin'shi'zai'shu'ti 一生心事在书题
'yi'sheng'zhan'jin'qiu'jiang'yue 一声占尽秋江月
'yi'shi'bi'qiu'shuai 一矢毙酋帅
'yi'shi'fu'de'xing 一时复得幸
'yi'shi'jiu'long'yao'jiao'yu'pan'tian 疑是九龙夭矫欲攀天
'yi'shi'qu'nian'shi 已是去年诗
'yi'shu'shan'liu'yi'jiu'kai 一树山榴依旧开
'yi'shuang'jing'pei'wei'ming'chen 一双旌旆委名臣
'yi'shuang'xian'ru'feng'huang'chi 一双先入凤凰池
'yi'shui'qing'guang'bi'yu'qiu 伊水晴光碧玉秋
'yi'si'ru'you'shu 意思如有属
'yi'sui'yu'fen'ren'bu'bei 臆碎羽分人不悲
'yi'tai'ru'qian'li 意态如千里
'yi'ting'cao'gang'dan'bo'mei 一听曹刚弹薄媚
'yi'wang'jing'hu'shui 亦望镜湖水
'yi'wang'xue'xiang'si 一望雪相似
'yi'wen'fei'jiu'hui'ying'cheng 移文非久会应成
'yi'wen'ji'gao'yi 一闻激高义
'yi'wo'wei'guan'yao 以我为关钥
'yi'wo'yun'jian'yin 遗我云间音
'yi'xi'bu'ken'tao'yuan'zhu 一息不肯桃源住
'yi'xi'sheng'qiu'feng 一夕生秋风
'yi'xi'shi'gu'jing'qie'shang 一夕十顾惊且伤
'yi'xiang'hong'lu'shi'kai'pi 意想洪炉始开辟
'yi'xiang'wu'jiu'shi 异乡无旧识
'yi'xiang'xian'yin'qi'xiang'che 异香先引七香车
'yi'xie'wu'qiong'yi 一写无穷已
'yi'xin'bai'she'he'fen'fen 一心百舌何纷纷
'yi'xin'zai'chen'li 一心在陈力
'yi'xing'wu'jiu'lu 意行无旧路
'yi'xu'wan'hua'jin 已嘘万化尽
'yi'yan'ji'ke'ming 遗言冀可冥
'yi'yang'gu'tong'xue'wei'jiao 峄阳孤桐削为角
'yi'ye'shuang'feng'diao'yu'zhi 一夜霜风凋玉芝
'yi'yi'gong'ming'lei 一以功名累
'yi'ying'luo'zhong'xin 遗影落中心
'yi'ying'sui'zhi'dan 倚楹遂至旦
'yi'yong'qiong'yao'bai'you'san 一咏琼瑶百忧散
'yi'yu'fu'wei'shang 伊予负微尚
'yi'yuan'chun'cao'chang 一院春草长
'yi'yue'dao'chang'zhai'jie'man 一月道场斋戒满
'yi'zai'zhu'lou'xiu'hu'zhong 宜在朱楼绣户中
'yi'zhen'can'chui'jing 翼轸粲垂精
'yi'zhi'chui'zhe'yi'zhi'sheng 一枝吹折一枝生
'yi'zhong'li'gu'qing 义重利固轻
'yi'zi'gan'liu'nian 已自感流年
'yi'zou'jing'ren'bai'xue'ge 一奏荆人白雪歌
'yi'zuo'yu'gu'ren 忆昨与故人
'yin'bai'le'tian'ku'cui'er'er'pian'chuang'ran'ji'zeng 吟白乐天哭崔儿二篇怆然寄赠
'yin'chuan'jin'chai'lai'fu'shui 银钏金钗来负水
'yin'deng'zhou'xiang'si 银灯昼相似
'yin'feng'gui'shen'guo 阴风鬼神过
'yin'gao'xiang'xi'wang 因高向西望
'yin'he'xin'zi'zui 饮和心自醉
'yin'ji'zhi'yi'dui'luo'hui 隐几支颐对落晖
'yin'jie'yin'shen'lai'zhong'yu 因嗟隐身来种玉
'yin'jun'ku'diao'wo'zhan'ying 吟君苦调我沾缨
'yin'jun'lin'ju'kan'dou'zhi 因君临局看斗智
'yin'jun'luo'zhong'zuo 吟君洛中作
'yin'jun'tan'shi'shuang'jue'ju 吟君叹逝双绝句
'yin'jun'xin'shen'wei'cuo'tuo 吟君新什慰蹉跎
'yin'jun'yi'wo'bai'pian'shi 吟君遗我百篇诗
'yin'qin'ru'gu'yuan 殷勤入故园
'yin'qin'zui'gao'ding 殷勤最高顶
'yin'ruo'chang'cheng'qi 隐若长城起
'yin'sen'ye'ge'jiao'bi'ri 阴森野葛交蔽日
'yin'shi'yi'chen'zai 隐士遗尘在
'yin'si'duo'qing'gui 淫祀多青鬼
'yin'si'jiu'zhou'si'hai'wai 因思九州四海外
'yin'si'shi'chao'ren 因思市朝人
'yin'yin'ruo'zi'nan'shan'lai 殷殷若自南山来
'yin'yuan'bi'tan'wei 夤缘碧潭隈
'yin'yun'gao'di'er'bu'zhi 音韵高低耳不知
'yin'zhi'jiu'ru'huai 饮至酒如淮
'yin'zhi'zao'gui'jian'cai'zi 因知早贵兼才子
'ying'dao'chui'yang'bu'xi'sheng 莺到垂杨不惜声
'ying'feng'nong'jing'ru'zi'jin 迎风弄景如自矜
'ying'hui'gu'cheng'qu 萦回古城曲
'ying'hui'xie'nv'ti'shi'bi 萦回谢女题诗笔
'ying'lian'yi'ba'jin'gui'ji 应怜一罢金闺籍
'ying'ning'ru'zhu'zhi 嘤儜如竹枝
'ying'ren'jin'zhuo'wu'hen'ji 郢人斤斫无痕迹
'ying'ri'fan'duo'bao'bo'lai 映日帆多宝舶来
'ying'rong'nie'hou'chen 应容蹑后尘
'ying'ru'yan'lang'xing'le'chu 影入岩廊行乐处
'ying'shang'cang'lang'jiu'shui'hen 缨上沧浪旧水痕
'ying'si'bai'tuan'shan 影似白团扇
'ying'sui'fan'chong'lan 影碎翻崇兰
'ying'sun'yi'xing'lou'yi'xin 鹰隼仪形蝼蚁心
'ying'sun'zong'heng'lai 鹰隼纵横来
'ying'ting'you'bi'xia 潆渟幽壁下
'ying'wei'nang'wei'chu 颖微囊未出
'ying'wu'bei'zhong'ruo'xia'chun 鹦鹉杯中箬下春
'ying'wu'bu'yan'chou'yu'long 鹦鹉不言愁玉笼
'ying'wu'zhou'tou'lang'zhan'sha 鹦鹉洲头浪飐沙
'ying'xin'zai'ci'sui 迎新在此岁
'ying'xu'xun'ling'gong 应须荀令公
'ying'ye'jian'can'hua 映叶见残花
'ying'you'kan'zuo'diao'yu'weng 应犹堪作钓鱼翁
'ying'yu'fei'yi'qu 萦纡非一曲
'ying'zhi'gan'feng'hou 鹰至感风候
'ying'zhi'shi'yi'ren 应知失意人
'ying'zhi'yu'niao'qing 应知鱼鸟情
'ying'zhi'yuan'bie'qing 应知远别情
'yong'an'gong'wai'shi'huang'tai 永安宫外是荒台
'yong'an'gong'wai'ta'qing'lai 永安宫外踏青来
'yong'gu'er'shou'you'suo'ji 咏古二首有所寄
'yong'mao'nian'shao'sheng'xun'lang 拥旄年少胜荀郎
'yong'ri'shu'xian'ren 永日属闲人
'yong'san'liang 咏三良
'yong'shi 咏史
'you'bei'shi'ren'xie'xing'ming 又被时人写姓名
'you'chang'bai'fu'jiu 犹唱白符鸠
'you'ci'qing'cheng'hao'yan'se 有此倾城好颜色
'you'de'jia'hu'jing 犹得贾胡惊
'you'guang'fan'bo'lan 游光泛波澜
'you'guo'bu'mou'shen 忧国不谋身
'you'guo'wu'qiong'lai'wang'ren 犹过无穷来往人
'you'hua'fu'shui'kai 幽花覆水开
'you'jian'jing'qi'chu'hun'jia 又见旌旗出浑家
'you'jing'ci'he'xi 幽境此何夕
'you'kan'fu'shi'yu'tou'feng 犹堪拂拭愈头风
'you'ke'fen'yin'zhi 有客汾阴至
'you'kun'xiang'yan'chu'qi'xia 游鹍翔雁出其下
'you'lai'bu'shi'ci'sheng'bei 由来不是此声悲
'you'lai'cao'ze'wu'ji'hui 由来草泽无忌讳
'you'lai'de'di'shi 由来得地势
'you'lu'shang'hu'tou 有路上壶头
'you'lu'xiang'ying'zhou 有路向瀛洲
'you'nian'tian'ya'wei'gui'ke 犹念天涯未归客
'you'qi'meng'meng'ge'han'jing 游气蒙蒙隔寒镜
'you'qin'hu'zhi'si'jia'bin 幽禽忽至似佳宾
'you'ran'yuan'qi'xi'you'xin 悠然远起西游心
'you'ren'bu'gan'chu 游人不敢触
'you'ren'mo'xiao'bai'tou'zui 游人莫笑白头醉
'you'ren'qian'wan'hen 游人千万恨
'you'ru'chang'man'bei 有如常满杯
'you'ruo'qun'zhe'jing'chun'lei 有若群蛰惊春雷
'you'shi'bing'chao'cheng 有时病朝酲
'you'shi'ning'si'ru'ru'ding 有时凝思如入定
'you'shi'zhuang'cheng'hao'tian'qi 有时妆成好天气
'you'si'hao'yi'ying 幽思浩已盈
'you'si'liao'luan'bi'luo'tian 游丝撩乱碧罗天
'you'sou'chui'hua'ying 有叟垂华缨
'you'suo'jie'er'shou 有所嗟二首
'you'tong'ai'zong'ji 邮童爱踪迹
'you'tong'mo'shang'shi'hua'dian 游童陌上拾花钿
'you'tong'xie'dan'yi'hui'zhou 游童挟弹一麾肘
'you'yang'pen'bi'su'cheng'san 悠扬喷鼻宿酲散
'you'you'deng'chao'jiu'guan'mian 犹有登朝旧冠冕
'you'you'gu'chi'shui 悠悠故池水
'you'you'tao'hua'liu'shui'shang 犹有桃花流水上
'you'you'yi'wan'nian 悠悠亿万年
'you'yuan'bu'kan'ting 幽怨不堪听
'you'yuan'gu'you'jin 幽怨古犹今
'you'yuan'mi'bu'huai 幽远靡不怀
'you'yuan'zhuang'cheng'hua'xia'nong 幽院妆成花下弄
'you'zai'pi'jiang'li 悠哉辟疆理
'you'zi'yin'shu'zhi'yi'xiang 犹自音书滞一乡
'yu'bo'rao'shi'qu 余波绕石去
'yu'cai'pin'hua'bu'zi'you 欲采蘋花不自由
'yu'dang'hao'qie'jing 余党号且惊
'yu'dian'chang'wen'cheng'zhu'xin 玉殿尝闻称主心
'yu'dian'wei'liang'yi'bai'zhou 玉簟微凉宜白昼
'yu'er'yi'zhu'jin'huan'zang 玉儿已逐金镮葬
'yu'fu'jiang'zhong 鱼复江中
'yu'ge'tong'tian'shun'lang 与歌童田顺郎
'yu'ge'yuan'xiang'xu 渔歌远相续
'yu'ge'zhe'he'kan 与歌者何戡
'yu'ge'zhe'mi'jia'rong 与歌者米嘉荣
'yu'gong'bi'you'gao'men'qing 于公必有高门庆
'yu'gou'chun'shui'xiang'hui'ying 御沟春水相晖映
'yu'gou'xin'liu'se 御沟新柳色
'yu'hao'chu'shang'ren'tong'kan'shan'ji'jing'hua'qin'gu 与浩初上人同看山寄京华亲故
'yu'hou'tui'chao'tan'zhong'shu 雨后退朝贪种树
'yu'hou'xiao'xing'du'zhi'yu'xi'bei'chi 雨后晓行独至愚溪北池
'yu'huan'qing'yuan'zhan'tai'zuo 玉环庆远瞻台坐
'yu'jia'deng'huo'ming 渔家灯火明
'yu'jian'gao'tian'wu'kui'ci 玉检告天无愧词
'yu'jun'tong'lv'yan 与君同旅雁
'yu'ling'lou'zhong'chu'jian'shi 庾令楼中初见时
'yu'lou'qing'fu'yan'zhuang'ren 玉楼晴拂艳妆人
'yu'mian'tian'jiao'wu'tai'she 玉面添娇舞态奢
'yu'mo'qing'men'fu'di'chui 御陌青门拂地垂
'yu'nv'lai'kan'yu'rui'hua 玉女来看玉蕊花
'yu'pao'dan'bi'san'chuan'qu 欲抛丹笔三川去
'yu'pin'cui'fa'se 雨频催发色
'yu'qian'tian'mo'po'dao'chang 欲倩天魔破道场
'yu'qin'qing'ye'ren'bu'yu 玉琴清夜人不语
'yu'ren'zhen'yi'qi'chu'hu 渔人振衣起出户
'yu'shi'yang'tao'neng'jue'chu 欲识阳陶能绝处
'yu'shu'si'dong'qing 于树似冬青
'yu'si'qi'hao'lai 鸒斯起蒿莱
'yu'si'qiao'jue'chou'kong'tang 余思悄绝愁空堂
'yu'tou'zhang'fu'zuo'wen'shen 欲投章甫作文身
'yu'wei'jun'kan'di'er'bei 欲为君刊第二碑
'yu'wen'bi'shou'fan'che'yin 鱼文匕首犯车茵
'yu'wen'jiang'shen'qian 欲问江深浅
'yu'weng 渔翁
'yu'weng'ye'bang'xi'yan'su 渔翁夜傍西岩宿
'yu'wu'shen'bu'kan 予无甚不堪
'yu'xi'xue'hen'chun'cao'sheng 雨洗血痕春草生
'yu'xie'wan'xia'ming 雨歇晚霞明
'yu'xin'shi'wu'shi 予心适无事
'yu'xun'lu'cong'ci 虞巡路从此
'yu'yi'cong'fu'xing 谕以从父行
'yu'yi'tuo'luo'zi'cui'cang 羽翼脱落自摧藏
'yu'yin'tai'qin'bi 雨引苔侵壁
'yu'yu'wen'qi'xie 余欲问齐谐
'yu'zhi'ci'hou'xiang'si'meng 欲知此后相思梦
'yu'zhi'hua'ru'qing'ling'wei 欲知花乳清泠味
'yu'zhou'he'zhao'zhao 渔舟何招招
'yuan'bi'shu'chuang'qie'shang'qin 涴壁书窗且赏勤
'yuan'bu'xiang'xi'ran'xi'di 愿卜湘西冉溪地
'yuan'fang'ge'sheng'fen'bai'zhu 远放歌声分白纻
'yuan'fei'yao'yao'qing'yun'li 鸢飞杳杳青云里
'yuan'feng'su'qu'kong'wei'cheng 园蜂速去恐违程
'yuan'guang'zou'you'shi 圆光走幽室
'yuan'han'yun'wai'qing 远含云外情
'yuan'hei'cao'chu'shao 原黑草初烧
'yuan'hua'ji'lu'pan 园花及露攀
'yuan'jiang'wu'yue'ping'di'liu 沅江五月平堤流
'yuan'jin'di'ang'an'zhong'jian 远近低昂暗中见
'yuan'ke'zheng'tou'yu'guo'zhi 园客争偷御果枝
'yuan'lai'tong'she'yan 远来同社燕
'yuan'lang'qian'wan'shou 愿郎千万寿
'yuan'lao'shu'xin'dao'yang'tai 远劳书信到阳台
'yuan'lao'xin'ku'xie'xi'jing 远劳辛苦写西京
'yuan'lu'cha'chi'chu'jian'zhang 鸳鹭差池出建章
'yuan'men'li'qi'shi 辕门立奇士
'yuan'ming'xiao'xiao'feng'si'qi 鸢鸣萧萧风四起
'yuan'qi'gu'qi'tuo 元气鼓其橐
'yuan'qing'chang'ju'yu'zhao'hun 远擎长句与招魂
'yuan'qiu'si'fan'chai 圆丘俟燔柴
'yuan'ri'gan'huai 元日感怀
'yuan'se'dong'long'lin 原色动龙鳞
'yuan'shu'han'qing'hui 远树含清晖
'yuan'shui'zi'cheng'zhong'ri'lv 远水自澄终日绿
'yuan'si'han'zhu'lin 远思含竹林
'yuan'yan'gui'ji'bing'yuan'lu 愿言归计并园庐
'yuan'yan'wei'guo'shen'yi'lao 愿言未果身益老
'yuan'yan'you'yu'sheng 远雁有余声
'yuan'yang'wa'shang'chu'gao'zhi 鸳鸯瓦上出高枝
'yuan'ye'yi'duo'si 原野已多思
'yuan'zhe'nian'you'shao 远谪年犹少
'yuan'zhi'wang'zhu'jun 远致望诸君
'yue'duo'yun'zhong'cong'ci'shi 月堕云中从此始
'yue'gao'wei'yun'san 月高微晕散
'yue'jiang'qian'li'jing 越江千里镜
'yue'ku 月窟
'yue'lai'tong'yi'se 月来同一色
'yue'ling'si'shi'xue 越岭四时雪
'yue'lu'man'ting'ren'ji'ji 月露满庭人寂寂
'yue'lu'wei'zhi'yin 月露为知音
'yue'luo'wu'ti'yun'yu'san 月落乌啼云雨散
'yue'ming'qian'wan'li 月明千万里
'yue'ming'yuan'ku'xue'zhan'jin 月明猿苦血沾襟
'yue'ning'hui'xi'jiang'yang'ying 月凝晖兮江漾影
'yue'po'fang'dong'yi 月魄方东迤
'yue'qi'lou'song'yin 月砌镂松阴
'yue'ren'ru'yue'chuan 阅人如阅川
'yue'shang'cai'xia'shou 月上彩霞收
'yue'shen'wang'xing'he'zong'wu 岳神望幸河宗舞
'yue'sheng'chang'ku'you'shui'wen 越声长苦有谁闻
'yue'shi'zhi'dong'liu 阅世指东流
'yue'xia'yi'zhang'qin 月下一张琴
