'ai'san'ba 艾三把
'yi'yin'fa'jiu'zhi 以阴法救之
'yi'yin'fu'yi'wan 以饮服一丸
'yi'yin'shi'xiao'xi'zhi'zhi 以饮食消息止之
'yi'yin'yi'dou 以饮一斗
'yi'yong'gan'wei'zhi'yao'tiao'zhi 益用甘味之药调之
'yi'yu'shi'fu'bu'neng'shi 意欲食复不能食
'yi'yue'yi'ri'fa 以月一日发
'yi'yun 一云
'yi'yun'bu'ke'he'zhu'gan'shi 一云不可合猪肝食
'yi'yun'ci'ke'fa'han 医云此可发汗
'yi'yun'cun'kou'mai'jin 一云寸口脉紧
'yi'yun'qi'mai'han'bao'fu'zhang'da'zhe 一云其脉浛暴腹胀大者
'yi'zao'gao'he'tang'qu'san'wan 以枣膏和汤取三丸
'yi'zhe 一者
'yi'zhe'bing'jing 一者病痉
'yi'zhe'ye'ren 以着暍人
'yi'zhen'yin'yang'qi 宜针引阳气
'yi'zhi'jian'ji 亦致坚积
'yi'zhi'lao'nue 亦治劳疟
'yi'zhi'li'rou'lou'pu'deng'du 亦治狸肉漏脯等毒
'yi'zhi'ma'gan'lou'pu'deng'du 亦治马肝漏脯等毒
'yi'zhi'nan'zi'pang'guang'man'ji'you'yu'xue'zhe 亦治男子膀胱满急有瘀血者
'yi'zhi'qi'ke'man 以治其咳满
'yi'zhi'wei'du 以知为度
'yi'zhu'fu'ren'shao'fu'han 亦主妇人少腹寒
'yi'zhu'jing'shui'bu'li 亦主经水不利
'yi'zhu'yao'li 以助药力
'yi'zi'jiao 以渍脚
'yi'zuo'xue'gu 一作血蛊
'yi'zuo'zhu'zhu'er'xian 一作筑筑而弦
'yin'bai'jiu'shi'sheng'jiu 饮白酒食生韭
'yin'bei'qi'han 阴被其寒
'yin'bing'shi'ba 阴病十八
'yin'chen'hao'liu'liang 茵陈蒿六两
'yin'chen'hao'mo'shi'fen 茵陈蒿末十分
'yin'chen'tang'fang 茵陈汤方
'yin'chen'tang'zhu'zhi 茵陈汤主之
'yin'chen'wu'ling'san'fang 茵陈五苓散方
'yin'chen'wu'ling'san'zhu'zhi 茵陈五苓散主之
'yin'chui'er'zheng'xuan 阴吹而正喧
'yin'du'yong'gan'cao'tang 阴毒用甘草汤
'yin'du'zhi'wei'bing 阴毒之为病
'yin'er'sheng 饮二升
'yin'feng'qi'er'sheng'zhang 因风气而生长
'yin'fu'fang'cun'bi 饮服方寸匕
'yin'fu'san'wan 饮服三丸
'yin'fu'shi'jiu 饮服十九
'yin'fu'shi'wan 饮服十丸
'yin'fu'xia'liu'yin'gu 因复下流阴股
'yin'han'jing'zi'chu 阴寒精自出
'yin'he'fu 饮和服
'yin'hou'shui'liu'zai'xie'xia 饮后水流在胁下
'yin'hu'shan'qi'zhe 阴狐疝气者
'yin'jiu 饮酒
'yin'jiu'da'ji'jiu'fu'bei 饮酒大忌灸腹背
'yin'jiu'shi'zhu'rou 饮酒食猪肉
'yin'ke'teng'tong 阴咳疼痛
'yin'ke'wei'fei'wei 因咳为肺痿
'yin'leng'shui'yi'bei'ze'ding 饮冷水一杯则定
'yin'leng'shui'yi'er'sheng 饮冷水一二升
'yin'mai'xiao'ruo 阴脉小弱
'yin'qi'bu'tong'ji'gu'teng 阴气不通即骨疼
'yin'qi'gu'jue 阴气孤绝
'yin'qi'shuai'zhe'wei'dian 阴气衰者为癫
'yin'qi'wang'shi'er'dong 因其旺时而动
'yin'qian'tong'ze'bi'bu'ren 阴前通则痹不仁
'yin'ren'ru'zhi'yi'sheng 饮人乳汁一升
'yin'ru'lao 饮乳酪
'yin'sheng'jiu'zhi'san'sheng 饮生韭汁三升
'yin'shi'huo'you'mei'shi 饮食或有美时
'yin'shi'ru'gu 饮食如故
'yin'shi'shang'wei'huo 阴蚀上为惑
'yin'shi'zhong'du'fan'man 饮食中毒烦满
'yin'shu'sheng'ji'jie 饮数升即解
'yin'shui'liu'xing 饮水流行
'yin'tou'han 阴头寒
'yin'xia'shi'ru'niu'bi'shang'han 阴下湿如牛鼻上汗
'yin'xu'ji'leng'jie'qi 因虚积冷结气
'yin'yang'ju'wei 阴阳俱微
'yin'yang'nai'fu 阴阳乃复
'yin'yang'xiang'de 阴阳相得
'yin'yi'sheng 饮一升
'yin'yi'sheng'ji'yu 饮一升即愈
'yin'yi'wu'du'zhu'gao'san 饮以五毒诸膏散
'yin'zhi'dang'xia 饮之当下
'yin'zhi'ji'jie 饮之即解
'yin'zhi'jing 因致痉
'yin'zhi'liang 饮之良
'yin'zhi'san'sheng 饮之三升
'yin'zhi'yi'liang 饮之亦良
'yin'zhong'ji'sheng'chuang 阴中即生疮
'yin'zhong'shi'chuang'lan'zhe 阴中蚀疮烂者
'yin'zuo'hei'dan 因作黑疸
'ying'dang'fa're 应当发热
'ying'ren'fu'ban'qian 赢人服半钱
'ying'tang'er'san'sheng 硬糖二三升
'ying'tao'xing'duo'shi 樱桃杏多食
'ying'wei'bu'li 营卫不利
'ying'wei'xiang'gan 营卫相干
'yong'da'fu'zi'yi'mei 用大附子一枚
'yong'gui'ling'wu'wei'gan'cao'tang'qu'gui 用桂苓五味甘草汤去桂
'yong'hou'fang'zhu'zhi 用后方主之
'yong'se'bu'tong 壅塞不通
'yong'su'zhi 用酥炙
'yong'wei'san 用为散
'yong'xiao'fan'san'zhu'zhi 用硝矾散主之
'you'ba'dou'zhe 有巴豆者
'you'ba'mei 右八昧
'you'ba'wei 右八味
'you'ba'wei'mo'zhi 右八味末之
'you'ban'chan'hou'yin'xu'xia'xue'dou'bu'jue'zhe 有半产后因续下血都不绝者
'you'bei'kuai'yao'xia'li 又被快药下利
'you'bu'zhi 又不知
'you'cong'yao'yi'shang'bi'han'chu 又从腰以上必汗出
'you'cuo 右锉
'you'cuo'ma'dou'da 右锉麻豆大
'you'du 有毒
'you'er'mei 右二昧
'you'er'shi'san'mei 右二十三昧
'you'er'shi'yi'wei 右二十一味
'you'er'wei 右二味
'you'er'wei'wei'san 右二味为散
'you'er'wu'he 右二物和
'you'fan'zhe 又烦者
'you'fang 又方
'you'gan'wang'zhi'shi 又肝王之时
'you'han'yin 有寒饮
'you'huo'xie 有火邪
'you'jia'li 又加利
'you'jian'jiao'qi'zhong 又见脚气中
'you'jing'bu 有惊怖
'you'jiu'wei 右九味
'you'ke'fu'tu'yao'tu'zhi 又可服吐药吐之
'you'ke'zhi'zhi'fang 犹可治之方
'you'kou'fu 右口父
'you'lian'nian'ji'leng 又连年积冷
'you'liu'wei 右六味
'you'liu'yin 有留饮
'you'nong'dang'xia 有脓当下
'you'qi'mei 右七昧
'you'qi'wei 右七味
'you'qu'niu'dong'xi'fen'ye'yi'sheng 又取牛洞稀粪也一升
'you're 又热
'you're 有热
'you're'zhe 有热者
'you'ren'shen'xia'xue'zhe 有妊娠下血者
'you'san'mei 右三昧
'you'san'mei'wu 右三昧物
'you'san'wei 右三味
'you'se'qing'wei'tong 又色青为痛
'you'shen 尤甚
'you'shen'chang'mu'dao'han'chu'zhe 又身常暮盗汗出者
'you'shi'er'wei 右十二味
'you'shi'si'wei 右十四味
'you'shi'wei 右十味
'you'shui 有水
'you'shui'qi 有水气
'you'si'mei 右四昧
'you'si'wei 右四味
'you'su'shi'ye 有宿食也
'you'sun'chu 有损处
'you'tan'yin 有痰饮
'you'tu'nong 有吐脓
'you'wei'han 有微汗
'you'wei'mo 右为末
'you'wei'san 右为散
'you'wei'xi'mu 右为细木
'you'wei'zhi'er'zhi 有未至而至
'you'wu'wei 右五味
'you'wu'wei'mo'zhi 右五味末之
'you'xian'yi'shui'san'sheng 右先以水三升
'you'xian'yi'shui'xi'bai'he 右先以水洗百合
'you'xuan'yin 有悬饮
'you'yi'bai'he'yi'sheng 右以百合一升
'you'yi'shui'san'sheng 右以水三升
'you'yi'shui'xi'bai'he 右以水洗百合
'you'yi'ting'li'wan'xia'shui 又以葶苈丸下水
'you'yi'wei 右一味
'you'yi'wei'wei'mo 右一味为末
'you'yi'yi'bei'rao'yao'yi'xia 又以一被绕腰以下
'you'yi'yin 有溢饮
'you'ying'ke'zhi 犹应可治
'you'you'hai'zao'san'fen 又有海藻三分
'you'yu'bing'xiang'yi 有与病相宜
'you'yu'shen'wei'hai 有与身为害
'you'yue 又曰
'you'yun 又云
'you'zhi'er'bu'qu 有至而不去
'you'zhi'er'bu'zhi 有至而不至
'you'zhi'er'tai'guo 有至而太过
'you'zhi'yin 有支饮
'you'zhu'gui'zhu'ying'yi'men'xiang'ran 又主鬼疰应一门相染
'yu'bu'de'he'lu'rou'shi'zhi 鱼不得和鸬肉食之
'yu'bu'ke'duo'shi 芋不可多食
'yu'bu'ke'he'ji'rou'shi'zhi 鱼不可合鸡肉食之
'yu'cang'xiang'lian 与藏相连
'yu'cang'zhun'ci 余藏准此
'yu'de'bei'fu'xiang'huo 欲得被覆向火
'yu'fa'liu'shi'ri'dang'you'ci'zheng 于法六十日当有此证
'yu'fu'ling'gui'zhi'wu'wei'gan'cao'tang 与茯苓桂枝五味甘草汤
'yu'gong'zhi 欲攻之
'yu'gui'zhi'jia'gui'tang'zhu'zhi 与桂枝加桂汤主之
'yu'huo'shang'nuan'ling'yi'xiao 于火上暖令饴消
'yu'jie'fang'ci 余皆仿此
'yu'mi'chu'er'qian'xia 与蜜杵二千下
'yu'mu'he'zhe 鱼目合者
'yu'nei'jia'bai'zhu'si'liang 于内加白术四两
'yu'ou'zhe 欲呕者
'yu're'yi'xing 瘀热以行
'yu'rou 郁肉
'yu'ru'gui'zhi'tang'fa'jiang'xi'ji'jin'ji 余如桂枝汤法将息及禁忌
'yu'sheng'jiu'jiu'ran'xi'er'zhang'zhe 语声啾啾然细而长者
'yu'sheng'yin'yin'ran'bu'che'zhe 语声喑喑然不彻者
'yu'shi'duo'ren'ni 欲使多人溺
'yu'ti'bu'neng 欲嚏不能
'yu'tou'si'you'jiao'zhe 鱼头似有角者
'yu'tou'zheng'bai 鱼头正白
'yu'tou'zhong'wu'sai'zhe 鱼头中无鳃者
'yu'wo'bu'neng'wo 欲卧不能卧
'yu'wu'chang'dan'zhe 鱼无肠胆者
'yu'wu'fu 余勿服
'yu'xiao'chai'hu'tang 与小柴胡汤
'yu'xiao'jian'zhong'tang'nei'jia'huang'qi'yi'liang'ban 于小建中汤内加黄芪一两半
'yu'xing'bu'neng'xing 欲行不能行
'yu'xue'zai'shao'fu'bu'qu 瘀血在少腹不去
'yu'yi'shang'fa'qi'duan'xiong'man'zhe'jia'sheng'jiang 余依上法气短胸满者加生姜
'yu'yin'shui 欲饮水
'yu'zang'zhun'ci 余脏准此
'yu'zhi'you'nong'wu'nong 欲知有脓无脓
'yu'zhu'ling'tang 与猪苓汤
'yu'zhu'yu'huang'shi'jie'xiang'si 与茱萸黄食芥相似
'yu'zi'li 欲自利
'yu'zuo'ben'tun 欲作贲豚
'yu'zuo'feng'shui 欲作风水
'yu'zuo'gang'jing 欲作刚痉
'yuan'hua'ao 芫花熬
'yuan'wen'qi'shuo 愿闻其说
'yue'bi'jia'ban'xia'tang'fang 越婢加半夏汤方
'yue'bi'jia'ban'xia'tang'zhu'zhi 越婢加半夏汤主之
'yue'bi'jia'shu'tang'zhu'zhi 越婢加术汤主之
'yue'bi'jia'shu'tang'zhu'zhi'fang'jian'xia 越婢加术汤主之方见下
'yue'bi'tang'fang 越婢汤方
'yue'bi'tang'zhu'zhi 越婢汤主之
'yun'huang'qu 晕黄去
'yun'mu'shao'er'ri'ye 云母烧二日夜
'za'liao'fang'er'shi'san 杂疗方二十三
'zai'bei'fa're 再倍发热
'zai'cun'kou'guan'shang'xiao'jin 在寸口关上小紧
'zai'fu 再服
'zai'fu'zhong'bu'xia'ye 在腹中不下也
'zai'he'zi'wei'yi'fu 再合滓为一服
'zai'jian 再煎
'zai'jian'fei 再煎沸
'zai'jian'qu'san'sheng 再煎取三升
'zai'qu 再取
'zai'shang'jiao'zhe 在上焦者
'zai'wei'jian 再微煎
'zai'xia 在下
'zai'xia'jiao'zhe 在下焦者
'zai'xin'xiong'jian'bu'hua 在心胸间不化
'zai'zhong 在中
'zao'bu'dei'shui 燥不得睡
'zao'er'bu'ke 躁而不渴
'zao'he'sheng'cong'shi'zhi 枣和生葱食之
'zao'jia'ba'liang'gua'qu'pi 皂荚八两刮去皮
'zao'jia'er'mei'qu'pi'zi'zhi'jiao 皂荚二枚去皮子炙焦
'zao'jia'wan'fang 皂荚丸方
'zao'jia'wan'zhu'zhi 皂荚丸主之
'zao'rou'he'wan'dan'zi'da 枣肉和丸弹子大
'zao'yi'mei 枣一枚
'zao'zhong'huang'tu'ban'jin'you'qi'mei 灶中黄土半斤右七昧
'ze'fa're'shen 则发热甚
'ze'fu'ke'chuan'ni 则浮咳喘逆
'ze'fu'man'chang'ming'xiang'zhu 则腹满肠鸣相逐
'ze'gan'qi'sheng 则肝气盛
'ze'gan'zi'yu 则肝自愈
'ze'jin'qi'bu'xing 则金气不行
'ze'jue'zhi 则绝之
'ze'kou'zao'fan'ye 则口燥烦也
'ze'lin'shen 则淋甚
'ze'niao'xie 则尿血
'ze'qi'e'han'shen 则其恶寒甚
'ze'qi'ji'xu'ye 责其极虚也
'ze'qi'san'jin'yi'dong'liu'shui'wu'dou 泽漆三斤以东流水五斗
'ze'qi'tang'fang 泽漆汤方
'ze'qi'tang'zhu'zhi 泽漆汤主之
'ze're'er'shao'qi'fan'yuan 则热而少气烦冤
'ze'sha'ren 则杀人
'ze'shang'fei 则伤肺
'ze'shen'ti'jin'tuo 则身体津脱
'ze'shen'yang'er'yin'zhen 则身痒而瘾疹
'ze'shou'zu'ni'leng 则手足逆冷
'ze'shui'bu'xing 则水不行
'ze'tu'nong'xue'ye 则吐脓血也
'ze'wei'jian 则为坚
'ze'wu'geng'fu 则勿更服
'ze'xie 泽泻
'ze'xie'ban'jin 泽泻半斤
'ze'xie'ge'yi'liang 泽泻各一两
'ze'xie'san'liang 泽泻三两
'ze'xie'tang'fang 泽泻汤方
'ze'xie'tang'zhu'zhi 泽泻汤主之
'ze'xie'wu'liang 泽泻五两
'ze'xie'yi'liang'yi'fen 泽泻一两一分
'ze'xin'huo'qi'sheng 则心火气盛
'ze'xiong'man'er'duan'qi 则胸满而短气
'ze'you'bu'gan 则又补肝
'ze'you'du 则有毒
'zei'feng'ru'gong'wu'zang 贼风入攻五藏
'zei'xie'bu'xie 贼邪不泻
'zeng'zhi'qi'ba'wan 增至七八丸
'zhan'yao'lao'zhi 占药烙之
'zhan'yu'zhe 谵语者
'zhan'zhu'zhe'shi'ye 沾著者是也
'zhan'zhuan'tong'yi 展转痛移
'zhao'bi'jia'shu'tang'fang'fang'jian'shang 赵婢加术汤方方见上
'zhao'jian'ren'ying'dong'zhe 照见人影动者
'zhe'bie'jia'yu'zhong 着鳖甲于中
'zhe'chong'ban'sheng 蟅虫半升
'zhe'chong'er'shi'mei'ao 蟅虫二十枚熬
'zhe'chong'ge'san'liang 蟅虫各三两
'zhe'chong'wu'fen 蟅虫五分
'zhe'chong'wu'fen'ao 蟅虫五分熬
'zhen'chu'bei'han 针处被寒
'zhen'han 振寒
'zhen'han'mai'shu 振寒脉数
'zheng'er'tiao 证二条
'zheng'liu'tiao 证六条
'zheng'qi'ji'ji 正气即急
'zheng'qi'yin'xie 正气引邪
'zheng'san'tiao 证三条
'zheng'shui 正水
'zheng'yi'shi'qing 蒸一食顷
'zheng'yi'shou 证一首
'zheng'yue'wu'shi'sheng'cong 正月勿食生葱
'zheng'zhi'ru'dou'mi'fan'jiu 蒸之如斗米饭久
'zheng'zhi'wu'sheng'mi'xia 蒸之五升米下
'zhi'bing'ru'kuang'zhuang 治病如狂状
'zhi'cuo 炙銼
'zhi'da'feng 治大风
'zhi'da'pen'nei 置大盆内
'zhi'da'ren'feng'yin 治大人风引
'zhi'dan'she'niu'rou 治噉蛇牛肉
'zhi'fang 治方
'zhi'fei'wei'ke'tuo'xian'mo'bu'zhi 治肺痿咳唾涎沫不止
'zhi'fei'wei'tu'xian'mo 治肺痿吐涎沫
'zhi'fei'wei'xian'tuo'duo 治肺痿涎唾多
'zhi'feng'shui 治风水
'zhi'feng'xu'tou'zhong'xuan 治风虚头重眩
'zhi'fu 止服
'zhi'fu'ren'chan'hou'xu'lei'bu'zu 治妇人产后虚羸不足
'zhi'fu'ren'zai'cao'ru 治妇人在草蓐
'zhi'fu'zhe'sheng 栉浮者生
'zhi'gan'chuan'pi 知肝传脾
'zhi'han'shan'fu'zhong'jiao'tong 治寒疝腹中绞痛
'zhi'huang'dan 治黄疸
'zhi'jiao'qi'chong'xin 治脚气冲心
'zhi'jiao'qi'shang'ru 治脚气上入
'zhi'jiao'qi'teng'tong 治脚气疼痛
'zhi'jiu'zhong'xin'tong 治九种心痛
'zhi'ke'er'xiong'man 治咳而胸满
'zhi'ke'you'wei're 治咳有微热
'zhi'leng'lao 治冷劳
'zhi'liang'yan 至良验
'zhi'liu'chu'niao'shou'gan'zhong'du'fang 治六畜鸟兽肝中毒方
'zhi'ma'zhui'ji'yi'qie'jin'gu'sun'fang 治马坠及一切筋骨损方
'zhi'mu'er'liang 知母二两
'zhi'mu'liu'liang 知母六两
'zhi'mu'nue 治牡疟
'zhi'mu'san'liang'qie 知母三两切
'zhi'mu'si'liang 知母四两
'zhi'ni'xia'qi'zhe 止逆下气者
'zhi'nue'bing'fa'ke'zhe 治疟病发渴者
'zhi'nue'han'duo 治疟寒多
'zhi'nv'jin'zhi 知衄今止
'zhi'qi 滞气
'zhi'qi'qi'chong 治其气冲
'zhi'rou'ji're 治肉极热
'zhi'rou'jiu'shi'zhi 雉肉久食之
'zhi'shang'han'ling'yu'bu'fu 治伤寒令愈不复
'zhi'shang'xia'jing'bing'you'jiu'chuang 直上下痉病有灸疮
'zhi'shang'xia'xing 直上下行
'zhi'shi'bu'neng'mu'xun 直视不能目旬
'zhi'shi'er'liang 枳实二两
'zhi'shi'ma'rou'zhong'du'yu'si'fang 治食马肉中毒欲死方
'zhi'shi'niu'rou'zhong'du'fang 治食牛肉中毒方
'zhi'shi'qi'mei 枳实七枚
'zhi'shi'quan'rou'bu'xiao 治食犬肉不消
'zhi'shi'san'liang 枳实三两
'zhi'shi'shao'ling'hei 枳实烧令黑
'zhi'shi'shao'yao'san'fang 枳实芍药散方
'zhi'shi'shao'yao'san'zhu'zhi 枳实芍药散主之
'zhi'shi'sheng'rou'zhong'du'fang 治食生肉中毒方
'zhi'shi'shi'liu'mei 枳实十六枚
'zhi'shi'si'mei 枳实四枚
'zhi'shi'si'mei'zhi 枳实四枚炙
'zhi'shi'wu'fen 枳实五分
'zhi'shi'wu'mei 枳实五枚
'zhi'shi'wu'mei'zhi 枳实五枚炙
'zhi'shi'wu'mei'zhi'mang'xiao'san'he 枳实五枚炙芒硝三合
'zhi'shi'xie'bai'gui'zhi'tang'fang 枳实薤白桂枝汤方
'zhi'shi'xie'bai'gui'zhi'tang'zhu'zhi 枳实薤白桂枝汤主之
'zhi'shi'yi'jin 枳实一斤
'zhi'shi'yu'rou'lou'pu'zhong'du'fang 治食郁肉漏脯中毒方
'zhi'shu'mi'zhong'cang'gan'pu 治黍米中藏干脯
'zhi'shu'tang'fang 枳术汤方
'zhi'shu'tang'zhu'zhi 枳术汤主之
'zhi'shu'yin'jia 治属饮家
'zhi'tian'yin'yu'bu'zhi 值天阴雨不止
'zhi'wei'de'an 治危得安
'zhi'xin'fu'cu'zhong'tong'zhe 治心腹卒中痛者
'zhi'xin'xiong'zhong'you'ting'tan'su'shui 治心胸中有停痰宿水
'zhi'ye'ji'yu 至夜即愈
'zhi'ye'jin 至夜尽
'zhi'yi'bai'ri 至一百日
'zhi'yin'bu'de'xi 支饮不得息
'zhi'yin'xiong'man'zhe 支饮胸满者
'zhi'yin'yi'chuan'er'bu'neng'wo 支饮亦喘而不能卧
'zhi'yin'zhe 支饮者
'zhi'you'li'nian 至有历年
'zhi'zhi'fang 治之方
'zhi'zhi'shi'ri'yi'shang'chai 治之十日以上瘥
'zhi'zhi'wu'fan'wei'qi'ji'shang'er'jiao 治之无犯胃气及上二焦
'zhi'zhi'yi'qian'fang 治之以前方
'zhi'zhong'e'xin'tong'fu'zhang 治中恶心痛腹胀
'zhi'zhong'feng'fei 治中风痱
'zhi'zhong'feng'shou'zu'ju'ji 治中风手足拘急
'zhi'zhu'huang 治诸黄
'zhi'zhu'luo'shi'zhong 蜘蛛落食中
'zhi'zhu'san'fang 蜘蛛散方
'zhi'zhu'san'zhu'zhi 蜘蛛散主之
'zhi'zhu'shi'si'mei'ao'jiao 蜘蛛十四枚熬焦
'zhi'zi'da'huang'tang'fang 梔子大黄汤方
'zhi'zi'da'huang'tang'zhu'zhi 梔子大黄汤主之
'zhi'zi'shi'si'mei 梔子十四枚
'zhi'zi'shi'wu'mei 梔子十五枚
'zhi'zi'si'liu'chu'rou'zhong'du'fang 治自死六畜肉中毒方
'zhong'bing 中病
'zhong'bu'yi 终不移
'zhong'du'hai'ren 中毒害人
'zhong'feng'fa're 中风发热
'zhong'feng'li'jie'bing'mai'zheng'bing'zhi'wu 中风历节病脉证并治五
'zhong'feng'shi'ran 中风使然
'zhong'fu'ru'qian 肿复如前
'zhong'gong'bu'xiao'xiang'chuan 中工不晓相传
'zhong'han 中寒
'zhong'ren'duo'si 中人多死
'zhong'ru'yan'lian 钟乳研炼
'zhong'wang'jin'ye 重亡津液
'zhong'yin'pi'lao'han'chu 重因疲劳汗出
'zhong'you'gan'xue 中有干血
'zhong'you'shui'qi 中有水气
'zhong'zhu 重煮
'zhou'hou'qian'jin'fang'yang'du'yong'sheng'ma'tang 肘后千金方阳毒用升麻汤
'zhou'hou'qian'jin'yun'zhi'xiong'bi 肘后千金云治胸痹
'zhou'hou'ta'gan'san 肘后獭肝散
'zhou'hou'yun 肘后云
'zhou'ri'ming'liao 昼日明了
'zhu'ba'fen 煮八分
'zhu'bing'huang'jia 诸病黄家
'zhu'bu'zu 诸不足
'zhu'du'bing 诸毒病
'zhu'fei'guan'hou'zhong 煮沸灌喉中
'zhu'fu'shu'mai 诸浮数脉
'zhu'gao'ban'jin 猪膏半斤
'zhu'gao'fa'jian'fang 猪膏发煎方
'zhu'gao'fa'jian'zhu'zhi 猪膏发煎主之
'zhu'gu'shao'hui 猪骨烧灰
'zhu'huang 诸黄
'zhu'ji'da'fa 诸积大法
'zhu'jian'ban 煮减半
'zhu'ke'ji'wang'xue 主渴及亡血
'zhu'ling'fan'lan'ru'jiao'qi 煮令泛烂如胶漆
'zhu'ling'qu'pi 猪苓去皮
'zhu'ling'san'fen'qu'pi 猪苓三分去皮
'zhu'ling'tang'fang 猪苓汤方
'zhu'ling'tang'zhu'zhi 猪苓汤主之
'zhu'ling'yan'xiao 煮令盐消
'zhu'ling'zi'san'zhu'zhi 猪苓字散主之
'zhu'lu'gen'zhi 煮芦根汁
'zhu'ma'huang 煮麻黄
'zhu'mi'shu 煮米熟
'zhu'mi'shu'tang'cheng 煮米熟汤成
'zhu'ni'xin'xuan'tong 诸逆心悬痛
'zhu'pi'da'wan'fang 竹皮大丸方
'zhu'pi'da'wan'zhu'zhi 竹皮大丸主之
'zhu'qin'rou'gan'qing'zhe 诸禽肉肝青者
'zhu'qu'ban'sheng 煮取半升
'zhu'qu'er'dou'yi'xi'zhi 煮取二斗以洗之
'zhu'qu'er'sheng 煮取二升
'zhu'qu'er'sheng'ban 煮取二升半
'zhu'qu'liu'sheng 煮取六升
'zhu'qu'qi'he 煮取七合
'zhu'qu'san'sheng 煮取三升
'zhu'qu'san'sheng'er'he 煮取三升二合
'zhu'qu'si'sheng 煮取四升
'zhu'qu'wu'he 煮取五合
'zhu'qu'wu'sheng 煮取五升
'zhu'qu'yi'dou'wu'sheng 煮取一斗五升
'zhu'qu'yi'sheng 煮取一升
'zhu'qu'yi'sheng'ba'he 煮取一升八合
'zhu'qu'yi'sheng'ban 煮取一升半
'zhu'qu'yi'sheng'wu'he 煮取一升五合
'zhu'rou'bu'gan 诸肉不干
'zhu'rou'gong'yang'gan'he'shi'zhi 猪肉共羊肝和食之
'zhu'rou'he'kui'shi'zhi 猪肉和葵食之
'zhu'rou'ji'yu 诸肉及鱼
'zhu'rou'luo'shui'fu'zhe 猪肉落水浮者
'zhu'rou'yi'sheng'hu'sui'tong'shi 猪肉以生胡荽同食
'zhu'san'fei 煮三沸
'zhu'shu'fei 煮数沸
'zhu'shui'qi 逐水气
'zhu'suan'zao'ren 煮酸枣仁
'zhu'wu'zang'ji'yu 诸五脏及鱼
'zhu'xin'fu'zhu'zu'bao'bai'bing 主心腹诸卒暴百病
'zhu'yan'hu'qi'jue 诸奄忽气绝
'zhu'yao'bu'neng'zhi 诸药不能治
'zhu'ye'tang'fang 竹叶汤方
'zhu'ye'tang'zhu'zhi 竹叶汤主之
'zhu'ye'yi'ba 竹叶一把
'zhu'yong'jiao'ku 助用焦苦
'zhu'yong'zhong 诸痈肿
'zhu'you'shui'zhe 诸有水者
'zhu'zao'qu'er'sheng 煮枣取二升
'zhu'zhi 煮汁
'zhu'zhi'bu'ke'he'mei'zi'shi'zhi 猪脂不可合梅子食之
'zhu'zhi'fan'bai'zhe 煮之反白者
'zhu'zhi'jie'teng'tong 诸肢节疼痛
'zhu'zhi'ru'ji'zi'da 猪脂如鸡子大
'zhu'zhi'xiao'sheng 煮至小升
'zhu'zu'wu'gui'ji'fei'shi 主卒忤鬼击飞尸
'zhuan'jin'ru'fu'zhe 转筋入腹者
'zhuan'jin'zhi'wei'bing 转筋之为病
'zhuang'ru'feng'shui 状如风水
'zhuang'ru'gong'xian 状如弓弦
'zhuang'ru'jue'dian 状如厥癫
'zhuang'ru'shang'han 状如伤寒
'zhuang'ru'zhi'rou 状如炙肉
'zhuang'ru'zhong'feng 状如中风
'zhuang'ru'zhou'bi 状如周痹
'zhuo'jian'yin'zhi 捉肩引之
'zhuo'qi'xia'liu 浊气下流
'zhuo'xie'ju'xia 浊邪居下
'zi'bu'ke'qing'dan 自不可轻啖
'zi'can'wu'liang'yi'zuo'zi'wan 紫参五两一作紫菀
'zi'cang'kai'gu'ye 子藏开故也
'zi'dang'bian'ji 子当辨记
'zi'dang'yu 自当愈
'zi'fa'lu'de'feng 自发露得风
'zi'fei'fu'yao'lian'ye'yan'neng'bu'yin'shi'hu 自非服药炼液焉能不饮食乎
'zi'han'chu 自汗出
'zi'neng'yin'shi 自能饮食
'zi'ran'wen 自然温
'zi'shi'han'shi'san'fang 紫石寒食散方
'zi'shi'ying 紫石英
'zi'si'rou'kou'bi'zhe 自死肉口闭者
'zi'si'zhe'mi'shen 自死者弥甚
'zi'su 紫苏
'zi'su'zi'dao'zhi 紫苏子捣汁
'zi'tu'chu'shui'hou 自吐出水后
'zi'tu'nai'yu 自吐乃愈
'zi'wan'san'liang 紫菀三两
'zi'wei'san'fen 紫葳三分
'zi'yi'xiu 渍一宿
'zi'zhi'yi'xiu 渍之一宿
'zou'yu'chang'jian 走于肠间
'zu'ban'mu'chi'zhe 足斑目赤者
'zu'chuan'ji 卒喘悸
'zu'kou'jin 卒口噤
'zu'ou'tu 卒呕吐
'zu'tong'ru'zhui'ci 卒痛如锥刺
'zu'wu'tang'dang'ling'ni'qi'zhong 卒无汤当令溺其中
'zu'xia're 足下热
'zui'hou'wu'bao'shi 醉后勿饱食
'zui'wo'da'ji 醉卧大忌
'zuo'chang'yong 作肠痈
'zuo'chong 作虫
'zuo'nei'zhi 作内痔
'zuo'wei'san 作为散
'zuo'zhe 作者
