'ai'jiang'tou 哀江头
'ruo'fei'jin'chai'che 若非巾柴车
'ruo'fu'ping'sheng'zhi 若负平生志
'sa'sa'dong'feng'xi'yu'lai 飒飒东风细雨来
'sai'shang'qu 塞上曲
'sai'xia'qu 塞下曲
'sai'xia'qu'si'shou'zhi'er 塞下曲四首之二
'sai'xia'qu'si'shou'zhi'san 塞下曲四首之三
'sai'xia'qu'si'shou'zhi'si 塞下曲四首之四
'sai'xia'qu'si'shou'zhi'yi 塞下曲四首之一
'san'bian'shu'se'dong'wei'jing 三边曙色动危旌
'san'bu'yong'liang'tian 散步咏凉天
'san'fa'cheng'ye'liang 散发乘夜凉
'san'fen'ge'ju'yu'chou'ce 三分割据纡筹策
'san'gu'pin'fan'tian'xia'ji 三顾频烦天下计
'san'jin'yun'shan'jie'bei'xiang 三晋云山皆北向
'san'jing'ku'wu'zi 三径苦无资
'san'jun'da'hu'yin'shan'dong 三军大呼阴山动
'san'nian'zhe'huan'ci'qi'chi 三年谪宦此栖迟
'san'qian'chong'ai'zai'yi'shen 三千宠爱在一身
'san'ri'ru'chu'xia 三日入厨下
'san'ru'zhu'lian'shi'luo'mu 散入珠帘湿罗幕
'san'xia'lou'tai'yan'ri'yue 三峡楼台淹日月
'san'xia'xing'he'ying'dong'yao 三峡星河影动摇
'san'xiang'chou'bin'feng'qiu'se 三湘愁鬓逢秋色
'san'ye'pin'meng'jun 三夜频梦君
'san'yue'san'ri'tian'qi'xin 三月三日天气新
'san'zhao'chu'ru'rong 三朝出入荣
'se'jing'shen'song'li 色静深松里
'se'nan'xing'fu'can'feng'xiang 色难腥腐餐枫香
'sen'ran'po'dong'xia'ma'bai 森然魄动下马拜
'seng'jiao'ran 僧皎然
'seng'yan'gu'bi'fo'hua'hao 僧言古壁佛画好
'sha'chang'feng'huo'qin'hu'yue 沙场烽火侵胡月
'sha'kou'shi'dong'ma'ti'tuo 沙口石冻马蹄脱
'sha'ping'shui'xi'sheng'ying'jue 沙平水息声影绝
'sha'qi'san'shi'zuo'zhen'yun 杀气三时作阵云
'sha'ren'mo'gan'qian 杀人莫敢前
'sha'ren'ru'ma 杀人如麻
'sha'xing'du'tou'xie 沙行渡头歇
'shan'ai'xi'yang'shi 山爱夕阳时
'shan'cai'yue'po'xiu'nan'yan 扇裁月魄羞难掩
'shan'chuan'xiao'tiao'ji'bian'tu 山川萧条极边土
'shan'guang'hu'xi'luo 山光忽西落
'shan'guang'yue'niao'xing 山光悦鸟性
'shan'hong'jian'bi'fen'lan'man 山红涧碧纷烂漫
'shan'hu'bi'shu'jiao'zhi'ke 珊瑚碧树交枝柯
'shan'hui'lu'zhuan'bu'jian'jun 山回路转不见君
'shan'ju'qiu'ming 山居秋暝
'shan'kai'kuang'wang'xuan'ping'lu 山开旷望旋平陆
'shan'kou'qian'xing'shi'wei'fu'ao 山口潜行始隈阝奥
'shan'lin'er'shi'nian 山林二十年
'shan'ming'ting'yuan'chou 山暝听猿愁
'shan'se'yao'lian'qin'shu'wan 山色遥连秦树晚
'shan'se'you'wu'zhong 山色有无中
'shan'shi 山石
'shan'shi'luo'que'xing'jing'wei 山石荦确行径微
'shan'si'zhong'ming'zhou'yi'hun 山寺钟鸣昼已昏
'shan'sui'ping'ye'jin 山随平野尽
'shan'wei'zun 山为樽
'shan'xing'he'you'shu 缮性何由熟
'shan'yi'you'fen'ran 山夷又纷然
'shan'yue'sui'ren'gui 山月随人归
'shan'yue'zhao'tan'qin 山月照弹琴
'shan'zai'xu'wu'piao'miao'jian 山在虚无缥缈间
'shan'zhong'xi'jing'guan'chao'jin 山中习静观朝槿
'shan'zhong'xiang'song'ba 山中相送罢
'shan'zhong'yi'ye'yu 山中一夜雨
'shang'cai'cang'ying'he'zu'dao 上蔡苍鹰何足道
'shang'guo'sui'yuan'zhu 上国随缘住
'shang'jiang'yong'mao'xi'chu'zheng 上将拥旄西出征
'shang'lin'fan'hua'zhao'yan'xin 上林繁花照眼新
'shang'qiong'bi'luo'xia'huang'quan 上穷碧落下黄泉
'shang'ren'zhong'li'qing'bie'li 商人重利轻别离
'shang'shuo'xia'xin'wu'gu'tong'zuo'ya'zhao 上朔下心武古通作牙爪
'shang'xiang'jiu'qing'lian'bi'pu 尚想旧情怜婢仆
'shang'yi'fang'jin'cui'yun'qiu 尚衣方进翠云裘
'shang'you'huang'li'shen'shu'ming 上有黄鹂深树鸣
'shang'you'liu'long'hui'ri'zhi'gao'biao 上有六龙回日之高标
'shang'you'qing'ming'zhi'chang'tian 上有青冥之长天
'shao'fu'cheng'nan'yu'duan'chang 少妇城南欲断肠
'shao'fu'jin'chun'yi 少妇今春意
'shao'gu'wei'ke'zao 少孤为客早
'shao'ling'wu'ren'zhe'xian'si 少陵无人谪仙死
'shao'ling'ye'lao'tun'sheng'ku 少陵野老吞生哭
'shao'nian'shi'wu'er'shi'shi 少年十五二十时
'shao'xiao'li'jia'lao'da'hui 少小离家老大回
'shao'xiao'sui'fei'tou'bi'li 少小虽非投笔吏
'shao'xiao'you'yan'ke 少小幽燕客
'shao'zhuang'neng'ji'shi 少壮能几时
'she'nan'she'bei'jie'chun'shui 舍南舍北皆春水
'she'sha'shan'zhong'bai'e'hu 射杀山中白额虎
'she'sheng'yi'ru'ci 舍生亦如此
'she'shu'yi'ri'xing'wan'li 赦书一日行万里
'she'xun'wei'du'xiu'fu'rong 麝熏微度绣芙蓉
'shei'ren'geng'sao'huang'jin'tai 谁人更扫黄金台
'shen'cang'yong'zhi'ji 审藏用之机
'shen'dang'en'yu'chang'qing'di 身当恩遇常轻敌
'shen'deng'qing'yun'ti 身登青云梯
'shen'duo'ji'bing'si'tian'li 身多疾病思田里
'shen'gong'er'shi'nian 深宫二十年
'shen'huan'ti'zi'qing 神欢体自轻
'shen'lin'ren'bu'zhi 深林人不知
'shen'liu'du'shu'tang 深柳读书堂
'shen'miao'du'shu'jiang'du'wang 神妙独数江都王
'shen'mo'jin'qian'cheng'xiang'chen 慎莫近前丞相嗔
'shen'nv'sheng'ya'yuan'shi'meng 神女生涯原是梦
'shen'quan'qi 沈全期
'shen'shan'he'chu'zhong 深山何处钟
'shen'shan'qie'ting'lai'yao'jing 深山窃听来妖精
'shen'shang'wu'you'wan'ji'fu 身上无有完肌肤
'shen'wei'gu'ren'fu 身为贾人妇
'shen'wu'cai'feng'shuang'fei'yi 身无彩凤双飞翼
'shen'wu'chu'kou'ta'ren'ju 慎勿出口他人狙
'shen'yin'fang'bo'cha'xian'zhong 沈吟放拨插弦中
'shen'yu'fen'fei'bing'zai'chuang 身欲奋飞病在床
'shen'zhu'an'fu'yan 深竹暗浮烟
'shen'zong'yu'fu'nan'wei'gong 神纵欲福难为功
'shen'zuo'cu'e'mei 深坐蹙蛾眉
'sheng'bie'chang'ce'ce 生别常恻恻
'sheng'chao'wu'que'shi 圣朝无阙事
'sheng'dai'ji'jin'duo'yu'lu 圣代即今多雨露
'sheng'dai'wu'yin'zhe 圣代无隐者
'sheng'de'bei'fu'nan'chan'yu 圣德北服南单于
'sheng'en'ruo'xu'liu'tai'xue 圣恩若许留太学
'sheng'er'bu'xiang'xian 生儿不象贤
'sheng'jie'yu'lv'jian'pu'jiu 升阶伛偻荐脯酒
'sheng'nan'mai'mo'sui'bai'cao 生男埋没随百草
'sheng'nv'you'de'jia'bi'lin 生女犹得嫁比邻
'sheng'shi'kong'zi'zhi 胜事空自知
'sheng'shi'qie'mi'man 生事且弥漫
'sheng'tang'zuo'jie'xin'yu'zu 升堂坐阶新雨足
'sheng'tian'ru'di'qiu'zhi'bian 升天入地求之遍
'sheng'wen'shen'wu'huang'di'chu 圣文神武皇帝初
'sheng'xiao'bu'xiang'shi 生小不相识
'sheng'xuan'luan'shi'zhong 声喧乱石中
'sheng'ya'qi'liao'cheng'you'zhao'shi'shi'kong'zhi'xue'zui'ge 生涯岂料承优诏世事空知学醉歌
'sheng'yin'su'suo'zong 胜因夙所宗
'sheng'zhang'ming'fei'shang'you'cun 生长明妃尚有村
'sheng'zhi'ji'mo 声之寂寞
'sheng'zhong'ti'niao'li'ren'xi 省中啼鸟吏人稀
'sheng'zhu'zhao'zhao'mu'mu'qing 圣主朝朝暮暮情
'shi'ba'wu'yue'yan'chi'cheng 势拔五岳掩赤城
'shi'bi'mai'zhu'hui 侍婢卖珠回
'shi'chen'jiang'wang'ming 使臣将王命
'shi'er'fu'qi'jiao'wu'li 侍儿扶起娇无力
'shi'er'lou'zhong'jin'xiao'zhuang 十二楼中尽晓妆
'shi'fa'ting'shi'ye 是法厅事也
'shi'fang'zai'zhi 使舫载之
'shi'fen'san'zu'ding 势分三足鼎
'shi'fu'tie'yi'ru'xue'se 试拂铁衣如雪色
'shi'gu'ge 石鼓歌
'shi'gu'yi'wo'you 事姑贻我忧
'shi'gu'zhi'ge'zhi'yu'ci 石鼓之歌止于此
'shi'gu'zhi'zai'shu'luo'tuo 十鼓只载数骆驼
'shi'guan'li 示官吏
'shi'ji'xi'pan'wen'yu'chuan 石矶西畔问渔船
'shi'jian'gui'cun'ren 时见归村人
'shi'jian'song'li'jie'shi'wei 时见松枥皆十围
'shi'jian'xing'le'yi'ru'ci 世间行乐亦如此
'shi'jiang'bao'zhu'jing'bian'chen 誓将报主静边尘
'shi'jiang'gua'guan'qu 誓将挂冠去
'shi'jiang'shang'xue'lie'sheng'chi 誓将上雪列圣耻
'shi'jie'wei'chen'li 世界微尘里
'shi'jue'ping'zhang'sheng'guang'hui 始觉屏障生光辉
'shi'jue'you'qian'zhe'yi 始觉有迁谪意
'shi'kuai'dan'shu'qu 使快弹数曲
'shi'lin'teng'zhi'dui'zhu'rong 石廪腾掷堆祝融
'shi'ling'shu'le'chu'fei'quan 誓令疏勒出飞泉
'shi'liu'jun'yuan'xing 十六君远行
'shi'luan'tong'nan'qu 世乱同南去
'shi'nan'nian'huang'shi'ye'kong 时难年荒世业空
'shi'nian'li'luan'hou 十年离乱后
'shi'nian'zheng'shu'yi'liao'yang 十年征戍忆辽阳
'shi'nv'jin'pan'kuai'li'yu 侍女金盘脍鲤鱼
'shi'qie'duan'chang'shi 是妾断肠时
'shi'qing'du'bei'hai 时清独北还
'shi'qing'e'shuai'xie 世情恶衰歇
'shi'qu'yi'zui'huan'zui'zhong 时取一醉欢醉中
'shi'ren'jie'ting'bu'jie'shang 世人解听不解赏
'shi'ren'yi'zhi'chu 时人已知处
'shi'ri'qian'lai'chi'chi'xia 是日牵来赤墀下
'shi'san'xue'de'pi'pa'cheng 十三学得琵琶成
'shi'shang'wei'you'ru'gong'pin 世上未有如公贫
'shi'shang'yi'bu'zui 十觞亦不醉
'shi'sheng'jiu'si'dao'guan'suo 十生九死到官所
'shi'shi'bo'shang'zhou 世事波上舟
'shi'shi'cuo'tuo'cheng'bai'shou 世事蹉跎成白首
'shi'shi'liang'mang'mang 世事两茫茫
'shi'shi'mang'mang'nan'zi'liao 世事茫茫难自料
'shi'shi'wu'fu'xian 时时误拂弦
'shi'shi'xin'cheng'en'ze'shi 始是新承恩泽时
'shi'si'wan'zhong'you'hu'pi 十四万众犹虎貔
'shi'si'wei'jun'fu 十四为君妇
'shi'wo'bu'de'kai'xin'yan 使我不得开心颜
'shi'wo'san'jun'lei'ru'yu 使我三军泪如雨
'shi'wu'shi'zhan'mei 十五始展眉
'shi'xi 是夕
'shi'xiang'lai'zhi'yan'xia 失向来之烟霞
'shi'ye'yue'yin'ku 是夜越吟苦
'shi'yi'xian'lin'jing 是以陷邻境
'shi'you'luo'hua'zhi 时有落花至
'shi'yu'hu 石鱼湖
'shi'yu'hu'shang'zui'ge'bing'xu 石鱼湖上醉歌并序
'shi'yu'qin'sai'tong'ren'yan 始与秦塞通人烟
'shou'ba'fu'rong'chao'yu'jing 手把芙蓉朝玉京
'shou'chi'bei'wang'jiao'dao'wo'zhi 手持杯王交导我掷
'shou'chi'lv'yu'zhang 手持绿玉杖
'shu'bei'cui'cheng'mo'wei'nong 书被催成墨未浓
'shu'bian'shi 书边事
'shu'chang'yu 数尝於
'shu'cong'sha'cao'qun'ou'san 数丛沙草群鸥散
'shu'dao'nan 蜀道难
'shu'dao'zhi'nan'nan'yu'shang'qing'tian 蜀道之难难于上青天
'shu'dao'zhi'nan'nan'yu'shang'qing'tian'ce'shen'xi'wang'chang'zi'jie 蜀道之难难于上青天侧身西望常咨嗟
'shu'dao'zhi'nan'nan'yu'shang'qing'tian'shi'ren'ting'ci'diao'zhu'yan 蜀道之难难于上青天使人听此凋朱颜
'shu'gan'pou'dan'xiao'ying'cai 输肝剖胆效英才
'shu'gu'duan'ren'xing 戍鼓断人行
'shu'guo'xing'jian'chang 蔬果幸见尝
'shu'jiang'shui'bi'shu'shan'qing 蜀江水碧蜀山青
'shu'ke'wang'bian'se 戍客望边色
'shu'li'ru'yun'feng 数里入云峰
'shu'li'yi'zu'bao'wo'ji 疏粝亦足饱我饥
'shu'lou'xi'wang'yan'chen'hei 戍楼西望烟尘黑
'shu'miao'bai'zhong'quan 树杪百重泉
'shu'mu'you'wei'ren'ai'xi 树木犹为人爱惜
'shu'qi'cui'huang'niao 淑气催黄鸟
'shu'qin'yu'zou'yuan'yang'xian 蜀琴欲奏鸳鸯弦
'shu'qing'yan'wu'ying 庶情沿物应
'shu'se'sui'shan'jiong 树色随山迥
'shu'seng'bao'lv'qi 蜀僧抱绿绮
'shu'song'ying'luo'kong'tan'jing 疏松影落空坛静
'shu'sui'qin'rong'zhan 数岁亲戎旃
'shu'wen'ye'ru'he 数问夜如何
'shu'xian'zhu'miao 蜀先主庙
'shu'xiang 蜀相
'shu'yu'guo'zhong'tiao 疏雨过中条
'shu'yun'wang'hui'hui 孰云网恢恢
'shu'yun'wu'dao'fei 孰云吾道非
'shu'zhi'shang'ke'bo'bai'e 数纸尚可博白鹅
'shu'zhi'wei'feng 树之微风
'shu'zhu'zheng'wu'xing'san'xia 蜀主征吴幸三峡
'shuang'fei'xi'yuan'cao 双飞西园草
'shuang'lei'luo'jun'qian 双泪落君前
'shuang'pi'liu'yu'si'shi'wei 双皮溜雨四十围
'shuang'qi'wan'shu'feng'ru'yi 霜凄万树风入衣
'shuang'ti'cu'ta'chang'qiu'jian 霜蹄蹴踏长楸间
'shuang'xiu'long'zhong'lei'bu'gan 双袖龙钟泪不干
'shuang'zhao'lei'hen'gan 双照泪痕干
'shui'ai'feng'liu'gao'ge'diao'gong'lian'shi'shi'jian'shu'zhuang 谁爱风流高格调共怜时世俭梳妆
'shui'dan'dan'xi'sheng'yan 水澹澹兮生烟
'shui'di'tong'long'zhou'lou'chang 水滴铜龙昼漏长
'shui'fu'zhu'shou'wei'ma'sa 谁复著手为摩挲
'shui'han'feng'si'dao 水寒风似刀
'shui'jian'ting'zhou'shang 谁见汀洲上
'shui'jie'cheng'zhou'xun'fan'li 谁解乘舟寻范蠡
'shui'jing'zhi'pan'xing'su'lin 水精之盘行素鳞
'shui'lian'yue'nv'yan'ru'yu 谁怜越女颜如玉
'shui'luo'yu'liang'qian 水落鱼梁浅
'shui'neng'jiang'qi'gu 谁能将旗鼓
'shui'neng'jue'ren'ming 谁能绝人命
'shui'quan'leng'se'xian'ning'jue 水泉冷涩弦凝绝
'shui'shen'bo'lang'kuo 水深波浪阔
'shui'sheng'ji'ji'feng'chui'yi 水声激激风吹衣
'shui'wei'biao'yu'xin 谁为表予心
'shui'wei'han'chou'du'bu'jian 谁为含愁独不见
'shui'wei'zhao 水为沼
'shui'yan'cun'cao'xin 谁言寸草心
'shui'yue'tong'chan'ji 水月通禅寂
'shui'zhi'lin'qi'zhe 谁知林栖者
'shun'yin'yang'zhi'shu'ying'jie'wei'bian 顺阴阳之数应节为变
'shuo'fang'jian'er'hao'shen'shou 朔方健儿好身手
'shuo'jin'xin'zhong'wu'xian'shi 说尽心中无限事
'si'bian'fa'gu'xue'hai'yong 四边伐鼓雪海涌
'si'bie'yi'tun'sheng 死别已吞声
'si'dong'ting 似洞庭
'si'fang'huan'zhen'song'dang'zhong 四方环镇嵩当中
'si'gui'duo'ku'yan 思归多苦颜
'si'huang'ji'sheng'deng'kui'gao 嗣皇继圣登夔皋
'si'jiao'ai'bai'ri 四角碍白日
'si'jiao'qiu'ye'jing'ti'qi'ti'qi 四郊秋叶惊扌戚扌戚
'si'jie'cong'lai'qi'gu'xun 死节从来岂顾勋
'si'kong'shu 司空曙
'si'ma'chu'men'si'gu'xiang 嘶马出门思故乡
'si'ren'bu'ke'wen 斯人不可闻
'si'ren'du'qiao'cui 斯人独憔悴
'si'sheng'zhang'bie'li 死生长别离
'si'su'ping'sheng'bu'de'zhi 似诉平生不得志
'si'suan'chu'yan'shi'qun'ye 嘶酸雏雁失群夜
'si'wen'zuo'zhe'chi'song'zi 似闻昨者赤松子
'si'xian'yi'sheng'ru'lie'bo 四弦一声如裂帛
'si'xu'jiu'chong'zhen'long'chu 斯须九重真龙出
'si'yu'wei'fu'jie 思欲委符节
'si'yue'nan'feng'da'mai'huang 四月南风大麦黄
'si'zuo'wu'yan'xing'yu'xi 四座无言星欲稀
'song'bai'yi'jing'qu'ling'gong 松柏一迳趋灵宫
'song'bie 送别
'song'chen'zhang'fu 送陈章甫
'song'cui'jiu 送崔九
'song'du'shao'fu'zhi'ren'shu'zhou 送杜少府之任蜀州
'song'feng'chui'jie'dai 松风吹解带
'song'ji'lu'wei'yue 松际露微月
'song'ke'pen'pu'kou 送客湓浦口
'song'li'shao'fu'bian'xia'zhong'wang'shao'fu'bian'chang'sha 送李少府贬峡中王少府贬长沙
'song'li'zhong'cheng'gui'han'yang'bie'ye 送李中丞归汉阳别业
'song'ling'che 送灵澈
'song'meng'hao'ran'zhi'guang'ling 送孟浩然之广陵
'song'qi'wu'qian'luo'di'huan'xiang 送綦毋潜落第还乡
'song'ren'dong'you 送人东游
'song'seng'gui'ri'ben 送僧归日本
'song'shang'ren 送上人
'song'sheng'wan'chuang'li 松声晚窗里
'song'si'zai 讼斯在
'song'wei'wan'zhi'jing 送魏万之京
'song'wo'zhi'shan'xi 送我至剡溪
'song'xia'qing'zhai'zhe'lu'kui 松下清斋折露葵
'song'xia'wen'tong'zi 松下问童子
'song'yang'shi'nv 送杨氏女
'song'you'ren 送友人
'song'yue'sheng'ye'liang 松月生夜凉
'song'yue'ye'chuang'xu 松月夜窗墟
'song'zhi'wen 宋之问
'song'zi'zhou'li'shi'jun 送梓州李使君
'sou'yu'qi'yang'cheng'xiong'jun 搜于岐阳骋雄俊
'su'fu 宿府
'su'jian'de'jiang 宿建德江
'su'shou'chou'zhen'leng 素手抽针冷
'su'shou'qing'tiao'shang 素手青条上
'su'shou'yu'fang'qian 素手玉房前
'su'tong'lu'jiang'ji'guang'ling'jiu'you 宿桐庐江寄广陵旧游
'su'wang'chang'ling'yin'ju 宿王昌龄隐居
'su'wu'hun'xiao'han'shi'qian 苏武魂销汉使前
'su'wu'miao 苏武庙
'su'ye'shi'shan'fang'dai'ding'da'bu'zhi 宿业师山房待丁大不至
'sui'feng'man'di'shi'luan'zou 随风满地石乱走
'sui'gong 隋宫
'sui'jiao'fang'shi'yin'qin'mi 遂教方士殷勤觅
'sui'ling'dong'shan'ke 遂令东山客
'sui'ling'tian'xia'fu'mu'xin 遂令天下父母心
'sui'ming'jiu 遂命酒
'sui'mu'gui'nan'shan 岁暮归南山
'sui'mu'yin'yang'cui'duan'jing 岁暮阴阳催短景
'sui'shan'dao'shui'yuan 随山到水源
'sui'shan'jiang'wan'zhuan 随山将万转
'sui'sheng'yi'ke'zhi 虽生意可知
'sui'shi'fu'la'zou'cun'weng 岁时伏腊走村翁
'sui'wu'bin'zhu'yi 虽无宾主意
'sui'xu'zhen'si'neng'ju'gong 睢盱侦伺能鞠躬
'sui'ye'gao'tang'lie'ming'zhu 岁夜高堂列明烛
'sui'yi'chun'fang'xie 随意春芳歇
'sui'you'jue'ding'shui'neng'qiong 虽有绝顶谁能穷
'suo'de'shi'zhan'yi 所得是沾衣
'suo'shou'huo'fei'qin 所守或匪亲
'suo'xian'jin'shou'lian'huan'leng 锁衔金兽连环冷
'ta'nian'jin'li'jing'ci'miao 他年锦里经祠庙
'ta'shang'ting'qian'yi'xiang'xiang 榻上庭前屹相向
'ta'sheng'yuan'hui'geng'nan'qi 他生缘会更难期
'ta'shi'ru'yong'chu 塔势如涌出
'ta'xiang'fu'xing'yi 他乡复行役
'ta'xiang'sheng'bai'fa 他乡生白发
'tai'nong'yi'yuan'shu'qie'zhen 态浓意远淑且真
'tai'se'lian'shen'zhu 苔色连深竹
'tai'shen'bu'neng'sao 苔深不能扫
'tai'ye'fu'rong'wei'yang'liu 太液芙蓉未央柳
'tai'yi'jin'tian'du 太乙近天都
'tan'feng'jie'shen'fou'shang'lin'yuan'dao'qiong 叹凤嗟身否伤麟怨道穷
'tan'jian'zuo'ge'zou'ku'sheng 弹剑作歌奏苦声
'tan'qin 弹琴
'tan'qin'fu'chang'xiao 弹琴复长啸
'tan'xi'wei'ying'xian 叹息未应闲
'tan'xiao'wu'hai'qi 谈笑无还期
'tan'yan'fei'rong'rong 潭烟飞溶溶
'tan'ying'kong'ren'xin 潭影空人心
'tang'pan'kong'ding'you'shu'zuo 汤盘孔鼎有述作
'tang'shi'san'bai'shou 唐诗三百首
'tang'xiong'sheng'ceng'yun 汤胸生层云
'tang'xuan'zong 唐玄宗
'tao'hua'jin'ri'sui'liu'shui 桃花尽日随流水
'tao'hua'xi 桃花溪
'tao'li'yin'yin'liu'xu'fei 桃李阴阴柳絮飞
'tao'ran'gong'wang'ji 陶然共忘机
'tao'ran'gong'zui'ju'hua'bei 陶然共醉菊花杯
'tao'yuan'xing 桃源行
'teng'xiang'lei'luo'san'wan'pi 腾骧磊落三万匹
'ti'cong'jin'fa'gu'xia'yu'guan 扌从金伐鼓下榆关
'ti'da'yu'ling'bei'yi 题大庾岭北驿
'ti'po'shan'si'hou'chan'yuan 题破山寺后禅院
'ti'shi'jing'qie'meng 啼时惊妾梦
'tian'bian'shu'ruo'ji 天边树若荠
'tian'chang'di'jiu'you'shi'jin 天长地久有时尽
'tian'chang'lu'yuan'hun'fei'ku 天长路远魂飞苦
'tian'di'wei'zhi'jiu'di'ang 天地为之久低昂
'tian'di'yi'sha'ou 天地一沙鸥
'tian'di'ying'xiong'qi 天地英雄气
'tian'fu'he'chu'li 田夫荷锄立
'tian'han'cui'xiu'bo 天寒翠袖薄
'tian'han'meng'ze'shen 天寒梦泽深
'tian'jia'shen'bing'zhuan'qi'xiong 天假神柄专其雄
'tian'jiu'hui'deng'chong'kai'yan 添酒回灯重开宴
'tian'lu'you'xian'nan'zhui'pan 天路幽险难追攀
'tian'ming'du'qu'wu'dao'lu 天明独去无道路
'tian'mo'huai'li'bai 天末怀李白
'tian'mu'lian'tian'xiang'tian'heng 天姥连天向天横
'tian'pan'du'shan'ran 天畔独潸然
'tian'qi'wan'lai'qiu 天气晚来秋
'tian'qiu'yue'you'man 天秋月又满
'tian'shang'ren'jian'hui'xiang'jian 天上人间会相见
'tian'sheng'li'zhi'nan'zi'qi 天生丽质难自弃
'tian'sheng'wo'cai'bi'you'yong 天生我材必有用
'tian'tai'si'wan'ba'qian'zhang 天台四万八千丈
'tian'wai'san'feng'xue'bu'cheng 天外三峰削不成
'tian'xuan'di'zhuan'hui'long'yu 天旋地转回龙驭
'tian'ya'gong'ci'shi 天涯共此时
'tian'ya'ku'ci'shi 天涯哭此时
'tian'ya'ruo'bi'lin 天涯若比邻
'tian'ya'shuang'xue'ji'han'xiao 天涯霜雪霁寒霄
'tian'ya'ti'lei'yi'shen'yao 天涯涕泪一身遥
'tian'ya'zhan'meng'shu 天涯占梦数
'tian'yin'yu'shi'sheng'jiu'jiu 天阴雨湿声啾啾
'tian'yuan'liao'luo'gan'ge'hou 田园寥落干戈后
'tian'zi'fei'chang'ci'yan'se 天子非常赐颜色
'tiao'di'san'ba'lu 迢递三巴路
'tiao'di'song'gao'xia 迢递嵩高下
'tiao'di'song'xie'hui 迢递送斜晖
'tiao'rao'huan'shan'pang'tai'hua'fu'xian'jing 迢绕换山旁太华俯咸京
'tie'qi'tu'chu'dao'qiang'ming 铁骑突出刀枪鸣
'tie'yi'yuan'shu'xin'qin'jiu 铁衣远戍辛勤久
'ting'an'wan'shan'chui'bi'li'ge 听安万善吹筚篥歌
'ting'bei'tou'zhu'bu'neng'shi 停杯投箸不能食
'ting'chuan'zan'jie'wen 停船暂借问
'ting'dong'da'dan'hu'jia'sheng'jian'ji'yu'nong'fang'gei'shi 听董大弹胡笳声兼寄语弄房给事
'ting'fang'lin'gu'yi 停舫临孤驿
'ting'qi'yin 听其音
'ting'shu'seng'jun'tan'qin 听蜀僧浚弹琴
'ting'zheng 听筝
'ting'zhong'wei'mian'ke 听钟未眠客
'ting'zhou'wu'lang'fu'wu'yan 汀洲无浪复无烟
'tong'cong'di'nan'zhai'wan'yue'yi'shan'yin'cui'shao'fu 同从弟南斋玩月忆山阴崔少府
'tong'ju'chang'gan'li 同居长干里
'tong'lu'hua'zhu'zhu'zeng'hui 铜炉华烛烛增辉
'tong'nian'sui'jun'shi'jun'ce 同辇随君侍君侧
'tong'shen'ming 通神明
'tong'shi'bei'liu'duo'shang'dao 同时辈流多上道
'tong'shi'chang'gan'ren 同是长干人
'tong'shi'huan'you'ren 同是宦游人
'tong'shi'tian'ya'lun'luo'ren 同是天涯沦落人
'tong'ti'xian'you'guan 同题仙游观
'tong'xin'yu'wo'wei 同心与我违
'tong'xue'shang'xue'xia'mu'ming'he'suo'wang 同穴上穴下目冥何所望
'tong'yan'ruo'ke'zhu 童颜若可驻
'tong'yin'zhong'wen'zhi'gu'shu 同殷仲文之古树
'tong'zhi'kai'jing'fei 童稚开荆扉
'tou'shang'he'suo'you'cui'wei'he'ye'chui'bin'chun 头上何所有翠微盍叶垂鬓唇
'tou'shi'zeng'mi'luo 投诗赠汨罗
'tu'ci'yi'qing'fen 徒此挹清芬
'tu'gai'qing'miao'sheng'min'shi 涂改清庙生民诗
'tu'lao'hen'fei'sheng 徒劳恨费声
'tu'ling'shang'jiang'hui'shen'bi 徒令上将挥神笔
'tu'qiong'fan'zao'su'yan'bai 涂穷反遭俗眼白
'tu'wu'ya'shen'zhou 突兀压神州
'tu'yan'shu'tao'li 徒言树桃李
'wan'ci'e'zhou 晚次鄂州
'wan'fang'duo'nan'ci'deng'lin 万方多难此登临
'wan'feng'chui'xing'zhou 晚风吹行舟
'wan'fu'mo'kai 万夫莫开
'wan'gu'qing'meng'meng 万古青蒙蒙
'wan'gu'wei'liu'chu'ke'bei 万古惟留楚客悲
'wan'gu'yun'xiao'yi'yu'mao 万古云霄一羽毛
'wan'guo'yi'guan'bai'mian'liu 万国衣冠拜冕旒
'wan'he'shu'can'tian 万壑树参天
'wan'hu'dao'yi'sheng 万户捣衣声
'wan'jia'nan'shan'chui 晚家南山陲
'wan'jian'yan'hang'pin 晚见雁行频
'wan'jing'ren'zong'mie 万径人踪灭
'wan'lai'bai'quan'xiang'yu'qiu 万籁百泉相与秋
'wan'lai'ci'ju'ji 万籁此俱寂
'wan'lai'tian'yu'xue 晚来天欲雪
'wan'li'bei'qiu'chang'zuo'ke 万里悲秋常作客
'wan'li'fu'yun'yin'qie'qing 万里浮云阴且晴
'wan'li'gui'xin'dui'yue'ming 万里归心对月明
'wan'li'han'guang'sheng'ji'xue 万里寒光生积雪
'wan'li'qin'shou'jie'zhe'luo 万里禽兽皆遮罗
'wan'li'song'xing'zhou 万里送行舟
'wan'li'yan'zhong'ming 万里眼中明
'wan'nian'wei'hao'jing 晚年惟好静
'wan'niu'hui'shou'qiu'shan'zhong 万牛回首丘山重
'wan'qing'jiang'tian'yi'lu'fei 万顷江田一鹭飞
'wan'shi'bu'guan'xin 万事不关心
