'a'bi'de 阿比德
'wu'jiang'dun'su'yi'jie'ju'xi 吾将遁俗以洁居兮
'wu'jiang'jie'bei'dou'er'liang'jiu'zhou'xi 吾将揭北斗而量九州兮
'wu'li'si'gu'tian'tiao'yao 兀立四顾天迢遥
'wu'lou'zhou'xi'peng'pai 兀漏舟兮彭湃
'wu'mei'fa'xi'feng'huang 吾媒乏兮凤凰
'wu'nai'zao'hua'zhi'qi'gong 无乃造化之奇功
'wu'ran'pi'li 兀然霹雳
'wu'ren'yi'de 无人译得
'wu'ren'zhi'you'ni'chang'wu 无人知有霓裳舞
'wu'ri'bu'zai'hai'wang'cun 无日不在海王村
'wu'ri'shu'yi'dan 五日书一石
'wu'shan'mai'kong'xiao'guang'mei 巫山埋空晓光没
'wu'shi'er'zi'neng 无师而自能
'wu'shi'han'shi'chun'feng'tian 舞时寒食春风天
'wu'shuai'ye'jiu'yi 吾衰也久矣
'wu'suo'yun'mai 雾锁云埋
'wu'tu'nai'he'zong'man'you 吾徒奈何纵嫚游
'wu'wei'ye'bei'ge'zeng'wu'ji'zi 吴伟业悲歌赠吴季子
'wu'wen'cao'mu'wei'you'bu'huang'luo 吾闻草木未有不黄落
'wu'wen'fen'yang'zi 吾闻汾阳子
'wu'wen'shi'ren'zhi'rou 吾闻食人之肉
'wu'wu'an'de'wang'wu'chou 兀兀安得忘吾愁
'wu'xian'heng'zuo'yan'lang'jing 五弦横坐岩廊静
'wu'xing'er'yong'dao'zhe'zhi'wei'shen 无形而用道者之谓神
'wu'xiu'di'hui'shuang'yi'tui 舞袖低回双鹢退
'wu'yan'feng'sha'chui'mang'mang 勿厌风沙吹茫茫
'wu'yao'xiao'yu'fei'zuo'yan 吴妖小玉飞作烟
'wu'yi'fang'xi'ke'chou 无一芳兮可酬
'wu'yi'ruo'xi'yi'qing 毋以弱兮意轻
'wu'yi'shi'shou'liao'bu'de 五翳十手疗不得
'wu'yu'tiao'yao'er'zi'xin 吾愈岧峣而自信
'wu'yue'ma 五月马
'wu'yue'si'du'jie'sen'ran 五岳四渎皆森然
'wu'zhi'zhi'yi'shi'qie'zhi 吾知之矣师且止
'wu'zhong'bu'ru'xu'chun'qiu 五种不入虚春秋
'wu'zhou'si'hai'ben'ru'liu 五洲四海奔如流
'xi'bo'yang'zhi'feng'fen'xi 昔伯阳之逢纷兮
'xi'fang'jing'guo'wei'ke'dao 西方净国未可到
'xi'fang'jing'ji'ming'mai'zai 西方经济命脉在
'xi'fang'tang'gong'hu'jia'zhong 戏仿唐宫护佳种
'xi'fang'wen'ming'da'fu'da 西方文明大复大
'xi'fang'you'ren'lian'he'guo 西方有仁联合国
'xi'feng'bei'xi'bai'ye'suo'suo 西风悲兮败叶索索
'xi'feng'chui'lei'man'yi'jin 西风吹泪满衣襟
'xi'feng'suo'mo'ye'chu'qian 西风索寞叶初乾
'xi'feng'xian'zi'wu'xiao'xi 西风先自无消息
'xi'jiao'che'ma'yi'zhao'jin 西郊车马一朝尽
'xi'jiao'luo'hua'tian'xia'qi 西郊落花天下奇
'xi'liu'tie'tie'chuan'shang'xia 溪流帖帖船上下
'xi'mao'xiu'xi'shui'qing 溪毛秀兮水清
'xi'qi'song'bei'kan'ren'huan 戏骑松背看人寰
'xi'ran'yu'lun'xian'qi'gong 翕然舆论咸奇公
'xi'ri'jin'zhao'xiang'ru'yi 昔日今朝想如一
'xi'shan'cao'mu'ju'bei'xun'liang'sheng 溪山草木俱被循良声
'xi'shan'lang'bo'he'shi'ping 西山浪波何时平
'xi'shan'lao'weng'bao'song'mai 西山老翁饱松麦
'xi'shang'chang'ting'shi'shu'sheng 席上常听诗书声
'xi'shuai'xi'shuai'neng'cu'zhi 蟋蟀蟋蟀能促织
'xi'teng'juan'shu'lan'yin'gou 溪藤卷舒烂银钩
'xi'wu'xie'dan'er 喜无挟弹儿
'xi'xin'yu'mu'shan'zhi'yi 息心於慕膻之蚁
'xi'yang'dong'yang'zheng'you'ren 西洋东洋正有人
'xi'yi'bu'bi'man'ju 戏奕不必满局
'xi'yu'qing'han'er'yue'shi 细雨轻寒二月时
'xi'yu'you'dao'zhe'chang'sheng 锡与有道者长生
'xi'zai'bu'jian'zhu'ru'shi 惜哉不见侏儒师
'xi'zai'da'fu'wei'nuo'zuo'shi'ce 惜哉大府畏懦坐失策
'xi'zai'si'wen'tian'yi'sang 惜哉斯文天已丧
'xi'zhuo'yi'xi'xi'xu 夕濯衣兮西溆
'xi'zi'shi'er'bu'tong 奚自适而不通
'xi'zi'xiao'er'ying'zhi'yue 席子笑而应之曰
'xia'bi'qi'yu'he'li'li 下笔绮语何漓漓
'xia'che'juan'di'bu'dai'dan 下车蠲籴不待旦
'xia'gen'hou'di 下亘厚地
'xia'jiang'zhang'bai'xi'qing'bi 峡江涨白洗青壁
'xia'jin'qi'zhi'bai'xi'ru'meng 下晋齐之拜兮如梦
'xia'kan'ju'he'tong'chang'liu 下瞰巨壑通长流
'xia'lin'bu'ce'yuan 下临不测渊
'xia'tang'xiu'sha'wo 下堂羞杀我
'xia'xiang'zhu'si'san'qian'you 遐想洙泗三千游
'xia'yin'quan'se'ru'mu'cang 下荫泉色如木苍
'xia'you'quan'song'yan'bai'can'jing 下有蜷松偃柏骖旌
'xia'you'wan'shi'bu'diao'zhi'yao'cao 下有万世不凋之瑶草
'xia'you'yu'chuan'yi'dao'qing'che'di 下有渝川一道清彻底
'xian'chao'jin'shu'yan'shi'lang 先朝仅数燕侍郎
'xian'fu'pang'wu'cui'diao'fa 县符旁午催调发
'xian'hu'xian'hu'fei'jue'chen 仙乎仙乎飞绝尘
'xian'hu'zao'he'ling'yun'ci 仙乎早和凌云词
'xian'jing'an'suo'bi 陷阱安所避
'xian'jun'xiong'zhong'ai'yu'zhou 羡君胸中隘宇宙
'xian'ke'ji'xi'huan'ke'fang 险可济兮患可防
'xian'li'hua'yin'pan'nen'qing 闲立花阴盼嫩晴
'xian'ni'chao'jun'wu 衔泥巢君屋
'xian'qin'xi'shang'jiu 弦琴兮觞酒
'xian'ren'cheng'feng'lai'di'xiang 仙人乘风来帝乡
'xian'ren'yi'fu'bu'yi'de 閒人亦复不易得
'xian'sheng'du'shu'jin'san'zang 先生读书尽三藏
'xian'sheng'song'chun'ren'you'chi 先生送春人又嗤
'xian'sheng'tan'chun'ren'bu'jue 先生探春人不觉
'xian'shu'yi'ru'ci 仙术亦如此
'xian'xue'ming'ming'er'bu'jian'tian 霰雪冥冥而不见天
'xian'xun'mu'niu'ke 闲寻牧牛客
'xian'yao'wu'bi'lun 险要无比伦
'xian'yu'chi'xi'wu'liang 先予絺兮五两
'xiang'an'yi'yin'shi'sheng 相安以饮食生
'xiang'chuan'jian'cha'zhi'jian'shui 相传煎茶只煎水
'xiang'dui'xi'jiang'peng'li'hu 想对西江彭蠡湖
'xiang'jun'bu'shi'shang'shang'gen 想君不是上上根
'xiang'jun'xiao 向君笑
'xiang'jun'zi'zhi'wan'wan'xi 相君子之婉婉兮
'xiang'lai'huai'xiu'jian 向来怀袖间
'xiang'luan'wu'liao'que'shou'chi 翔鸾舞了却收翅
'xiang'shi'yi'guan'qi'tu'niu 想是衣冠骑土牛
'xiang'si'tao'jia'hong 相思桃颊红
'xiang'si'xiang'yi'bu'de'jian 相思相忆不得见
'xiang'ta'heng'he'che'di'guo 象蹋恒河彻底过
'xiang'wu'song 想吴淞
'xiang'yi'liu'mei'lv 相忆柳眉绿
'xiang'yi'zun'qian'ba'xie'ao 相忆樽前把蟹螯
'xiang'ze'qi'you'wei'mo 芗泽其犹未沫
'xiang'zhi'yue'xi'di'gong'ye'di 湘之岳兮帝宫谒帝
'xiao'chui'shou'hou'liu'wu'li 小垂手后柳无力
'xiao'er'sui'qun'zou'gan'ye 笑尔随群走干谒
'xiao'feng'xi'chui'bo 小风兮吹波
'xiao'hu'qi'ji'ru'qi'wei 小狐汔济濡其尾
'xiao'ji'hu'tu'du'cu'hao 小技狐兔赌粗豪
'xiao'ran'lan'lv'yi'wu'jin 萧然蓝缕一乌巾
'xiao'ren'ji'du'xie'qin'zheng 小人几度邪侵正
'xiao'wu'zi'si 小物自私
'xiao'xiao'feng'yu'mi'zhao'mu 萧萧风雨迷朝暮
'xiao'zhang'qian 笑张骞
'xiao'zi'liu'li'zai'zhong'ye 孝子流离在中野
'xie'fang'de'chang'pu'ge 谢枋得菖蒲歌
'xie'hou'shi'wo'jia'can'shi 邂逅使我加餐食
'xie'lu'yi'sheng'xi 薤露一声兮
'xie'lu'zai'ge'xi 薤露再歌兮
'xie'qi'zong'jiao'yu'wen'ming 挟其宗教与文明
'xie'shou'luo'ri'hui'gao'yan 携手落日回高宴
'xie'xi'sheng'xi'yan'wu'lao'yi'wei'shou 写溪声兮延五老以为寿
'xie'yan'yi'guo'yu'yan'sheng 蟹眼已过鱼眼生
'xie'ye'ju'shi'yun'yu'sheng 斜曳裾时云欲生
'xie'zhi'e'guan'qi'wu'shi 獬豸峨冠岂无事
'xin'bing'bu'ke'yao 心病不可药
'xin'bu'qian'yu'qian'qu 心不慊于前驱
'xin'ku'jing'ying'shi'ru'yi 辛苦经营实如一
'xin'nan'tu'xi'you'yan 心难吐兮犹咽
'xin'ning'fu'guan'bu'fu'nong 心宁负官不负农
'xin'qi'mao'zei 心其蟊贼
'xin'ru'tie'shi 心如铁石
'xin'zhi'rou'ye 心之柔也
'xin'zi'shi'er'wu'suo'xi 信自适而无所兮
'xing'bai'li'zhe'ban'jiu'shi 行百里者半九十
'xing'gang'tai'fu'cu'he'yao 性刚太傅促和药
'xing'ren'lei'chui 行人泪垂
'xing'shi'yuan'wu'mian'po'chu 幸是元无免破除
'xing'wu'yi'ci'cun'huai'bao 幸勿以此存怀抱
'xing'xing'bu'wei'chou'jin'zu 行行不谓抽金镞
'xing'xing'jin'gu'meng'zhong'shen 星星今古梦中身
'xing'yu'gong'xi'yong'jue 幸与公兮永诀
'xing'yu'yi'shi'cha'ke'xi 幸馀一事差可喜
'xing'yu'zhong'wu'zhi'qian 行於众污之前
'xing'ze'sui'qing'li'lv'suo 行则随青笠绿蓑
'xing'zhi'zhi'xi'jie'yu'yi 行至止兮嗟于役
'xiong'ci'tong'sheng 雄雌同声
'xiong'zhong'huo'yong'san'ba'fa 胸中活用三八法
'xiu'fang'hui'er'qiu'quan'lan 羞芳蕙而糗荃兰
'xiu'liang'jue'li'gu'he'xing 休粮绝粒孤鹤形
'xiu'tao'yao'xi'fan'ru 羞桃肴兮饭汝
'xiu'ye'xin'feng'hong'yu'ran 秀野欣逢红欲然
'xiu'zhi'hou'ju'wo'bei'shi 羞芝餱菊我辈事
'xu'bai'ting'qian'hu'shui'pan 虚白亭前湖水畔
'xu'bu'ke'shi 吁不可恃
'xu'fei'huang'jin'wen'hai'xian 虚费黄金问海仙
'xu'fu'kong'li'ru'piao'hong 须浮空立如飘鸿
'xu'he'cheng'yin'yang 嘘呵成阴阳
'xu'jie'gui'bie'zhi'zhi'neng'ji'he 吁嗟龟鳖之智能几何
'xu'jie'hu 吁嗟乎
'xu'jie'hu'chang'jiang 吁嗟乎长江
'xu'nv'xiao'fu'nan'ji'rui 须女晓浮南极瑞
'xu'piao'piao 虚飘飘
'xu'shi'qing'cheng'ke'lian'nv 须是倾城可怜女
'xu'tian'yi'qi 吁天以泣
'xu'yu'duo'ming'gui'ku'zhong 须臾夺命鬼窟中
'xu'yu'xin'er'chen'ci'xi 叙余心而陈词兮
'xu'zhi'xiang'yan'guang'yin'hao 须知向眼光阴好
'xu'zhu'piao 嘘竹莩
'xuan'dong'gu'hong'du'yun'han 玄冬孤鸿度云汉
'xuan'se'qi'yu'ben'nan'yu 轩瑟齐竽本难遇
'xuan'zhu'duo'shui'wang'xiang'chou 玄珠堕水罔象愁
'xuan'zhuan'rao'ou'fei'xue'qing 眩转绕瓯飞雪轻
'xue'ju'mu'chu 穴居木处
'xue'mu'xiao'zhuang'yan'ru'yu 学母晓妆颜如玉
'xun'chou'bu'jian'ru'xiang'sui 寻愁不见入香髓
'xun'feng'nan'tian'hou'min'xing 薰风南天厚民性
'xun'feng'you'yi'bu'ming'tiao 熏风有意不鸣条
'yan'che'bi'rou'he'jian'ao 盐车髀肉何煎熬
'yan'chen'shi'zhi'jiao'ge'xi 厌尘世之轇轕兮
'yan'chi'you'lie'ning'xiang'yuan 妍媸优劣宁相远
'yan'ci'shi'zhi'duo'xiao'xi 厌此世之多嚣兮
'yan'e'lian'lue'bu'sheng'tai 烟蛾敛略不胜态
'yan'fu'zi 严夫子
'yan'gao'yan'gui'xi'mai'mai 言告言归兮迈迈
'yan'gu'qi'hong'wu 艳骨泣红芜
'yan'guang'yan'ai'xi 烟光晻暧兮
'yan'ji'wang'zhi'gu'qian 掩既往之孤搴
'yan'jin'yi'yan'guan'wei'fu 言今已验官未复
'yan'lao'jiao'jiang'kua'man'kou 盐酪椒姜夸满口
'yan'liu'qin'chuang'ru'yan'wu 檐溜侵窗入烟雾
'yan'qian'fang'fu'du'xing'zhi 眼前仿佛睹形质
'yan'ran'zong'song'you'long'jing 嫣然纵送游龙惊
'yan'ru'yan'dian'bu'kan'ren 眼如岩电不看人
'yan'shui'xi'mang'mang 烟水兮茫茫
'yan'wei'zhong'xi'sui'yi'lan 言未终兮岁已阑
'yan'xi'ting'wu'shi'zhan'wan 炎曦亭午试展玩
'yan'xia'yi'sun'wei'cheng'li 言下一孙未成立
'yan'xiao'xie'xi'zhong'fang 奄销歇兮众芳
'yan'xue'li'xi'shen'jian 验学力兮深坚
'yan'yi'bu'ming'peng 雁以不鸣烹
'yan'yu'min'shi'ming 严羽悯时命
'yan'yun'er'xiang'tou'ru'dou 眼晕耳响头如斗
'yan'zi'yi'xing'shu'jiang'xiao 雁字一行书绛霄
'yan'zuo'xie'xing'shu 雁作斜行书
'yang'chun'xi'yu'bing 阳春兮玉冰
'yang'sheng'shi'qin'qi'shi'gu 养生事亲汔师古
'yang'shi'chuang'sheng'jun'zao'pu 杨氏创声君造谱
'yang'tai'su'yun'yong'bu'fei 阳台宿云慵不飞
'yang'tian'er'qi'xin'ru'feng 仰天而泣心如疯
'yang'yan'zheng'zeng'yi'shi'chen'guo'qi 杨炎正赠医士陈国器
'yang'yang'hu'shui'zai 洋洋乎水哉
'yang'yang'qi'yu'ru'wu'zong 飏飏其羽如无踪
'yao'cao'bu'gan'zhuan'fang'xin 瑶草不敢专芳馨
'yao'dang'chun'chou'man'nan'guo 摇荡春愁满南国
'yao'heng'ban'jie'xing'lao'lao 腰横半解星劳劳
'yao'jin'pei'lu'zhong'mu'hao 腰金佩璐众目好
'yao'kong'shan'xi'shen'yang 杳空山兮神扬
'yao'mo'jian'xi'jin'ya 杳莫见兮津涯
'yao'shun'dou'ji'fang 尧舜都冀方
'yao'tang'shui'han'ren'bu'zhi 尧汤水旱人不知
'yao'xu'xin'di'shou'han'ma 要须心地收汗马
'yao'yao'bai'yun'qing'zhang'jian 杳杳白云青嶂间
'yao'yao'bu'rang 嶢嶢不让
'yao'yu'ren'jian'liu'hao'yang 要与人间留好样
'ye'di'xian'kan'jia'die'mian 叶底闲看蛱蝶眠
'ye'ju'sa'lv'xuan'chun'lei 曳裾靸履喧春雷
'ye'lai'liang'yue'wu'tou'hai 夜来凉月屋头还
'ye'lan'tan'xi'yang'wu'liang 夜阑叹息仰屋梁
'ye'ren'zhi'wu'yu 野人之无欲
'ye'ru'he'qi'kan'dou'bing 夜如何其看斗柄
'ye'seng'yun'wo'dui'kai'xuan 野僧云卧对开轩
'ye'she'zhi'yin 耶舍之印
'ye'shen'bu'xian'qing'lu'zhong 夜深不嫌清露重
'ye'wei'wei'er'guo'zhong 夜亹亹而过中
'ye'wu'feng'xi'hai'wu'lan 野无烽兮海无澜
'ye'ye'shan'gui'kui'deng'gang 夜夜山鬼窥灯缸
'ye'yin'chao'mian'duan'wu'shi 夜饮朝眠断无事
'ye'ying'zhi'jian'sheng'dian'guang 曳影之剑生电光
'ye'yue'bao'qiu'qin 夜月抱秋衾
'ye'zhang'kuang'zou'wu'xi'dong 曳杖狂走无西东
'ye'zhang'xi'chang'ge 曳杖兮长歌
'ye'zhang'xing'chuan'bo'zhong'yun 曳杖行穿嶓冢云
'ye'zhao'pin'jia'men'hu'lai 也照贫家门户来
'yi'an'le'qi'zi'sun 以安乐其子孙
'yi'bao'dou'bao'xi 以暴逗暴兮
'yi'bao'ji'ren 以饱饥人
'yi'bei'yi'bei'fu'yi'bei 一杯一杯复一杯
'yi'bian'zhi'nv'xun'xi 一编之女训兮
'yi'bo'an'chao'ruo'fei'niao 一钵安巢若飞鸟
'yi'bu'bai'shou'qi'song'chun 一步拜手祈松椿
'yi'can'shu'xi'xia 翳残书兮罅
'yi'cao'yi'ba'bu'yi'yi 一草一拔步一移
'yi'chang'san'tan'xi'yi'kong'zhi'chuo 一唱三叹兮亦孔之惙
'yi'chun'yang'zhi'ran'ran'xi 伊春阳之冉冉兮
'yi'cong'hun'meng'hu'zhao'lai 疑从魂梦呼召来
'yi'dai'ru'zong'yi'jing'rang 一代儒宗一敬让
'yi'dan'jue'fa'pen'wan'zhang 一旦掘发喷万丈
'yi'dan'kan'wu'ri 一石看五日
'yi'dan'qi'neng'xu'min'ming 一箪岂能续民命
'yi'dao'mu'zhi 以道牧之
'yi'de'zun'qian'liang'you'sheng 已得樽前两友生
'yi'ding'chun'xue 一顶春雪
'yi'er'yi'nv'xi'qi'wei 一儿一女嘻其危
'yi'fan'wei'yu'yi'duo'zha 宜反谓余以多诈
'yi'fang'hei'zhao'san'fang'zi 一方黑照三方紫
'yi'gen'bu'dai'chen'ai'qi 异根不带尘埃气
'yi'gong'zhi'hao'xiu'xi 宜公之好脩兮
'yi'he'yi'xun'shi'zhi'shen'shang 亦何异荀氏之神伤
'yi'hu'yi'hu 已乎已乎
'yi'ji'guo'chao'zhi'qian'jia 以及国朝之乾嘉
'yi'ji'ji'ping'da'jiu'chong 益藉讥评达九重
'yi'jia'bai'mu'chang'wu'chou 一家百亩长无愁
'yi'jian'juan'shen'gang'zi'xu 一剑捐身刚自许
'yi'juan'fei'er'gui'zhi 亦倦飞而归止
'yi'ke'zai'xi'ke'ni 亦可载兮可溺
'yi'kong'zhi'ai 亦孔之哀
'yi'kou'xi'jin'xi'jiang'shui 一口吸尽西江水
'yi'lai'yao'shi'shu'shan'ke 一来要是疏山客
'yi'li'su'zhong'cang'shi'jie 一粒粟中藏世界
'yi'ling'qian'tang'di'er'nian 移领钱唐第二年
'yi'luo'ren'jian'ba'jiu'nian 一落人间八九年
'yi'mei'wei'di'yi'shi'po 以美为敌亦势迫
'yi'mu'mu'xi'ci'yan 意穆穆兮词严
'yi'ni'sui'yi'qie'jiao'qu 亦拟随宜且教取
'yi'nian'zhong'qiu'zui'ming'yue 一年中秋最明月
'yi'qi'qing'jiu'zhou 意气倾九州
'yi'qi'yan'ze'hai'zhi 易其言则害智
'yi'qiang'ci 以强词
'yi'qiu'yi'ge 一裘一葛
'yi'ri'gan'dan'lie 异日肝胆裂
'yi'ru'ming'shan'shao'da'yao 亦入名山烧大药
'yi'sheng'lao'si'yun'hai'zhong 一生老死云海中
'yi'sheng'mu'zhi 以绳牧之
'yi'sheng'neng'shi'jin'ri'zhong 一生能事今日终
'yi'shi'guo'hai'shi'shen'xian 一时过海是神仙
'yi'shi'hai'tian'shu'dian'zhi'wei'ou 亦是海天数点之微沤
'yi'shi'hun'zhan'si'shi'wan 一时混战四十万
'yi'shi'jue'zao'kong'bu'shen 一时掘凿恐不深
'yi'shi'she'luo'zao'diao'shuang 一矢射落皂雕双
'yi'shi'xi'yu'jin'shang'chuan 一时戏语今尚传
'yi'shi'xing'jiang'da'di'cong 异事行将达帝聪
'yi'shuang'bai'bi'wei'gou'du 一双白璧委沟渎
'yi'shuang'lao'he'tan'tang'yao 一双老鹤谈唐尧
'yi'shui'bei'yin'lei'cheng'xue 易水悲吟泪成血
'yi'shui'shuang'liu'kong'xiao'xiao 易水霜流空萧萧
'yi'shun'ding'song'xin'fang'su 易顺鼎送辛仿苏
'yi'shun'ding'yan'ge'xing 易顺鼎燕歌行
'yi'shun'ding'zhong'nan'jue'ding 易顺鼎终南绝顶
'yi'si'lan'jiao'gen'qi'xin 伊斯兰教根其心
'yi'si'ren'yan'shang'ru'ci 已死人言尚如此
'yi'wen'gu'xie'xiao'du'xing 一闻鼓枻笑独醒
'yi'wen'zhong'sheng'qi'yan'ai 疑闻钟声起晻霭
'yi'wu'kun'lun'peng'dao'yu'kong'tong 已无昆仑蓬岛与崆峒
'yi'xi'da'lei'dian 一夕大雷电
'yi'xi'hu'bei'zai 噫嘻乎悲哉
'yi'xi'jian'bao'xi'ming'zhu'xin'fu 忆昔坚保兮铭著心腑
'yi'xi'ke'tuo'shang'xiang'wen 依稀咳唾尚相闻
'yi'xi'lang'bei'zou'kong'gu 忆昔狼狈走空谷
'yi'xi'xu 噫嘻吁
'yi'xian'xiang'yin'ji'xiang'bi 以纤相引戟相蔽
'yi'xiao'xi'zu'jing'yi'shi 一笑兮足惊一世
'yi'yao'xi'gao'ming 熠耀兮高明
'yi'yi'wei'er'zhu'er'xiong'xi 以一尉而诛二凶兮
'yi'yi'yan'zhi'xuan'hui 宜异言之喧豗
'yi'yin'san'tan'xi 一饮三叹息
'yi'you'gui'shen'lai'hu'shou 宜有鬼神来护守
'yi'zai'san'qian'da'qian'wai 抑在三千大千外
'yi'zai'shi'er'wan'nian'qian 抑在十二万年前
'yi'zhao'hua'zuo'bian'fu'qu 一朝化作蝙蝠去
'yi'zhao'shu'fu'qu 一朝束缚去
'yi'zhao'xian'ni'shui'shi'zi 一朝陷溺谁氏子
'yi'zhao'yu'wo'bian'xiang'qin 一朝遇我便相亲
'yi'zhao'zhi'fen'yi'chu'ren 一朝之忿以触人
'yi'zhao'zhong'dao'feng'lang'hu 一朝中道逢狼虎
'yi'zhi'dao'shi'ren'xi 以直道事人兮
'yi'zhou'gong'bu'fu'meng'xi 繄周公不复梦兮
'yi'zhu'jing'hua'san'shi'chun 一住京华三十春
'yi'zhu'shi'yi'dang'wu 羿注矢以当物
'yi'zun'you'yi'zhong'shan'yue 一尊有意重山岳
'yin'biao'qi'qi 阴飚凄凄
'yin'feng'leng'yu'bu'xiang'dai 阴风冷雨不相贷
'yin'feng'tuo'fang'bian 因风托方便
'yin'gu'yun'di'mei'yu'duo 阴谷云低梅雨多
'yin'hai'hao'dang'qiong'ying'piao 银海浩荡琼霙飘
'yin'he'dao'gua'san'shi'liang 银河倒挂三石梁
'yin'huai'jun'xi'shang'ce 隐怀君兮伤恻
'yin'mo'ye'yi'zi'can 引镆鋣以自残
'yin'ning'yang'xi'xue'tu'ye 阴凝阳兮血涂野
'yin'nong'feng'yue 吟弄风月
'yin'ping'xie'tang'kua'di'er 银瓶泻汤夸第二
'yin'qi'wei'hun'tong'zhi'mei 饮泣为昏瞳之媒
'yin'shi'zuo'fu'bei'chuang'li 吟诗作赋北窗里
'yin'tian'ni'er'zao'shi 因天倪而造适
'yin'xin'bu'tong'yan'fei'jue 音信不通雁飞绝
'yin'yi'xiang'gu'lao'shi'ceng'song'ren 因忆象骨老师曾送人
'yin'yin'qin'yi'ru'wen'feng 愔愔琴意如温风
'yin'yu'mei'xi'qian'yu'shang 引余袂兮褰余裳
'yin'yu'yang'qi'jiao'ge'xi 阴与阳其轇轕兮
'yin'yu'zheng'he'li'sao'zhe 引喻政合离骚辙
'yin'yue'xu'mei'you'ke'du 隐约须眉犹可睹
'yin'yun'za'di'dong'bu'shou 阴云匝地冻不收
'ying'che'zai'shu'qian'er'du 盈车载书遣儿读
'ying'ling'lue 应领略
'ying'long'zhi'bu'ju'xi'hu 应龙之不拘系乎
'ying'qi'lin'lin'mo'qing'ming 英气凛凛磨青冥
'ying'yu'nan'xu'wan'yu'li 萦纡南徐万余里
'ying'zhong'zi'di'jie'geng'ren 营中子弟皆耕人
'yong'ge'xi'zu'sui 咏歌兮卒岁
'yong'huai'dan'feng'shu'wei'tuo 永怀丹枫树微脱
'yong'jiu'ke'er'gu'yin 拥旧柯而孤吟
'yong'qi'zhi'ze'hai'ming 用其智则害明
'yong'shu'wu'gu 用熟五谷
'yong'xia'guo'yan'deng'xu'zhi 永夏过眼等虚掷
'you'bu'ceng'jiu'zhe'bi 又不曾九折臂
'you'bu'jian'geng'gong'xi'nian'kun'shu'le 又不见耿恭昔年困疏勒
'you'bu'jian'jiu'yue'jiang'nan'xue'ying'chi 又不见九月江南雪盈尺
'you'bu'jian'qian'nian'yue'mi'di'jin'bi 又不见前年龠米抵金璧
'you'bu'jian'sui'yang'jiang'jun'nu'qie'chi 又不见睢阳将军怒切齿
'you'bu'jian'wu'chang'shan'zhong'qing'ling'yuan 又不见武昌山中清泠渊
'you'bu'jian'xia'hou'hao'ji'pin'wu'li 又不见夏侯好妓贫无力
'you'bu'jian'xian'yang'san'yue'huo'bu'mie 又不见咸阳三月火不灭
'you'bu'jian'yuan'ming'peng'ze'tou'zan'ying 又不见渊明彭泽投簪缨
'you'bu'jian'zhen'guan'gu'ren'you'wang'xian 又不见贞观故人有王显
'you'cao'yao'yao'dong'xia'qing 有草夭夭冬夏青
'you'chang'jing'bai'chi'ruo'xue'shan 有长鲸白齿若雪山
'you'chong'zhi'sou'kuang'er'dian 有崇之叟狂而颠
'you'chou'fang'le 游鯈方乐
'you'cong'fu'cun'qi'fei'yang 又从肤寸起飞扬
'you'di'you'di'ge'feng'xue 有弟有弟隔风雪
'you'di'you'di'li'chi'jia 有弟有弟力持家
'you'ding'er'bu'di 有定而不抵
'you'gong'han'mo'nai'ru'ci 有功翰墨乃如此
'you'gong'tiao'tiao 幽宫迢迢
'you'guan'you'guan'wei'qing'xiang 有官有官位卿相
'you'huai'wei'shui'xi'yuan'yuan 有怀渭水兮渊渊
'you'jiao'er'bu'chu 有角而不触
'you'ke'wei'xin 犹可为薪
'you'ke'you'ke'fu'qiu'weng 有客有客浮丘翁
'you'kong'qun'ling'zhi'hao'chan'xi 又恐群灵之好谗兮
'you'kong'tao'wan'tiao 游空绦万条
'you'kou'dan'song'bai 有口啖松柏
'you'lai'neng'shi'jie'you'zhu 由来能事皆有主
'you'lai'qi'xia'bu'ke'an'pai'xi 忧来泣下不可安排兮
'you'man'ze'you'xu 有满则有虚
'you'mei'yan'hu'yue'ku 右袂掩乎月窟
'you'mei'you'mei'tian'yi'fang 有妹有妹天一方
'you'mu'you'mu'si'nan'guo 有母有母死南国
'you'nv'you'nv'qing'qie'shu 有女有女清且淑
'you'pu'lian'cheng 有璞连城
'you'qi'you'qi'bu'de'gu 有妻有妻不得顾
'you'qu'ti'hua'hui 有躯体化灰
'you'quan'luo'jian'ye'xiao'xiao 幽泉落涧夜萧萧
'you'que'cheng'liu'guo'hai'dong 又却乘流过海东
'you'ren'lai'xi'wei'zhi'tai'xi 有人来兮为之太息
'you'ren'leng'li'jun'yi'guan 有人冷立峻以观
'you'ren'qu'wan'fa'xian'xing 幽人躯玩发仙兴
'you'ru'tai'gu'xue'bu'xiao 又如太古雪不消
'you'ru'xi'xing'da'ge'bi 又如西行大戈壁
'you'ru'xian'sheng'ping'sheng'zhi'you'huan 又如先生平生之忧患
'you'shan'er'bu'xian 有山而不险
'you'shi'bu'yi'shang'ma'qu 有时不揖上马去
'you'shi'chu'yi'tou 有时出一头
'you'shi'huo'fang'huang'gu'fen 有时或访皇姑坟
'you'shi'lu'shuang'ji 有时露双髻
'you'shi'mie'mo'ru'fu'ou 有时灭没如凫鸥
'you'shi'qi'qiao'tian'zhuo'cheng 有石奇峭天琢成
'you'shi'shi'qu'bu'ke'qiu 有时失去不可求
'you'shi'wan'yan'ru'long'qiu 有时蜿蜒如龙虬
'you'shi'xing'hun'tian 有时行浑天
