'a'na'kan 阿那看
'shi'jun'shi'cheng'chu 是君诗成处
'shi'jun'yu'cao'er 使君与操耳
'shi'lan'gan 湿阑干
'shi'li'yan'ming'mie 十里烟明灭
'shi'liu 石榴
'shi'men'suo'xiao'qiao'cui 市门索笑憔悴
'shi'nian'bo'lang'shang'li'chai 十年波浪伤离拆
'shi'nian'li'he'lao'yi 十年离合老矣
'shi'nian'qian'shi 十年前事
'shi'nian'qian'yue 十年前月
'shi'nian'shi 十年事
'shi'peng'jiu'ban'you'xiang'mi 诗朋酒伴犹相觅
'shi'ping'an 试平安
'shi'ping'di 是平地
'shi'qian'sui 是千岁
'shi'qing'hui'zi'fu'yun'hong 施青绘紫复匀红
'shi'qiong'zhi'man'yi'bu'jin 诗穷纸满意不尽
'shi'ren'dou'bu'nian 世人都不念
'shi'ri'qian'ji'ke'fu'xie 十日千机可复谐
'shi'ru'hu'zhong'kan 试入壶中看
'shi'san'nian'bu'chu'jin'zhao'chu 十三年不出今朝出
'shi'sao'shou 试搔首
'shi'shang'jie'lou'yu 失上界楼宇
'shi'shang'shu'ying 世上输赢
'shi'shi'bu'ru'ren'liu'qi 十事不如人六七
'shi'shi'dao'qian'ling 十十到千龄
'shi'shi'deng'e'ju 是事等恶剧
'shi'shi'jian'nan'yi'bian 世事艰难已遍
'shi'shi'liang'mang'mang 世事两茫茫
'shi'shi'mo'xun'si 世事莫寻思
'shi'shi'nai'he'xu 世事奈何许
'shi'shi'ru'he'shuo 世事如何说
'shi'shi'shuo'lai'dou'le 世事说来都了
'shi'shi'shuo'yu 时时说与
'shi'shi'wu'zu'yu 世事无足语
'shi'shi'you'you'xu 世事悠悠许
'shi'shi'zao'zhi'jin'ru'ci 世事早知今如此
'shi'shi'zhi'tian'bei 世事只添杯
'shi'shu'cong'qian 试数从前
'shi'shui'huan'zuo'shui'jing'qiu 是谁唤作水晶毬
'shi'shui'li'wan'tian'he 是谁力挽天河
'shi'shui'pao'guo'dong'qiang 是谁抛过东墙
'shi'shui'yu'fu 是谁玉斧
'shi'sui'er'tong 十岁儿童
'shi'ta'jia'jiang'chun'cui'xiu 是他家绛唇翠袖
'shi'ta'jin'dai'wan'ding'chui 识他金带万钉垂
'shi'ta'zao'ji'chi'ji 是他早计迟计
'shi'tiao'geng'yu'shou 是调羹御手
'shi'ting'cheng'lou'jiao 时听城楼角
'shi'wen'ling'yan'tu'xiang'guo 试问凌烟图相国
'shi'wen'wen'jun'rong'she'fou 试问文君容赊否
'shi'wu'nian'jian'chun'meng'duan 十五年间春梦断
'shi'wu'nian'yu'zhou 十五年宇宙
'shi'wu'qing 是无情
'shi'wu'wu'zhe'deng'qian'quan 是乌乌者灯前劝
'shi'ye'fei'wu'nian'ru'ci 是耶非吾年如此
'shi'yi'sui'bie'ren'qu 是疑岁别人去
'shi'yi'ta'chun'lai'shu'hu 是疑他春来倏忽
'shi'yin'jin'cheng'qu 市隐今成趣
'shi'you'qing 是有情
'shi'yu'kan'hua'zhu'jun'zi 试语看花诸君子
'shi'yun'dai'xiang'san'geng'tu 湿云待向三更吐
'shi'zai'guan'shen'shi'bao'shen 是宰官身是报身
'shi'zai'qing'yuan'xiao 十载庆元宵
'shi'zhe'ru'si 逝者如斯
'shi'zhi'shi 十之十
'shi'zhong'ceng'zhu'lao'ren'shuang 是中曾著老人双
'shi'zi'xia'zhi 侍紫霞卮
'shou'an'lou'zi'chong'chong'rui 寿安楼子重重蕊
'shou'chen'jing'shan 寿陈静山
'shou'chen'jing'zhi 寿陈敬之
'shou'chen'jing'zhi'tui'guan 寿陈敬之推官
'shou'ci 寿词
'shou'de'huang'yun'ru'tu 收得黄云如土
'shou'deng'jie 收灯节
'shou'hu'pan'ju 寿胡盘居
'shou'hu'tan'dong 寿胡潭东
'shou'huai'cheng 寿槐城
'shou'jia'jiao 寿贾教
'shou'jiu'yi'bei'sheng'fu'yao 寿酒一杯胜服药
'shou'jun'shou 寿郡守
'shou'kang'jiao 寿康教
'shou'li'hou 寿李侯
'shou'li'tong'zhi 寿李同知
'shou'liu'hou 寿刘侯
'shou'liu'jiao 寿刘教
'shou'liu'zhong'jian 寿刘仲简
'shou'miu'shou 寿缪守
'shou'mou'weng 寿某翁
'shou'qi'huan'jiu'hang'shi 瘦妻换酒行试
'shou'qiu'shui 寿秋水
'shou'que'han'wu'shu 受却寒无数
'shou'shang'chao'ju 寿觞朝举
'shou'sui 守岁
'shou'tan'zi'zhuo'hua'jian'shui 寿潭自酌花间水
'shou'wang'cheng'shan 寿王城山
'shou'wang'qiu'shui 寿王秋水
'shou'weng'dan'shan 寿翁丹山
'shou'wu'meng'an 寿吴蒙庵
'shou'xi'feng'wu 受西风侮
'shou'xiao'jing'an 寿萧敬安
'shou'xie'shou'peng 寿谢寿朋
'shou'yan'yun'xin 寿晏云心
'shou'yang'yi'pian 寿阳一片
'shou'zhan'tian'you 寿詹天游
'shou'zhang'chen'ai'huang'hua'lu 手障尘埃黄花路
'shou'zhang'cui'weng 寿张粹翁
'shou'zhang'gu'yan 寿张古岩
'shou'zhao'song'lu 寿赵松庐
'shou'zhi'zhong'er'shou 寿治中二首
'shou'zhong'chun'feng'qian'shu 手种春风千树
'shou'zhong'fu 寿中甫
'shou'zhong'pan'tao 手种蟠桃
'shou'zhong'tong'ye'jin'tian'hua 手中铜叶锦添花
'shou'zhou'nai'xuan 寿周耐轩
'shu'bai'sui'ban'lai'xu'zhong 数百岁半来许中
'shu'chan'gao'shu 疏蝉高树
'shu'da'ban'lun 输大半轮
'shu'dai'guan'hun'shi 数待冠昏时
'shu'dao'shang'yuan'shi'jie 数到上元时节
'shu'feng'qing'si'ran 数峰青似染
'shu'hang'xin'liu'zi'ti'ya 数行新柳自啼鸦
'shu'hua'leng'yan 疏花冷眼
'shu'le'zui'pu'tao 疏了醉葡萄
'shu'sheng'qiu 数声秋
'shu'shu'dian'dian'hu'ji'ming 疏疏点点忽鸡鸣
'shu'shu'mi'mi 疏疏密密
'shu'ti'fu'fu'dong'ting'xiang 书题拂拂洞庭香
'shu'yi'jiu 书易就
'shu'ying'gong'san'xiu 疏影共三嗅
'shu'ying'heng'xie 疏影横斜
'shu'you'ru'ci 树犹如此
'shu'yu'xiang'shan'le'se 输与香山乐色
'shu'yue'jin'cai'ji 数月今才几
'shu'zai'tai'ping'feng'nian'rui 数载太平丰年瑞
'shu'zi'lei'zi'duo 叔子泪自堕
'shu'zi'qu'ren'yuan'yi 叔子去人远矣
'shuai'ye'jiu 衰也久
'shuang'chui'xiao'yuan 霜吹晓怨
'shuang'fei'shui'shi'die'ci'xiong 双飞谁识蝶雌雄
'shuang'fei'yan'zi'zi'xiang'xian 双飞燕子自相衔
'shuang'feng'bu'dong'qing'ming'hao 霜风不动晴明好
'shuang'qian'yan'dao'xie'ao'chi 霜前雁到蟹螯持
'shuang'quan'er'shi'ni 双圈儿是你
'shuang'shuang'fei'xia'ming'lu 双双飞下鸣鹭
'shui'bian'zhu'wai 水边竹外
'shui'bu'cheng'han'jiu'xian'xing 睡不成酣酒先醒
'shui'bu'yuan'feng'hou'wan'hu 谁不愿封侯万户
'shui'chang'chun'hua'qiu'ye'lei'tou'liu 谁唱春花秋叶泪偷流
'shui'ci'da'shi'shi'hao'tui'zhao'yang 谁赐大师师号退昭阳
'shui'dang'ru'chou 谁当汝俦
'shui'dong'tao'hua'xia'fu 水东桃花下赋
'shui'geng'fen'hui'dui 谁更忿灰堆
'shui'guang'yue'se'huan'xiang'lian 水光月色环相连
'shui'gui'zhan'lu'zhu 谁贵毡庐主
'shui'guo'hua'yin'yi'zhang 睡过花阴一丈
'shui'hou 水后
'shui'ji'yang'zhou'po'jing 谁寄扬州破镜
'shui'jia'hong'xiu 谁家红袖
'shui'jia'jiao'xiao 谁家娇小
'shui'jian'mei'hua'ru'lei'bu'yan'zhong 谁见梅花如泪不言中
'shui'jian'shi'ying'liu 谁见湿萤流
'shui'jian'xuan'hua'gu'shi 谁见宣华故事
'shui'jian'zhao'hun'zhi 谁剪招魂纸
'shui'kan 谁看
'shui'lai'tian'zui'se 睡来添醉色
'shui'liao'gui'wu'lu 谁料归无路
'shui'liao'mei'ren'chi'mu 谁料美人迟暮
'shui'liao'ren'jian'tian'shang'si'liu'xing 谁料人间天上似流星
'shui'liao'zun'zhong'wu'yue 谁料尊中无月
'shui'mang'mang 水茫茫
'shui'neng'ju'xi'shu'hai'chui 谁能匊淅数还炊
'shui'nian'nan'lou'lao'zi 谁念南楼老子
'shui'nian'wo'yin'qing'qiao'cui 谁念我吟情憔悴
'shui'qi'pi'yi 睡起披衣
'shui'qi'wu'qing 睡起无情
'shui'qi'you'qing'he'hua'juan 睡起有情和画卷
'shui'qian'feng'sha'an'nan'pu 谁遣风沙暗南浦
'shui'qian'jiang'tou'xu'feng'xi 谁遣江头絮风息
'shui'rao'shan'wei 水绕山围
'shui'ruo'fu'shui'qiang 谁弱复谁强
'shui'sao'yi'zhi 谁扫一枝
'shui'shi'dang'nian'juan'lv 谁识当年倦旅
'shui'shi'liang'feng'xiang'dui'yu 谁识两峰相对语
'shui'shi'xiao'nian'chu'du 谁识小年初度
'shui'shi'xuan'hua'men'shou'zhe 谁是宣华门守者
'shui'shi'yu'huai'miao'miao 谁识余怀渺渺
'shui'shi'zui'shi'weng 谁是醉施翁
'shui'shuo'han'gong'fei'yan 谁说汉宫飞燕
'shui'si'po'yang'chi'yi'zhe 谁似鄱阳鸱夷者
'shui'si'wo 谁似我
'shui'tan'dong'men'lie'juan 谁叹东门猎倦
'shui'wei'li 谁为理
'shui'xi'tong'tuo 水洗铜驼
'shui'xian'hua'biao 水仙华表
'shui'xian'mei'di 水仙梅弟
'shui'xian'xiong 水仙兄
'shui'xiang'qi'lin'xuan'li'xie'hou'fei 谁向麒麟楦里卸猴绯
'shui'xiao'nan'yang'wu'ba 谁笑南阳舞罢
'shui'yan'qing'yin'yu'wu 睡眼青阴欲午
'shui'zhi'dao 谁知道
'shui'zhi'guang'han'meng'wu'liao 谁知广寒梦无憀
'shui'zhi'qu'san'bu'yuan 谁知去三步远
'shui'zhuo'shui'qing 谁浊谁清
'shuo'bian'chou'wang'duan'xian'sheng'song 说边愁望断先生宋
'shuo'bu'jin'gu'ren'chi'jue 说不尽古人痴绝
'shuo'jin'peng'you'die'meng 说尽鹏游蝶梦
'shuo'jin'xian'qing 说尽闲情
'shuo'jiu'shi'shi'wen'shi'shui 说旧时诗问是谁
'shuo'kai'yuan'jiu 说开元旧
'shuo'shang'yuan 说上元
'shuo'shen'dong'feng 说甚东风
'shuo'shen'he'nian'he'chu 说甚何年何处
'shuo'shen'na'shi'su'xiao 说甚那时苏小
'shuo'shen'zuo'yan'zhi 说甚左眼痣
'shuo'si'wu'shan'lou'wan'die 说似吴山楼万叠
'shuo'xiang'jiang'qu 说相将去
'shuo'yu'dong'feng'qing'shi 说与东风情事
'shuo'zhu'chun'qing'shui'bu'ai 说著春情谁不爱
'shuo'zhu'dong'hun 说著东昏
'shuo'zhu'lei'chan'yuan 说著泪潺湲
'shuo'zhu'xuan'he'si'tian'bao 说著宣和似天宝
'si'ba'qiao'feng'xue'yin'jian 似灞桥风雪吟肩
'si'bi'xiao'tiao'jiu'jue'xian 四壁萧条久绝弦
'si'chen'shui'wu'yan 似沉水无烟
'si'gu'ren'an'dao 似故人安道
'si'guan'nu'chu'ji 似官奴出籍
'si'hai'wu'qin 四海无亲
'si'hai'xian'meng'pang'pei'en 四海咸蒙滂沛恩
'si'he'ren'xiang 似何人像
'si'jia'zi 似甲子
'si'jiu'ji'xin 似臼齑辛
'si'ju'an'hui'tou'xiao'wen 似举鞍回头笑问
'si'men'tong'ting'cui'shi'yu 寺门同听催诗雨
'si'meng'zhong'yun 似梦中云
'si'ping'de'dao'wu'gong'shen'shi'hou 似凭得到梧宫甚时候
'si'ru'fu'he'cheng 似汝复何成
'si'sheng'an'piao'xiang 四圣暗飘香
'si'sheng'lou'tai 四圣楼台
'si'shi'er'nian'qian 四十二年前
'si'shi'ping'fen'you'guo'wu 四十平分犹过五
'si'shi'wan'ren'tong 四十万人同
'si'shi'yin'he'shui'zhou'zhi'cheng'ji 似是银河水皱织成机
'si'shi'zhi'zhong'wei'you'zhu 四时之中惟有竹
'si'si'bu'chang'si 似似不常似
'si'tong'zu 似同祖
'si'tui'xiang'jing'yang'yuan'shi 似褪向景阳鸳石
'si'weng'de 似翁德
'si'weng'fu 似翁福
'si'wo'cuo'tuo 似我蹉跎
'si'wo'qing'huai 似我情怀
'si'wo'xu'xi 似我歔欷
'si'wo'yi'sheng'tu 似我一生徒
'si'wu'shui'yu 四无谁语
'si'xian'dao'chu'ma'tou'ai 似嫌到处马头埃
'si'xin'sui 似新岁
'si'ye'hun'hun 四野昏昏
'si'yu'xi'yu 似虞兮语
'si'zhong'yu 寺钟语
'si'zi'gui 似子规
'si'zun'qian'qu'qu'yang'guan 似尊前曲曲阳关
'song'chun 送春
'song'chun'dai'xiao 送春待晓
'song'chun'qu 送春去
'song'chun'yun 送春韵
'song'dai'xue 松戴雪
'song'jun'gui'xie'ri'wan'chong'shan 送君归斜日万重山
'song'luo'ri'fei'kong'ru'zhi 送落日飞空如掷
'song'qian'shang 送千觞
'song'sui'ke'wu'shi 送岁可无诗
'song'xing'zhou 送行昼
'song'yan'cheng'yin 松偃成阴
'song'zhang'zhang 松丈丈
'su'di'jin'ri'feng'he'yu 苏堤尽日风和雨
'su'e'chui'xia'yin'fan'wu 素娥吹下银幡舞
'su'e'hao'zai 素娥好在
'su'e'shen'bu'dao'xi'lou 素娥深不到西楼
'su'e'tui'xia'tuan'luan'zhe 素娥推下团圞辙
'su'e'you'hen'yin'yun'ping 素娥有恨隐云屏
'su'e'zui'yu'ceng'liu 素娥醉语曾留
'su'lang'wo'chu'chou'nan'sao 苏郎卧处愁难扫
'su'su'rui'zhu'xin'sui 粟粟蕊珠心碎
'su'su'xiang'cong'de'ji'nian 素素相从得几年
'su'yu 酥玉
'suan'cheng'bai'li'dun 算成败利钝
'suan'ci'le'ren'jian'di'yi 算此乐人间第一
'suan'ci'zhou 算此舟
'suan'huan'yu 算欢娱
'suan'nian'lai'xi'xing'duo'deng'fu 算年来稀姓多登府
'suan'ping'sheng'qing'you'xing'hai'wu 算平生清又醒还误
'suan'qi'jiang'de'jiu 算乞浆得酒
'suan'ren'jian 算人间
'suan'ren'jian'tian'shang'ju'qing'mei 算人间天上俱清美
'suan'sheng'ping'zhan'de 算生平占得
'suan'wei'you'gao'ren'gao'chu'you 算惟有高人高处游
'suan'wu'shou 算吾寿
'suan'xu'ming'bu'liao'xian'chou 算虚名不了闲愁
'sui'han'xiang'ming 岁寒相命
'sui'kai'zun 岁开尊
'sui'shi'xi'he'yi'nv 遂使西河疑女
'sui'shi'zheng'rong'shen 岁事峥嵘甚
'sui'sui'shou'shi'zi'xi 岁岁寿诗自喜
'sui'tian'sun 岁添孙
'sui'wan'bu'ru'yuan 岁晚不如愿
'sui'wan'hua'yu'fa 岁晚华余发
'sui'wan'pan'xin 岁晚盘辛
'sui'yue'ru'liu 岁月如流
'sui'yun'mu'yi'ru'he'du 岁云暮矣如何度
'sui'yun'mu'yi'xiang'jian 岁云暮矣相见
'sun'ren'san'fang 孙认三房
'sun'you'kai'zun 孙又开尊
'sun'zhong'mou'er 孙仲谋耳
'suo'xiao'xun'yan'wu'nai'chu 索笑巡檐无奈处
'ta'lai'ren'wo'liang'nan 他来认我良难
'ta'li'cong'yuan'xu'tao'shang 踏鲤从鼋胥涛上
'ta'nian'bu'xin'dong'feng'leng 他年不信东风冷
'ta'nian'ji'chu'yu'jun'kan 他年几处与君看
'ta'nian'lao 他年老
'ta'qing'nan'geng'nan 踏青难更难
'ta'shi'pang'fo 他时彷佛
'ta'shi'yu'ke'geng'xie'yu 他时与客更携鱼
'ta'sui'qing'hen'miao'bu 獭髓轻痕妙补
'ta'xue'cha'wu'ku 踏雪差无苦
'ta'yue'ying'gan'qi'chuan'shi 踏月影竿旗穿市
'tai'cu'sheng 太粗生
'tai'gong'mang'ba'huo 太公忙把火
'tai'kong'gu 台空古
'tai'ping'yi'zuo 太平易作
'tai'shi'shang'fu 太师尚父
'tai'zi'shao'ling'qi 太子少灵气
'tan'chang'jiang'ji'fan'feng'lang 叹长江几番风浪
'tan'chen'zhi'shao'ye 叹臣之少也
'tan'chun'wei'huan 探春未还
'tan'ci'tao'zai'shu 叹此桃再熟
'tan'de'qian'qiu'zi'zi'kan 探得千秋字字看
'tan'fu'hu'huo'zhu'ying'hu 贪夫忽获珠盈斛
'tan'gao'gao'nan'wen 叹高高难问
'tan'gao'wo'bei'chuang 叹高卧北窗
'tan'gu'lai'yan 叹古来言
'tan'gu'ren'he'chu 叹故人何处
'tan'guo'fei'zhong'cheng'tu 弹过飞种成土
'tan'he'shi'chong'jian 叹何时重见
'tan'hua'shi'duan 探花使断
'tan'jian'tui'pan 探茧推盘
'tan'jun'yi'gui'xiu 叹君已归休
'tan'luo'ri'hong'gou'wu'lu 叹落日鸿沟无路
'tan'mei 探梅
'tan'mei'you'yue'cheng'dong'dao 探梅有约城东道
'tan'nian'nian'chui'xiao'you'yue 叹年年吹箫有约
'tan'qi'wang'zhai'li 叹岐王宅里
'tan'qin'you'zhong'nian 叹亲友中年
'tan'quan'chao'shu'jin 叹佺巢蜀锦
'tan'ren'sheng'he'si 叹人生何似
'tan'shang'ye'gui 潭上夜归
'tan'shao'ri'xiang'ru 叹少日相如
'tan'shen'you'gu'guo 叹神游故国
'tan'shen'you'qian'du'dou'fei 叹神游前度都非
'tan'sheng'er'dang'ru'yi'ri 叹生儿当如异日
'tan'shi'nian'bo'lang 叹十年波浪
'tan'wei'que'xin 叹魏阙心
'tan'wu'shi'jia'san 叹五十加三
'tan'wu'shi'zhi'nian 叹五十之年
'tan'xiao'fa'zhong'liu 谭笑发中流
'tan'xiao'shang'jin'tai 谈笑上金台
'tan'yi'chun'feng'yu 叹一春风雨
'tan'yi'xiao'lun'wen 叹一笑论文
'tan'ying'jin'liu'xia 潭影浸流霞
'tan'zi'gu'gong'hua'bo'ming 叹自古宫花薄命
'tang'tang'di 堂堂地
'tang'yin'ri 棠阴日
'tang'zhong'ban 堂中伴
'tao'gen'bu'shu'shui 桃根不属谁
'tao'hua'qian'du 桃花前度
'tao'yi'san'tou 桃已三偷
'teng'gou'duan'hou 縢鞲短后
'ti'chen'jing'zhi'shan 题陈敬之扇
'ti'hong'ren'qu 题红人去
'ti'hu'lu'he'suo'de'jiu 提壶卢何所得酒
'ti'hua 题画
'ti'jin'xue 啼尽血
'ti'kan'ren'zhi 啼看人知
'ti'pa'ren'zhi 啼怕人知
'ti'xiang'wu'he'you 啼向无何有
'ti'xie'dou'bu'shi 提携都不是
'ti'ying'xiu'zhu 啼莺修竹
'ti'zi'qing'qi 题字倾欹
'ti'zui'dao'ren'tu 题醉道人图
'ti'zuo'wu'nian'wu 题作午年午
'tian'bian'yue 天边月
'tian'bu'qian'hun'xiao'chang'duan 天不遣魂消肠断
'tian'can'can 天惨惨
'tian'chang'di'jiu 天长地久
'tian'de'xin'ren'luo'lie 添得新人罗列
'tian'di'bu'zhi'xing'fei'shi 天地不知兴废事
'tian'di'you'zhong'qi 天地有中气
'tian'du'ren'shui'mei 天妒人睡美
'tian'feng'bu'zhan'mao'qi'qing 天风不展帽欹倾
'tian'feng'you'yi'bu 天风有意不
'tian'fu'xian'sheng'ri'geng'jiu 天赋先生日更久
'tian'ge'he'shan 添个荷衫
'tian'ge'zeng'sun'bao'xi 添个曾孙抱膝
'tian'gong'bu'fang'lao'long'lan 天工不放老龙懒
'tian'gong'ken'fang'shang'yuan'qing 天公肯放上元晴
'tian'ji'he'fen'nan'yu'bei 天际何分南与北
'tian'jia'yu'li'chu'deng'pu 田家芋栗初登圃
'tian'lu'duan'xian'jian'ru'xu 天路断险艰如许
'tian'ma'ni'gui'chao 天马拟归朝
'tian'men'ye'dui 天门夜对
'tian'nan'tuo 天难托
'tian'neng'bao 天能报
'tian'qing'hua'biao 天清华表
'tian'rang'yi'da'yi 天壤亦大矣
'tian'ruo'you'qing'xi'jiang'zhe 天若有情西江者
'tian'se'chao'lai'dou'bian 天色朝来都变
'tian'shang'di'ang'si'jiu 天上低昂似旧
'tian'shang'jiu'chao'fu'ran'ran 天上九朝凫冉冉
'tian'shang'ren'jian'meng'li 天上人间梦里
'tian'shang'ren'jian'yi'yang'han 天上人间一样寒
'tian'shang'song'qi'lin 天上送麒麟
'tian'shang'wei'zhi'deng'you'jin 天上未知灯有禁
'tian'shang'xi'hu'si'jin 天上西湖似锦
'tian'shang'yi'zhao'yuan'wu'ri 天上一朝元五日
'tian'shang'yu'tang'huai'jiu'cao 天上玉堂怀旧草
'tian'shang'yu'tang'ren'jian'gai 天上玉堂人间改
'tian'wai'shu'sheng'xin'yan'du 天外数声新雁度
'tian'wu'feng'wu 天吴凤舞
'tian'wu'jing'wu 天吴惊舞
'tian'xia'shi 天下事
'tian'xia'shi'jun'yu'cao 天下使君与操
'tian'xia'ying'xiong 天下英雄
'tian'xia'you'da'lao 天下有大老
'tian'xiang'chui'xia 天香吹下
'tian'xiang'guo'se'ci'zhi'fen 天香国色辞脂粉
'tian'ya'hai'jiao'shang'xin'qing 天涯海角赏新晴
'tian'ya'ke'bin'chou'cheng'lv 天涯客鬓愁成缕
'tian'ya'liu'luo'ai'sheng'zai 天涯流落哀声在
'tian'ya'tong'shi'yu 天涯同是寓
'tian'ya'ye'shi'jia 天涯也是家
'tian'yan'you'xi'sheng'chun 天颜有喜生春
'tian'yi'hou'cang'sheng 天意厚苍生
'tian'yi'sui 添一岁
'tian'you'ji'shi'ceng'ding 天又几时曾定
'tian'you'mu 天又暮
'tian'yu'kuai'xing'cui 天语快行催
'tian'yu'zhu'er'zhao 天语著儿招
'tian'zai'hai'bian'tou 天在海边头
'tian'zheng'bei 天正北
'tian'zheng'zi 天正子
'tian'zhi'fou 天知否
'tian'zhi'lao'yi 天知老矣
'tian'zhong'qing'dao'ban'huang'gao 田中青稻半黄槁
'tian'zhong'wu'yu'miao'ban'huang 田中无雨苗半黄
'tian'zuo'ba'qian'qiu 添作八千秋
'tiao'di'wei'gui'hong 迢递未归鸿
'tiao'lv'shui 调绿水
'tie'lu'bu 铁炉步
'tie'ma'meng'zhan 铁马蒙毡
'ting'ai'nai 听欸乃
'ting'ai'nai'yu'ge 听欸乃渔歌
'ting'chang'ting'qing'shan'luo'ri 听长亭青山落日
'ting'de'nian'nu'ge'qi 听得念奴歌起
'ting'du'yu'gao'gao 听杜宇高高
'ting'fu'lao 听父老
'ting'hong'qian'se'wu'guang'ji 鞓红乾色无光霁
'ting'hua'fan'di'di 听花犯低低
'ting'hua'jiao 听画角
'ting'hua'jiao'lou'tou 听画角楼头
'ting'lian'xiao 听连宵
'ting'mai'hua'sheng 听卖花声
'ting'pang'ren'shuo'yu 听旁人说与
'ting'qian'ye'ye'jing'wu'shu 庭前叶叶惊梧树
'ting'qiong'gui'ye'yu'shu'de'zhen 听穷鬼揶揄数得真
'ting'qiu'feng'chui'dong'yan'jian'tie 听秋风吹动檐间铁
'ting'ren'chang 听人唱
'ting'shu'sheng 听书声
'ting'ting'ba'mian 亭亭八面
'ting'wo'wo'ji'ming'zao'qi 听喔喔鸡鸣早起
'ting'wu'wu'bu'si'nei'jiao 听乌乌不似内娇
'ting'zhao'ma'long'jie 听朝马笼街
'ting'zhen'sheng'yao'lian'sai'wai 听砧声遥连塞外
'ting'zhou'chun'shui'sheng 汀洲春水生
'ting'zhu'fan'hun'zhong 听著返魂钟
'ting'zun'qian'wu'wu'si'su 听尊前呜呜似诉
'tong'ci'da'yuan'jing 同此大圆镜
'tong'nian'tong'yue 同年同月
'tong'qi'zi'jiao'yu 同气自椒萸
'tong'que'tai 铜雀台
'tong'shi'jiang'nan'juan'lv 同是江南倦旅
'tong'shi'tong'li'mi 同时同里密
'tong'tuo'gu'lao 铜驼故老
'tong'tuo'mo'shang 铜驼陌上
'tong'tuo'wu'yang'bu 铜驼无恙不
'tong'yin'gao'lou 痛饮高楼
'tong'zhu'ze 铜柱仄
'tou'xian'hao 偷闲好
'tou'xuan'gong'ming 骰选功名
'tu'bin'leng'sou'sou 秃鬓冷飕飕
'tu'hao'xie'zhi'shu'shi'ren 秃毫写纸属诗人
'tu'huan'zhi'shi'shui'yun 兔环知是谁孕
'tu'kui'yan'mai 兔葵燕麦
'tu'ta'hong'lei 图他红泪
'tu'wu'ling'guang'wu'li'bi 突兀灵光无立壁
'tuan'jie'zhuan'gu 团街转鼓
'tuan'luan'fen'yu 团栾分芋
'tuan'tuan'gui'ying 团团桂影
'tuan'yuan'ru'gu 团圆如故
'tui'lv 褪履
'tui'shou'fu'que'shou 推手复却手
'tui'zhen'wei'jun'qi 推枕为君起
'tun'tun'ren'ren'fan'zhong'sha 吞吞忍忍饭中砂
'tuo'sai 托腮
'tuo'xue'xian'wu 脱靴嫌污
'wan'ba'qian'neng'ji 万八千能几
'wan'duo'hua'deng'ye'yan 万朵花灯夜宴
'wan'feng'chui'luo'xiao'ping'hua 晚风吹落小瓶花
'wan'gu'qing'zhou 万古晴昼
'wan'gu'yu'long 万古鱼龙
'wan'li'yin'he 万里银河
'wan'li'yin'qing 万里阴晴
'wan'li'yu'shu'chang'ji'yi 万里鱼书长记忆
'wan'liu'man'di 万柳漫堤
'wan'nu'luo'chao'tou 万弩落潮头
'wan'qing 晚晴
'wan'ru'qi'ying'nian'zui'shao 晚入耆英年最少
'wan'shi'gong 万世功
'wan'shi'ru'hua'bu'ke'qi 万事如花不可期
'wan'shi'wu'geng'zhong 万事五更钟
'wan'shi'wu'neng'wu'yu'shui 万事无能吾欲睡
'wan'wu'shou'cheng'tian'di'su 万物收成天地肃
'wan'xin'zhang 玩新涨
'wan'yu'ming'shi'fang'yong'wu 晚遇明时方用武
'wan'yue 玩月
'wan'zhuan'yu'xi'chu 宛转虞兮楚
'wang'bu'jin'lou'tai'ge'wu 望不尽楼台歌舞
'wang'fu'xing'jiong'jiong 望福星炯炯
'wang'gao'gao'ban'shan'shi'que 望高高半山失却
'wang'gu'ren'ge'shang 望故人阁上
'wang'guan 王官
'wang'jin'po'can'xue 望金坡残雪
'wang'lao'man 望老瞒
'wang'le'lin'an 忘了临安
'wang'ping'sha'luo'ri'hu'guang 望平沙落日湖光
'wang'qian'shan'shan'se'ru'yan 望前山山色如烟
'wang'que'ai'qing'qu 忘却爱卿取
'wang'que'jin'zhao'he 忘却今朝贺
'wang'que'jun'chou'diao'gu 忘却君愁吊古
'wang'que'kuai'hang'jia'zou 枉却快行家走
'wang'que'lai'shi'lu 忘却来时路
'wang'ru'sui 望如岁
'wang'shui'dong 望水东
'wang'ting'xie'shu 王亭谢墅
'wang'wang'chou'ren 往往愁人
'wang'wang'wu'cheng 往往无成
'wang'wang'wu'xun'chu 往往无寻处
'wang'xiang'yin 望乡音
'wei'ai'xiao'han'qing 为爱晓寒轻
'wei'an'tang'mu 未谙汤沐
'wei'bao'sha'tou'yu'lu'mo'tan'xian 为报沙头玉鹭莫贪鲜
'wei'bi'shen'xian'wu'bai'fa 未必神仙无白发
'wei'bi'xuan'du'qian'shu 未必玄都千树
'wei'bian'dao'fu'rong 未便到芙蓉
'wei'ceng'pan'li'cheng'qing'yan 为曾盘里承青眼
'wei'chuan'yi'lai'ren'mo'yi 渭川移来人莫疑
'wei'ci'yuan'bi'pian'pian 为此援笔翩翩
'wei'dang'ru'ci'yi 谓当如此矣
'wei'fang'lin'jian'xue 为访林间雪
'wei'fang'shui'feng'xian 未放水风闲
'wei'geng'ji 为耕计
'wei'gong'qi 为公起
'wei'gong'wu 为公舞
'wei'guai'shi'cui'zu'duan'ju 未怪是催租断句
