'a'bi'di'yu 阿鼻地狱
'bao'pu'han'zhen 抱朴含真
'bao'qian'huai'qian 抱椠怀铅
'bao'qu'hao'duo 暴取豪夺
'bao'qu'xian'yuan 抱屈衔冤
'bao'ren'bu'zhi'e'ren'ji 饱人不知饿人饥
'bao'shan'bian'e 褒善贬恶
'bao'shan'kong'hui 宝山空回
'bao'shi'nuan'yi 饱食暖衣
'bao'shi'zhong'ri 饱食终日
'bao'si'liu'pi 豹死留皮
'bao'tai'chi'ying 保泰持盈
'bao'tian'tian'wu 暴殄天物
'bao'tiao'ru'lei 暴跳如雷
'bao'tiao'ru'lei 爆跳如雷
'bao'tou'da'ku 抱头大哭
'bao'tou'huan'yan 豹头环眼
'bao'tou'shu'cuan 抱头鼠窜
'bao'tou'tong'ku 抱头痛哭
'bao'wan'zhai'gua 抱蔓摘瓜
'bao'weng'chu'guan 抱瓮出灌
'bao'weng'guan'yuan 抱瓮灌园
'bao'xiang'lao'quan 饱飨老拳
'bao'xin'jiu'fen 抱薪救焚
'bao'xin'jiu'huo 抱薪救火
'bao'xiu'ren'chi 包羞忍耻
'bao'xue'zhi'shi 饱学之士
'bao'yi'bo'dai 褒衣博带
'bao'yi'lao'quan 饱以老拳
'bao'yi'wei'guan 褒衣危冠
'bao'ying'bu'shuang 报应不爽
'bao'ying'chi'tai 保盈持泰
'bao'yu'wo'zhu 抱玉握珠
'bao'yu'zhi'ci 鲍鱼之次
'bao'yu'zhi'si 鲍鱼之肆
'bao'yuan'xue'chi 抱怨雪耻
'bao'zao'ru'lei 暴躁如雷
'bao'zhu'shi'bing 宝珠市饼
'bao'zi'nong'sun 抱子弄孙
'bao'zi'zhi'wo 鲍子知我
'bei'an'tou'ming 背暗投明
'bei'bei'bu'zu'dao 卑卑不足道
'bei'bei'fu'ju 背碑覆局
'bei'ben'jiu'mo 背本就末
'bei'ben'qu'mo 背本趋末
'bei'bi'wo'chuo 卑鄙龌龊
'bei'bi'wu'chi 卑鄙无耻
'bei'bi'zhi'sheng 北鄙之声
'bei'bi'zhi'yin 北鄙之音
'bei'bu'zi'sheng 悲不自胜
'bei'bu'zu'dao 卑不足道
'bei'chan'zu'gong 卑谄足恭
'bei'chang'jian'ku 备尝艰苦
'bei'chang'xin'ku 备尝辛苦
'bei'chen'xing'gong 北辰星拱
'bei'cheng'jie'yi 背城借一
'bei'cheng'yi'zhan 背城一战
'bei'chong'ruo'jing 被宠若惊
'bei'chou'chui'ti 悲愁垂涕
'bei'chuang'gao'wo 北窗高卧
'bei'ci'hou'bi 卑辞厚币
'bei'ci'hou'li 卑辞厚礼
'bei'ci'zhong'bi 卑辞重币
'bei'cong'zhong'lai 悲从中来
'bei'dao'er'chi 背道而驰
'bei'dao'er'jin 倍道而进
'bei'dao'er'xing 倍道而行
'bei'dao'jian'jin 倍道兼进
'bei'dao'jian'xing 倍道兼行
'bei'dao'zhu'ren 北道主人
'bei'dou'zhi'zun 北斗之尊
'bei'duo'li'fen 备多力分
'bei'en'fu'yi 背恩负义
'bei'en'qi'yi 背恩弃义
'bei'en'wang'yi 背恩忘义
'bei'er'bu'yong 备而不用
'bei'fen'tian'ying 悲愤填膺
'bei'feng'zhi'lian 北风之恋
'bei'fu'shou'di 背腹受敌
'bei'ge'ji'zhu 悲歌击筑
'bei'ge'kang'kai 悲歌慷慨
'bei'ge'yi'shui 悲歌易水
'bei'geng'zhi'rang 杯羹之让
'bei'gong'fei'shi 卑宫菲食
'bei'gong'jiao'cuo 杯觥交错
'bei'gong'qu'jie 卑躬屈节
'bei'gong'qu'xi 卑躬屈膝
'bei'gong'she'ying 杯弓蛇影
'bei'gong'shi'hu 杯弓市虎
'bei'gong'xiang'si 背公向私
'bei'gong'ying'er 北宫婴儿
'bei'gong'ying'si 背公营私
'bei'guan'yan'shi 悲观厌世
'bei'guo'xian'sheng 北郭先生
'bei'hu'bing'liang 陂湖禀量
'bei'huan'li'he 悲欢离合
'bei'hui'shi'yan 背惠食言
'bei'jing'li'xiang 背井离乡
'bei'jiu'ge'mao 杯酒戈矛
'bei'jiu'jie'yuan 杯酒解怨
'bei'jiu'shi'bing'quan 杯酒释兵权
'bei'jiu'yan'huan 杯酒言欢
'bei'li'hou'bi 卑礼厚币
'bei'men'guan'yue 北门管钥
'bei'men'nan'ya 北门南牙
'bei'men'suo'yue 北门锁钥
'bei'men'zhi'guan 北门之管
'bei'men'zhi'ji 北门之寄
'bei'meng'bai'yue 背盟败约
'bei'mian'cheng'chen 北面称臣
'bei'ming'zhi'jing 杯茗之敬
'bei'pan'lang'ji 杯盘狼藉
'bei'pan'lang'ji 杯盘狼籍
'bei'que'zhu'gong 贝阙珠宫
'bei'ri'bing'xing 倍日并行
'bei'ru'bei'chu 悖入悖出
'bei'shan'qi'lou 背山起楼
'bei'she'gui'che 杯蛇鬼车
'bei'she'huan'ying 杯蛇幻影
'bei'shen'jian'ti 卑身贱体
'bei'shen'qu'ti 卑身屈体
'bei'sheng'zai'dao 悲声载道
'bei'shui'che'xin 杯水车薪
'bei'shui'li'su 杯水粒粟
'bei'shui'yi'zhan 背水一战
'bei'shui'zhi'jing 杯水之敬
'bei'shui'zhi'xie 杯水之谢
'bei'sou'shi'ma 北叟失马
'bei'tian'min'ren 悲天悯人
'bei'tong'yu'jue 悲痛欲绝
'bei'wei'chong'shu 备位充数
'bei'xi'jiao'ji 悲喜交集
'bei'xiang'li'jing 背乡离井
'bei'xin'qi'yi 背信弃义
'bei'yan'luan'ci 悖言乱辞
'bei'yi'fu'en 背义负恩
'bei'yi'fu'xin 背义负信
'bei'yi'wang'en 背义忘恩
'bei'yi'zi'mu 卑以自牧
'bei'yuan'shi'chu 北辕适楚
'bei'yuan'shi'yue 北辕适粤
'bei'ze'meng'xiu 被泽蒙庥
'bei'zhe'nan'yuan 北辙南辕
'bei'zhi'wu'shen'gao'lun 卑之无甚高论
'bei'zhong'wu 杯中物
'ben'gu'bang'ning 本固邦宁
'ben'lai'mian'mu 本来面目
'ben'mo'dao'zhi 本末倒置
'ben'niao'xian'fei 坌鸟先飞
'ben'niao'xian'fei 笨鸟先飞
'ben'tong'mo'li 本同末离
'ben'tong'mo'yi 本同末异
'ben'xiang'ben'tu 本乡本土
'ben'xiang'bi'lu 本相毕露
'ben'xiao'li'wei 本小利微
'ben'xing'nan'yi 本性难移
'ben'yi'jue'chen 奔轶绝尘
'ben'yi'jue'chen 奔逸绝尘
'ben'zhi'bai'shi 本支百世
'ben'zhi'bai'shi 本枝百世
'ben'zou'hu'hao 奔走呼号
'ben'zou'xiang'gao 奔走相告
'ben'zou'zhi'you 奔走之友
'ben'zou'zuan'ying 奔走钻营
'ben'zui'ben'she 笨嘴笨舌
'ben'zui'zhuo'she 笨嘴拙舌
'bi'bao'mo'han 笔饱墨酣
'bi'bi'jie'shi 比比皆是
'bi'bi'qing'ye 闭壁清野
'bi'bu'de'yi 逼不得已
'bi'bu'nao'bei 必不挠北
'bi'cao'sheng'quan 必操胜券
'bi'chang'bu'jing 匕鬯不惊
'bi'chang'ci'he 彼倡此和
'bi'chang'ci'he 彼唱此和
'bi'che'lei'ma 弊车羸马
'bi'ci'bi'ci 彼此彼此
'bi'cong'se'ming 蔽聪塞明
'bi'da'ru'chuan 笔大如椽
'bi'duan'chu'huo 鼻端出火
'bi'duan'sheng'huo 鼻端生火
'bi'e'hui'jin 鼻垩挥斤
'bi'er'bu'tan 避而不谈
'bi'er'hou'yi 毙而后已
'bi'fa'kou'zhu 笔伐口诛
'bi'fan'dou'jie 避烦斗捷
'bi'gai'bu'qi 敝盖不弃
'bi'ge'si'guo 闭閤思过
'bi'ge'zi'ze 闭閤自责
'bi'geng'yan'tian 笔耕砚田
'bi'gong'bi'jing 必恭必敬
'bi'gong'bi'jing 毕恭毕敬
'bi'gong'bi'qin 必躬必亲
'bi'gu'sang'tun 敝鼓丧豚
'bi'gua'fang'li 避瓜防李
'bi'guan'que'sao 闭关却扫
'bi'guan'suo'guo 闭关锁国
'bi'guan'zi'shou 闭关自守
'bi'guan'zi'zhu 闭关自主
'bi'hai'jiu'li 避害就利
'bi'hai'qing'tian 碧海青天
'bi'he'zhu'lian 璧合珠联
'bi'he'zhu'lian 璧合珠连
'bi'hu'du'shu 闭户读书
'bi'hu'ke'feng 比户可封
'bi'hui'jiu'yu 避毁就誉
'bi'huo'jiu'fu 避祸就福
'bi'huo'qiu'fu 避祸求福
'bi'ji'cang'shi 避迹藏时
'bi'ji'wei'xin 避迹违心
'bi'jian'bing'qi 比肩并起
'bi'jian'die'ji 比肩叠迹
'bi'jian'die'zhong 比肩叠踵
'bi'jian'er'li 比肩而立
'bi'jian'ji'zhong 比肩继踵
'bi'jian'jie'ji 比肩接迹
'bi'jian'jie'zhong 比肩接踵
'bi'jian'lian'mei 比肩连袂
'bi'jian'qi'sheng 比肩齐声
'bi'jian'she'ying 壁间蛇影
'bi'jian'sui'zhong 比肩随踵
'bi'jian'xi'zhong 比肩系踵
'bi'jie'wo'ying 彼竭我盈
'bi'jing'ru'keng 避阱入坑
'bi'jing'zi'shou 闭境自守
'bi'jue'feng'qing 弊绝风清
'bi'jun'san'she 避军三舍
'bi'jun'san'she 避君三舍
'bi'keng'luo'jing 避坑落井
'bi'kong'chao'tian 鼻孔朝天
'bi'kong'liao'tian 鼻孔辽天
'bi'kong'liao'tian 鼻孔撩天
'bi'kou'bu'she 闭口捕舌
'bi'kou'bu'yan 闭口不言
'bi'kou'cang'she 闭口藏舌
'bi'kou'jie'she 闭口结舌
'bi'lei'cong'shi 比类从事
'bi'lei'sen'yan 壁垒森严
'bi'li'chi'li 必里迟离
'bi'li'qian'lou 鄙俚浅陋
'bi'li'qian'ren 壁立千仞
'bi'li'rou'sheng 髀里肉生
'bi'li'xian'gua 避李嫌瓜
'bi'liang'qi'guan 比量齐观
'bi'liang'wei'chang 逼良为娼
'bi'lin'fu'meng 鄙吝复萌
'bi'lu'lan'lv 筚路蓝缕
'bi'luo'huang'quan 碧落黄泉
'bi'men'bu'chu 闭门不出
'bi'men'bu'na 闭门不纳
'bi'men'du'shu 闭门读书
'bi'men'geng 闭门羹
'bi'men'gui'dou 荜门圭窦
'bi'men'gui'dou 筚门闺窦
'bi'men'han'ge 闭门酣歌
'bi'men'he'zhe 闭门合辙
'bi'men'jin'hu 闭门墐户
'bi'men'mi'ju 闭门觅句
'bi'men'que'gui 闭门却轨
'bi'men'que'sao 闭门却扫
'bi'men'sai'dou 闭门塞窦
'bi'men'sai'hu 闭门塞户
'bi'men'sao'gui 闭门扫轨
'bi'men'sao'ji 闭门扫迹
'bi'men'si'guo 闭门思过
'bi'men'si'qian 闭门思愆
'bi'men'tou'xia 闭门投辖
'bi'men'zao'che 闭门造车
'bi'men'zi'shou 闭门自守
'bi'mian'yin'xing 避面尹邢
'bi'ming'sai'cong 蔽明塞聪
'bi'ming'sai'cong 闭明塞聪
'bi'mo'guan'si 笔墨官司
'bi'mu'lian'zhi 比目连枝
'bi'mu'sai'er 闭目塞耳
'bi'mu'se'ting 闭目塞听
'bi'nan'jiu'yi 避难就易
'bi'nan'qu'yi 避难趋易
'bi'ni'shan'yu 避溺山隅
'bi'qi'gong'yu'yi'yi 毕其功于一役
'bi'qi'rui'qi 避其锐气
'bi'qiang'da'ruo 避强打弱
'bi'qiang'ji'duo 避强击惰
'bi'qiang'ji'ruo 避强击弱
'bi'qing'e'zhong 鼻青额肿
'bi'qing'lian'zhong 鼻青脸肿
'bi'qing'yan'wu 鼻青眼乌
'bi'qing'yan'zhong 鼻青眼肿
'bi'qing'yan'zi 鼻青眼紫
'bi'quan'liang'li 比权量力
'bi'rang'xian'lu 避让贤路
'bi'ren'er'mu 避人耳目
'bi'ren'tai'shen 逼人太甚
'bi'ri'gan'yun 蔽日干云
'bi'rou'fu'sheng 髀肉复生
'bi'sao'qian'jun 笔扫千军
'bi'se'yan'jing'zhuo'ma'que 闭塞眼睛捉麻雀
'bi'shang'bu'zu 比上不足
'bi'shang'liang'shan 逼上梁山
'bi'shi'ji'xu 避实击虚
'bi'shi'jin'ma 避世金马
'bi'shi'jin'men 避世金门
'bi'shi'jiu'xu 避实就虚
'bi'shi'jue'su 避世绝俗
'bi'shi'li'su 避世离俗
'bi'shi'qiang'dong 避世墙东
'bi'shou'hua'jiao 比手划脚
'bi'su'qu'xin 避俗趋新
'bi'ta'chun'qing 鼻塌脣青
'bi'ta'zui'wai 鼻塌嘴歪
'bi'ti'e'su 敝綈恶粟
'bi'tou'chu'huo 鼻头出火
'bi'tou'sheng'hua 笔头生花
'bi'wei'bu'qi 敝帷不弃
'bi'wu'chou'lei 比物丑类
'bi'wu'ci'zhi 比物此志
'bi'wu'jia'shi 比物假事
'bi'wu'ke'feng 比屋可封
'bi'wu'lian'lei 比物连类
'bi'wu'lian'meng 比屋连甍
'bi'wu'zhu'shi 比物属事
'bi'xi'nu'yan 婢膝奴颜
'bi'xi'ru'lei 鼻息如雷
'bi'xia'chao'sheng 笔下超生
'bi'xia'sheng'hua 笔下生花
'bi'xia'you'yu 比下有馀
'bi'xia'you'yu 比下有余
'bi'xian'li'qi'qi 必先利其器
'bi'xian'yu'zhi 必先与之
'bi'xiong'qu'ji 避凶趋吉
'bi'xue'dan'xin 碧血丹心
'bi'yan'miu'shuo 秕言谬说
'bi'ye'zheng'ming 必也正名
'bi'ye'zuo'zhou 俾夜作昼
'bi'yi'bu'xie 鄙夷不屑
'bi'yi'li'shi 敝衣粝食
'bi'yi'lian'zhi 比翼连枝
'bi'yi'qi'fei 比翼齐飞
'bi'yi'shi 彼一时
'bi'yi'shu'shi 弊衣疏食
'bi'yi'shuang'fei 比翼双飞
'bi'yi'xiao'fu 敝衣枵腹
'bi'ying'lian'ji 避影敛迹
'bi'ying'ni'xing 避影匿形
'bi'you'jin'you 必有近忧
'bi'you'si'zhou 臂有四肘
'bi'you'wo'shi 必有我师
'bi'you'yi'biao 必有一彪
'bi'you'yi'de 必有一得
'bi'you'yi'shang 必有一伤
'bi'you'yi'shi 必有一失
'bi'you'yong'fu 必有勇夫
'bi'you'zhi'lu 必由之路
'bi'yu'bu'xie 鄙于不屑
'bi'yue'xiu'hua 闭月羞花
'bi'zheng'zhi'di 必争之地
'bi'zhi'ruo'mei 避之若浼
'bi'zhong'bu'tong 比众不同
'bi'zhong'jiu'qing 避重就轻
'bi'zhong'wo'gua 彼众我寡
'bi'zhong'yan'gan 币重言甘
'bi'zhong'yan'qing 鼻肿眼青
'bi'zhong'zhu'qing 避重逐轻
'bi'zhou'qian'jin 弊帚千金
'bi'zhou'qian'jin 敝帚千金
'bi'zhou'zi'xiang 敝帚自享
'bi'zhou'zi'zhen 弊帚自珍
'bi'zhou'zi'zhen 敝帚自珍
'bi'zhou'zuo'ye 俾昼作夜
'bi'zhu'mo'fa 笔诛墨伐
'bi'zou'long'she 笔走龙蛇
'bi'zuo'fu'ren 婢作夫人
'bian'ba'ling'lai'xing 便把令来行
'bian'ben'jia'li 变本加厉
'bian'bo'jin'li 鞭擗进里
'bian'bo'xiang'li 鞭擗向里
'bian'bu'ji'fu 鞭不及腹
'bian'cai'wu'ai 辩才无碍
'bian'cai'wu'he 辩才无阂
'bian'chang'bu'ji 鞭长不及
'bian'chang'bu'ji'ma'fu 鞭长不及马腹
'bian'chang'jia'yuan 鞭长驾远
'bian'chang'mo'ji 鞭长莫及
'bian'chen'bu'jing 边尘不惊
'bian'ci'qiao'shuo 便辞巧说
'bian'di'kai'hua 遍地开花
'bian'dong'bu'ju 变动不居
'bian'feng'gai'su 变风改俗
'bian'feng'yi'su 变风易俗
'bian'gong'qian'xi 变躬迁席
'bian'gu'luan'chang 变古乱常
'bian'gu'yi'chang 变古易常
'bian'gu'yi'chang 变故易常
'bian'gu'yi'su 变古易俗
'bian'hua'bu'ce 变化不测
'bian'hua'bu'qiong 变化不穷
'bian'hua'duo'duan 变化多端
'bian'hua'mo'ce 变化莫测
'bian'hua'ru'shen 变化如神
'bian'hua'wu'chang 变化无常
'bian'hua'wu'qiong 变化无穷
'bian'huan'bu'ce 变幻不测
'bian'huan'mo'ce 变幻莫测
'bian'huan'wu'chang 变幻无常
'bian'huan'wu'qiong 变幻无穷
'bian'kou'li'ci 辩口利辞
'bian'kou'li'she 辩口利舌
'bian'li'yang'ji 变醨养瘠
'bian'lian'bian'se 变脸变色
'bian'ming'yi'xing 变名易姓
'bian'nu'ce'jian 鞭驽策蹇
'bian'pi'jin'li 鞭辟近里
'bian'pi'ru'li 鞭辟入里
'bian'pi'xiang'li 鞭辟向里
'bian'pi'zhuo'li 鞭辟着里
'bian'ri'yan'liang 辨日炎凉
'bian'rong'gai'su 变容改俗
'bian'ru'xuan'he 辨如悬河
'bian'ruo'xuan'he 辨若悬河
'bian'se'yi'rong 变色易容
'bian'se'zhi'yan 变色之言
'bian'sheng'bu'ce 变生不测
'bian'sheng'zhou'ye 变生肘腋
'bian'si'mao'ying 鞭丝帽影
'bian'su'yi'jiao 变俗易教
'bian'tai'bai'chu 变态百出
'bian'tan'li'bao 变贪厉薄
'bian'ti'lin'shang 遍体鳞伤
'bian'wei'wei'an 变危为安
'bian'wu'ju'fang 辨物居方
'bian'xin'yi'lv 变心易虑
'bian'xuan'wu'qiong 变炫无穷
'bian'yan'bian'se 变颜变色
'bian'yi'xing'shi 便宜行事
'bian'yong'zhen'su 砭庸针俗
'bian'yue'jin'li 鞭约近里
'biao'bing'qian'gu 彪炳千古
'biao'fa'dian'ju 飙发电举
'biao'fei'ti'zhuang 膘肥体壮
'biao'ju'dian'zhi 飙举电至
'biao'li'bu'yi 表里不一
'biao'li'ru'yi 表里如一
'biao'li'shan'he 表里山河
'biao'li'shou'di 表里受敌
'biao'li'wei'jian 表里为奸
'biao'li'xiang'fu 表里相符
'biao'li'xiang'ji 表里相济
'biao'li'xiang'yi 表里相依
'biao'li'xiang'ying 表里相应
'biao'li'yi'zhi 表里一致
'biao'mei'zhi'nian 摽梅之年
'biao'mian'wen'zhang 表面文章
'biao'qing'duo'qu 标情夺趣
'biao'tong'fa'yi 标同伐异
'biao'xin'chuang'yi 标新创异
'biao'xin'jing'yi 标新竞异
'biao'xin'li'yi 标新立异
'biao'xin'ling'yi 标新领异
'biao'xin'shu'yi 标新竖异
'biao'xing'da'han 彪形大汉
'biao'zhi'ye'lu 标枝野鹿
'biao'zhuang'bu'ru'li'zhuang 表壮不如里壮
'bie'bao'pi'pa 别抱琵琶
'bie'cai'yi'ju 别财异居
'bie'chu'ji'zhu 别出机杼
'bie'chu'shou'yan 别出手眼
'bie'chu'xin'cai 别出心裁
'bie'chu'xin'cai 别出新裁
'bie'chu'xin'yi 别出新意
'bie'chuang'yi'ge 别创一格
'bie'feng'huai'yu 别风淮雨
'bie'he'gu'luan 别鹤孤鸾
'bie'he'li'luan 别鹤离鸾
'bie'ji'yi'cai 别籍异财
'bie'ji'yi'ju 别籍异居
'bie'ju'fei'chang 别具肺肠
'bie'ju'hui'yan 别具慧眼
'bie'ju'jiang'xin 别具匠心
'bie'ju'shou'yan 别具手眼
'bie'ju'xin'chang 别具心肠
'bie'ju'yi'cai 别居异财
'bie'ju'yi'ge 别具一格
'bie'ju'zhi'yan 别具只眼
'bie'kai'sheng'mian 别开生面
'bie'kai'xi'jing 别开蹊径
'bie'kai'yi'ge 别开一格
'bie'lai'wu'yang 别来无恙
'bie'lei'fen'men 别类分门
'bie'sheng'zhi'jie 别生枝节
'bie'shu'yi'qi 别树一旗
'bie'shu'yi'zhi 别树一帜
'bie'wu'chang'wu 别无长物
'bie'wu'er'zhi 别无二致
'bie'wu'fen'dian 别无分店
'bie'you'dong'tian 别有洞天
'bie'you'fei'chang 别有肺肠
'bie'you'feng'qu 别有风趣
'bie'you'feng'wei 别有风味
'bie'you'ren'jian 别有人间
'bie'you'tian'di 别有天地
'bie'you'xin'chang 别有心肠
'bie'you'xin'gan 别有心肝
'bie'you'yong'xin 别有用心
'bie'you'zi'wei 别有滋味
'bie'zhi'yi'hui 别置一喙
'bin'bin'ji'ji 彬彬济济
'bin'bin'you'li 彬彬有礼
'bin'jian'ri'yue 宾餞日月
'bin'ke'ru'yun 宾客如云
'bin'ke'ying'men 宾客迎门
'bin'ke'ying'men 宾客盈门
'bin'lai'ru'gui 宾来如归
'bin'luan'chai'heng 鬓乱钗横
'bin'peng'man'zuo 宾朋满座
'bin'ru'ru'gui 宾入如归
'bin'zhi'ru'gui 宾至如归
'bing'bai'ru'shan'dao 兵败如山倒
'bing'bi'zhi'shu 秉笔直书
'bing'bing'wai'wai 病病歪歪
'bing'bu'jie'ren 兵不接刃
'bing'bu'xue'ren 兵不血刃
'bing'bu'yan'zha 兵不厌诈
'bing'bu'you'jiang 兵不由将
'bing'cang'wu'ku 兵藏武库
'bing'che'zhi'hui 兵车之会
'bing'cong'kou'ru 病从口入
'bing'cun'bu'bei 并存不悖
'bing'di'fu'rong 并蒂芙蓉
'bing'dong'san'chi 冰冻三尺
'bing'duo'jiang'guang 兵多将广
'bing'duo'zhe'bai 兵多者败
'bing'ge'rao'rang 兵戈扰攘
'bing'gong'ban'li 秉公办理
'bing'gong'mie'si 秉公灭私
'bing'gong'wu'si 秉公无私
'bing'gu'zhi'li 病骨支离
'bing'gui'shen'su 兵贵神速
'bing'gui'xian'sheng 兵贵先声
'bing'han'yu'shui 冰寒于水
'bing'hu'qiu'yue 冰壶秋月
'bing'huang'ma'luan 兵荒马乱
'bing'huang'ma'luan 兵慌马乱
'bing'hun'su'po 冰魂素魄
'bing'hun'xue'po 冰魂雪魄
'bing'ji'luan'tou'yi 病急乱投医
'bing'ji'xue'chang 冰肌雪肠
'bing'ji'yu'gu 冰肌玉骨
'bing'jia'qi'qu 并驾齐驱
'bing'jiang'jian'xiang 并疆兼巷
'bing'jie'di'po 冰解的破
'bing'jie'dong'shi 冰解冻释
'bing'jie'rang'fen 冰解壤分
'bing'jie'yu'qing 冰洁玉清
'bing'jie'yuan'qing 冰洁渊清
'bing'jie'yun'san 冰解云散
'bing'jing'liang'zu 兵精粮足
'bing'lai'jiang'dang 兵来将挡
'bing'lai'jiang'di 兵来将敌
'bing'lai'jiang'ying 兵来将迎
'bing'lian'huo'jie 兵连祸接
'bing'lian'huo'jie 兵连祸结
'bing'lin'cheng'xia 兵临城下
'bing'ma'wei'dong 兵马未动
'bing'min'gu'guo 病民蛊国
'bing'min'hai'guo 病民害国
'bing'mo'chan'shen 病魔缠身
'bing'qi'lian'xi 屏气敛息
'bing'qi'ning'shen 屏气凝神
'bing'qiang'jiang'yong 兵强将勇
'bing'qiang'ma'zhuang 兵强马壮
'bing'qiang'ze'mie 兵强则灭
'bing'qing'shui'leng 冰清水冷
'bing'qing'yu'cui 冰清玉粹
'bing'qing'yu'jie 冰清玉洁
'bing'qing'yu'run 冰清玉润
'bing'qu'zheng'xian 并驱争先
'bing'ri'er'shi 并日而食
'bing'rong'bian'fu 并容徧覆
'bing'rong'xiang'jian 兵戎相见
'bing'ru'gao'huang 病入膏肓
'bing'ru'gu'sui 病入骨隨
'bing'ru'gu'sui 病入骨髓
'bing'ru'guan'huo 炳如观火
'bing'ru'ri'xing 炳如日星
'bing'ruo'guan'huo 炳若观火
'bing'san'wa'jie 冰散瓦解
'bing'shan'nan'kao 冰山难靠
'bing'sheng'xi'qi 屏声息气
'bing'shi'wu'liang 并世无两
'bing'tan'bu'tong'lu 冰炭不同炉
'bing'tan'bu'tong'qi 冰炭不同器
'bing'tan'bu'tou 冰炭不投
'bing'tan'bu'xiang'rong 冰炭不相容
'bing'tan'bu'yan 冰炭不言
'bing'tian'xue'di 冰天雪地
'bing'tian'xue'jiao 冰天雪窖
'bing'tian'xue'yao 冰天雪窑
'bing'wei'jiang'gua 兵微将寡
'bing'wei'ou'shi 并威偶势
'bing'wei'xue'ren 兵未血刃
'bing'wei'yi'tan 并为一谈
'bing'wen'zhuo'su 兵闻拙速
'bing'wu'chang'shi 兵无常势
'bing'wu'chang'xing 兵无常形
'bing'wu'xue'ren 兵无血刃
'bing'xiao'dong'jie 冰消冻解
'bing'xiao'ge'yan 兵销革偃
'bing'xiao'wa'jie 冰消瓦解
'bing'xiao'wu'san 冰销雾散
'bing'xiao'wu'san 冰消雾散
'bing'xiao'xue'shi 冰消雪释
'bing'xiao'ye'san 冰销叶散
'bing'xiao'yun'san 冰消云散
'bing'xing'bu'bei 并行不悖
'bing'xing'gui'dao 兵行诡道
'bing'xing'nan'yi 禀性难移
'bing'xing'nan'yi 秉性难移
'bing'xiong'zhan'wei 兵凶战危
'bing'xue'cong'ming 冰雪聪明
'bing'yao'zhi'ben 秉要执本
'bing'zai'qi'jing 兵在其颈
'bing'zang'na'zei 并赃拿贼
'bing'zhu'dai'dan 秉烛待旦
'bing'zhu'ye'you 炳烛夜游
'bing'zhu'ye'you 秉烛夜游
'bo'bie'qian'li 跛鳖千里
'bo'cai'zhong'chang 博采众长
'bo'cai'zhong'yi 博采众议
'bo'cao'xun'she 拨草寻蛇
'bo'cao'zhan'feng 拨草瞻风
'bo'chuang'ji'fu 剥床及肤
'bo'chun'qing'yan 薄唇轻言
'bo'da'jing'shen 博大精深
'bo'dao'wu'er 伯道无儿
'bo'di'hu'tian 踣地呼天
'bo'er'bu'jing 博而不精
'bo'er'gua'yao 博而寡要
'bo'fu'ji'sui 剥肤及髓
'bo'fu'zhi'tong 剥肤之痛
'bo'fu'zhui'sui 剥肤椎髓
'bo'ge'ji'wu 伯歌季舞
'bo'gu'tong'jin 博古通今
'bo'guang'lin'lin 波光粼粼
'bo'hai'yun'zhu 波骇云属
'bo'han'zhong'ren 薄寒中人
'bo'ji'bi'fu 剥极必复
'bo'ji'fen'li 擘肌分理
'bo'ji'jiang'fu 剥极将复
'bo'ji'zai'shen 薄技在身
'bo'ji'ze'fu 剥极则复
'bo'jian'chou'si 剥茧抽丝
'bo'jue'yun'gui 波谲云诡
'bo'kang'mi'mu 播穅眯目
'bo'kang'mi'mu 播糠眯目
'bo'lan'gu'jin 博览古今
'bo'lan'lao'cheng 波澜老成
'bo'lan'qun'shu 博览群书
'bo'lan'wu'che 博览五车
'bo'lan'zhuang'kuo 波澜壮阔
'bo'lao'fei'yan 伯劳飞燕
'bo'le'xiang'ma 伯乐相马
'bo'le'yi'gu 伯乐一顾
'bo'liang'fen'xing 擘两分星
'bo'liu'mao'mi 波流茅靡
'bo'luan'fan'zheng 拨乱反正
'bo'luan'fan'zhi 拨乱反治
'bo'luan'wei'zhi 拨乱为治
'bo'ming'jia'ren 薄命佳人
'bo'mu'ming'ming 薄暮冥冥
'bo'niu'zhi'meng 搏牛之虻
'bo'nong'shi'fei 播弄是非
'bo'qia'duo'wen 博洽多闻
'bo'ran'bian'se 勃然变色
'bo'ran'da'nu 勃然大怒
'bo'ran'fen'li 勃然奋励
'bo'shi'duo'tong 博识多通
'bo'shi'ji'zhong 博施济众
'bo'shi'mai'lv 博士买驴
'bo'shou'wu'ce 搏手无策
'bo'shuo'fei'dun 博硕肥腯
'bo'tao'xiong'yong 波涛汹涌
'bo'tong'jing'ji 博通经籍
'bo'tu'yang'sha 簸土扬沙
'bo'wan'lun'qian 拨万论千
'bo'wan'lun'qian 拨万轮千
'bo'wen'bian'yan 博闻辩言
'bo'wen'duo'shi 博闻多识
'bo'wen'qiang'ji 博闻强记
'bo'wen'qiang'zhi 博闻强识
'bo'wen'qiang'zhi 博闻强志
'bo'wen'yue'li 博文约礼
'bo'wu'duo'wen 博物多闻
'bo'wu'jun'zi 博物君子
'bo'wu'qia'wen 博物洽闻
'bo'wu'xi'gu 薄物细故
'bo'xie'sang'tian 渤澥桑田
'bo'xue'duo'cai 博学多才
'bo'xue'duo'wen 博学多闻
'bo'xue'qia'wen 博学洽闻
'bo'xun'zhong'chi 伯埙仲篪
