'a'tong'san'chi'chui 阿童三尺棰
'shan'he'po'sui'feng'piao'xu 山河破碎风飘絮
'shan'he'xing'fei'gong'sao'shou 山河兴废供搔首
'shan'hui'di'shi'juan 山回地势卷
'shan'ling'mo'e'ju 山灵莫恶剧
'shan'mu'ming'si'bi 山木鸣四壁
'shan'nong'jing'zhang'li 山农惊长吏
'shan'pan'zhi'du'shu'huai'kou 山蟠直渎输淮口
'shan'seng'ku'liu'kan'luo'ri 山僧苦留看落日
'shan'shang'san'ri'yu 山上三日雨
'shan'sui'duo'wei'hang 山随柁尾行
'shan'tong'ben'zou'feng'jia'bin 山童奔走奉嘉宾
'shan'xia'san'ri'qing 山下三日晴
'shan'xing'han'jian'shou 山形寒渐瘦
'shan'ye'yun'ye'yuan'mo'zhi 山耶云耶远莫知
'shan'yu'chu'kai'yi'wang'zhi 山雨初开一望之
'shan'yu'xiao'xiao'zuo'kuai'qing 山雨萧萧作快晴
'shan'zhong'gu'ren'ying'you'zhao'wo'gui'lai'pian 山中故人应有招我归来篇
'shan'zhu'qing'yin'he 杉竹清阴合
'shan'zhuan'jiang'yi'zhuan 山转江亦转
'shang'liu'zhi'er'qing 上流直而清
'shang'lue'ping'sheng'dao'du'juan 商略平生到杜鹃
'shang'mo'yun'xiao'zhi'yan'ai 上摩云霄之晻霭
'shang'neng'nong'bi'ying'chuang'guang 尚能弄笔映窗光
'shang'neng'zuo'yi'wan'xiang'cong 尚能作意晚相从
'shang'nian'lin'zhong'shi 尚念临终时
'shang'ren'wan'hu'chuan 商人万斛船
'shang'shi'zhi'zi'lian 伤时只自怜
'shang'xin'chun'se'zai'tian'ya 伤心春色在天涯
'shang'xin'qiao'xia'chun'bo'lv 伤心桥下春波绿
'shang'you'can'hong'yi'ke'bei 尚有残红已可悲
'shang'yu'yun'yu'jin 上与云雨近
'shang'zhuan'qing'zi'mi 赏专情自迷
'shao'dai'xu'yu'tu'bu'xiu 少待须臾图不朽
'shao'huan'lao'yu'jin 少换老欲尽
'shao'jue'bei'zhi'shang 稍觉北枝伤
'shao'kuang'qi'jiu'qi'tu'hong 少狂欺酒气吐虹
'shao'nian'ba'jiu'feng'chun'se 少年把酒逢春色
'shao'nian'sui'kuang'you'you'xian 少年虽狂犹有限
'shao'nian'xing'lu'jin'tou'bai 少年行路今头白
'shao'ri'ceng'ti'ju'zhen'shi 少日曾题菊枕诗
'shao'ri'fu'tou'qi'lei'wo 少日拊头期类我
'shao'xi'chang'sha'xiang'yan'ge 稍喜长沙向延阁
'she'pang'jiu'yong'bao 舍旁旧佣保
'shen'gong'zi'lu'gou 神工自炉鞲
'shen'gu'lai'bei'feng 深谷来悲风
'shen'heng'dou'zhuan'yu'san'geng 参横斗转欲三更
'shen'hou'geng'xu'ming 身后更须名
'shen'jian'he'fang'yuan 身健何妨远
'shen'ke'jian'nan'jia'zai'shan 身客剑南家在剡
'shen'mei'e'yi'cheng 甚美恶亦称
'shen'shi'an'wei'ru'yi'lou 身世安危入倚楼
'shen'shi'fu'chen'yu'da'ping 身世浮沉雨打萍
'shen'wu'gai'yi'wu'xing'hai 慎勿改易吾形骸
'shen'wu'yan'qiu'qu 慎勿厌求取
'shen'xing'jiu'di'di 深行九地底
'shen'ying'yao'rao'ge'zhan'chun 身影妖娆各占春
'shen'yuan'fei'fu'jiu'chi'tai 沈园非复旧池台
'shen'yuan'liu'lao'bu'chui'mian 沈园柳老不吹绵
'shen'zai'luan'wa'sheng'li'shui 身在乱蛙声里睡
'shen'zhi'bao'xiao'xi 深知报消息
'shen'zhou'bei'wang'yi'qiu'xu 神州北望已丘墟
'shen'zhou'zhi'zai'lan'gan'bei 神州只在栏杆北
'sheng'ai'bai'shi'zai 生哀百十载
'sheng'chu'qu'tang'yan'yu'guan 生出瞿塘滟滪关
'sheng'dang'zuo'ren'jie 生当作人杰
'sheng'jia'xiang'mo'gai 声价相摩盖
'sheng'jin'er'bian'chang'ku'xin 生近二边长苦辛
'sheng'ming'ruo'yong'xi'liang'bu 圣明若用西凉簿
'sheng'nan'yi'dang'hu 生男已当户
'sheng'neng'wei'ren'huan 生能为人患
'sheng'nv'bu'ru'nan 生女不如男
'sheng'ping'bu'zai'xiao'shao'li 升平不在箫韶里
'sheng'qian'zhi'wei'lei 生前只为累
'sheng'ru'fu'mu'xi 生汝父母喜
'sheng'se'yu'chou'wei 声色与臭味
'sheng'si'jiang'nai'xiang 生死将奈向
'sheng'xi'qian'shan'ru'fei'chang 剩喜千山入肺肠
'sheng'yan'bu'shi'ren 生眼不识认
'sheng'yi'chang'cao'cao 生意常草草
'sheng'yi'fei'ru'neng 盛亦非汝能
'sheng'yu'chu'men'zhui'yu'xiao 剩欲出门追语笑
'sheng'yu'han'qing'shang 剩欲酣清赏
'shi'ai'ju'se'hao 实爱菊色好
'shi'chang'zhu'bu'tao 是常主逋逃
'shi'cheng'ting'zi'jin'xin'qiu 石城艇子近新秋
'shi'chi'shu'han'lai 石齿漱寒濑
'shi'chu'jiang'huai'wei'yi'tun 师出江淮未易吞
'shi'dan'can'long'she 始惮餐笼蛇
'shi'deng'jue'ding'wang'xiang'guo 试登绝顶望乡国
'shi'du'luan'liu'jian 时渡乱流间
'shi'er'kong'you'duo 士耳恐犹堕
'shi'fen'lian'yan'jin'zun'tu 十分潋滟金尊凸
'shi'fu'zhi'qi'ri 始伏之七日
'shi'gen'yun'qi'long'suo'cang 石根云气龙所藏
'shi'guan'chao'bo'liu'cheng'lu 始灌潮波溜成卤
'shi'huan'seng'can'si'yi'hui 世换僧残寺已灰
'shi'jia'san'mei'hu'jian'qian 诗家三昧忽见前
'shi'jian'cai'jie'gu'bu'fa 世间才杰固不乏
'shi'jian'shui'fu'ru'jun'zhe 世间谁复如君者
'shi'jiang'cong'jun'you 逝将从君游
'shi'jiao'cha'shui'xia 石脚插水下
'shi'jie'jiu'diao'sang 士节久凋丧
'shi'jun'he'cong'de'ci'ben 使君何从得此本
'shi'jun'lao'er'chi 使君老而痴
'shi'jun'shi'bu'chi 使君实不痴
'shi'lei'kan'jun'xiao'feng'tuan 拭泪看君小凤团
'shi'liang'du'kong'kuang 石梁度空旷
'shi'liang'mao'wu'you'wan'qi 石梁茅屋有弯碕
'shi'luo'jiu'zhou'wai 势落九州外
'shi'lv'yi'qi'sheng 诗律已其剩
'shi'mao'jue'ju 石懋绝句
'shi'nian'ke'li'guo'chong'yang 十年客里过重阳
'shi'nian'wu'meng'dei'huan'jia 十年无梦得还家
'shi'nian'yi'luo'lu'man'man 十年伊洛路漫漫
'shi'qing'li'zai'xiu 时清吏再休
'shi'ren'shi'zha'wo'shang'xiao 世人饰诈我尚笑
'shi'ri'jiu'shi'ji 十日九食齑
'shi'ri'wu'ri'yi'shui'shi 十日五日一水石
'shi'shen'wei'ke'lan 是身惟可懒
'shi'shi'jiang'yue'chu'sheng'po 是时江月初生魄
'shi'shi'tou'kan'wen'nan'bei 时时偷看问南北
'shi'shui'bu'neng'shen 失水不能神
'shi'shui'zhao'ci'duan'chang'hun 是谁招此断肠魂
'shi'si'yue'song'gu'jiu'shou'qi'yi 释思岳颂古九首其一
'shi'su'bu'bian'min'yu'hong 世俗不辨珉与玒
'shi'tou'cheng'shang'xiao'pai'huai 石头城上小徘徊
'shi'wai'huai'gu'zheng 事外怀孤征
'shi'wang'zao'hu'qi'jian'xi 试往造乎其间兮
'shi'wei'yang'lan'zuo'li'xi 是为扬澜左蠡兮
'shi'wen'lv'li'gui 适闻闾里归
'shi'wo'di'mai'zhong'xiang'lian 使我地脉重相连
'shi'wo'you'hou'bei 视我犹后辈
'shi'wo'zhi'yu'si 使我至于斯
'shi'wu'shen'ai'zhi 石吾甚爱之
'shi'wu'sheng'zhong'da 世无生仲达
'shi'yi'guo'mu'jing'lao'chou 时一过目惊老丑
'shi'you'bai'he'fei'lai'shuang 时有白鹤飞来双
'shi'you'gui'niu'fu'bi'guo 时有归牛浮鼻过
'shi'you'you'hua'yi'shu'ming 时有幽花一树明
'shi'you'you'wu'chang'nan'de 世有尤物常难得
'shi'yu'ye'qing'qie 适与野情惬
'shi'yun'shang'heng'xie 湿云尚横斜
'shi'zhi'bu'zhan'ni 十指不沾泥
'shi'zhi'tian'bu'ou 舐痔甜不呕
'shi'zhong'geng'you'di'san'nv 室中更有第三女
'shou'ba'qing'mei'chun'yi'qu 手把青梅春已去
'shou'chi'bai'fu'qu 手持白芙蕖
'shou'chuan'ju'xiao'tan 瘦船聚小潭
'shou'fan'long'lin'xin'mo'she 手犯龙鳞心莫慑
'shou'hai'wang'qi'cao 兽骇亡其曹
'shou'qi'xin'ting'yao'you'ren 收泣新亭要有人
'shou'shen'si'xiang'nong'sang'she 收身死向农桑社
'shou'shi'sang'yu'shen'lao'yi 收拾桑榆身老矣
'shu'chao'feng'yu'liang 数朝风雨凉
'shu'hun'fei'rao'bai'niao'chen 蜀魂飞绕百鸟臣
'shu'ji'jing'nv'zhi'shui'mei 淑姬静女知谁媒
'shu'lin'qi'dao'chu'shuang'gen 疏林欹倒出霜根
'shu'ling'wu'shan'yi'xi'kong 蜀岭吴山一洗空
'shu'qiang'yuan'bi'chang'zao'ma 书墙涴壁长遭骂
'shu'ri'wang'hui'qi 数日望回骑
'shu'shi'bu'de'zhui 熟视不得追
'shu'shu'lian'wai'zhu 疏疏帘外竹
'shu'shui'qiu'tan'zuo'long'lan 熟睡湫潭坐龙懒
'shu'song'guo'yu'xiang 疏松过雨香
'shu'wang'gu'yuan'li'yi'bian 蜀王故苑犁已遍
'shu'ying'yi'shi'zheng 树影一时正
'shu'yu'guan'jia'shi'yi'di 输与官家事夷狄
'shu'yu'shuang'fei'shui'man'tang 属玉双飞水满塘
'shu'zhi'heng'yu'shou 疏枝横玉瘦
'shuang'jiang'gui'lai'nong'hu'shui 双桨归来弄湖水
'shuang'lu'ban'kong'ming 双橹半空鸣
'shuang'luo'xiong'sheng'shu 霜落熊升树
'shuang'pu'zhan'xin'huang 霜蒲蘸新黄
'shuang'xi'hui'jiu'zhe 双溪汇九折
'shui'bao'chang'gan'zhuan'shi'tou 水抱长干转石头
'shui'bian'li'luo'hu'heng'zhi 水边篱落忽横枝
'shui'bian'yuan'shang'luan'chou'rong 水边原上乱抽荣
'shui'chi'bai'yu'jing'feng'chen 谁持白羽静风尘
'shui'dao'e'mei'wu'qu'chu 水到峨眉无去处
'shui'fu'nan'zheng'bei'fa'pian 谁赋南征北伐篇
'shui'ge'dan'yan'xiu'zhu'si 水隔淡烟修竹寺
'shui'guo'chun'feng'zuo'e'shi 睡过春风作恶时
'shui'hen'chu'mei'qu'nian'sha 水痕初没去年沙
'shui'jia'shang'jiang'chuan 谁家上江船
'shui'jiao'bu'zhi'xue 睡觉不知雪
'shui'jin'cheng'men'qu'bu'guan 水浸城门渠不管
'shui'liu'yao'bing'lv 水柳摇病绿
'shui'nian'liang'yuan'jiu'ci'ke 谁念梁园旧词客
'shui'shang'qing'ying'bu'wei'yue 水上轻盈步微月
'shui'sheng'guo'guo'luan'ren'er 水声聒聒乱人耳
'shui'shi'ci'jian'qu 谁识此间趣
'shui'wei'si'ru'ma 谁谓死如麻
'shui'yan'wan'fang'sheng'yi'gai 谁言万方声一概
'shui'yan'you'bai'niao 谁言有百鸟
'shui'yu'ku'yi'jiu'jiao'you 睡余苦忆旧交友
'shui'yuan'shan'chang'chu'chu'tong 水远山长处处同
'shui'zhi'ci'ning'shen 谁知此凝神
'shui'zhi'lao'wo'jiang'hu'shang 谁知老卧江湖上
'shui'zhong'shao'lin'zi 水中少磷缁
'shuo'chui'fan'jiang'yi'wei'ping 朔吹翻江意未平
'shuo'yu'nan'ren'wei'bi'ting 说与南人未必听
'shuo'yu'pang'ren'xu'zao'ji 说与旁人须早计
'si'fang'mi'huo'gong'yi'se 四方迷惑共一色
'si'gu'zhen'tu'qiong 四顾真途穷
'si'hai'gong'zhi'shuang'bin'man 四海共知霜鬓满
'si'hai'yi'jia'tian'li'shu 四海一家天历数
'si'hou'shi'fei'shui'guan'de 死后是非谁管得
'si'hui'wen'cheng'shi'ma'gan 死讳文成食马肝
'si'jiao'ju'feng'yin 四角俱封印
'si'ku'qian'wan'chun 死苦千万春
'si'ma'chi'xing'se 司马池行色
'si'neng'wei'gui'hai 死能为鬼害
'si'qu'yuan'zhi'wan'shi'kong 死去元知万事空
'si'ren'you'ru'ci 斯人有如此
'si'ru'fu'mu'shang 死汝父母伤
'si'shan'yu'xue'di'lu'hong 四山欲雪地炉红
'si'shi'cong'rong'zhu'nan'zheng 四十从戎驻南郑
'si'shi'pu'kui'zhu'bing'gong 似是蒲葵麈柄功
'si'wei'ceng'bu'bi 斯味曾不比
'si'wu'jin'li'ke'deng'wei 似无筋力可登危
'si'xian'che'ma'fan'hua'di 似嫌车马繁华地
'si'xiu'liu'luo'meng'shi'chen 似羞流落蒙市尘
'si'yi'fei'gong'qiao 似亦费工巧
'si'yi'wei'gui'xiong 死亦为鬼雄
'si'zhou'huan'yi'dao 四州环一岛
'song'cai'fan'lin'chuan 送菜烦邻船
'song'ding'xia'ceng'ceng 松顶下层层
'song'er'gui'zhou'nai'bie'he 送尔归舟奈别何
'song'feng'ting'xia'jing'ji'li 松风亭下荆棘里
'song'qi'luo'hua 宋祁落花
'song'wo'nan'lai'bu'ci'yuan 送我南来不辞远
'song'zhu'jian'bing'shuang 松竹见冰霜
'su'hao'yi'qi'li 苏豪以气轹
'su'jie'jin'yi'jie 素节今已届
'su'lian'ying'qing'ping 素练萦青屏
'su'shi'bai'shui'shan'fo'ji'yan 苏轼白水山佛迹岩
'su'shi'bing'zhong'you'zu'ta'yuan 苏轼病中游祖塔院
'su'shi'cheng'mai'yi'tong'chao'ge 苏轼澄迈驿通潮阁
'su'shi'dong'lan'li'hua 苏轼东栏梨花
'su'shi'fan'ying 苏轼泛颍
'su'shi'guo'xiang'zheng'jia'zui'hua'zhu 苏轼郭祥正家醉画竹
'su'shi'hai'tang 苏轼海棠
'su'shi'han'lu'gang 苏轼寒芦港
'su'shi'he'zi'you'ji'yuan'zhong'cao'mu 苏轼和子由记园中草木
'su'shi'huai'shang'zao'fa 苏轼淮上早发
'su'shi'hui'chong'chun'jiang'wan'jing 苏轼惠崇春江晚景
'su'shi'ji'chang'shan'hui'xiao'lie 苏轼祭常山回小猎
'su'shi'jiu'xing'bu'yue 苏轼酒醒步月
'su'shi'lu'shan'er'sheng 苏轼庐山二胜
'su'shi'nan'tang'wu'shou 苏轼南堂五首
'su'shi'shou'xing'yuan'han'bi'xuan 苏轼寿星院寒碧轩
'su'shi'shu'chao'bu'zhi'suo'cang 苏轼书晁补之所藏
'su'shi'shu'wang'ding'guo'suo'cang 苏轼书王定国所藏
'su'shi'shui'meng'zhong'de'ju 苏轼睡梦中得句
'su'shi'song'feng'ting'xia 苏轼松风亭下
'su'shi'song'zi'you'shi'qi'dan 苏轼送子由使契丹
'su'shi'tai'bai'shan'xia'zao'hang 苏轼太白山下早行
'su'shi'ti'li'shi'nan'suo'hua 苏轼题李世南所画
'su'shi'wang'wei'wu'dao'zi'hua 苏轼王维吴道子画
'su'shi'wu'chang'shan'shang 苏轼武昌山上
'su'shi'xi'zhai 苏轼西斋
'su'shi'xin'ju 苏轼新居
'su'shi'ye'du'hai 苏轼夜渡海
'su'shi'yin'xing'hua'xia 苏轼饮杏花下
'su'shi'you'jin'shan'si 苏轼游金山寺
'su'shi'you'mei'tang'bao'yu 苏轼有美堂暴雨
'su'shi'yu'zhong'guo'shu'jiao'shou 苏轼雨中过舒教授
'su'shi'yu'zhong'yin'hu'shang 苏轼雨中饮湖上
'su'shi'zeng'liu'jing'wen 苏轼赠刘景文
'su'shi'zhou'zhong'ye'qi 苏轼舟中夜起
'su'shun'qin'cheng'nan'gui'zhi'da'feng'xue 苏舜钦城南归值大风雪
'su'shun'qin'he'sheng'yu'ting'ju 苏舜钦和圣俞庭菊
'su'shun'qin'huai'zhong'wan'bo'du'tou 苏舜钦淮中晚泊犊头
'su'xiang'qing'jiang'qu 苏庠清江曲
'su'zhe'hui'zi'zhan'su'xiao'yao'tang 苏辙会子瞻宿逍遥堂
'sui'can'lao'pu'qiu'rong'dan 虽惭老圃秋容淡
'sui'cong'guan'li'jin 岁从官历尽
'sui'cun'he'suo'dang 虽存何所当
'sui'ran'wai'shi'de'zan'hao 虽然外饰得暂好
'sui'wan'shen'he'tuo 岁晚身何托
'sui'wan'xi'liu'guang 岁晚惜流光
'sui'yi'shu'xi'mo'qing'cheng 随宜梳洗莫倾城
'sui'yi'zhong'yuan'xian 虽异中原险
'sui'you'qu'lu'xun'wu'yuan 虽有去路寻无缘
'sui'zuo'ren'xing'ju'cai'se 虽作人形俱菜色
'sun'weng'xia'bi'kai'sheng'mian 孙翁下笔开生面
'suo'sheng'sui'fei'yang 所生遂飞扬
'suo'zhi'liu'lian'bu'ji'cheng 所至留连不计程
'ta'nian'wu'jun'yong 他年五君咏
'ta'nian'yi'ye'su'jiang'lai 他年一叶溯江来
'ta'ran'yi'qi'shen 嗒然遗其身
'tai'hen'jie'duan'leng 苔痕接断棱
'tai'hen'you'shang'qiang 苔痕犹上墙
'tai'ping'xiang'ye'er'wei'yan 太平相业尔惟盐
'tai'yin'sha'qi'heng'can'dan 太阴杀气横惨淡
'tan'dong'kai'shui'fu 潭洞开水府
'tan'duo'nai'wei'de 贪多乃为得
'tan'xi'you'wei'guo'you'ren 叹息犹为国有人
'tan'yu'ri'ting'wu 谈余日亭午
'tang'geng'zhang'qiu 唐庚张求
'tang'sheng'zhuan'fu'xin 汤声转釜鬵
'tao'hua'liu'shui'ji'yu'fei 桃花流水鮆鱼肥
'tao'hua'liu'shui'zai'ren'shi 桃花流水在人世
'tao'jin'men'qian'tu 陶尽门前土
'tao'li'chun'feng'yi'bei'jiu 桃李春风一杯酒
'tao'tian'lai'jiang'shui 滔天来洚水
'te'li'ru'shi'shi'wu'ji 特立如师世无几
'ti'lei'bu'ke'zhi 涕泪不可止
'tian'bei'tian'nan'yan'zi'fei 天北天南雁自飞
'tian'che'han'bu'yun 田车寒不运
'tian'dao'ben'wu'zhi 天道本无知
'tian'di'fu'yun'shen 天低浮云深
'tian'di'gu'jiang'rong'xiao'chou 天地固将容小丑
'tian'di'ji'liao'shan'yu'xie 天地寂寥山雨歇
'tian'di'ru'peng'zhu 天地入烹煮
'tian'feng'kong'chui'bai'zhu'sheng 天风空吹白纻声
'tian'gong'qiao'you'ji 天工巧有几
'tian'gong'si'lian'wo'mao'gu 天公似怜我貌古
'tian'guang'bu'dong'wan'yun'chui 天光不动晚云垂
'tian'han'dao'liang'shao 天寒稻粱少
'tian'han'jiu'bo'nan'cheng'zui 天寒酒薄难成醉
'tian'han'shang'you'sha'hen'zai 天寒尚有沙痕在
'tian'huo'jiang'mian'xie 天豁江面泻
'tian'ji'yun'jin'yong'zai'wo 天机云锦用在我
'tian'jiang'hui'yue'fu 天匠麾月斧
'tian'jiao'bao'shi'han'shan'chuan 天教饱识汉山川
'tian'jin'chun'lang'lv'fu'di 天津春浪绿浮堤
'tian'lian'du'de'dian'can'chun 天怜独得殿残春
'tian'nan'wan'li'xing 天南万里行
'tian'qi'bu'xi'he'han'gan 天岂不惜河汉干
'tian'qian'zuo'ang'sheng'li'xian 天遣作盎盛藜苋
'tian'que'xi'nan'jiang'mian'qing 天缺西南江面清
'tian'rong'hai'se'ben'cheng'qing 天容海色本澄清
'tian'sheng'wan'li'wei'lai'su 天声万里慰来苏
'tian'wai'hei'feng'chui'hai'li 天外黑风吹海立
'tian'xia'ning'you'ci 天下宁有此
'tian'xiang'mei'bian'you'bie'chun 天向梅边有别春
'tian'ya'zhu'wen'gui'xin'lan 天涯住稳归心懒
'tian'yi'yi'ru'chun 天意已如春
'tian'ying'bao'qiong'tai 天影抱琼台
'tian'yu'qing'xiang'si'you'si 天与清香似有私
'tian'yu'shui'mo'hu 天与水模糊
'tian'yuan'bian'qi'zhen 田园变畦畛
'tian'yuan'jing'ji'man'liu'shui 田园荆棘漫流水
'tiao'bo'fan'qian'yu 跳波翻潜鱼
'tiao'ru'qing'ling'zhong 跳入清泠中
'tiao'tiao'si'yu'mi 迢迢思欲迷
'tie'ma'qiu'feng'da'san'guan 铁马秋风大散关
'ting'bei'yi'wen'zhong'wu'yan 停杯一问终无言
'ting'qian'jiu'shi'shui 亭前旧时水
'ting'ting'hua'ge'xi'han'tan 亭亭画舸系寒潭
'ting'ting'shuang'lin'jian 亭亭双林间
'ting'ting'yi'gao'han 亭亭倚高寒
'ting'xiang'ru'ren'xing 庭响如人行
'tong'can'tian'ren'shi 同参天人师
'tong'ni'ru'gua'lin 痛逆如刮鳞
'tong'ping'ji'jing'tian'wei'ming 铜瓶汲井天未明
'tong'ri'sheng'mao'yu 同日生毛羽
'tong'shi'jie'jiao'san'shu'gong 同时结交三数公
'tong'tong'fu'sang'ri 曈曈扶桑日
'tong'zhi'pie'wen'zhi 童稚瞥闻之
'tou'huang'wan'si'bin'mao'ban 投荒万死鬓毛斑
'tou'ru'ju'zao'yan'yan're 投入巨灶炎炎热
'tou'seng'bi'ye'yu 投僧避夜雨
'tou'zu'bu'gai'mu 投足不盖拇
'tu'jian'han'guan'yi 图见汉官仪
'tu'shan'wan'zhuan'qu'cang'long 土山宛转屈苍龙
'tu'shou'he'nan'qu'duan'hu 徒手何难取短狐
'tu'wu'xi'wang'yang 突兀喜亡恙
'tu'xiang'jun'jia'xue'se'bi 吐向君家雪色壁
'tui'chou'bu'qu'ru'xiang'mi 推愁不去如相觅
'tui'deng'xiang'bi'wo 推灯向壁卧
'tui'zhi'lai'chao'yang 退之来潮阳
'tuo'fen'long'chou'wei'yu'bian 鼍愤龙愁为余变
'tuo'shen'lai'kan'jiang'nan'shan 脱身来看江南山
'wan'bo'gu'zhou'gu'ci'xia 晚泊孤舟古祠下
'wan'dong'ling'ya'wu'wan'fu 万栋凌压无完肤
'wan'gu'han'sheng'zhong 万谷酣笙钟
'wan'jie'jian'yu'chun'shi'lan 晚节渐于春事懒
'wan'jie'xiang'e'shi'er'huan 绾结湘娥十二鬟
'wan'lai'cen'ci'xie'ming'yue 万籁参差写明月
'wan'li'feng'chen'ru'chang'suan 万里风尘入长算
'wan'li'gu'nan'jin 万里孤难进
'wan'li'gui'chuan'nong'chang'di 万里归船弄长笛
'wan'li'jiang'hu'jian'zai'shen 万里江湖见在身
'wan'li'ke'ping'lan 万里客凭栏
'wan'li'si'chun'shang'you'qing 万里思春尚有情
'wan'li'zao'gui'lai 万里早归来
'wan'ma'teng'yi'gu 万马腾一鼓
'wan'mu'ci'tian'yuan'zi'zhi 万木刺天元自直
'wan'qiao'hao'yi'yi 万窍号一噫
'wan'ruo'xi'zhi'ri 宛若昔之日
'wan'shi'bu'li'zui'fu'xing 万事不理醉复醒
'wan'shi'xue'qin'bin 万事雪侵鬓
'wan'shi'yu'shi'dou 万世与石斗
'wan'shu'ye'yu'qi 挽蔬夜雨畦
'wan'shui'qian'shan'xun'zu'yi 万水千山寻祖意
'wan'sou'ping'wu'gen 万艘萍无根
'wan'wan'fei'qiao'chu 弯弯飞桥出
'wan'wu'ge'de'shi 万物各得时
'wan'yi'you'jia'yin 万一有佳音
'wang'an'shi'ban'shan'chun'wan'ji'shi 王安石半山春晚即事
'wang'an'shi'bei'bei'xing'hua 王安石北陂杏花
'wang'an'shi'chu'xia'ji'shi 王安石初夏即事
'wang'an'shi'chun'fu'chu'seng'hui'chong 王安石纯甫出僧惠崇
'wang'an'shi'ci'yun'chou'zhu'chang'shu 王安石次韵酬朱昌叔
'wang'an'shi'ge'xi'yi 王安石葛溪驿
'wang'an'shi'he'bei'min 王安石河北民
'wang'an'shi'jiang'shang 王安石江上
'wang'an'shi'nan'pu 王安石南浦
'wang'an'shi'ren'chen'han'shi 王安石壬辰寒食
'wang'an'shi'ru'bei'si 王安石入北寺
'wang'an'shi'si'wang'feng'yuan 王安石思王逢原
'wang'an'shi'song'he'fu'zhi'long'an 王安石送和父至龙安
'wang'an'shi'sui'wan 王安石岁晚
'wang'an'shi'tuan'shan 王安石团扇
'wang'an'shi'xing'hua 王安石杏花
'wang'an'shi'yu'han 王安石余寒
'wang'an'shi'yue'ren'yi'mu'yang'hua 王安石越人以幕养花
'wang'an'shi'zhu'li 王安石竹里
'wang'an'shi'zhui'song'zhu'shi'nv'di 王安石追送朱氏女弟
'wang'hou'si'jia'mei'bu'mei 汪侯思家每不寐
'wang'ji'qie'zhan'chen 王畿且战尘
'wang'jia'jiu'wu'qin'jia'de 王家旧物秦家得
'wang'ling'shu'han'ku're 王令署旱苦热
'wang'qu'xu'ming'you'can'se 妄取虚名有惭色
'wang'que'he'hua'ji'de'chou 忘却荷花记得愁
'wang'shi'bei'ding'zhong'yuan'ri 王师北定中原日
'wang'shi'suo'li'jin'zai'yan 往时所历今在眼
'wang'shi'you'qi'cheng 王事有期程
'wang'wang'hu'bian'ren'yi'qi 往往湖边人已起
'wang'wen'chang'gan'fu 往问长干妇
'wang'yu'chen'yong'bai'lian 王禹偁咏白莲
'wang'yuan'liang'hu'zhou'ge 汪元量湖州歌
'wang'yuan'liang'jin'ling 汪元量金陵
'wang'yuan'liang'peng'zhou 汪元量彭州
'wang'yuan'liang'shi'tou'cheng 汪元量石头城
'wang'yuan'liang'ti'wang'dao'xiang 汪元量题王导像
'wang'zao'ji'chang'zhou'shi'jun'zhi 汪藻寄常州使君侄
'wei'ai'ming'hua'di'si'kuang 为爱名花抵死狂
'wei'ai'yue'luo'jiu'bei'kong 惟爱月落酒杯空
'wei'bo'xi'yao'ren 微波喜摇人
'wei'chang'yan'pin'ju 未尝厌贫窭
'wei'ci'jiang'shuai'jing'zhong'fa 慰此将衰镜中发
'wei'dai'bian'cheng'xin 为带边城信
'wei'dao'jiang'nan'xian'yi'xiao 未到江南先一笑
'wei'di'chun'han'ye 未抵春寒夜
'wei'feng'bu'dong'jin'ni'xiang 微风不动金猊香
'wei'feng'dong'liang'jin 微风动凉襟
'wei'feng'gu'wei'zuo'wu'mei 微风故为作妩媚
'wei'feng'wan'qing'xue'wen'xi 微风万顷靴文细
'wei'feng'xiao'xiao'chui'gu'pu 微风萧萧吹菰蒲
'wei'gan'sui'ren'shuo'mi'bing 未敢随人说弭兵
'wei'gan'tong'liang'ru 未干同两乳
'wei'hen'zi'chen'ran'su'yi 唯恨缁尘染素衣
'wei'jian'mei'hua'zhe'ru'shi 为见梅花辄入诗
'wei'jue'shen'sheng'ying 未觉身胜影
'wei'jun'chu'hu'li'chan'yuan 为君出户立潺湲
'wei'lou'cha'dou'shan'xian'yue 危楼插斗山衔月
'wei'ming'an'zu'du 微命安足赌
'wei'ming'kua'ma'cheng'nan'hui 未明跨马城南回
'wei'qie'ying'liu'zhu 为妾萦留住
'wei'que'fang'jia'qi 魏阙方佳气
'wei'she'lin'tuan'lai 硙舍临湍濑
'wei'sheng'pa'chen'ou 未省怕嗔殴
'wei'si'qie'qiang'xiang 未死且强项
'wei'si'xiang'feng'zhen'shi'mian 未死相逢真识面
'wei'wen'he'gu'he'yuan'fei 为问鹤骨何缘肥
'wei'wo'cong'ci'ci 畏我从此辞
'wei'yan'wei'you'gu'ren'zhi 微言惟有故人知
'wei'yan'you'guo'zhi'han'xin 为言忧国只寒心
'wei'ying'zhong'gua'shi 惟应种瓜事
'wei'yong'yi'xin'qiu 未用忆新秋
'wei'you'bei'shan'niao 惟有北山鸟
'wei'you'dong'feng'jiu'xiang'shi 惟有东风旧相识
'wei'you'nan'feng'jiu'xiang'shi 惟有南风旧相识
'wei'you'ping'an'bao 未有平安报
'wei'you'ren'jian'di'yi'ren 未有人间第一人
'wei'yu'qi'zi'bie 畏与妻子别
'wei'yue'zhao'can'geng 微月照残更
