'ai'ai'duan'hang'yan 哀哀断行雁
'yi'min'ren'si'wang'hui'fu 遗民忍死望恢复
'yi'min'shi'zhong'yi 遗民世忠义
'yi'nian'qiu'yu'dao 一年秋欲到
'yi'nian'wu'duan'duo'shi'chen 一念无端堕世尘
'yi'nian'xiao'ran'wo'yi'qi 一念萧然我亦奇
'yi'pian'dan'xin'bao'tian'zi 一片丹心报天子
'yi'qi'qi'jin'ru'wa'li 宜其弃金如瓦砾
'yi'qi'xiang'qi'gong'sheng'si 意气相期共生死
'yi'qi'yi'wu'ji'lu'sai 意气已无鸡鹿塞
'yi'qian'wu'bai'nian'jian'shi 一千五百年间事
'yi'qin'shu'lan'hu'qi'duan 以勤赎嬾护其短
'yi'qing'zao'wu'hu'zuo'er 意轻造物呼作儿
'yi'qiong'ji'bu'ren'jing'jian 一筇疾步人惊健
'yi'ren'qun'fang'du 一任群芳妒
'yi'ri'chan'xing'shui'wei'zhi 一日谗兴谁为直
'yi'ru'ming'shan'shao'da'yao 亦入名山烧大药
'yi'shang'zheng'chen'za'jiu'hen 衣上征尘杂酒痕
'yi'shen'bao'guo'you'wan'si 一身报国有万死
'yi'shen'bu'zi'xu 一身不自恤
'yi'shen'chang'ku'ji 一身常苦饥
'yi'sheng'chuan'gu'du 遗声传故都
'yi'shi'cai'qi'chao'ran 一时才气超然
'yi'shi'huang'hun'du'zi'chou 已是黄昏独自愁
'yi'shi'wu'cheng'liang'bin'shuang 一事无成两鬓霜
'yi'shu'kuang'qu'shi'qing'chun 倚疏狂驱使青春
'yi'shu'mei'qian'yi'fang'weng 一树梅前一放翁
'yi'shuang'su'shou'wu'ren'shi 一双素手无人识
'yi'si'you'si'bao'ming'zhu 一死犹思报明主
'yi'suo'yan'yu'you'xin'shi 一蓑烟雨有新诗
'yi'wai'duan'qiao'bian 驿外断桥边
'yi'wu'jue'yi'kong'san'yi 医无绝艺空三易
'yi'xi'ao'you'shu'han'jian 忆昔遨游蜀汉间
'yi'xi'yi'chen 一洗衣尘
'yi'xia'you'yu'di 一匣有余地
'yi'xiang'miao'mao'zun 宜享庙貌尊
'yi'xiao'bei'zi'kong 一笑杯自空
'yi'ya'fei'ming'chuang'yi'bai 一鸦飞鸣窗已白
'yi'yang'dao'zhong'yu'da'xue 弋阳道中遇大雪
'yi'ye'qing'shuang 一夜清霜
'yi'yi'geng'chuang'hu 熠熠耿窗户
'yi'yi'ke'ling'chang'shi'zhi 悒悒可令长失职
'yi'yin'wu'bai'nian 一饮五百年
'yi'yu'xi'liang'xin 一雨喜凉新
'yi'zhang'lai'guan'hao'dang'chun 依杖来观浩荡春
'yi'zhao'luo'jiang'hu 一朝落江湖
'yi'zhi'ci'lao'fen'wei'ping 亦知此老愤未平
'yi'zhi'jun'gu'zun 亦知君姑尊
'yi'zhou'guan'lou'jiu'ru'hai 益州官楼酒如海
'yi'zhou'tai'shi'yi'zhi'shu 宜州太史一纸书
'yi'zou'shao'wei'xing 一奏少微星
'yi'zui'san'qian'qiu 一醉三千秋
'yi'zun'gong'jiang'ping'rong'ce 一樽共讲平戎策
'yi'zun'shei'yu'tong 一尊谁与同
'yi'zun'zhuo'ba'bo'li'jiu 一樽酌罢玻璃酒
'yin'feng'sheng'bei'za'ge'ku 吟讽声悲杂歌哭
'yin'gong'bing'ji'qian'wan'yi 因公并寄千万意
'yin'jie'pei'shao'hu 音节配韶頀
'yin'jiu'huo'shu'ji 饮酒或庶几
'yin'yi'lian'hu'xian 隐翳连鄠县
'yin'yin'ye'you'sheng 殷殷夜有声
'yin'yue'ting'shuang'jia 隐约听霜笳
'ying'dai'ren'lai 应待人来
'ying'hui'shui'bao'zhong'he'qi 萦回水抱中和气
'ying'jun'zhe'jiang'bin 迎君浙江滨
'ying'kong'chu'zuo'jian'si'wei 映空初作茧丝微
'ying'wu'bei'shen'jun'mo'su 鹦鹉杯深君莫诉
'ying'wu'feng'huo'zhao'gan'quan 应无烽火照甘泉
'ying'xu'zhi'dao'san'geng'kan 应须直到三更看
'yong'chang'ling'shang'cao'qian'qian 永昌陵上草芊芊
'yong'huai'he'luo'jian 永怀河洛间
'yong'huai'sang'qian'he 永怀桑乾河
'yong'huai'tian'bao'mo 永怀天宝末
'you'bao'can'huang'jie'chi'fei 又报残蝗接翅飞
'you'bing'cong'gu'duo'lie'shi 幽并从古多烈士
'you'cheng'wei'yu'qu'chu'gua 又乘微雨去锄瓜
'you'dian'chun'yi'ju'wu'chui 又典春衣具午炊
'you'diao'yi'zong'yi'xuan'ran 犹吊遗踪一泫然
'you'fang'wei'zi'huan'fan'gu 有方为子换凡骨
'you'gong'sui'yu'shi'xiang'wang 忧公遂与世相忘
'you'gu'na'kan'geng'bei'zhi 幽谷那堪更北枝
'you'guo'qing'lei'di 忧国清泪滴
'you'guo'ti'zong'heng 忧国涕纵横
'you'huai'xin'du'xie 幽怀欣独写
'you'ji'qing'ming'ke'dao'jia 犹及清明可到家
'you'jian'shen'zhi'fei'qu 又拣深枝飞去
'you'jin'ping'shan'ye'shao'ling'ci'tang 游锦屏山谒少陵祠堂
'you'ju'hu'chuang'fei'bai'jian 犹据胡床飞百箭
'you'jue'wei'tao'lan 犹觉畏涛澜
'you'ke'ying'tou'er'wan'yan 犹课蝇头二万言
'you'kuang'zu'zi'yu 幽旷足自娱
'you'qi'liao'ru'jin'yu'ci'shen 又岂料如今馀此身
'you'ren'zhen'bao'jian 幽人枕宝剑
'you'shan'xi'cun 游山西村
'you'shi'da'dan'bu'mie'deng 有时达旦不灭灯
'you'shi'deng'gao'wang'hu'du 有时登高望鄠杜
'you'shi'guan'shen 犹是官身
'you'shi'yu'zi'bei 忧时语自悲
'you'shu'cang'yu'xue 有书藏禹穴
'you'si'shan'ji'dian 又似山际电
'you'wei'fang'you'shi 有位方忧失
'you'xiang'hu'bian'shang'ye'hang 又向湖边上野航
'you'xing'yi'ran'zai 幽兴依然在
'you'xiu'jue'si 游修觉寺
'you'ye'ben'wu'qi 游也本无奇
'you'you'shao'nian'feng'wei'zai 犹有少年风味在
'you'yu'nan'shi'cang'wu'diao'yu'shun 又欲南适苍梧吊虞舜
'you'yu'weng'gong'zui 有渔翁共醉
'you'zai'jiang'nan'song'yan'gui 又在江南送雁归
'you'zhen'dang'nian'hu'ku'lou 犹枕当年虎骷髅
'you'zhi'bu'shen'kong'zi'dao 有志不伸空自悼
'you'zhou'zheng'ke'yi'ju'kong 幽州正可一炬空
'you'zhu'ge'wu'hou'shu'tai 游诸葛武侯书台
'yu'bei'chuan'jiu'he'lu'xue 玉杯传酒和鹿血
'yu'diao'zhang'hua'wu'chu'wen 欲吊章华无处问
'yu'duo'you'cao'shang'qiang'sheng 雨多幽草上墙生
'yu'fu'shi'fan'shan'xia'yu'kong'meng 渔父石帆山下雨空濛
'yu'gong'he'wei'wei 禹功何巍巍
'yu'gu'jiu'cheng'quan'xia'tu 玉骨久成泉下土
'yu'guan'fu'zhan'qi 榆关赴战期
'yu'guo'yuan'lin 雨过园林
'yu'hou'du'deng'ni'xian'tai 雨后独登拟岘台
'yu'hua'luan'dian'hei'diao'qiu 玉花乱点黑貂裘
'yu'ji'mie'fu'jian 雨急灭复见
'yu'ji'wu'jian'shuo'yu 欲寄吴笺说与
'yu'jian'diao'gong 羽箭雕弓
'yu'miao'lan'ting'jin'gu'lu 禹庙兰亭今古路
'yu'pu 渔浦
'yu'pu'jiang'shan'tian'xia'xi 渔浦江山天下稀
'yu'qi'hun'qian'zhang 雨气昏千嶂
'yu'qing'qian'du'ti'yi'liu 欲请迁都涕已流
'yu'shang'bu'ke'men 欲上不可扪
'yu'sheng'bu'duan'ye'fei'shuang 雨声不断叶飞霜
'yu'shi'chang'xiang'wang 与世长相忘
'yu'shi'ren'jia'man'xie'ri 鱼市人家满斜日
'yu'shi'wu'lu'kong'zheng'rong 欲试无路空峥嵘
'yu'shi'zhong'dong'yue 於时仲冬月
'yu'shu'jia'can'zi 欲书加餐字
'yu'shu'lao'yan'wu'gao'chu 欲舒老眼无高处
'yu'shu'wan'yan'tou'wei'que 欲疏万言投魏阙
'yu'shui'wei'cheng'qi'juan'zhen 欲睡未成欹倦枕
'yu'tan'san'shou'xuan'yi'shou 寓叹三首选一首
'yu'tu'zhe'fu'tun 欲吐辄复吞
'yu'weng'sui'ju'lao 与翁虽俱老
'yu'xi'you'hen'yang'zheng'lv 雨细有痕秧正绿
'yu'xun'xi'jiao'lu 欲寻西郊路
'yu'yu'ju'gua'long 雨余鉏瓜垄
'yu'zuo'chen'hun'song'bai'han 玉座尘昏松柏寒
'yuan'bi'guan'yue'gai'you'yu 远比管乐盖有余
'yuan'chong'san'fu're 远冲三伏热
'yuan'ding'lai'bao'zhu'hang'bian 园丁来报竹行鞭
'yuan'jie'shang'zhou'zuo'zui'chang 远接商周祚最长
'yuan'ke'qi'zhi'jin'zai'dao 远客岂知今再到
'yuan'qi'jian'jiu'sheng'rou'mei 园畦翦韭胜肉美
'yuan'tou'chi'chi'liang'huang'du 原头叱叱两黄犊
'yuan'xi'deng'shan 元夕灯山
'yuan'yan'cai'fang'lan 愿言采芳兰
'yuan'yan'xie'gan'ge 愿言写肝膈
'yuan'you'wu'chu'bu'xiao'hun 远游无处不消魂
'yuan'yuan'ya'song'wu'qi'gan 渊源雅颂吾岂敢
'yuan'zhi'zao'wu'xin'chang'bie 元知造物心肠别
'yue'bai'ting'kong'shu'ying'xi 月白庭空树影稀
'yue'chi'nong'jia 岳池农家
'yue'hei'wang'yu'ming 月黑望愈明
'yue'luo'tian'yu'hei 月落天宇黑
'yue'ma'lie'jiu'san'wan'pi 阅马列厩三万匹
'yue'ming'hao'huang'ji 月明号荒鸡
'yue'ming'shou'diao'tong 月明收钓筒
'yue'xia 月下
'yue'xia'zuo'diao'ji 月下坐钓矶
'yue'zhong'gu'chui'du'sang'qian 月中鼓吹渡桑乾
'yue'zuo'bai'yu'gou 月作白玉钩
'yun'cu'yu'lin'chen'xi'yang 云蹙鱼鳞衬夕阳
'yun'duan'cang'wu'jing'bu'gui 云断苍梧竟不归
'yun'fan'yi'tian'mo 云翻一天墨
'yun'ge'jiang'huai'xiang'cui'feng 云隔江淮翔翠凤
'yun'meng'feng'yan'jiu'mang'cang 云梦风烟旧莽苍
'yun'po'qi'feng'yong'di'qing 云破奇峰涌帝青
'yun'qian'zhong 云千重
'yun'wu'lun'qun'qi'wei'qing 云物轮囷气未清
'yun'ying'hu'sheng'ya'bi'ri 云影忽生鸦蔽日
'yun'zhan'ping'shan'yue'yue'you 云栈屏山阅月游
'za'bo'you'neng'lou'han'tang 杂驳犹能陋汉唐
'zai'bai'qiu'wang'lv 再拜求望履
'zai'guo'jian'nan'ying'xiao'liu 再过剑南应小留
'zai'guo'liao'tian 再过辽天
'zai'jiu'yuan'lin 载酒园林
'zao'chao'yu'le'qian'men'xue 早朝玉勒千门雪
'zao'shi'shu'ting'xu'hua'ce 早事枢庭虚画策
'zao'sui'na'zhi'shi'shi'jian 早岁那知世事艰
'zao'wei'shen'zhou'qing'lu'chen 早为神州清虏尘
'zao'xin'ci'sheng'zhong'bu'yu 早信此生终不遇
'zao'zhi'nong'pu'le 早知农圃乐
'zei'jiang'fei'ren'ying 贼将非人英
'zei'liang'fu'han'dai 贼亮负函贷
'zei'qiu'shi'chan'wang 贼酋实孱王
'zei'shi'yi'shuai'zhen'da'qing 贼势已衰真大庆
'zen'huan'de'yu'kuai'si'chun 怎换得玉鲙丝莼
'zeng'dong'wei'shan'ren 赠洞微山人
'zha'shui'yun'shen'zhu'diao'chuan 霅水云深著钓船
'zhan'chang'heng'shi'sheng'chuang'zi 战场横尸胜床笫
'zhan'cheng'nan 战城南
'zhan'gu'shang'long'lei'ping'ping 战鼓上陇雷凭凭
'zhan'si'shi'suo'you 战死士所有
'zhan'yun'han'yu'yu 栈云寒欲雨
'zhang'cheng'jia'yu'dong'xi'jia 长成嫁与东西家
'zhang'fu'bao'zhu'you'ru'ci 丈夫报主有如此
'zhang'fu'bi'ci'yuan 丈夫毕此愿
'zhang'fu'bu'tu'si 丈夫不徒死
'zhang'fu'bu'xu'sheng'shi'jian 丈夫不虚生世间
'zhang'fu'chu'men'wu'wan'li 丈夫出门无万里
'zhang'fu'gui'bu'nao 丈夫贵不挠
'zhang'fu'jing'ci'ning'fei'fu 丈夫经此宁非福
'zhang'fu'ke'wei'jiu'se'si 丈夫可为酒色死
'zhang'fu'qiong'si'you'lai'shi 丈夫穷死由来事
'zhang'fu'shen'zai'yao'you'li 丈夫身在要有立
'zhang'fu'shu'neng'qiong 丈夫孰能穷
'zhang'fu'wei'si'shui'neng'liao 丈夫未死谁能料
'zhang'fu'wu'shi'gong'wei'li 丈夫五十功未立
'zhang'fu'you'zhi'ku'nan'cheng 丈夫有志苦难成
'zhang'hua'ge'wu'zhong'xiao'se 章华歌舞终萧瑟
'zhang'hua'jing'ji'guo'ren'bei 章华荆棘国人悲
'zhang'li'lian'nian'xu'yao'shi 瘴疠连年须药石
'zhang'nei'dou'ji'cui'ci'jin 仗内斗鸡催赐锦
'zhao'jiang'dan'ye'yi'lin'shuang 照江丹叶一林霜
'zhao'shu'xu'ru'yi'bu'si 诏书许汝以不死
'zhao'shu'yi'lv'xia 诏书已屡下
'zhao'wei'hu'chen'qian'zhang'huang 赵魏胡尘千丈黄
'zhao'wei'xue'ke'die 赵魏血可蹀
'zhe'de'huang'hua'geng'duan'chang 折得黄花更断肠
'zhe'gu'tian'jia'zhu'cang'yan'luo'zhao'jian 鹧鸪天家住苍烟落照间
'zhe'gu'tian'song'ye'meng'xi 鹧鸪天送叶梦锡
'zhe'hui'shu'fang 遮回疏放
'zhe'hui'zhen'ge'xian'ren 这回真个闲人
'zhen'bi'you'si'gou'zheng'shu 振臂犹思傋征戍
'zhen'can'yu'xie'xing'chuan'zhu 斟残玉瀣行穿竹
'zhen'chu'qiao'can'shen'xiang'yue 砧杵敲残深巷月
'zhen'dian'reng'jiao'dao'chu'sui 枕簟仍教到处随
'zhen'guan'tai'ping'ru'geng'du 贞观太平如更睹
'zhen'huang'shi'yun'chu 榛荒失耘锄
'zhen'neng'shan'li'wan'fu'qian 真能山立万夫前
'zhen'shang 枕上
'zhen'shang'gan'huai 枕上感怀
'zhen'shang'lv'hui'you'guo'lei 枕上屡挥忧国泪
'zhen'shang'san'geng'yu 枕上三更雨
'zhen'shang'zuo 枕上作
'zhen'shi'han'wu'zuo'ke'zhan 真是寒无坐客毡
'zhen'yun'ya'long'ting 阵云压龙庭
'zheng'chen'shi'zai'an'rong'yi 征尘十载暗戎衣
'zheng'jia'guan'ren'mu'gao'hua 争嫁官人慕高华
'zheng'ke'de'kuan'fou 徵科得宽否
'zheng'ling'xuan'zhuang'bu'wei'yong 正令选壮不为用
'zheng'qian'zi'xiao'qiong'dan'jiu 郑虔自笑穷耽酒
'zheng'shi'ceng'bing'ji'xue'shi 正是层冰积雪时
'zheng'shi'fu'jia'fan'zhai'shi 正是浮家泛宅时
'zheng'tu'you'yu'meng'xiang'guan 征途犹与梦相关
'zheng'yao'she'shi'xian'bai'jun 正要设施先百郡
'zhi'bao'dang'qian'xing 至宝当潜形
'zhi'chi'xian'yang'dou 只尺咸阳都
'zhi'chi'zhi'tian'jin'wan'li 咫尺之天今万里
'zhi'chou'feng'ri'sun'hong'fang 只愁风日损红芳
'zhi'chuang'lao'gui'bu'neng'yu 榰床老龟不能语
'zhi'da'cai'ku'duan 志大才苦短
'zhi'da'hao'wu'qi 志大浩无期
'zhi'ge'wang'qian'qu 执戈王前驱
'zhi'jian'mei'hua'bu'jian'ren 只见梅花不见人
'zhi'jiang'gong'jin'guo'gong'cheng 直将宫锦裹宫城
'zhi'jin'bi'jian'xiang 至今壁间像
'zhi'jin'bu'wen'rong'ma'sheng 至今不闻戎马声
'zhi'jin'du'jian'chuan 至今蠹简传
'zhi'jin'he'shu'lian'yun'zhong 至今禾黍连云种
'zhi'jin'qing'ye'meng 至今清夜梦
'zhi'jin'ren'ci'cheng'xiang'mu 至今人祠丞相墓
'zhi'jin'tong'tuo'mei'jing'ji 至今铜驼没荆棘
'zhi'jin'xue'zi'duan'diao'qiu 至今血渍短貂裘
'zhi'jin'you'yi'shi 至今有遗螫
'zhi'jiu'wang'liao'hai'zi'xiao 止酒亡聊还自笑
'zhi'kong'xing'feng'ting 直恐兴风霆
'zhi'luo'shi'po'dan 织罗士破胆
'zhi'nan'cheng 志难成
'zhi'nv'zhi'qing'yun 织女织庆云
'zhi'qi'chao'shou'xiang 植旗朝受降
'zhi'qian'yu'shi'bao'shu'zhi 纸钱雨湿抱树枝
'zhi'shang'de'lai'zhong'jue'qian 纸上得来终觉浅
'zhi'shang'xing'xing'xue'wei'xi 枝上猩猩血未曦
'zhi'shi'qian'qiu'lei'man'shang 志士千秋泪满裳
'zhi'shi'xi'lang'si 志士惜浪死
'zhi'shi'xu'juan'shao'zhuang'nian 志士虚捐少壮年
'zhi'xin'wei'du'juan 知心惟杜鹃
'zhi'yao'lv'yan'kuan'chui'chu 只要闾阎宽箠楚
'zhi'yi'bu'xu'cu 织亦不须促
'zhi'yi'qi'bei'zhai 质衣葺北斋
'zhi'yi'you'guo'gu 直以忧国故
'zhi'you'tan'sheng'si'jiu'shi 只有滩声似旧时
'zhi'you'xiang'ru'gu 只有香如故
'zhi'yu'fu'tian'xia 志欲富天下
'zhi'zhang'guang'chi'rao'xiao'meng 纸帐光迟饶晓梦
'zhi'zhi'bu'ke'wo 指直不可握
'zhong'dao'gu'xiang'jiao'jiu'shao 重到故乡交旧少
'zhong'e'dan'sha'pin'zui'gao 重萼丹砂品最高
'zhong'gui'hao'yi'qiu 终归貉一丘
'zhong'hou'feng'liu'tian'xia'chuan 忠厚风流天下传
'zhong'hua'chu'shi'han'xue'ma 中华初识汗血马
'zhong'nian'bu'zhu'mian'kan'ren 终年不著面看人
'zhong'qiu'lei'lei'zai'zhe'shui 冢丘累累在者谁
'zhong'qiu'you'su'fu 重裘犹粟肤
'zhong'ri'suo'xiu'jian 终日缩袖间
'zhong'sheng'ya'qian'xin'wei'chu 终胜牙签新未触
'zhong'shi'chuan'xuan'qi'fei'kong 中使传宣骑飞鞚
'zhong'ye'yi'you'shen'wu'hu 中野疑有神物护
'zhong'yi'lin'lin'ling'ren'si 忠义凛凛令人思
'zhong'yi'yong'tui'ji 忠义勇推激
'zhong'you'tie'ma'si 中有铁马嘶
'zhong'yuan'bei'wang'qi'ru'shan 中原北望气如山
'zhong'yuan'cao'cao'shi'cheng'ping 中原草草失承平
'zhong'yuan'gan'ge'gu'yi'wen 中原干戈古亦闻
'zhong'yuan'ji'hui'jie'lv'shi 中原机会嗟屡失
'zhong'yuan'shi'zhi'wu 中原失枝梧
'zhou'fei'yu'xi'xia'lie'cheng 昼飞羽檄下列城
'zhou'fu'xian'tie'wu'yi'shi 州符县帖无已时
'zhou'gong'li'yue'ji'bu'chuan 周公礼乐寂不传
'zhou'zhong'yi'yu'sao'fei'ying 舟中一雨扫飞蝇
'zhu'cheng'jue'sai'jin'xin'tu 筑城绝塞进新图
'zhu'cheng'tian'shan'bei 筑城天山北
'zhu'dao'he'qing'ke'lian'ru 竹倒荷倾可怜汝
'zhu'gong'jian'wen'zhang 诸公荐文章
'zhu'gong'mian'shu'ping'rong'ce 诸公勉书平戎策
'zhu'gong'shang'shou'he'qin'ce 诸公尚守和亲策
'zhu'gong'shui'ting'chu'rao'ce 诸公谁听刍荛策
'zhu'guang'xiang'she'fei'zong'heng 烛光相射飞纵横
'zhu'jiang'neng'ban'ci 诸将能办此
'zhu'jiang'xing'ce'yun'tai'gong 诸将行策云台功
'zhu'jun'he'zhi'qi'xin'ting 诸君何至泣新亭
'zhu'lao'wu'zhi'ren 诸老误知人
'zhu'men'chen'chen'an'ge'wu 朱门沉沉按歌舞
'zhu'men'jia'di'he'zheng'rong 朱门甲第何峥嵘
'zhu'ren'dan'yu'kou'ji'zei 诸人但欲口击贼
'zhu'ren'man'zhuo'bai'yu'bei 主人满酌白玉杯
'zhu'sheng'he'shu'lun'wei'ji 诸生合疏论危机
'zhu'shou'yi'xiao'san 朱绶意萧散
'zhu'shu'shi'wan'yan 著书十万言
'zhu'wo'dang'zi'zhen 祝我当自珍
'zhu'xian'mo'yu'zhong'xin'wei 诸贤莫与众心违
'zhu'you'chen'ru'gu'suo'yun 主忧臣辱古所云
'zhu'zhang'wu'shi'ye'kou'men 拄杖无时夜叩门
'zhuan'pan'yu'hua'shen'yi'zhang 转盼玉花深一丈
'zhuan'zhen'que'xun'jing'duan'meng 转枕却寻惊断梦
'zhuang'huai'geng'geng'shei'yu'lun 壮怀耿耿谁与论
'zhuang'nian'xing'chu'sai 壮年行出塞
'zhuang'shi'da'hu'cheng'wei'cui 壮士大呼城为摧
'zhuang'shi'fang'dang'qi'qu'ming 壮士方当弃躯命
'zhuang'shi'ming'diao'gong 壮士鸣雕弓
'zhuang'sui'wen'zhang 壮岁文章
'zhuang'you'si'su'xi 壮游思夙昔
'zhuang'zai'zu'lian'cong'tian'lai 壮哉组练从天来
'zhuang'zhi'bing'lai'xiao'yu'jin 壮志病来消欲尽
'zhui'ben'lu'su'qing'hai'yue 追奔露宿青海月
'zhuo'jin'cang'lang'ke 濯锦沧浪客
'zhuo'jiu'qing'lao'wa 浊酒倾老瓦
'zhuo'que'gui'shu'yue'geng'ming 斫却桂树月更明
'zhuo'zhi'wan'hu'bo'li'zhou 酌之万斛玻璃舟
'zi'duan'gui'xiu'jun'wu'guai 自断归休君勿怪
'zi'gu'gao'lou'shang'ke'qing 自古高楼伤客情
'zi'gu'gong'ming'shu'shao'nian 自古功名属少年
'zi'gu'lun'ren'duo'lei'ci 自古论人多类此
'zi'lian'hua'fa'man'sha'jin 自怜华发满纱巾
'zi'liang'shi'nan'jiu 自量势难久
'zi'sun'shi'zuo'ji'shan'nong 子孙世作稽山农
'zi'xi'wu'ren 自昔误人
'zi'xiao 自笑
'zi'xiao'mou'sheng'shi'shi'shu 自笑谋生事事疏
'zi'yong 自咏
'zi'zu'kua'dong'wu 自足夸东吴
'zong'bi'er'shou'xuan'yi'shou 纵笔二首选一首
'zong'bi'san'shou'xuan'yi'shou 纵笔三首选一首
'zong'jiu'shan'nan'qian'ri'zui 纵酒山南千日醉
'zong'pei'jiang'gao'song'xi'hui 纵辔江皋送夕晖
'zou'ji'ben'bing'fu 奏记本兵府
'zou'ma'bi'ji'fang'li'qu 走马碧鸡坊里去
'zu'zong'shen'ling'zai'di'pang 祖宗神灵在帝旁
'zui'dan'kong'man'qu 醉胆空满躯
'zui'ge'er'shou 醉歌二首
'zui'jiu'shu'jiang'zhong 醉酒蜀江中
'zui'li'chang'kuang'xing'zi'xiao 醉里猖狂醒自笑
'zui'mian'zheng'xu'ying'luan'dian 醉面正须迎乱点
'zui'nong'pian'zhou 醉弄扁舟
'zui'ping'gao'ge'qian'kun'ze 醉凭高阁乾坤迮
'zui'shang'yin'an'shen'geng'qing 醉上银鞍身更轻
'zui'shu 醉书
'zui'yi'tong'kun'men'wai'lu 最忆铜壼门外路
'zui'zhe'can'mei'yi'liang'zhi 醉折残梅一两枝
'zui'zhong'fu'jian'guang'she'yue 醉中拂剑光射月
'zui'zhong'xia'qu'tang'xia'zhong'liu'guan'shi'bi'fei'quan 醉中下瞿唐峡中流观石壁飞泉
'zun'qian'hong'xiu'zui'cheng'wei 尊前红袖醉成围
'zun'qian'ying'de'shi'qi'liang 尊前赢得是凄凉
'zuo'bei'lei'qian'yan 作碑累千言
'zuo'dai'jian'xiong'sheng 坐待奸雄生
'zuo'ge'xian'ren'yang 作个闲人样
'zuo'jie'hao'jie'zhen'cheng'kuai 坐皆豪杰真成快
'zuo'lao'gui'bo'mu 作劳归薄暮
'zuo'ling'dong'zhi'cui'nian'hua 坐令东指催年华
'zuo'ren'lun'hu'chen 左衽沦胡尘
'zuo'shi'jing'luo'wu'zhan'qiang 坐使井络无欃枪
'zuo'xiang'ti'bing'xi'hai'tou 坐想提兵西海头
