'a'fu'lue'gu'shi 阿夫略顾视
'san'nian'jiao'ge'wu 三年教歌舞
'san'qian'yan'zhi'mai'huang'chu 三千艳质埋荒楚
'san'shan'piao'miao'wang'ru'he 三山缥缈望如何
'san'shi'si'nian'he'xian'zui 三十四年何限罪
'san'shi'yu'nian'zai'jian'zhi 三十余年再见之
'san'zhao'xiu'yuan'qiao'fan'chi 三朝休怨峭帆迟
'san'zhou'ying'yi'dai 三州萦衣带
'san'zuo'ta'xiang'gui 散作他乡鬼
'san'zuo'yue'zhen'qian'qiong'gui 散作岳镇千琼瑰
'sang'luo'jiu'xiang'lu'ju'mei 桑落酒香卢桔美
'sang'tiao'yuan'wu'ren'mu 桑调元五人墓
'sang'you'zhi'zhuang'yu'shou'fei 桑有稚壮与瘦肥
'sao'jing'kai'tang'huang 扫径开堂皇
'sao'shou'huan'gong'ping'diao'chu 搔首桓公凭吊处
'se'se'shan'hu'zhi 瑟瑟珊瑚枝
'se'ze'lai'xiang'guo 塞责来相过
'seng'li'guan'shui'feng'bu'xing 僧立观水风不兴
'seng'qian'ji'bu'fen 僧悭屐不分
'sha'shen'wu'ji'ke'cun'wu 杀身无计可存吴
'shan'cang'shui'bai'wo'niu'cheng 山苍水白卧牛城
'shan'cang'zao'cui'yi'an'jing 芟苍凿翠一庵经
'shan'cheng'chang'ba'shi 山城常罢市
'shan'chuan'jia'yu'ba 山川贾余霸
'shan'chuan'ren'wu'rong'zai'yi'lu'nei 山川人物熔在一炉内
'shan'chuan'ru'xiang'wei 山川入详委
'shan'cui'ya'huang'he 山翠压黄河
'shan'dong'da'ban'wei'zei'shou 山东大半为贼守
'shan'gong'qi'shi'cheng'he'yong 山公启事成何用
'shan'guang'han'zhi'jin 山光寒至今
'shan'guang'mei'xin'ji 山光媚新霁
'shan'guang'yan'yan'ying'ming'xia 山光焰焰映明霞
'shan'han'yun'jian'di 山寒云渐低
'shan'he'bai'zhan'ding'zhong'fen 山河百战鼎终分
'shan'heng'yan'qi'jie'dong'xia 山横雁碛皆东下
'shan'jia'feng'ling'lie'huang'pi 山家奉令猎黄罴
'shan'jian'xiao'xi'xiang'zhao'hu 山间晓夕相招呼
'shan'jun'feng'chun'fu'zha'qing 山郡逢春复乍晴
'shan'mu'xiao'xiao'feng'geng'chui 山木萧萧风更吹
'shan'niao'wei'ren'chuan'zhu'ti 山鸟畏人穿竹啼
'shan'qiang'dai'nv'luo 山墙带女萝
'shan'se'jiang'sheng'gong'ji'liao 山色江声共寂寥
'shan'shan'dou'li'qing'tian'wai 山山都立青天外
'shan'shen'feng'zao'han 山深风早寒
'shan'shen'shou'wo'zao'hua'quan 山神手握造化权
'shan'shi'yu'ben'tun'lang'zhu 山势欲奔吞浪住
'shan'shui'cang'liang'shi'ba'tu 山水苍凉失霸图
'shan'tian'shui'man'yang'zhen'chu 山田水满秧针出
'shan'wu'lin'mu'shui'wu'zhou 山无林木水无舟
'shan'xiang'bu'wo'cong 山乡不我从
'shan'xie'hui'feng'jin'ru'cheng 山挟回风尽入城
'shan'xing'shi'ren'jiu'shang'gu 山行十人九商贾
'shan'yao'you'dong'wu'li'xu 山腰有洞五里许
'shan'yuan'ren'jin'gong'tui'qiao 剡源仁近共推敲
'shan'zhong'meng'leng'yi'hong'jing 山中梦冷依弘景
'shang'ci'bai'wan'huang'jin'qian 赏赐百万黄金钱
'shang'gu'bu'li'zheng'li'di 商贾不离争利地
'shang'jing'lan'dao'wang 商景兰悼亡
'shang'juan'xin'tai'ping'an'zi 上镌心太平庵字
'shang'jun'fa'ling'niu'mao'xi 商君法令牛毛细
'shang'liang'yu'xiang'yi'xiang'tou 商量欲向异乡投
'shang'ma'da'qiao'tou 上马大桥头
'shang'shu'xiu'tao'zei 上书休讨贼
'shang'shui'yan'tan'duo 上水厌滩多
'shang'si'ruo'hai'ru'yin'ban 上巳若还如印板
'shang'tan'chuan 上滩船
'shang'tang'ci'gu'jiu 上堂辞姑舅
'shang'xin'gu'du'tou 伤心古渡头
'shang'xin'hu'lu'ju'zhong'yuan 伤心胡虏据中原
'shang'xin'qi'du'xi'fu'ren 伤心岂独息夫人
'shang'you'lu'sheng'keng'bu'jin 尚有陆生坑不尽
'shang'zhe'zui'jian'si 上者罪监司
'shao'chang'heng'deng'wu'cheng'wang'hu'ting 邵长蘅登吴城望湖亭
'shao'chang'heng'jin'men'guan'she'hua'jiu 邵长蘅津门官舍话旧
'shao'chang'heng'yu'hou'deng'hui'shan'zui'gao'ding 邵长蘅雨后登惠山最高顶
'shao'fu'cai'zhu'hai 少妇采珠还
'shao'fu'neng'cao'ze'meng'zhou 少妇能操舴艋舟
'shao'jian'chu'ri'kai 稍见初日开
'shao'nian'ku'jie'he'ren'si 少年苦节何人似
'shao'nian'tai'zi'wu'shang'gan 少年太子无伤感
'shao'ri'ti'shi'wu'yang'fou 少日题诗无恙否
'shao'shao'qu'bin'mao 稍稍去鬓毛
'shao'shao'san'nong'huo'yan'shi 稍稍三农获晏食
'shao'xing'tian'zi'zhi'han'ge 绍兴天子只酣歌
'shao'you'yi'min'gui'jiu'fan 稍有遗民归旧樊
'shao'zhuang'sui'bo'qu 少壮随波去
'she'niao'qiu'xuan'ba'zhen'tu 蛇鸟秋悬八阵图
'she'yi'sheng'ji'ban 摄衣升及半
'shei'yu'shuo 谁与说
'shen'an'xin'zhuan'bei 身安心转悲
'shen'chen'xin'bu'gai 身沉心不改
'shen'de'qian'guo'xu'zhou 沈德潜过许州
'shen'de'qian'guo'zhen'zhou 沈德潜过真州
'shen'de'qian'wan'qing 沈德潜晚晴
'shen'de'qian'wu'shan'huai'gu'si'shou'xuan'yi'shou 沈德潜吴山怀古四首选一首
'shen'de'qian'xiao'jing'ping'jiang'lu 沈德潜晓经平江路
'shen'de'qian'yue'ye'du'jiang 沈德潜月夜渡江
'shen'de'qian'zhi'fu'lai 沈德潜制府来
'shen'feng'ming'zhu'you'jie'ming 身逢明主犹嗟命
'shen'gong'yan'zi'nong'ge'hou 深宫燕子弄歌喉
'shen'han'guang'chun'xue'ge 申涵光春雪歌
'shen'han'guang'fan'zhou'ming'hu 申涵光泛舟明湖
'shen'ji'qi'zi'wu'wan'yi 身及妻子无完衣
'shen'jiang'yin'yi'wen'yan'yong 身将隐矣文焉用
'shen'jing'yi'zhan'shou 神京一战收
'shen'lian'xiang'tu'shan 矧恋乡土善
'shen'qi'shi'he'dai 神奇始何代
'shen'qian'jiang'nan'yi'dai'shan 深浅江南一带山
'shen'qing'wang'lai'bian 身轻往来便
'shen'quan'zi'liu 神泉自流
'shen'shan'dao'ying'cang'liu'chang 神山倒影沧流长
'shen'shan'zao'shi'qiu'yu'hua 深山凿石秋雨滑
'shen'shang'bian'pu'wu'wan'fu 身上鞭扑无完肤
'shen'shang'you'zi'xu 深伤游子绪
'shen'shou'cai'ming'wu 身受才名误
'shen'wai'wu'kun'ji 身外无昆季
'shen'xian'zhai 神仙宅
'shen'yu'zhuang'tou'wei'ke'zuo 身与庄头为客作
'shen'zai'weng'ang'zhong 身在瓮盎中
'sheng'cheng'zhang'li'you'hui'zheng 盛称长吏有惠政
'sheng'dai'wu'tou'ru'hu'lang 生戴吾头入虎狼
'sheng'dui'he'shan'chang'gan'kai 生对河山常感慨
'sheng'en'xu'shu'gui 圣恩许赎归
'sheng'er'ku'si'lu'ci'hei 生儿酷似鸬鹚黑
'sheng'er'shi'sui'xu 生儿十岁许
'sheng'guo'xun'you'di 胜国巡游地
'sheng'ji'ge'xi'dong 生计各西东
'sheng'lai'bu'he'shui'bian'zhu 生来不合水边住
'sheng'mian'pin'jing'kan 生面频惊看
'sheng'ming'suo'dao 声名所到
'sheng'ming'wu'xu'yu 生命无须臾
'sheng'ming'yi'duo'shi 生命倚柁师
'sheng'nan'bu'qu'cheng'zhong'fu 生男不娶城中妇
'sheng'nv'bu'zhao'tian'she'lang 生女不招田舍郎
'sheng'ping'si'shi'lao'chai'jing 生平四十老柴荆
'sheng'qian'bu'duan'chang'duan'jue 绳牵不断肠断绝
'sheng'qian'tao'hua'san'liang'zhi 剩欠桃花三两枝
'sheng'qu'qian'qi'ji 声驱千骑疾
'sheng'shui'can'shan'zi'ju'rao 剩水残山字句饶
'sheng'si'fei'wo'yu 生死非我虞
'sheng'si'zai'mei'jie 生死在眉睫
'sheng'xiao'jin'bai'xi 生小矜白皙
'sheng'you'chui'yang'chui'bu'duan 剩有垂杨吹不断
'sheng'yu'yi'jia'ci'bai'xue 生欲移家辞白雪
'sheng'zeng'chu'yan'xing'qi'guo 生憎褚彦兴齐国
'sheng'zhe'hai'jiu'xiang 生者还旧乡
'shi'ba'tan'tou'shi'chi'chi 十八滩头石齿齿
'shi'bang'jian'sha'ruan 拾蚌涧沙软
'shi'bei'han'kou'shui'neng'yu 石碑含口谁能语
'shi'dao'su'huang'yu'yi'qi 诗到苏黄语益奇
'shi'de'hua'yu'jian 时得花雨溅
'shi'fei'nan'guan'cai'zhong'lang 是非难管蔡中郎
'shi'fu'pu'fan'ji'chi'feng 十幅蒲帆几尺风
'shi'gao'hai'kan'zheng'xi'fei 史稿还堪证昔非
'shi'guan'jun'wu'shui'gan'cang 事关军务谁敢藏
'shi'jian'chi'niu'weng 时见叱牛翁
'shi'jian'zheng'gui'feng'cheng'jian 世间正贵丰城剑
'shi'jie'gu'lai'wei'yi'su 世界古来惟一粟
'shi'jing'chong'xin'bai'huo'tian 市井重新百货填
'shi'jing'ren'tao'fu 市静人逃赋
'shi'jue'ju'qu'da 始觉具区大
'shi'jue'zhong'qiu'shi'jin'xi 始觉中秋是今夕
'shi'jun'fei'chai'hu 使君非豺虎
'shi'jun'wu'ai'jin 使君勿爱金
'shi'jun'yi'bo'quan'nong'ming 使君已博劝农名
'shi'li'ji'ren'zai 室里饥人在
'shi'li'wu'li'xing'xiang'zhui 十里五里行相追
'shi'li'zai'hua'suan'zhong'tian 十里栽花算种田
'shi'luo'tan'you'jian 尸罗袒右肩
'shi'lv'xi 饰履舄
'shi'ma'xian'chuan'chu'shui'wen 石马先传出水文
'shi'ni'tu'si'bi 湿泥涂四壁
'shi'nian'ci'di'pian'zhou'zhu 十年此地扁舟住
'shi'nian'cun'mo'lei 十年存殁泪
'shi'nian'qian'yi'hao'cheng'ping 十年前亦号承平
'shi'nian'shi'nv'he'bian'gu 十年士女河边骨
'shi'nian'tian'di'gan'ge'lao 十年天地干戈老
'shi'nong'yi'yi'fen 士农一以分
'shi'nv'xun'xiang'hu'zao'chao 侍女薰香护早朝
'shi'pai'luo'zhao'fan'gu'ying 石簰落照翻孤影
'shi'qi'jiao'zong'zi 恃其骄纵资
'shi'qi'jie'ao'xing 恃其桀傲性
'shi'ren'bu'qu'jiu'ren'si 十人捕去九人死
'shi'ren'wu'xian'feng'bo'ku 世人无限风波苦
'shi'ri'mai'yi'er 十日卖一儿
'shi'ri'wu'wan'fu 十日无完肤
'shi'run'zhang'bo'qiao'she 施润章泊樵舍
'shi'run'zhang'jiang'yue 施润章江月
'shi'run'zhang'qian'chuan'fu'xing 施润章牵船夫行
'shi'run'zhang'qian'tang'guan'chao 施润章钱塘观潮
'shi'run'zhang'xue'zhong'wang'dai'yue 施润章雪中望岱岳
'shi'run'zhang'yan'zi'ji 施润章燕子矶
'shi'run'zhang'zhi'nan'wang 施润章至南旺
'shi'san'ling'shu'ji'ceng'qing 十三陵树几曾青
'shi'san'ling'shu'wan'xiao'xiao 十三陵树晚萧萧
'shi'san'nian'yu'bing'ge'rao 十三年遇兵戈扰
'shi'shang'gao'lou'ping'si'wang 试上高楼凭四望
'shi'shi'hun'ru'lue'shui'fei 石势浑如掠水飞
'shi'shi'jiu'bu'chui 十室九不炊
'shi'shi'lian'jin'ri 世事怜今日
'shi'shi'yu'wu'wu 十十与五五
'shi'tan'guan'mi'jian'ke'shi 始贪官米贱可食
'shi'tian'fei'meng'meng 视天非梦梦
'shi'wang'ci'nai'xing 诗亡词乃兴
'shi'wei'ji'yu'xuan'cai'ren 时危亟欲选才人
'shi'wei'zhan'ku'zhen'yun'shen 时危战苦阵云深
'shi'xi'cha'tu'yu'fa'kuang 失喜插图欲发狂
'shi'xue'gao'dang'wan'mu'dian 石穴高当万木颠
'shi'yan'he 势炎赫
'shi'yan'xiang'jiang'hu 誓言向江浒
'shi'yi'lan'ying'xu'xiao'gui 什一懒营虚笑鬼
'shi'yin'xi'ju'gui 视荫惜遽归
'shi'you'feng'gao'shuang'man'he 石尤风高霜满河
'shi'yuan'yuan'guo'shi'lv'jin 诗源远过诗律近
'shi'yue'qing'jiang'yue 十月晴江月
'shi'zai'chou'ren'bai'gu'ci 十载愁人拜古祠
'shi'zai'jiang'nan'shi'yi'fei 十载江南事已非
'shi'zhe'ying'jing'qi'chui'ru 使者缨旌骑吹入
'shi'zhi'chun'shui'lian'tao'hua 始知春水恋桃花
'shi'zhi'jue'dai'jia'ren'yi 始知绝代佳人意
'shi'zhi'tu'ku'xin 十指徒苦辛
'shi'zhong'yi'you'chui'chi'ke 市中亦有吹篪客
'shi'zi'jiu'zhui'xin 十字九椎心
'shi'zi'nong'bing'chi 市子弄兵痴
'shi'zong'wei'heng'tang'ye'bo 释宗渭横塘夜泊
'shou'ba'shu'lou'si'wang'shi 手把属镂思往事
'shou'chi'guan'piao'ye'zhuo'ren 手持官票夜捉人
'shou'ci'liang'xin'ku 守此良辛苦
'shou'gan'hai'pa'zhuan'chuan'chi 收竿还怕转船迟
'shou'qu'na'fu'shou'chui'chu 瘦躯那复受棰楚
'shou'ruo'yun'yu'zhuan'xuan'kui 手挼云雨转璇魁
'shou'xiang'cheng'shang'wang 受降城上望
'shou'yi'zi'tan'cao 授以紫檀槽
'shou'ying'xie'yan'shi 瘦影写岩石
'shu'an'jiang'cheng'yu 树暗江城雨
'shu'deng'fo'huo'ying'qing'liang 书灯佛火影清凉
'shu'di'can'ying'gao'xia'fei 树底残英高下飞
'shu'feng'qing'bu'qi 数峰青不齐
'shu'guang'cui'chu'yun 树光翠初匀
'shu'he'pi'lv'mao'dai'kuan 裋褐疲驴帽带宽
'shu'hu'yi'yuan'li 倏忽已远离
'shu'ji'xin'jiu'si 庶几歆旧祀
'shu'jia'yan'huo'chu'zhen'jian 数家烟火出榛菅
'shu'li'qu'shi'ru'niu'yang 属吏驱使如牛羊
'shu'li'tie'xi'mian 属吏贴席眠
'shu'lou'yao'zhi'mu'yun'jian 戍楼遥指暮云间
'shu'lou'yi'hen'man'gu'su 属镂遗恨满姑苏
'shu'miao'bo'juan'dou'luo'mian 树杪薄罥兜罗绵
'shu'miao'fei'qiao'du'yuan'hong 树杪飞桥度远虹
'shu'niu'de'tian'di 枢纽得天地
'shu'qi'xiang'bang'you'ren'jia 戍旗相傍有人家
'shu'qian'xian'chang'cao'xie'fei 数钱先偿草鞋费
'shu'ru'xu'nang'nei 输入胥囊内
'shu'shang'liu'ying'san'liang'sheng 树上流莺三两声
'shu'ta'shu'bao'zui'feng'liu 输他叔宝最风流
'shu'tian'tian'yu'fu'jia'qiu 暑天天与富家秋
'shu'tou'shu'di'wan'chuan'si 树头树底挽船丝
'shu'wei'fang'yu'guang 孰谓方隅广
'shu'wei'jin'meng'zai 树未尽蒙灾
'shu'xing'geng'geng'bi'ren'han 疏星耿耿逼人寒
'shu'yao'xiang'dui'ji 束腰相对饥
'shu'yu'bu'duo'nan'wang'sui 暑雨不多难望岁
'shu'yu'jiang'hu'diao'sou'zhi 输与江湖钓叟知
'shu'zha'he'you'da'yu'zhang 书札何由达豫章
'shu'zhi'qing'ying'li'zhu'men 数枝清影立朱门
'shu'zhong'xue'lang'jing'huan'hui 数重雪浪竞欢豗
'shuang'deng'hua'nan'jian 霜磴滑难践
'shuang'e'mo'dao'cheng'en'yi 双蛾莫道承恩易
'shuang'feng'se'se'dong'chuang'sha 霜风瑟瑟动窗纱
'shuang'jian'ying'hui'di 双剑潆洄地
'shuang'jing'ke'xin'chou 霜警客心愁
'shuang'qing'qu'ma'xia'huang'yun 霜清驱马下黄云
'shuang'ting'bei'shang'zai 爽亭碑尚在
'shuang'ya'ti'wu'jing'yue'shang 霜压啼乌惊月上
'shuang'zu'yi'bu'chan 双足亦不缠
'shui'bao'yi'gong'pan'he'biao 谁抱遗弓攀鹤表
'shui'bian'ge'ba'jiu'qian'hang 水边歌罢酒千行
'shui'bin'ji'ren'gu 水滨积人骨
'shui'cun'tian'yu'hao'yao'zhi 水村天与好腰支
'shui'dao'ke'da'bei 水道可大备
'shui'di'yu'long'jing'jing'ye 水底鱼龙惊静夜
'shui'fen'tian'zuo'qian 水分天作堑
'shui'feng'duo'chu'qing'tai'yan 水风多处轻抬眼
'shui'ge'feng'chui'xiao'yu'lai 水阁风吹笑语来
'shui'ku'qing'jian'qu 水枯清涧曲
'shui'lian'he'shu'bei'feng'chui 谁怜禾黍被风吹
'shui'luo'chuan'qian'tu 水落穿浅土
'shui'luo'han'gou'ye'bo'chuan 水落邗沟夜泊船
'shui'luo'jiu'he'gan 水落九河干
'shui'luo'shan'han'chu 水落山寒处
'shui'neng'pai'da'nan 谁能排大难
'shui'neng'shi'ri'yue 谁能师日月
'shui'qi'wu'liao'yi'duo'lou 睡起无聊倚舵楼
'shui'qian'niu'ke'kua 水浅牛可跨
'shui'se'cang'yu'guang'han'bing 水色苍玉光寒冰
'shui'sha'ji'dang'feng'lun'dian 水沙激荡风轮颠
'shui'shang'han'wu'sheng 水上寒雾生
'shui'shang'jia'jia'yang'ya'er 水上家家养鸭儿
'shui'shi'shan'he'quan'po'sui 谁使山河全破碎
'shui'tui'qing'xi'lu'shi'hen 水退清溪露石痕
'shui'tui'yi'ran'jiu'qian'sha 水退依然就浅沙
'shui'wu'shi'bian'chong 水舞石边舂
'shui'xiang'zhu 水相注
'shui'xin'gu'zong'shi'juan'hai 谁信孤踪是倦还
'shui'yong'shen'shan'lai'bai'niao 水涌神山来白鸟
'shui'yu'jian'zhe'nan'jiang'jun 谁欤健者南将军
'shuo'feng'dong'de'da'jiang'ming 朔风动地大江鸣
'shuo'feng'lie'lie'ma'bei'ming 朔风猎猎马悲鸣
'shuo'yu'ren'jian'bu'ren'ting 说与人间不忍听
'shuo'yu'tao'hua'zong'bu'zhi 说与桃花总不知
'si'bang'liu'mu'yi'qi'lian 四傍六幕一气连
'si'bian'mai'zhe'di'xia'tu 死便埋着堤下土
'si'fang'feng'qian'chan'san'chu 四方丰歉觇三楚
'si'gu'qi'shen'bei 四顾气什倍
'si'hai'cang'sheng'diao'ku'shen 四海苍生吊哭深
'si'jia'bang'zhan'chang 思家傍战场
'si'li'yang'zhou'ju'wei'chuan 司理扬州句为传
'si'liang'wei'you'ren'jian'le 思量惟有人间乐
'si'nian'jue'yu'du'xin'zheng 四年绝域度新正
'si'sheng'rong'yi'shi 死生容易事
'si'sheng'zhong'fu'hou'ying'nuo 死生终负侯嬴诺
'si'si'han'yu'shi'fei'chen 丝丝寒雨湿飞尘
'si'si'wan'hen'shang'gao'lou 丝丝绾恨上高楼
'si'wo'bai'tou'neng'ji'ren 似我白头能几人
'si'yan'lei'man'yi 斯言泪满衣
'si'yang'bu'ke'de 厮养不可得
'si'ye'fei'teng'na'you'lu 四野沸腾那有路
'si'you'ge'wu'shi'ying'xiong 死犹歌舞是英雄
'si'yu'hu'ye'niang 似欲呼耶娘
'si'yu'wang'chou'ku 似欲忘愁苦
'si'yue'wen'feng'han'ru'yu 四月温风汗如雨
'si'zhai'guan'zu'ru'huo'duan 私债官租如火锻
'si'zhe'zang'sha'mo 死者葬沙漠
'song'gen'shang'bu'xi 松根尚不惜
'song'jia'wan'li'zhong'yuan'tu 宋家万里中原土
'song'ke'chou'duo'jiao'song'qiong 送客愁多较送穷
'song'lin'cang'ri'se 松林藏日色
'song'luo'di'gang'bi'feng'er'shou'xuan'yi'shou 宋荦荻港避风二首选一首
'song'luo'hai'shang'za'shi'san'shou'xuan'yi'shou 宋荦海上杂诗三首选一首
'song'luo'han'dan'dao'shang 宋荦邯郸道上
'song'shan'tu'reng'yi 松杉吐仍翳
'song'shan'yun'leng'bi'fang'fei 松杉云冷避芳菲
'song'shi'nan'qian'shi'jing'xiu 宋室南迁事竟休
'song'wan'jiang'shang'zu'feng 宋琬江上阻风
'song'wan'tong'ou'yang'ling'yin'feng'huang'shan'xia 宋琬同欧阳令饮凤凰山下
'song'wan'yu'jia'ci 宋琬渔家词
'song'wan'yu'zhong'dui'yue 宋琬狱中对月
'song'zhi'xiang'ying'xi'yang'bian 松枝相映夕阳边
'song'zi'yi'he'you 松子亦何有
'sou'chu'fu'zao'tong'zei'zang 搜出斧凿同贼赃
'su'hui'yang'mang'hu'wen'ji 溯洄泱漭忽闻鸡
'su'tai'yue'leng'ye'wu'qi 苏台月冷夜乌栖
'su'wu'cai'xing'hou 夙雾才醒后
'su'xin'hua'liang'huan 素馨花两鬟
'su'yue'yu'sheng'tian'lian'rong 素月欲升天敛容
'suan'la'wu'bie'shu 酸辣无别殊
'sui'cai'cha 虽采茶
'sui'feng'ru'yao'ming 随风入窅冥
'sui'feng'ying'yi'dao'chang'an 随风应已到长安
'sui'jiu'yi'yu'kong'bu'he 岁久抑郁恐不和
'sui'mu'kong'shan'niao'luan'ti 岁暮空山鸟乱啼
'sui'ren'wen'xian'shi 随人问闲事
'sui'shi'you'dong'chu'ren'ai 岁时犹动楚人哀
'sui'sui'hua'kai'gong'fo'zu 岁岁花开供佛祖
'sui'sui'nian'nian'wu'ling'jian 岁岁年年五岭间
'sui'sui'you'dong'feng 岁岁有东风
'sui'xu'bi'bing'xue 岁序闭冰雪
'sui'yang'du'e'jiang'huai'shi 睢阳独遏江淮势
'sui'yi'zhan'qiu'han 岁已占秋旱
'sun'ce'ru'dan'yang 孙策入丹阳
'sun'zhi'wei'lu'fang'weng'yan'ge'wei'bi'zai'ji'ti 孙枝蔚陆放翁砚歌为毕载积题
'suo'nan'jian'ci'dang'ru'he 所南见此当如何
'suo'tong'wei'zhi'yin 所痛为知音
'suo'yi'zong'heng'tu 所以纵横徒
'ta'che'jin'shan'san'zhou 踏车金山三周
'ta'pan'hu'shi'dong 塔盘湖势动
'ta'qing'zheng'shang'yue'wang'fen 踏青争上岳王坟
'ta'ri'cha'chi'chun'yan'ying 他日差池春燕影
'ta'ri'su'che'dong'zhe'lu 他日素车东浙路
'ta'rong'chao'ting'dang 阘冗朝廷党
'ta'shi'ru'wang'luo 沓施如网罗
'ta'xiang'jian'yue'yi'si'jia 他乡见月易思家
'ta'zuo'wu'gong'tai'xia'tu 踏作吴公台下土
'tai'bai'fei'xian'cai 太白非仙才
'tai'bai'qiu'gao'kong'ru'yue 太白秋高空入月
'tai'hang'xie'ya'jun'xi'tou 太行斜压郡西头
'tai'hua'san'feng'lie'jun'ping 太华三峰列峻屏
'tai'pan'wo'xin'tai'shang'wu 台畔卧薪台上舞
'tai'xi'xiao'tiao'jing'wu'fei 太息萧条景物非
'tai'xin'cai'jia'tao'hua'li 苔心菜甲桃花里
'tai'xing'tian'xia'ji 太行天下脊
'tai'yang'zhao 太阳照
'tan'di'wo'feng'yin 潭底卧峰阴
'tan'jun'chuan'cong'shi'ku'chuan 滩峻船从石窟穿
'tan'kuo'shui'kuan'chuan'liang'kai 滩阔水宽船两开
'tan'qian'du'jiang 谈迁渡江
'tan'qian'guang'ling 谈迁广陵
'tan'sheng'gu'gu'dui'chuang'jian 滩声汩汩碓床间
'tan'shou'ru'gui'mei 探首如鬼魅
'tan'xi'si'gu'ren 叹息思古人
'tan'xi'zhang'nan'ri'mu'yun 叹息漳南日暮云
'tang'shang'you'ci'qin 堂上有慈亲
'tang'tang'bei'wo'sui'yu'zi 堂堂背我随余子
'tao'fei'jiang'shang'tai 涛飞江上台
'tao'gen'tao'ye'zhen'xiang'lian 桃根桃叶镇相怜
'tao'hen'si'shi'ru'huan'geng 涛痕四蚀如环絚
'tao'hua'de'qi'mei'ren'zhong 桃花得气美人中
'tao'hua'luo'hou'can'qi'yu 桃花落后蚕齐浴
'tao'hua'xie'dai'yi'xi'yan 桃花斜带一溪烟
'tao'hua'zhi'wo'zhi 桃花知我至
'tao'li'qi'zheng'fen'zhi'chi 桃李畦争分咫尺
'tao'que'gao'ming'yuan'su'chen 逃却高名远俗尘
'tao'tao'gun'gun'hao'hao'ran 滔滔滚滚浩浩然
'tao'wang'wu'jia'bie 逃亡无家别
'te'song'yi'zhu'ming'tian'tai 特耸一柱名天台
'ti'chong'wu'cheng'duan 梯冲舞城端
'ti'jian'jing'ke'yong'jue'lun 提剑荆轲勇绝伦
'ti'lan'cai'cha'chu 提篮采茶出
'ti'lan'cai'cha'gui 提篮采茶归
'ti'niao'shu'sheng'shen'shu'li 啼鸟数声深树里
'ti'xian'yi'ma'sa 剔藓一摩挲
'ti'yuan'bei'wang'you'shen'zhou 啼猿北望有神州
'ti'zhuang'man'mian'can'hong'yin 啼妆满面残红印
'tian'bao'da'di'yuan 天包大地圆
'tian'bian'niu'dou'zhuan'shen'geng 天边牛斗转深更
'tian'chang'di'jiu'yu'lu'pian 天长地久雨露偏
'tian'de'hu'shan'jin'ri'lei 添得湖山今日泪
'tian'di'fu'ping'ge'zi'mou 天地浮萍各自谋
'tian'di'zhen'dong'wan'wu'luan 天地震动万物乱
'tian'duo'zhong'nian'yi'ji'cai 天夺中年亦忌才
'tian'fen'jian'shui'zhu'ren'xing 田分涧水逐人行
'tian'feng'fu'mian'chui'shuang'hua 天风拂面吹霜花
'tian'fu'gui'shou'shi'ma'shi 田夫龟手拾马矢
'tian'fu'zong'wei'kai'he'si 田夫总为开河死
'tian'gao'guan'zhang'ku 天高官长酷
'tian'gao'yue'bai'feng'ru'lin 天高月白风入林
'tian'gou'xia'wu'men 天狗下巫门
'tian'guang'yan'zi'qing 天光雁字青
'tian'guo'nan'jiang'guan'jian'tui 天果难将管见推
'tian'han'she'lie'long'sha'ku 天寒射猎龙沙苦
'tian'han'shu'dian'mei'can'ya 天寒数点没残鸦
'tian'heng'dao'zhong'shi 田横岛中士
'tian'huang'hu'bu'ji 天荒虎不饥
'tian'jia'fu'lao'xiang'wo'shuo 田家父老向我说
'tian'jia'zheng'duo'you'shi'lei 田家正堕忧时泪
'tian'kong'mu'luo'shi'cui'wei 天空木落石崔嵬
'tian'lian'da'mo'kuan 天连大漠宽
'tian'ming'qian'cun'ji'xia'shu 天明前村鸡下树
'tian'mo'zhao'hun'niao'jiang'yan 天末招魂鸟降筵
'tian'nan'miao'he'xu 天南渺何许
'tian'nu'he'zhi'si 天怒何至斯
'tian'nu'nai'xiang'li 天怒乃相罹
'tian'peng'guang'po'sui 天彭光破碎
'tian'qi'shu'jia'fang'xi'hui 天气殊佳芳禊会
'tian'qian'yu'xia'wei'jia'se 天遣鱼虾为稼穑
'tian'qing'wu'chu'shan 天青吴楚山
'tian'qiong'ren'e'zong'mo'wen 天穷人厄总莫问
'tian'quan'wo'zhi'du'wu'tian 天全我志独无田
'tian'ru'hai'yun'huang 天入海云黄
'tian'shu'chou'die'ci'shan'ting 天书稠叠此山亭
'tian'tai'huan'zhou'wu'bai'li 天台环周五百里
'tian'wen'he'nei'xian 田雯河内县
'tian'wen'yi'ju'shi 田雯移居诗
'tian'xia'xing'wang'ping'ye'ce 天下兴亡凭揲策
'tian'xian'chu'cong'bai'er'guo 天险初从百二过
'tian'xian'ci'qi'ya 天险此其亚
'tian'xin'te'wei'liu'qing'zhong 天心特为留青冢
'tian'xuan'di'zhuan'bu'shao'liu 天旋地转不少留
'tian'ya'ji'niao'gong'chen'feng 天涯羁鸟共晨风
'tian'yuan'shu'quan'fu 天远树全浮
'tian'zhi'shi'dao'jiang'fan'fu 天知世道将反覆
'tian'zhong'shui'shen'mei'he'jia 田中水深没禾稼
