'a'jiao'yu'yun 阿娇馀韵
'ying'feng'hui'juan'zhu'lian 迎风会卷珠帘
'ying'feng'wu'yu 迎风无语
'ying'gong'ren'zhi 应共人知
'ying'gu 迎顾
'ying'gua'bao'chai'chu'cu'xi 缨挂宝钗初促席
'ying'hua'qiao 映画桥
'ying'hua'yue 映花月
'ying'ji'liu'lang 应记刘郎
'ying'jian'ke'lian'xu 应见可怜许
'ying'nian'ban'zhui'he'zai 应念斑骓何在
'ying'nian'hua'mei'ren 应念画眉人
'ying'ren'gui'zhou 应认归舟
'ying'su'xiao 迎苏小
'ying'wu'jing'ren'cu'xia'lian 鹦鹉惊人促下帘
'ying'wu'wei'duan'chang 应无未断肠
'ying'wu'wu'yan'li'cui'jin 鹦鹉无言理翠襟
'ying'xiao'ge'nong'feng'wei'bo 应笑个侬风味薄
'ying'zai'xi'xiang 应在西厢
'ying'zhan'jing'bian'chun 应占镜边春
'yong'bi'wei'yin 拥鼻微吟
'yong'duan'xiang'xian 永断湘弦
'yong'ji'rou'qing 拥髻柔情
'yong'ji'yang'e'dai 拥髻扬蛾黛
'yong'rong'hu'xuan'yi'pan'zhong 雍容胡旋一盘中
'yong'wu'qing'zhuan'qi'tou'guan 永无清啭欺头管
'yong'xi'hun'wang'xiu 拥膝浑忘羞
'yong'xin'qiong'shu 永新琼树
'yong'yun'huan 拥云鬟
'you'ai'hua'deng 犹碍华灯
'you'bi'che 油壁车
'you'chang'hou'ting'hua 犹唱后庭花
'you'chang'yuan'bi'yue 有长圆璧月
'you'gu'lian 犹顾恋
'you'hen'hua'kong'wei 有恨花空委
'you'hen'ji'hao'duan 幽恨寄毫端
'you'hen'wu'ren'wu'yu 幽恨无人晤语
'you'hen'ye'lai'shi 犹恨夜来时
'you'ji'chu'cheng'che'ma'wei'chi'liu 犹记出城车马为迟留
'you'ji'huang'hua'xie'shou'yue 犹记黄花携手约
'you'ji'xin'sheng'tuan'shan 犹记新声团扇
'you'jia'qi 有佳期
'you'jin'qi'duan'kan'lian 幽襟凄断堪怜
'you'ke'lin'feng 有客临风
'you'ren'chang'yi'zhuang'lou 有人长倚妆楼
'you'ren'gao'wo'ping'yang'wu 有人高卧平阳坞
'you'ren'tong'zai'shi'wu'shuang 有人同载世无双
'you'ren'tong'zai'zhen'zhu'bo 有人同在真珠箔
'you'ren'tou'yi'lan'gan'qia 有人偷倚阑干掐
'you'sheng'er'duo'chou 犹剩尔多愁
'you'shi'ming'chao'ri'xiang'xi 又是明朝日向西
'you'shi'ni'yu'hua'ru'jin 有时昵语话如今
'you'shi'shi'fen'ming'yue 又是十分明月
'you'si'heng'lu 游丝横路
'you'ting'ge'jiang'zhong 犹听隔江钟
'you'wen'cheng'li'zhong 犹闻城里钟
'you'yi'cai'pin'ting 犹倚彩蘋汀
'you'you'hua'shao'ri'zai 犹有花梢日在
'you'yue'chen'zhuang 犹约晨妆
'yu'an'jiao'ma'xiao'zi'ping 玉鞍骄马小辎軿
'yu'ba'xiang'luo'tou'jie 与把香罗偷解
'yu'bian'bian'ma'nan'cheng'nan 玉鞭鞭马南城南
'yu'bie'pin'ti'si'wu'sheng 欲别频啼四五声
'yu'chan'xie 玉蟾斜
'yu'chu'shou 雨初收
'yu'cun'yuan 渔村远
'yu'feng'yong'duan 鱼封永断
'yu'fu'rong 玉芙蓉
'yu'guan'chui'hai'yan 渔管吹还咽
'yu'guan'qiu'feng 玉管秋风
'yu'guo'bi'yun'qiu 雨过碧云秋
'yu'he'feng'liao'xi'yang'tian 雨荷风蓼夕阳天
'yu'hou'yi'fen'chun'jian 雨后一分春减
'yu'huan'feng'tiao'yi'ran'zai 玉环风调依然在
'yu'ji'shu'ru'tian'yuan 欲寄书如天远
'yu'jie'xiang'luo'yan'xiu'ping 与解香罗掩绣屏
'yu'jin'chun'shui'ru'lan 玉津春水如蓝
'yu'jing'yan'liu'yu'huang'shi 玉京烟柳欲黄时
'yu'ju'dan'qi'wu'xian'yi 玉局弹棋无限意
'yu'ju'jiu'chuang'mian 欲遽就床眠
'yu'lan'feng'mu'dan 玉阑风牡丹
'yu'lan'pei'lv'ran'xian'xian 浴兰佩绿染纤纤
'yu'lan'xun'she'zhu'fang'xin 浴兰熏麝助芳馨
'yu'li'jia'ren 玉立佳人
'yu'lian'huan 玉连环
'yu'lian'lou'duan 玉莲漏短
'yu'niao'liang'xiang'wang 鱼鸟两相忘
'yu'ren'fei'ge'shang 玉人飞阁上
'yu'ren'he'chu'jiao'chui'xiao 玉人何处教吹箫
'yu'ren'he'yue'zhai'mei'hua 玉人和月摘梅花
'yu'ren'jia 玉人家
'yu'ren'qian'li'gong'chan'juan 玉人千里共婵娟
'yu'ren'shuang'cui'dian 与人双翠钿
'yu'ren'wang'yue'xiao'ning'chu 玉人望月销凝处
'yu'san'yun'chen 雨散云沉
'yu'shang'jiao'quan 玉觞交劝
'yu'shang'xiang'guan 羽觞象管
'yu'shui'tong 与谁同
'yu'tai'qing'jing 玉台清镜
'yu'xi'nan'guan 玉溪南馆
'yu'xian'ren'deng'lan 与闲人登览
'yu'xian'xian 玉纤纤
'yu'xian'xian'an'shi'san'jin 玉纤纤按十三金
'yu'xian'xin'ni'feng'shuang'fei 玉纤新拟凤双飞
'yu'xian'yun'mian'zhi 玉纤匀面脂
'yu'xie'yi'nan'shuang'dai 与写宜男双带
'yu'yan'chai'liang 玉燕钗梁
'yu'yan'sheng'bing 玉研生冰
'yu'yang'nong 渔阳弄
'yu'zhen'chai'sheng'sui 玉枕钗声碎
'yu'zhi'dian'hui 玉指钿徽
'yu'zhi'fang'cun 欲知方寸
'yu'zhi'jin'hui'diao'jiu'yuan 玉指金徽调旧怨
'yu'zhi'jin'hui'yi'zai'dan 玉指金徽一再弹
'yuan'chen'fan 远尘烦
'yuan'chun'shan 涴春衫
'yuan'ke'yi'zhi'xian'zhe 远客一枝先折
'yuan'lang'yi'ci'jiu 愿郎宜此酒
'yuan'lin'mi'cui 园林幂翠
'yuan'long'fei'fu'shao'shi'hao 元龙非复少时豪
'yuan'peng'lai 远蓬莱
'yuan'shan'mei'yang'ren'xin'qi 远山眉样认心期
'yuan'shan'xiang'dui'yi'mei'chou 远山相对一眉愁
'yuan'shan'yin'yin'ge'ping'lin 远山隐隐隔平林
'yuan'shang'cao 原上草
'yuan'shao'jie 愿少借
'yuan'sui'ming'yue'ru'jun'huai 愿随明月入君怀
'yuan'yang'bie'pu 鸳鸯别浦
'yuan'yang'chun'meng'chu'jing 鸳鸯春梦初惊
'yuan'yang'ju'shi'bai'tou'shi 鸳鸯俱是白头时
'yuan'yang'lou'wai'yue'xi'nan 鸳鸯楼外月西南
'yuan'yang'yu 鸳鸯语
'yuan'zhen'meng'hui'shi 鸳枕梦回时
'yuan'zhen'pan 鸳枕畔
'yue'chuang'ming 月窗明
'yue'duo'can'heng 月堕参横
'yue'he'shi'zai 约何时再
'yue'hen'yi'yue'dao'xi'xiang 月痕依约到西厢
'yue'hua'ge'diao'zhuan'qing'shang 月华歌调转清商
'yue'lue'zheng'huan'chai'ying'dong 约略整鬟钗影动
'yue'meng'long 月朦胧
'yue'ming'zhong 月明中
'yue'qiao'hua'yuan 月桥花院
'yue'qin'chuang 月侵窗
'yue'qin'he 月侵河
'yue'ren'xiang'gu'zu'yan'ran 越人相顾足嫣然
'yue'sha'qun'ran'yu'jin'huang 越纱裙染郁金黄
'yue'shang'ba'jia 越商巴贾
'yue'sheng'he'ying'dai'shu'xing 月生河影带疏星
'yue'sheng'lou'wai'tian 月生楼外天
'yue'xian'yuan 月先圆
'yue'xiao'gui'e'xian 月晓桂娥闲
'yue'xie'feng'jin 月榭风襟
'yue'ying'ge'chuang'shu'liu 月映隔窗疏柳
'yue'yue'xiang'feng'zhi'jiu'yuan 月月相逢只旧圆
'yue'zhao'yan'suo'dong'xia 月棹烟蓑东下
'yue'zhuan'can'heng'hua'mu'an 月转参横花幕暗
'yun'bu'jian 韵不减
'yun'duan'wu'ling'xi'kou 云断武陵溪口
'yun'guan'deng'lin'qing'xia 云观登临清夏
'yun'huan'cui'dian'fu'dong 云鬟翠钿浮动
'yun'mei'shan 晕眉山
'yun'mu'chuang'qian'xie'xiu'zhen 云母窗前歇绣针
'yun'mu'hua'deng'zhang'qi'xi 云幕华灯张绮席
'yun'nong'qing'yin'gu'yu'gan 云弄轻阴谷雨干
'yun'ping'wu'xian'jiao 云屏无限娇
'yun'rong'si'lian 云容四敛
'yun'tou'yan'yan'kai'jin'bing 云头艳艳开金饼
'yun'xian'cao'yuan'xu'you'you 云闲草远絮悠悠
'yun'xian'ri'nen'dong'feng'ruan 云鲜日嫩东风软
'yun'xiang'yi'shang'hua'xiang'rong 云想衣裳花想容
'zai'hua'pan'ling 栽花潘令
'zai'jiang'duo'shao'li'chou 载将多少离愁
'zai'jiang'li'hen 载将离恨
'zai'jiu'yi'zun'shui'yu'gong 载酒一尊谁与共
'zai'jiu'zhui'you 载酒追游
'zai'kuai'ji 在会稽
'zai'san'gui'zi 再三归字
'zan'hua'zhao'jing 簪花照镜
'zan'jia'lin'huai'dong'dao'zhu 暂假临淮东道主
'zeng'bie'mei'fan'qian'shou 赠别每烦纤手
'zha'ke'wen'ming'she'shi'mian 乍可问名赊识面
'zha'yao'luo 乍摇落
'zha'yi'sheng'qi'xi'hui'guang 乍疑生绮席辉光
'zhai'pei'qian'ju 摘佩牵裾
'zhan'de'chun'se'nian'nian 占得春色年年
'zhan'feng'liu 占风流
'zhang'deng'jie'qi'long'chi'dao 张灯结绮笼驰道
'zhang'shang'xiang'luo'liu'cun'gong 掌上香罗六寸弓
'zhang'tai'you'ye'jin'gui'xu 章台游冶金龟婿
'zhang'yan'jin'ni 障掩金泥
'zhang'yan'yi'pin 张燕宜频
'zhao'hua'chui'duan'zi'yun'hui 昭华吹断紫云回
'zhao'huang'yu 兆黄虞
'zhao'jia'li 招佳丽
'zhao'ren'chang'duan 照人肠断
'zhao'ren'liang'chu'deng'lou 照人两处登楼
'zhe'chun'shan 着春衫
'zhe'gu'sheng'ji'die 鹧鸪声几叠
'zhe'hua'lin'shui'si'mang'ran 折花临水思茫然
'zhe'qu'can'hong'dai 折取残红戴
'zhe'ri'zou'jing'chen 遮日走京尘
'zhen'ge'hui'qin'xin 真个会琴心
'zhen'heng'qin'lang'yong 枕横衾浪拥
'zhen'hua'mei'lang 真画眉郎
'zhen'mian'ying 砧面莹
'zhen'shang'chang'men'wu'bao'geng 枕上阊门五报更
'zhen'shang'wu'qing 枕上无情
'zhen'wu'wai 真物外
'zhen'you'dong'xue'cang'bo'xia 真游洞穴沧波下
'zhen'yuan'xiang'jiu 枕鸳相就
'zheng'chun'nong'jiu'nuan 正春浓酒暖
'zheng'huan'pin'dai 整鬟颦黛
'zheng'jie'hao'qing'kuang 正节号清狂
'zheng'nai'chou'lai 争奈愁来
'zheng'shao'xin'pu'ri'bian'lai 徵韶新谱日边来
'zheng'shi'ke'xin'gu'jiong'chu 正是客心孤迥处
'zheng'xi'jiu'mo'xiao'chen'tu 正喜九陌消尘土
'zheng'xu'tao'xie 正须陶写
'zheng'yao 正要
'zheng'yao'luo 正摇落
'zhi'cang'mang 指苍茫
'zhi'fang'wu'ban'ren'chi'mu 指芳物伴人迟暮
'zhi'he'xi 知何夕
'zhi'hong'chen'bei'dao 指红尘北道
'zhi'jian'shu 致缄书
'zhi'jian'xian 指尖纤
'zhi'jiu'cheng'gao'hui 置酒成高会
'zhi'ping'fang'cao 只凭芳草
'zhi'ping'shuang'yan'hua'chun'xin 只凭双燕话春心
'zhi'qian'lian'sui'bu 只欠莲随步
'zhi'ren'fei 只人非
'zhi'si'gui'qi'ting'xia'liu 指似归期庭下柳
'zhi'wan'guo'yi'bian'hua'xu 致万国一变华胥
'zhi'wu'ren'yu'gong'deng'lin 只无人与共登临
'zhi'xu'qiao'qing'xiang'ban'qu 只许樵青相伴去
'zhi'you'chun'zhi'chu 只有春知处
'zhi'you'shuang'fei'yan 只有双飞燕
'zhi'you'xi 置邮稀
'zhi'zheng'lu 指征路
'zhi'zhong 指中
'zhong'fan'qing'han'dun'ji'liao 重泛青翰顿寂寥
'zhong'fen'wang 中分往
'zhong'nian'duo'ban'shou'shen'ju 中年多办收身具
'zhong'qiang'wei'di'peng'shan'yuan 重墙未抵蓬山远
'zhong'ri'huai'gui'fan'song'ke 终日怀归翻送客
'zhong'ting'qia'zhao'li'hua'xue 中庭恰照梨花雪
'zhong'wu'mao'yuan'fan'hua'di 中吴茂苑繁华地
'zhong'yan'ji 终焉计
'zhou'shang'xiao'lou'lian'ban'juan 洲上小楼帘半卷
'zhou'zui'nen'sha'xie'zhao'nuan 洲嘴嫩沙斜照暖
'zhu'bo'diao'lan'ji'qian'li 珠箔雕阑几千里
'zhu'cai'zhang'le'wei'qu'yang 驻彩仗乐未渠央
'zhu'cui'yi'xin'zhuang 珠翠倚新妆
'zhu'fei'you'xiang'ying'hua'guan 朱扉犹想映花关
'zhu'lan'zhou 住兰舟
'zhu'lei'ping'shan'xiang'xiang 烛泪屏山相向
'zhu'luo'biao'yun'mei 苎萝标韵美
'zhu'men'shen'bi'qi'xiang'che 朱门深闭七香车
'zhu'meng'bi'shu'ying'sheng'xiao 朱甍碧树莺声晓
'zhu'yi'bi'yun'ru'you'dai 伫倚碧云如有待
'zhu'ying'lian'long 烛映帘栊
'zhuan'duo'lv'yang'wan 转柁绿杨湾
'zhuan'gui'zhou 转归舟
'zhuan'li'huang 啭鹂黄
'zhuan'nan'pu 转南浦
'zhuang'fei'que'jing'tai'qian 妆飞鹊镜台前
'zhuang'huai'chun'si 装怀春思
'zhui'dian'can'liao'shui'tang'guan 坠钿残燎水堂关
'zhui'you'han'man 追游汗漫
'zhun'ni'cai'lan'xiu'xi 准拟采兰修禊
'zhuo'da'dou 酌大斗
'zhuo'yi'nao'chun'feng 着意恼春风
'zi'fu'dong'feng'fang'ye'shi 紫府东风放夜时
'zi'gu'chang'an'dao 自古长安道
'zi'gu'xiao'hun'chu 自古销魂处
'zi'gui'ti'meng'luo'chuang'xiao 子规啼梦罗窗晓
'zi'guo'le'shou'deng'hou 自过了收灯后
'zi'lian'chu'ke'bei'qiu'si 自怜楚客悲秋思
'zi'mo'lv'pan'jiao'ma'kong 紫陌屡盘骄马鞚
'zi'mo'qing'men'you'ye 紫陌青门游冶
'zi'mo'qing'si'kong 紫陌青丝鞚
'zi'shi'fang'xin'tan'jie'zi 自是芳心贪结子
'zi'xiao'xian'nian'du'xin'sheng 紫箫闲捻度新声
'zi'xiu'yun'xian'he'wu'bi 姿秀韵闲何物比
'zi'yan'xi'fei'shu'man'tuo 紫燕西飞书漫托
'zi'ye'ge 子夜歌
'zi'you'lian'cai'chu 自有怜才处
'zi'you'nian'nian'yue 自有年年约
'zi'yuan'bie 自怨别
'zi'yun'che 紫云车
'zong'de'luan'jiao'nan'cun'jie 纵得鸾胶难寸接
'zong'ming'yue'xiang'si'qian'li'ge 纵明月相思千里隔
'zong'shi'tiao'ren'xin'yan 总是挑人心眼
'zou'lv'qi 奏绿绮
'zui'duo'cai'zi'fu 最多才自负
'zui'duo'yi 最多宜
'zui'hun'chou'meng'xiang'ban 醉魂愁梦相半
'zui'jie'han'sheng'zhong'gu'dong 醉解寒生钟鼓动
'zui'meng'mi 醉梦迷
'zui'meng'teng 醉懵腾
'zui'mian'yao'chun'feng 醉眠摇春风
'zui'mo'bi'sha'you'suo 醉墨碧纱犹锁
'zui'nan'kan'jiu 最难堪酒
'zui'neng'zuo 最能作
'zui'qiong'zhi 醉琼枝
'zui'shi'bu'kan'feng'yue'xia 最是不堪风月下
'zui'shi'chang'yang'pan'zhe'ku 最是长杨攀折苦
'zui'shu'qin'niang'di'yi'liu 最数秦娘第一流
'zui'wei'cheng'huan 醉未成欢
'zui'yan'jian'mi 醉眼渐迷
'zui'yan'yan 醉厌厌
'zui'yue'qin'shu'huang 醉月侵书幌
'zui'zhi'chang'an'dao 醉指长安道
'zui'zhong'zhen 醉中真
'zun'jiu'hua'er'jin 尊酒话而今
'zun'jiu'liu'lian'bo'mu 尊酒流连薄暮
'zun'jiu'pan 尊酒畔
'zun'jiu'xiang'feng'liu'yi'xiao 尊酒相逢留一笑
'zun'qian'hao'chi'ge'mei'luo 尊前皓齿歌梅落
'zun'qian'ting'wo'you'xian'yong 尊前听我游仙咏
'zun'qian'wei'wu'yu'jin'qun 尊前为舞郁金裙
'zuo'an'wu'wa'qing'li 坐按吴娃清丽
'zuo'lai'bai'mei'sheng'yu'tai 坐来百媚生馀态
'zuo'lei'dian 作雷颠
'zuo'nong'shang'chun'shou 做弄伤春瘦
'zuo'yi'xing'ting'zhu'chuang'feng 坐疑行听竹窗风
